აღებაც	აღებ აც
აკვირდებოდა	აკვირდებ ოდა
უზრუნველყოს	უ ზრუნველყო ს
ფტორიდი	ფტორ იდი
შედეგებს	შედეგ ებს
არსებობენ	არსებობ ენ
ადამიანს	ადამიან ს
კანონების	კანონ ების
განხორციელება	განხორციელ ება
ინფიცირებული	ინფიცირებ ული
წინამძღვარმა	წინამ ძღვარ მა
მიკროტალღური	მიკროტალღ ური
რეფერენდუმში	რეფერენდუმ ში
შეადგენდეს	შე ადგენ დეს
წთ	წთ
ნიჭიერი	ნიჭიერ ი
ჰამლეტი	ჰამლეტ ი
მოცემულია	მო ცემულ ია
სახეობებით	სახეობ ებით
სეიმი	სეიმ ი
განაცხადი	განაცხად ი
იუგოსლავია	იუგოსლავი ა
სტანისლავის	სტანისლავ ის
შეყვარებულები	შე ყვარებულ ები
მოსამართლედ	მო სამართლ ედ
კვალს	კვალ ს
ფრინველია	ფრინველ ია
ერთპიროვნული	ერთ პიროვნულ ი
გამოჩნდნენ	გამო ჩნდ ნენ
ობიექტებია	ობიექტ ები ა
ტაივანი	ტაივან ი
სერის	სერ ის
მიზეზს	მი ზეზ ს
ბურგუნდიელის	ბურგუნდიელ ის
ათწლეულებში	ათწლეულ ებში
ცენზი	ცენზ ი
დარტყმას	დარტყმ ას
შემადგნლობა	შე მა დგნლ ობა
აკუსტიკური	ა კუსტიკ ური
ბიუროში	ბიურო ში
ცოლის	ცოლ ის
ყარაბაღი	ყარაბაღ ი
საალყო	სა ალყ ო
ბრიტანეთისგან	ბრიტანეთ ისგან
თურქულად	თურქ ულად
ნაგები	ნაგებ ი
ევროპის	ევროპ ის
ქალზე	ქალ ზე
სათავადოს	სა თავად ოს
თაღში	თაღ ში
ჰყვარებია	ჰყვ არ ები ა
გაიწელა	გა ი წელ ა
მომდინარეობს	მო მდინარეობ ს
წარჩინებული	წარჩინებულ ი
ამაღლდა	ამაღლ და
მაგარ	მა გარ
ტოპოგრაფიულ	ტოპოგრაფი ულ
მკვიდრმა	მკვიდრ მა
მწვერვალისკენ	მწვერვალ ისკენ
ეფექტით	ეფექტ ით
მოქმედებამ	მოქმედებ ამ
ჯანმრთელობისა	ჯანმრთელობ ისა
არისტოკრატის	არისტოკრატ ის
მანაგუა	მანაგუ ა
ილაის	ილ ა ის
პირველმა	პირველ მა
მოსახლის	მო სახლ ის
მოდელმა	მოდელ მა
სვამს	სვამ ს
ხერარდო	ხერა რდო
შესატყვისად	შე სატყვის ად
მექანიკურ	მექანიკ ურ
მეტიუ	მეტ იუ
მთავრობების	მთავრობ ების
გარჩევა	გა რჩევ ა
ლოდი	ლოდ ი
სიმრავლეთა	სიმრავლ ეთა
სიუჟეტურად	სიუჟეტ ურად
ეთიკის	ეთიკ ის
ზოლისაგან	ზოლ ის აგან
არღუნის	არღუნ ის
ეთერზეთოვანი	ეთერ ზეთოვანი
მონიტორი	მო ნიტორ ი
კომიქსებში	კომიქს ებში
მაიკოპის	მა ი კოპ ის
ტიფის	ტიფ ის
ალტერნატივას	ა ლტერნატივ ას
პაუზის	პაუზ ის
გამოიყვანენ	გა მოიყვან ენ
დაწერეს	დაწერ ეს
ჩინით	ჩინ ით
საკუთრებისა	საკუთრ ების ა
ჩაღრმავებულ	ჩაღრმავებულ
ჩჟან	ჩჟ ან
ახორციელებდა	ა ხორციელებ და
მეცხვარული	მე ცხვარ ული
სათვისტომოს	სა თვისტომო ს
დამპყრობლები	და მპყრობლ ები
მგონია	მგონ ია
კმაყოფილი	კმაყოფილ ი
ხარჯებით	ხარჯ ებით
გაბონის	გა ბონ ის
პატარა	პატარ ა
განივზოლიანი	განივ ზოლიანი
სიამოვნებით	სი ამოვნებ ით
განსაკუთრებულობა	გა ნსაკუთრებულ ობა
გამაგრებულ	გა მაგრებ ულ
ლადენის	ლადენ ის
კერტის	კერტ ის
დაზავდნენ	და ზავ დნენ
კლუბებმა	კლუბ ებმა
ინდიელებთან	ინდიელ ებთან
შეჰპირდა	შე ჰპირდ ა
ას	ას
სიმშრალის	სი მშრალ ის
რჩევა	რჩევ ა
სერიაც	სერი აც
დანარჩენებმა	და ნარჩენ ებმა
სპექტრი	სპექტრ ი
მღვდელმა	მღვდელ მა
აღადგინოს	ა ღადგინ ო ს
აგენტები	აგენტ ები
აბდულ	აბდულ
ვერტმფრენის	ვერტმფრენი ს
ფასადზე	ფასად ზე
სტომატოლოგიური	სტომატ ოლოგი ური
ლაბაძის	ლაბაძ ის
რუთ	რუთ
გადაეცემოდა	გა და ეცემ ოდა
სამისიონერო	სა მი სიონერ ო
წარმოთქმას	წარმოთქმ ას
კატეგორიები	კატეგორი ები
შვედური	შვედ ური
უცხოა	უცხო ა
ფავორიტად	ფავორიტ ად
გააუქმეს	გა აუქმ ეს
გასათვალისწინებელია	გა სა თვალისწინებ ელი ა
პროცენტულად	პროცენტ ულად
ცხოვრების	ცხოვრებ ის
კომპანიისთვის	კომპანი ის თვის
ქართველ	ქართველ
ეკუთვნიან	ეკუთვნ იან
სახეობრივი	სახეობ რივი
დათმეს	და თმ ეს
ნოველათა	ნოველ ათა
მოსამართლემ	მო სამართლ ემ
იგულისხმებოდა	იგულისხმ ებოდა
გარდასახვა	გა რდასახვ ა
ღეროს	ღერო ს
ჩადენსისის	ჩადენ ს ის ის
კლასიცისტური	კლას იცისტური
წერს	წერ ს
აღზარდა	აღზარდ ა
ილტოს	ილტო ს
იუვემ	იუვე მ
ვცხოვრობთ	ვ ცხოვრობ თ
ფიზიოლოგია	ფიზიოლოგი ა
მართალი	მართალ ი
ტრანსილვანიაში	ტრანსილვან ი აში
ნინული	ნინ ული
რაიონებია	რაიონებ ია
გაბატონდნენ	გა ბატონ დნენ
ვულკანების	ვულკან ების
ფლობს	ფლობ ს
ვაშინგტონ	ვაშინგტონ
თურქმენეთის	თურქმენეთ ის
ხედვა	ხედვ ა
რჩება	რჩ ება
მილანს	მი ლან ს
ხეობებით	ხეობ ებით
დაე	და ე
საგუბერნატოროდან	სა გუბერნატორ ოდან
ქვეყანამ	ქვეყანა მ
მილიონს	მილიონ ს
სიმულატორი	სიმულ ატორი
ცხადყო	ცხად ყო
კლდოვან	კლდ ოვან
მეტამორფული	მეტამორფ ული
კვლევისა	კვლევის ა
თხზავდა	თხზ ავდა
კვადრატში	კვადრატ ში
მოსამზადებლად	მო სა მზადებ ლად
შთაბეჭდილება	შთაბეჭდილებ ა
მოწმობენ	მოწმობ ენ
ბოლესლავ	ბოლესლავ
ხელში	ხელ ში
ჩარჩოებში	ჩარჩო ებში
შესწორებული	შე სწორებ ული
თანამშრომლობამ	თანამშრომლობ ამ
გამოც	გამო ც
მამიდაშვილმა	მა მი და შვილ მა
ასაკისა	ასაკ ისა
ანსამბლს	ანსამბლ ს
დასდევს	და სდევ ს
გაზი	გაზ ი
ქმნილება	ქმნილებ ა
საკითხის	საკითხ ის
მეამბოხეებმა	მე ამბოხე ებმა
ნაყოფია	ნაყოფ ია
თუმანიშვილის	თუმანიშვილ ის
სიწმინდეს	სიწმინდ ეს
დისერტაცია	დისერტაცი ა
იცვლებიან	იცვლ ებიან
ჩინელ	ჩინელ
გლობუსის	გლობუს ის
ეტლს	ეტლ ს
დაქირავების	და ქირავებ ის
მოახსენა	მო ახსენ ა
იმპერატორი	იმპერატორ ი
მოკრძალებულად	მო კრძალებულ ად
სუაჰილის	სუაჰილ ის
ქალაქებიდან	ქალაქებ იდან
ჯიშის	ჯიშ ის
კულინარიული	კულინარი ული
მიიტაცა	მი იტაც ა
კარაქის	კარაქ ის
მედიცინა	მედიცინ ა
პავლემ	პავლ ემ
მცემ	მცემ
მკვეთრი	მკვეთრ ი
მიღებისას	მიღებ ისას
ამშვენებდა	ა მშვენებ და
ბორუსია	ბორუს ია
მრავლობითი	მრავლობით ი
მხარეა	მხარე ა
ბოიართა	ბო იართა
ბრაიანის	ბრაიან ის
ძალაუფლებისა	ძალაუფლებ ისა
კმაყოფილია	კმაყოფილ ია
სანაოსნოა	სანაოსნო ა
ფიზიკისა	ფიზიკ ისა
სიერა	სი ერ ა
ნიუკასლ	ნიუკასლ
იმედის	იმედ ის
შენახვა	შე ნახვ ა
მეიერსი	მე იერ სი
სახითაც	სახ ითაც
სოკოებს	სოკო ებს
შუამდე	შუ ამდე
რღვევა	რღვევ ა
მწყემსვა	მწყემს ვა
გადმოხტა	გა დმოხტ ა
ჯონსმა	ჯონს მა
ალექსანდრ	ალექსანდრ
ძროხა	ძროხ ა
არიდება	არიდ ება
შეინიშნებოდა	შე ინიშნ ებოდა
დანესტიანების	და ნესტიან ების
ბასიანი	ბასიან ი
ფარფლი	ფარფლ ი
მესვეურები	მე სვეურ ები
თემურ	თემურ
წამყვანმა	წამყვან მა
მემამულეთა	მე მამულ ეთა
განსამტკიცებლად	განსა მტკიცებ ლად
გაემზადა	გა ემზად ა
გადახრას	გა დახრ ას
ინდონეზიას	ინდონეზი ას
გრეილსის	გრე ილ ს ის
ელოდა	ელოდ ა
ვალი	ვალ ი
ჯამბაზები	ჯამ ბაზ ები
გამომცემლობა	გამო მცემლობ ა
ვოს	ვო ს
წვა	წვ ა
მისი	მის ი
შემოიყვანა	შე მოიყვან ა
ვადამდელ	ვად ამდელ
ანალურ	ან ალურ
დაემთავრებინა	და ე მთავრებინა
შავკანიანი	შავკანიან ი
სამკურნალოდ	სა მკურნალ ოდ
თითს	თით ს
ლაითი	ლა ითი
დათვლის	და თვლ ის
სინდრომს	სი ნდრომ ს
ვირსალაძე	ვირ სალაძე
ტექნიკისა	ტექნიკ ისა
მწარმოებელთა	მწარმოებელ თა
ფოთლების	ფოთლ ების
ფოსტერის	ფოსტ ერის
მალფოის	მალფო ის
მენაპირე	მე ნაპირ ე
კონა	კონ ა
უკნიდან	უ კნ იდან
სარძევე	სა რძე ვე
დაიმზირება	და ი მზირ ება
შეავსო	შე ავს ო
მისია	მისი ა
ოსმალებს	ოსმალ ებს
შემოიღეს	შე მო იღ ეს
ეროტიული	ეროტი ული
გარე	გარ ე
უზენაესი	უზენაეს ი
გამოკეტა	გამო კეტ ა
უილისი	უილ ის ი
მიემართა	მიემართ ა
ესწრაფოდა	ე სწრაფ ოდა
რეიტინგში	რეიტინგ ში
დაცემა	და ცემ ა
უცვლელი	უცვლელ ი
პტოლემეს	პტოლემე ს
არქიპელაგს	არქიპელაგ ს
სოკოების	სოკო ების
პლანტაციის	პლანტაცი ის
ვარჯიში	ვარჯიშ ი
ადაპტაციას	ადაპტაცი ას
ოსლოს	ოსლო ს
დევნილობაში	დევნილ ობ აში
დიდიე	დიდ ი ე
ვუდი	ვუდ ი
მიუთითა	მი უ თით ა
ხელმწიფეს	ხელმწიფ ეს
ჰოფმანის	ჰოფმან ის
დეპოს	დეპ ოს
გერმანიკული	გერმანი კული
ნამუშევრებში	ნა მუშევრებ ში
ჩაიკოვსკის	ჩაიკოვსკ ის
შეაჩერა	შე აჩერ ა
მარცვლოვანი	მარცვლ ოვანი
მორთულ	მო რთულ
მისული	მისულ ი
უჭირდათ	უჭირ დათ
კიშინიოვის	კიში ნიოვის
ორკესტრისათვის	ორკესტრ ისათვის
წაგებით	წაგებ ით
ჯეიმზმა	ჯეიმზ მა
ასლით	ასლ ით
ტყვეობას	ტყვეობ ას
ნადირობაზე	ნადირობ აზე
ორგანიზაციამ	ორგანიზაცი ამ
მკვლელს	მკვლელ ს
უწყობს	უწყობ ს
შვილისთვის	შვილ ისთვის
გადაკვეთას	გადაკვეთ ას
განურჩევლად	გან ურჩევ ლად
მებრძოლი	მებრძოლ ი
გარეშეც	გარეშე ც
ჩემპიონატში	ჩემპიონატ ში
მსხვერპლნი	მსხვერპლ ნი
მსახიობებს	მსახიობ ებს
სივრცითი	სივრც ითი
ოციანი	ოციან ი
ქარტია	ქარტი ა
ყინულს	ყინულ ს
მოუხმო	მო უხ მო
სისხლძარღვების	სისხლძარღვ ების
ინდექსით	ინდექს ით
პსვ	პ სვ
უპირისპირდება	უ პირისპირ დება
ცნობიდან	ცნობ იდან
შემოდგომაზე	შემოდგომ აზე
ნარვის	ნა რვ ის
აჩვენეს	აჩვენ ეს
პრიზები	პრიზ ები
წარმატებებს	წარმატებ ებს
შემოგვრჩა	შე მოგვრჩ ა
მარგი	მ არგ ი
გვირგვინები	გვირგვინ ები
ბავშვებისა	ბავშვებ ისა
ოგადენი	ოგადენ ი
ნიმუშებს	ნიმუშ ებს
წინსვლას	წინსვლ ას
სტარმა	სტარ მა
დინასტიის	დინასტი ის
ზომის	ზომ ის
სამართლიანია	სამართლიან ია
დარიგება	და რიგებ ა
წესზე	წეს ზე
ბუდიზმის	ბუდიზმ ის
ინჟინრებს	ინჟინრ ებს
წარმოიქმნება	წარმოიქმნ ება
ყიფშიძე	ყიფ შიძე
გვიანდელი	გვიანდელ ი
სამკერვალო	სამ კერვალ ო
წარსულში	წარსულ ში
ბიოლოგი	ბიოლოგი
ოქტომბრისათვის	ოქტომბრ ისათვის
დენვერის	დენვერ ის
კარიმ	კარ იმ
ფიგურირებს	ფიგურირებ ს
შედედების	შე დედ ების
შოპენი	შოპენ ი
თაჩდაუნი	თაჩდაუნ ი
შესწორება	შე სწორებ ა
მანჰეტენი	მა ნჰეტენ ი
მიმოხილვა	მი მოხილვ ა
უღრანი	უღ რანი
დემოგრაფიულ	დემოგრაფი ულ
მიტროპოლიტის	მი ტროპოლიტ ის
მხედრები	მხედრ ები
ბოლოვდებოდა	ბოლოვდ ებოდა
მეთოდეს	მეთოდ ეს
მოთხრობამ	მო თხრობ ამ
წარმოქმნისა	წარმოქმნ ისა
ფოცხოვის	ფო ცხოვ ის
წრიდან	წრ იდან
ესხმოდნენ	ესხმ ოდნენ
ეწყობა	ეწყობ ა
ერთეულ	ერთეულ
კახეთს	კახეთ ს
მოსე	მო სე
შეკეთება	შე კეთებ ა
ანდერძის	ანდერძ ის
ნასახლარი	ნა სახლარ ი
ეშვება	ეშვ ება
ძაბრის	ძაბრ ის
ვოლდემორმა	ვოლდემორ მა
ულვეუსი	ულვეუს ი
ავიაციამ	ავიაცი ამ
ივლის	ივლის
დავიდ	და ვიდ
გადაადგილებისას	გადაადგილ ების ას
ძეგლს	ძეგლ ს
იუსტიციის	იუსტიცი ის
არქიტრავული	არქიტრავ ული
აივერსონის	ა ივერსონ ის
ხარისხში	ხარისხ ში
თიბისი	თიბის ი
თხოვა	თხოვ ა
რაკეტებით	რაკეტ ებით
რეიუნიონის	რეიუნიონ ის
სტავროპოლის	სტავროპოლ ის
ბრიტანეთში	ბრიტანეთ ში
დამსახურებისათვის	და მსახურებ ისათვ ის
სილუეტს	სილუეტ ს
კრავს	კრავ ს
აშლენდის	აშლენდ ის
გაძარცვა	გა ძარცვ ა
მაჰმადიანთა	მაჰმადიან თა
შიფრაციის	შიფრ აციის
გაერთიანებული	გა ერთიანებულ ი
განთავსებულია	განთავს ებულია
საგაზეთო	სა გაზეთ ო
ლანდშაფტის	ლანდშაფტ ის
ხელმძღვანელებს	ხელმძღვანელ ებს
წყაროთი	წყარო თი
საკონტრაქტო	სა კონტრაქტ ო
სალომე	სალომე
დამალვის	და მალვ ის
ბატონობისგან	ბატონობ ისგან
ბარსელონამ	ბარსელონ ამ
მიედინებიან	მი ედინ ებიან
ზამთარს	ზამთარ ს
წინასწარმეტყველური	წინასწარმეტყველ ური
მატერიის	მატერი ის
გაუშვა	გა უშვ ა
სარგებლობის	სარგებლ ობის
ულავ	უ ლავ
სიყვარულითა	სიყვარულ ითა
სინგლებმა	სინგლ ებმა
ერთეულებად	ერთეულ ებად
ფუძემდებლის	ფუძემდებლ ის
ქცევების	ქცევ ების
აერთიანებდნენ	ა ერთიანებ დნენ
აპირებ	აპირებ
ბარსა	ბარსა
სუონსის	სუონ ს ის
საავტომობილო	სა ავტომობილ ო
ბრალდებები	ბრალდებ ები
კუნთებს	კუნთ ებს
ნერონმა	ნერონ მა
ინტერესთა	ინტერეს თა
გადაცემები	გადაცემ ები
უყურადღებობის	უ ყურადღებ ობის
კითხვებზე	კითხვ ებზე
სენეგალის	სენეგალ ის
პირველებმა	პირველ ებმა
შესვენების	შე სვენებ ის
კატალოგი	კატალოგ ი
თვითმპყრობელობის	თვით მპყრობელ ობის
სტუდიამ	სტუდი ამ
იგნორირებული	იგნორირებ ული
მორისეტს	მორისეტ ს
ჰემმა	ჰემ მა
შეერთებოდნენ	შეერთ ებოდნენ
კვლევათა	კვლევ ათა
აჯანყებებს	აჯანყებ ებს
კვართის	კვართ ის
სალამურა	სა ლამურ ა
სრულყოფა	სრულყოფ ა
ხაზზეა	ხაზ ზე ა
დამპყრობლების	და მპყრობლ ების
ბათილად	ბათილ ად
უამბო	უ ამბ ო
ოდნავი	ოდნავ ი
განიხილა	განიხილ ა
შერბილდა	შე რბილ და
სახელობის	სახელობ ის
ასტრონომი	ასტრონომი
ზურგის	ზურგ ის
რაბინის	რაბინ ის
სასახლეთა	სასახლე თა
გათხოვების	გა თხოვ ების
ბოკასას	ბოკასა ს
ამირამ	ამირ ამ
მარიამის	მარიამ ის
განაწილებაზე	გა ნაწილებ აზე
თვიანი	თვ იანი
ვებგვერდის	ვებგვერდ ის
მიურატი	მი ურატ ი
აკადემიკოსის	აკადემიკოს ის
დაბალია	დაბალ ია
სპასალარი	სპას ალ არი
სახელწოდებები	სა ხელწოდებ ები
დაამტკიცოს	და ამტკიც ოს
მესინაში	მესინ აში
სადისერტაციო	სა დისერტაცი ო
აფხაზ	აფხაზ
კინო	კინ ო
პოლიციაში	პოლიცი აში
ფრიდრიხის	ფრიდრიხ ი ს
თესლის	თესლ ის
ატოლი	ატოლ ი
ისტორიკოსებმა	ისტორიკოს ებმა
დაკვირვებით	და კვირვებ ით
ნარუტო	ნარუტო
გამოყენების	გამო ყენებ ის
გორგიჯანიძე	გორგიჯანიძ ე
დაფუძნებით	და ფუძნებ ით
სკორსეზეს	სკორსეზ ეს
მაკედონია	მაკედონ ია
აფსარის	აფსარ ის
რუბლის	რუბლი ს
ზოლი	ზოლ ი
ევროატლანტიკურ	ევრო ატლანტიკ ურ
შეფასებაში	შეფასებ აში
გასტროლებით	გა სტროლ ებით
საკრავების	საკრავ ების
ფრანგულში	ფრანგულ ში
აჯანყებისა	აჯანყებ ისა
შრომა	შრომ ა
დეკორაციულ	დეკორაცი ულ
აყენებდა	ა ყენებ და
ვანდა	ვან და
პორტუგალიელი	პორტუგალიელ ი
აღმსარებელი	აღმსარ ებელი
რევოლუციურად	რევოლუციურ ად
ექადიის	ექ ადი ის
გამოიგონა	გამო იგონ ა
მედიჩის	მედიჩ ის
ჩანაწერებისა	ჩანაწერებ ისა
სემინარის	სემინარი ს
წარმოიქმნა	წარმოიქმნ ა
სასიამოვნოა	სა სიამოვნო ა
თავისებურებების	თავისებურებ ების
რეპორტიორი	რე პორტ იორი
ატმოსფეროზე	ატმოსფერ ო ზე
ხედავდა	ხედავ და
მუსიკალური	მუსიკალურ ი
ითავსებს	ი თავსებ ს
მტკივნეულია	მტკივნეულ ია
კლასები	კლას ები
შოუებზე	შოუ ებზე
მანძილი	მანძილ ი
რეგიონებიდან	რეგიონებ იდან
ჩამოართვეს	ჩამოართვ ეს
პრუტის	პრ უტის
კოლხური	კოლხ ური
ხარვეზების	ხარვეზ ების
ორმხრივ	ორმხრივ
ყავა	ყავ ა
შემოტევას	შემოტევ ას
შექმნიდა	შე ქმნი და
ალფონს	ალფონს
დიმა	დიმ ა
ეფრონის	ე ფრონ ის
შესრულდა	შე სრულდ ა
პრაღაში	პრაღ აში
ენერგეტიკაში	ენერგეტიკ აში
მოხდის	მო ხდ ის
ახლით	ახლ ით
რეესტრში	რეესტრ ში
ჩაიწეროს	ჩაიწერ ოს
ბრძოლისა	ბრძოლის ა
ერთეულის	ერთეულ ის
ბუდისტები	ბუდისტ ები
წარმოქმნიან	წარმოქმნ იან
ირწმუნეს	ირწმუნ ეს
დანაკარგის	და ნაკარგ ის
შეიქმნება	შე იქმნ ება
ნომერ	ნომერ
ლაზერული	ლაზერ ული
ნოტები	ნოტ ები
ფორუმები	ფორუმ ები
გადმოიტანეს	გა დმოიტან ეს
მოეთხოვა	მო ეთხოვ ა
აფსიდს	აფსიდ ს
სიმღერებისგან	სიმღერ ების გან
სტუდენტებისთვის	სტუდენტ ების თვის
შენარჩუნებაზე	შენარჩუნებ აზე
ერთგვარად	ერთგვარ ად
წყლის	წყლ ის
ხმელეთიდან	ხმელეთ იდან
მილიონიანი	მილიონ იანი
გარდაცვლილა	გა რდაცვლილ ა
პალესტინელი	პალესტინ ელი
დინამო	დინამო
იკავებენ	იკავებ ენ
მადრიდის	მა დრიდ ის
საზოგადოებისაგან	სა ზოგადოებ ის აგან
ჰიპოფიზის	ჰიპოფიზ ის
იცოდე	იცოდ ე
მუშკეტერი	მუშკეტერ ი
ოკეანეებს	ოკეანე ებს
დაიცვა	და იცვ ა
გონივრული	გონივრულ ი
მეტალების	მეტალ ების
არასაკმარისად	არასაკმარის ად
გადაწყვეტილებით	გადა წყვეტილებ ით
დაიჭირა	დაიჭირ ა
სინ	სი ნ
ჯაზის	ჯაზ ის
