აღებაც	აღებ აც
ივლისს	ივლის ს
თანამედროვეთა	თანა მე დროვე თა
პრეზიდენტებს	პრეზიდენტ ებს
აკვირდებოდა	აკვირდ ებო და
უზრუნველყოს	უზრუნველყო ს
ფტორიდი	ფტორი დი
შედეგებს	შედეგ ებს
არსებობენ	არსებობ ენ
ადამიანს	ადამიან ს
კანონების	კანონ ების
განხორციელება	გა ნხორციელ ება
ინფიცირებული	ინფიც ირებულ ი
წინამძღვარმა	წინამ ძღვარ მა
მიკროტალღური	მიკრო ტალღ ური
რეფერენდუმში	რეფერენდუ მ ში
შეადგენდეს	შე ადგენ დე ს
წთ	წთ
ნიჭიერი	ნიჭიერ ი
ჰამლეტი	ჰამლეტ ი
მოცემულია	მო ცემ ული ა
სახეობებით	სახეობ ები თ
სეიმი	სეიმ ი
განაცხადი	გა ნა ცხად ი
იუგოსლავია	იუგოსლავ ია
სტანისლავის	სტანისლავ ის
შეყვარებულები	შე ყვარებულ ები
მოსამართლედ	მო სა მართლ ედ
კვალს	კვალ ს
ფრინველია	ფრინველ ია
ერთპიროვნული	ერთპიროვნ ული
გამოჩნდნენ	გამო ჩნდ ნენ
ობიექტებია	ობიექტ ები ა
ტაივანი	ტაივან ი
სერის	სერ ის
მიზეზს	მიზეზ ს
ბურგუნდიელის	ბურგუნდი ელ ის
ათწლეულებში	ათწლეულ ებშ ი
ცენზი	ცენზი
დარტყმას	დარტყმ ას
შემადგნლობა	შემადგნლობ ა
აკუსტიკური	აკუსტიკ ური
ბიუროში	ბიურო ში
ცოლის	ცოლ ის
ყარაბაღი	ყარაბაღ ი
საალყო	სა ალყ ო
ბრიტანეთისგან	ბრიტანეთ ის გან
თურქულად	თურქ ულად
ნაგები	ნაგებ ი
ევროპის	ევროპ ის
ქალზე	ქალ ზე
სათავადოს	სა თავად ოს
თაღში	თაღ ში
ჰყვარებია	ჰ ყვარ ები ა
გაიწელა	გა ი წელ ა
მომდინარეობს	მო მდინარეობ ს
წარჩინებული	წარჩინებულ ი
ამაღლდა	ამაღლ და
მაგარ	მაგარ
ტოპოგრაფიულ	ტოპოგრაფი ულ
მკვიდრმა	მკვიდრ მა
მწვერვალისკენ	მწვერვალ ის კენ
ეფექტით	ეფექტ ით
მოქმედებამ	მო ქმედებ ამ
ჯანმრთელობისა	ჯანმრთელობ ის ა
არისტოკრატის	არისტოკრატ ის
მანაგუა	მანაგუ ა
ილაის	ილა ის
პირველმა	პირველ მა
მოსახლის	მოსახლ ის
მოდელმა	მოდელ მა
სვამს	სვამ ს
ხერარდო	ხერარდ ო
შესატყვისად	შე სატყვის ად
მექანიკურ	მე ქანიკ ურ
მეტიუ	მეტ იუ
მთავრობების	მთავრობ ების
გარჩევა	გა რჩევ ა
ლოდი	ლოდ ი
სიმრავლეთა	სიმრავლ ეთ ა
სიუჟეტურად	სიუჟეტ ურად
ეთიკის	ეთიკ ის
ზოლისაგან	ზოლ ისა გან
არღუნის	არღუნ ის
ეთერზეთოვანი	ეთერზეთ ოვან ი
მონიტორი	მონიტორ ი
კომიქსებში	კომიქს ებშ ი
მაიკოპის	მა იკოპ ის
ტიფის	ტიფ ის
ალტერნატივას	ა ლტერნატივ ას
პაუზის	პაუზ ის
გამოიყვანენ	გამო იყვან ენ
დაწერეს	და წერ ეს
ჩინით	ჩინ ით
საკუთრებისა	საკუთრებ ის ა
ჩაღრმავებულ	ჩაღრმავ ებულ
ჩჟან	ჩჟ ან
ახორციელებდა	ა ხორციელ ებდა
მეცხვარული	მე ცხვარ ული
სათვისტომოს	სათვისტომ ოს
დამპყრობლები	დამპყრობლ ები
მგონია	მგონ ია
კმაყოფილი	კმაყოფილ ი
ხარჯებით	ხარჯ ები თ
გაბონის	გა ბონ ის
პატარა	პატარ ა
განივზოლიანი	განივზოლ ი ა ნი
სიამოვნებით	სიამოვნ ები თ
განსაკუთრებულობა	გა ნსაკუთრებულ ობ ა
გამაგრებულ	გა მაგრ ებულ
ლადენის	ლადენ ის
კერტის	კერტის
დაზავდნენ	დაზავ დნენ
კლუბებმა	კლუბ ებ მა
ინდიელებთან	ინდიელ ებთან
შეჰპირდა	შე ჰპირ და
ას	ას
სიმშრალის	სი მშრალ ის
რჩევა	რჩევ ა
სერიაც	სერი აც
დანარჩენებმა	და ნარჩენ ებ მა
სპექტრი	სპექტრ ი
მღვდელმა	მღვდელ მა
აღადგინოს	აღადგინ ოს
აგენტები	აგენტ ები
აბდულ	აბდულ
ვერტმფრენის	ვერტმფრენი ს
ფასადზე	ფასად ზე
სტომატოლოგიური	სტომატ ოლოგი ური
ლაბაძის	ლაბ აძ ის
რუთ	რუთ
გადაეცემოდა	გა და ეცემ ო და
სამისიონერო	სა მისიონერ ო
წარმოთქმას	წარმოთქმ ას
კატეგორიები	კატეგორი ები
შვედური	შვედ ური
უცხოა	უცხო ა
ფავორიტად	ფავორიტ ად
გააუქმეს	გა აუქმ ეს
გასათვალისწინებელია	გა სა თვალისწინ ებელია
პროცენტულად	პროცენტ ულად
ცხოვრების	ცხოვრებ ის
კომპანიისთვის	კომპანი ისთვის
ქართველ	ქართველ
ეკუთვნიან	ეკუთვნ იან
სახეობრივი	სახეობ რივ ი
დათმეს	და თმ ეს
ნოველათა	ნოველ ა თა
მოსამართლემ	მო სა მართლ ე მ
იგულისხმებოდა	იგულისხმებოდ ა
გარდასახვა	გა რდა სახვ ა
ღეროს	ღერო ს
ჩადენსისის	ჩადენ ს ის ის
კლასიცისტური	კლასიც ის ტურ ი
წერს	წერ ს
აღზარდა	აღზარდ ა
ილტოს	ილტ ოს
იუვემ	იუვ ე მ
ვცხოვრობთ	ვ ცხოვრობ თ
ფიზიოლოგია	ფიზიოლოგი ა
მართალი	მართალ ი
ტრანსილვანიაში	ტრანს ილვანი აში
ნინული	ნინ ული
რაიონებია	რაიონ ები ა
გაბატონდნენ	გაბატონ დნენ
ვულკანების	ვულკან ების
ფლობს	ფლობ ს
ვაშინგტონ	ვაშინგტონ
თურქმენეთის	თურქმენეთ ის
ხედვა	ხედვ ა
რჩება	რჩ ება
მილანს	მილან ს
ხეობებით	ხეობ ები თ
დაე	და ე
საგუბერნატოროდან	სა გუბერნატორ ო დან
ქვეყანამ	ქვეყანა მ
მილიონს	მილიონ ს
სიმულატორი	სიმულ ატორ ი
ცხადყო	ცხად ყო
კლდოვან	კლდოვან
მეტამორფული	მეტამორფ ული
კვლევისა	კვლევ ის ა
თხზავდა	თხზ ავ და
კვადრატში	კვადრატ ში
მოსამზადებლად	მო სამზად ებლ ად
შთაბეჭდილება	შთაბეჭდილებ ა
მოწმობენ	მოწმ ობენ
ბოლესლავ	ბოლესლავ
ხელში	ხელ ში
ჩარჩოებში	ჩარჩო ებშ ი
შესწორებული	შესწორებ ული
თანამშრომლობამ	თანამშრომლობ ამ
გამოც	გამო ც
მამიდაშვილმა	მა მი და შვილ მა
ასაკისა	ასაკ ის ა
ანსამბლს	ანსამბლ ს
დასდევს	და სდევ ს
გაზი	გაზ ი
ქმნილება	ქმნილ ება
საკითხის	საკითხ ის
მეამბოხეებმა	მე ამბოხე ებ მა
ნაყოფია	ნაყოფ ი ა
თუმანიშვილის	თუმან ი შვილ ის
სიწმინდეს	სიწმინდ ეს
დისერტაცია	დისერტაც ია
იცვლებიან	იცვლ ები ან
ჩინელ	ჩინელ
გლობუსის	გლობუს ის
ეტლს	ეტლ ს
დაქირავების	და ქირავ ების
მოახსენა	მო ახსენ ა
იმპერატორი	იმპერატორ ი
მოკრძალებულად	მოკრძალ ებულად
სუაჰილის	სუაჰილ ის
ქალაქებიდან	ქალაქ ები დან
ჯიშის	ჯიშ ის
კულინარიული	კულინარ ი ული
მიიტაცა	მი იტაც ა
კარაქის	კარაქ ის
მედიცინა	მედიცინ ა
პავლემ	პავლ ე მ
მცემ	მცემ
მკვეთრი	მკვეთრ ი
მიღებისას	მიღებ ის ას
ამშვენებდა	ამშვენ ებდა
ბორუსია	ბო რუს ია
მრავლობითი	მრავლ ობითი
მხარეა	მხარე ა
ბოიართა	ბო იარ თა
ბრაიანის	ბრაიან ის
ძალაუფლებისა	ძალაუფლებ ის ა
კმაყოფილია	კმაყოფილ ია
სანაოსნოა	სა ნაოსნო ა
ფიზიკისა	ფიზიკ ის ა
სიერა	სიერ ა
ნიუკასლ	ნიუკასლ
იმედის	იმედ ის
შენახვა	შე ნახვ ა
მეიერსი	მე იერ სი
სახითაც	სახ ით აც
სოკოებს	სოკო ებს
შუამდე	შუა მდე
რღვევა	რღვევ ა
მწყემსვა	მწყემს ვა
გადმოხტა	გა დ მო ხტ ა
ჯონსმა	ჯონს მა
ალექსანდრ	ალექსანდრ
ძროხა	ძროხ ა
არიდება	არიდ ება
შეინიშნებოდა	შე ინიშნ ებო და
დანესტიანების	და ნესტიან ების
ბასიანი	ბასიან ი
ფარფლი	ფარფლ ი
მესვეურები	მესვეურ ები
თემურ	თემურ
წამყვანმა	წამყვან მა
მემამულეთა	მე მამულ ეთ ა
განსამტკიცებლად	გან სა მტკიც ებლ ად
გაემზადა	გა ემზად ა
გადახრას	გადახრ ას
ინდონეზიას	ინდონეზი ას
გრეილსის	გრეილს ის
ელოდა	ელოდ ა
ვალი	ვალ ი
ჯამბაზები	ჯამბაზ ები
გამომცემლობა	გა მო მცემლობ ა
ვოს	ვ ოს
წვა	წვ ა
მისი	მის ი
შემოიყვანა	შე მო იყვან ა
ვადამდელ	ვად ამდელ
ანალურ	ანალ ურ
დაემთავრებინა	და ე მთავრ ები ნა
შავკანიანი	შავკანიან ი
სამკურნალოდ	სა მკურნალ ოდ
თითს	თით ს
ლაითი	ლა ით ი
დათვლის	და თვლ ის
სინდრომს	სინდრომ ს
ვირსალაძე	ვირსალ ა ძე
ტექნიკისა	ტექნიკ ის ა
მწარმოებელთა	მწარმოებელ თა
ფოთლების	ფოთლ ების
ფოსტერის	ფოსტერ ის
მალფოის	მალფო ის
მენაპირე	მე ნაპირ ე
კონა	კონ ა
უკნიდან	უკ ნ იდან
სარძევე	სა რძე ვე
დაიმზირება	დაი მზირ ება
შეავსო	შე ავს ო
მისია	მისი ა
ოსმალებს	ოსმალ ებს
შემოიღეს	შე მოიღ ეს
ეროტიული	ეროტ ი ული
გარე	გარე
უზენაესი	უზენაეს ი
გამოკეტა	გამო კეტ ა
უილისი	უილ ის ი
მიემართა	მი ემართ ა
ესწრაფოდა	ე სწრაფ ო და
რეიტინგში	რეიტინგ ში
დაცემა	დაცემ ა
უცვლელი	უცვლელ ი
პტოლემეს	პტოლემ ეს
არქიპელაგს	ა რქიპელაგ ს
სოკოების	სოკო ების
პლანტაციის	პლანტაცი ის
ვარჯიში	ვარჯიშ ი
ადაპტაციას	ადაპტაცი ას
ოსლოს	ოსლო ს
დევნილობაში	დევნილ ობ აში
დიდიე	დიდი ე
ვუდი	ვუდ ი
მიუთითა	მიუთით ა
ხელმწიფეს	ხელმწიფ ეს
ჰოფმანის	ჰოფმან ის
დეპოს	დეპ ოს
გერმანიკული	გერმანიკ ული
ნამუშევრებში	ნა მუშევრ ებშ ი
ჩაიკოვსკის	ჩ ა იკ ოვსკ ის
შეაჩერა	შე აჩერ ა
მარცვლოვანი	მარცვლოვან ი
მორთულ	მორთულ
მისული	მის ული
უჭირდათ	უჭირ დათ
კიშინიოვის	კიშინი ოვის
ორკესტრისათვის	ორკესტრ ის ათვის
წაგებით	წაგებ ით
ჯეიმზმა	ჯეიმზ მა
ასლით	ასლ ით
ტყვეობას	ტყვეობ ას
ნადირობაზე	ნადირობ ა ზე
ორგანიზაციამ	ორგანიზაცი ამ
მკვლელს	მკვლელ ს
უწყობს	უწყობ ს
შვილისთვის	შვილ ისთვის
გადაკვეთას	გადაკვეთ ას
განურჩევლად	განუ რჩევ ლად
მებრძოლი	მებრძოლ ი
გარეშეც	გარეშე ც
ჩემპიონატში	ჩემპიონატ ში
მსხვერპლნი	მსხვერპლ ნი
მსახიობებს	მ სახიობ ებს
სივრცითი	სივრც ით ი
ოციანი	ოც ი ა ნი
ქარტია	ქარტი ა
ყინულს	ყინულ ს
მოუხმო	მო უ ხმ ო
სისხლძარღვების	სი სხლძარღვ ების
ინდექსით	ინდექს ით
პსვ	პსვ
უპირისპირდება	უპირისპირდ ება
ცნობიდან	ცნობ იდან
შემოდგომაზე	შემოდგომ ა ზე
ნარვის	ნარვ ის
აჩვენეს	აჩვენ ეს
პრიზები	პრიზ ები
წარმატებებს	წარმატებ ებს
შემოგვრჩა	შე მო გვრჩ ა
მარგი	მარგ ი
გვირგვინები	გვირგვინ ები
ბავშვებისა	ბავშვ ების ა
ოგადენი	ოგადენ ი
ნიმუშებს	ნიმუშ ებს
წინსვლას	წინსვლ ას
სტარმა	სტარ მა
დინასტიის	დინასტი ის
ზომის	ზომ ის
სამართლიანია	სა მართლიან ია
დარიგება	და რიგებ ა
წესზე	წეს ზე
ბუდიზმის	ბუდიზმ ის
ინჟინრებს	ინჟინრ ებს
წარმოიქმნება	წარმოიქმნ ება
ყიფშიძე	ყიფშ იძე
გვიანდელი	გვიანდელ ი
სამკერვალო	სამ კერვალ ო
წარსულში	წარსულ ში
ბიოლოგი	ბიოლოგი
ოქტომბრისათვის	ოქტომბრ ის ათვის
დენვერის	დენვერ ის
კარიმ	კარ იმ
ფიგურირებს	ფიგურირებ ს
შედედების	შე დედ ების
შოპენი	შოპენ ი
თაჩდაუნი	თაჩდაუნ ი
შესწორება	შესწორებ ა
მანჰეტენი	მა ნჰეტენ ი
მიმოხილვა	მი მო ხილვ ა
უღრანი	უღრან ი
დემოგრაფიულ	დემოგრაფი ულ
მიტროპოლიტის	მი ტროპოლიტ ის
მხედრები	მხედრ ები
ბოლოვდებოდა	ბოლოვ დებოდა
მეთოდეს	მეთოდ ეს
მოთხრობამ	მოთხრობ ამ
წარმოქმნისა	წარმოქმნ ის ა
ფოცხოვის	ფოცხოვ ის
წრიდან	წრ იდან
ესხმოდნენ	ესხმ ოდნენ
ეწყობა	ეწყობ ა
ერთეულ	ერთეულ
კახეთს	კახეთ ს
მოსე	მო ს ე
შეკეთება	შე კეთ ება
ანდერძის	ანდერძ ის
ნასახლარი	ნა სახლარ ი
ეშვება	ეშვ ება
ძაბრის	ძაბრ ის
ვოლდემორმა	ვოლდემორ მა
ულვეუსი	ულვეუს ი
ავიაციამ	ავიაცი ამ
ივლის	ივლის
დავიდ	და ვიდ
გადაადგილებისას	გადაადგილ ების ას
ძეგლს	ძეგლ ს
იუსტიციის	იუსტიცი ის
არქიტრავული	არქიტრავ ული
აივერსონის	ა ივერსონ ის
ხარისხში	ხარისხ ში
თიბისი	თიბ ის ი
თხოვა	თხოვ ა
რაკეტებით	რაკეტ ები თ
რეიუნიონის	რეიუნიონ ის
სტავროპოლის	სტავრ ოპოლ ი ს
ბრიტანეთში	ბრიტანეთ ში
დამსახურებისათვის	და მსახურ ების ა თვის
სილუეტს	სილუეტ ს
კრავს	კრავ ს
აშლენდის	აშ ლენდის
გაძარცვა	გა ძარცვ ა
მაჰმადიანთა	მაჰმად იანთა
შიფრაციის	შიფრ აცი ის
გაერთიანებული	გაერთიანებულ ი
განთავსებულია	განთავს ებულ ია
საგაზეთო	სა გაზეთ ო
ლანდშაფტის	ლანდშაფტ ის
ხელმძღვანელებს	ხელმძღვანელ ებს
წყაროთი	წყარო თ ი
საკონტრაქტო	სა კონტრაქტ ო
სალომე	სა ლომ ე
დამალვის	დამალვ ის
ბატონობისგან	ბატონობ ის გან
ბარსელონამ	ბარსელონ ამ
მიედინებიან	მი ედინებ იან
ზამთარს	ზამთარ ს
წინასწარმეტყველური	წინასწარმეტყველ ური
მატერიის	მატერი ის
გაუშვა	გა უშვ ა
სარგებლობის	სარგებლ ობ ის
ულავ	უ ლავ
სიყვარულითა	სი ყვარულ ით ა
სინგლებმა	სინგლ ებ მა
ერთეულებად	ერთეულ ება დ
ფუძემდებლის	ფუძემდე ბლ ის
ქცევების	ქცევ ების
აერთიანებდნენ	ა ერთიანებ დნენ
აპირებ	აპირებ
ბარსა	ბარ ს ა
სუონსის	სუონ ს ის
საავტომობილო	სა ავტომობილ ო
ბრალდებები	ბრალდებ ები
კუნთებს	კუნთ ებს
ნერონმა	ნერონ მა
ინტერესთა	ინტერეს თა
გადაცემები	გადაცემ ები
უყურადღებობის	უ ყურადღებ ობ ის
კითხვებზე	კითხვ ებ ზე
სენეგალის	სენეგალ ის
პირველებმა	პირველ ებ მა
შესვენების	შე სვენებ ის
კატალოგი	კატალოგ ი
თვითმპყრობელობის	თვით მპყრობელ ობ ის
სტუდიამ	სტუდი ამ
იგნორირებული	იგნორირებ ული
მორისეტს	მო რისეტ ს
ჰემმა	ჰემ მა
შეერთებოდნენ	შეერთ ებოდნენ
კვლევათა	კვლევ ა თა
აჯანყებებს	აჯანყებ ებს
კვართის	კვართ ის
სალამურა	სალამურ ა
სრულყოფა	სრულყოფ ა
ხაზზეა	ხაზ ზე ა
დამპყრობლების	დამპყრობლ ების
ბათილად	ბათი ლად
უამბო	უ ამბ ო
ოდნავი	ოდნავ ი
განიხილა	განიხილ ა
შერბილდა	შე რბილ და
სახელობის	სახელობ ის
ასტრონომი	ასტრონომ ი
ზურგის	ზურგ ის
რაბინის	რაბინ ის
სასახლეთა	სასახლ ეთ ა
გათხოვების	გა თხოვ ების
ბოკასას	ბოკას ას
ამირამ	ამირ ამ
მარიამის	მარიამ ის
განაწილებაზე	გა ნაწილ ება ზე
თვიანი	თვ ი ა ნი
ვებგვერდის	ვებგვერდ ის
მიურატი	მიურატ ი
აკადემიკოსის	აკადემიკოს ის
დაბალია	დაბალ ი ა
სპასალარი	სპასალ არი
სახელწოდებები	სა ხელწოდებ ები
დაამტკიცოს	და ამტკიც ოს
მესინაში	მე სინ აში
სადისერტაციო	სა დისერტაც ი ო
აფხაზ	აფხაზ
კინო	კინო
პოლიციაში	პოლიცი აში
ფრიდრიხის	ფრიდრიხ ის
თესლის	თესლ ის
ატოლი	ატოლ ი
ისტორიკოსებმა	ისტორიკოს ებ მა
დაკვირვებით	და კვირვებ ით
ნარუტო	ნარუტ ო
გამოყენების	გამო ყენებ ის
გორგიჯანიძე	გორგიჯანიძ ე
დაფუძნებით	დაფუძნებ ით
სკორსეზეს	სკორსეზ ეს
მაკედონია	მაკედონ ი ა
აფსარის	აფსარ ის
რუბლის	რუბლი ს
ზოლი	ზოლ ი
ევროატლანტიკურ	ევრო ატლანტიკ ურ
შეფასებაში	შეფასებ აში
გასტროლებით	გა სტროლებ ით
საკრავების	სა კრავ ების
ფრანგულში	ფრანგულ ში
აჯანყებისა	აჯანყებ ის ა
შრომა	შრომ ა
დეკორაციულ	დეკორაცი ულ
აყენებდა	ა ყენებ და
ვანდა	ვან და
პორტუგალიელი	პორტუგალიელ ი
აღმსარებელი	აღმსარ ებელი
რევოლუციურად	რევოლუცი ურად
ექადიის	ექადი ის
გამოიგონა	გამო იგონ ა
მედიჩის	მედიჩი ს
ჩანაწერებისა	ჩანაწერ ების ა
სემინარის	სემინარ ის
წარმოიქმნა	წარმოიქმნ ა
სასიამოვნოა	სა სიამოვნ ო ა
თავისებურებების	თავისებურებ ების
რეპორტიორი	რეპორტ იორი
ატმოსფეროზე	ა ტმოსფერო ზე
ხედავდა	ხედავ და
მუსიკალური	მუსიკ ალ ური
ითავსებს	ითავს ებს
მტკივნეულია	მ ტკივნეულ ი ა
კლასები	კლას ები
შოუებზე	შოუ ებ ზე
მანძილი	მანძილ ი
რეგიონებიდან	რეგიონ ები დან
ჩამოართვეს	ჩამოართვ ეს
პრუტის	პრუტ ის
კოლხური	კოლხ ური
ხარვეზების	ხარვეზ ების
ორმხრივ	ორმხრივ
ყავა	ყავ ა
შემოტევას	შემოტევ ას
შექმნიდა	შექმნ ი და
ალფონს	ალფონს
დიმა	დი მა
ეფრონის	ეფრონ ის
შესრულდა	შესრულ და
პრაღაში	პრაღ აში
ენერგეტიკაში	ენერგეტიკ აში
მოხდის	მოხდ ის
ახლით	ახლ ით
რეესტრში	რეესტრ ში
ჩაიწეროს	ჩაიწერ ოს
ბრძოლისა	ბრძოლ ის ა
ერთეულის	ერთეულ ის
ბუდისტები	ბუდისტ ები
წარმოქმნიან	წარმოქმნ იან
ირწმუნეს	ირწმუნ ეს
დანაკარგის	და ნაკარგ ის
შეიქმნება	შე იქმნ ება
ნომერ	ნომერ
ლაზერული	ლაზერ ული
ნოტები	ნოტ ები
ფორუმები	ფორუმ ები
გადმოიტანეს	გა დ მო იტან ეს
მოეთხოვა	მო ეთხოვ ა
აფსიდს	აფსიდ ს
სიმღერებისგან	სიმღერ ების გან
სტუდენტებისთვის	სტუდენტ ების თვის
შენარჩუნებაზე	შენარჩუნ ება ზე
ერთგვარად	ერთგვარ ად
წყლის	წყლ ის
ხმელეთიდან	ხმელეთ იდან
მილიონიანი	მილიონ ი ა ნი
გარდაცვლილა	გა რდაცვლილ ა
პალესტინელი	პალესტინ ელი
დინამო	დინამო
იკავებენ	იკავ ებენ
მადრიდის	მადრიდ ის
საზოგადოებისაგან	სა ზოგადოებ ისა გან
ჰიპოფიზის	ჰიპოფიზ ის
იცოდე	იცოდ ე
