აღებაც	აღებ აც
აკვირდებოდა	აკვირდებ ოდა
უზრუნველყოს	უზრუნველყ ოს
ფტორიდი	ფტორი დი
შედეგებს	შე დეგებ ს
არსებობენ	არსებობ ენ
ადამიანს	ადამიან ს
კანონების	კანონ ების
განხორციელება	განხორციელ ება
ინფიცირებული	ინფიცირებ ული
წინამძღვარმა	წინამძღვარ მა
მიკროტალღური	მიკროტალღ ური
რეფერენდუმში	რეფერენდუმ ში
შეადგენდეს	შეადგენ დეს
წთ	წთ
ნიჭიერი	ნიჭიერ ი
ჰამლეტი	ჰამლეტ ი
მოცემულია	მო ცემულ ია
სახეობებით	სა ხეობებ ით
სეიმი	სეიმ ი
განაცხადი	გა ნაცხად ი
იუგოსლავია	ი უგოსლავი ა
სტანისლავის	სტანისლავ ის
შეყვარებულები	შე ყვარებულ ები
მოსამართლედ	მო სამართ ლედ
კვალს	კვალ ს
ფრინველია	ფრინველ ია
ერთპიროვნული	ერთპიროვნ ული
გამოჩნდნენ	გამო ჩნდ ნენ
ობიექტებია	ობიექტ ები ა
ტაივანი	ტაივან ი
სერის	სერი ს
მიზეზს	მი ზეზ ს
ბურგუნდიელის	ბურგუნდი ელ ის
ათწლეულებში	ათწლეულ ებში
ცენზი	ცენზ ი
დარტყმას	დარტყმ ას
შემადგნლობა	შე მა დ გნლ ობა
აკუსტიკური	ა კუსტიკ ური
ბიუროში	ბიურო ში
ცოლის	ცოლ ის
ყარაბაღი	ყარაბაღ ი
საალყო	სა ალყ ო
ბრიტანეთისგან	ბრიტანეთ ისგან
თურქულად	თურქ ულად
ნაგები	ნაგებ ი
ევროპის	ევროპ ის
ქალზე	ქალ ზე
სათავადოს	სა თავად ოს
თაღში	თაღ ში
ჰყვარებია	ჰყვ არებია
გაიწელა	გა ი წელ ა
მომდინარეობს	მო მდინარეობ ს
წარჩინებული	წარჩინებულ ი
ამაღლდა	ამაღლ და
მაგარ	მაგარ
ტოპოგრაფიულ	ტოპოგრაფი ულ
მკვიდრმა	მკვიდრ მა
მწვერვალისკენ	მწვერვალ ისკენ
ეფექტით	ეფექტ ით
მოქმედებამ	მოქმედებ ამ
ჯანმრთელობისა	ჯანმრთელობ ისა
არისტოკრატის	არისტოკრატი ს
მანაგუა	მანაგუ ა
ილაის	ილა ის
პირველმა	პირველ მა
მოსახლის	მო სახლ ის
მოდელმა	მო დელ მა
სვამს	სვამ ს
ხერარდო	ხერარდ ო
შესატყვისად	შე სატყვის ად
მექანიკურ	მე ქანიკ ურ
მეტიუ	მეტ ი უ
მთავრობების	მთავრობ ების
გარჩევა	გა რჩევ ა
ლოდი	ლოდ ი
სიმრავლეთა	სიმრავლე თა
სიუჟეტურად	სიუჟეტ ურად
ეთიკის	ეთიკ ის
ზოლისაგან	ზოლ ის აგან
არღუნის	არღუნ ის
ეთერზეთოვანი	ეთერ ზეთოვანი
მონიტორი	მონიტორ ი
კომიქსებში	კომიქს ებში
მაიკოპის	მა ი კოპ ის
ტიფის	ტიფ ის
ალტერნატივას	ალტერნატივ ას
პაუზის	პაუზ ის
გამოიყვანენ	გამო იყვან ენ
დაწერეს	დაწერ ეს
ჩინით	ჩინ ით
საკუთრებისა	საკუთრებ ისა
ჩაღრმავებულ	ჩაღრმავ ებულ
ჩჟან	ჩ ჟან
ახორციელებდა	ა ხორციელებ და
მეცხვარული	მე ცხვარ ული
სათვისტომოს	სათვისტომ ოს
დამპყრობლები	დამპყრობლ ები
მგონია	მ გონი ა
კმაყოფილი	კმაყოფილ ი
ხარჯებით	ხარჯ ებით
გაბონის	გა ბონ ის
პატარა	პატარ ა
განივზოლიანი	განივ ზოლიანი
სიამოვნებით	სიამოვნ ებით
განსაკუთრებულობა	გა ნსაკუთრებულ ობა
გამაგრებულ	გა მაგრებ ულ
ლადენის	ლადენ ის
კერტის	კერტის
დაზავდნენ	და ზავ დნენ
კლუბებმა	კლუბ ებმა
ინდიელებთან	ინდიელ ებთან
შეჰპირდა	შე ჰპირდ ა
ას	ას
სიმშრალის	სი მშრალ ის
რჩევა	რჩევ ა
სერიაც	სერი აც
დანარჩენებმა	და ნარჩენ ებმა
სპექტრი	სპექტრ ი
მღვდელმა	მღვდელ მა
აღადგინოს	აღადგინ ოს
აგენტები	აგენტ ები
აბდულ	აბდულ
ვერტმფრენის	ვერტმფრენ ის
ფასადზე	ფასად ზე
სტომატოლოგიური	სტომატ ოლოგი ური
ლაბაძის	ლა ბაძ ის
რუთ	რუთ
გადაეცემოდა	გადაეცემ ოდა
სამისიონერო	სა მი სიონერ ო
წარმოთქმას	წარმოთქმ ას
კატეგორიები	კატეგორი ები
შვედური	შვედურ ი
უცხოა	უცხო ა
ფავორიტად	ფავორიტ ად
გააუქმეს	გა აუქმ ეს
გასათვალისწინებელია	გა სა თვალისწინებ ელია
პროცენტულად	პროცენტ ულად
ცხოვრების	ცხოვრებ ის
კომპანიისთვის	კომპანი ისთვის
ქართველ	ქართველ
ეკუთვნიან	ეკუთვნ იან
სახეობრივი	სახეობ რივი
დათმეს	და თმ ეს
ნოველათა	ნოველ ათა
მოსამართლემ	მო სამართლ ემ
იგულისხმებოდა	ი გულისხმ ებოდა
გარდასახვა	გარდასახვ ა
ღეროს	ღერო ს
ჩადენსისის	ჩადენ ს ის ის
კლასიცისტური	კლასიცი სტური
წერს	წერ ს
აღზარდა	აღზარდ ა
ილტოს	ილტო ს
იუვემ	იუვე მ
ვცხოვრობთ	ვ ცხოვრობ თ
ფიზიოლოგია	ფიზიოლოგი ა
მართალი	მართალ ი
ტრანსილვანიაში	ტრანსილვან ი აში
ნინული	ნინ ული
რაიონებია	რაიონებ ია
გაბატონდნენ	გა ბატონ დნენ
ვულკანების	ვულკან ების
ფლობს	ფლობ ს
ვაშინგტონ	ვაშინგტონ
თურქმენეთის	თურქმენეთ ის
ხედვა	ხედვ ა
რჩება	რჩებ ა
მილანს	მილან ს
ხეობებით	ხეობებ ით
დაე	და ე
საგუბერნატოროდან	სა გუბერნატორ ოდან
ქვეყანამ	ქვეყანა მ
მილიონს	მილიონ ს
სიმულატორი	სიმულატორი
ცხადყო	ცხად ყო
კლდოვან	კლდოვან
მეტამორფული	მეტამორფ ული
კვლევისა	კვლევ ისა
თხზავდა	თხზ ავდა
კვადრატში	კვადრატ ში
მოსამზადებლად	მო სა მზადებ ლად
შთაბეჭდილება	შთაბეჭდილებ ა
მოწმობენ	მოწმობ ენ
ბოლესლავ	ბოლესლავ
ხელში	ხელ ში
ჩარჩოებში	ჩარჩო ებში
შესწორებული	შე სწორებული
თანამშრომლობამ	თანამშრომლობ ამ
გამოც	გამო ც
მამიდაშვილმა	მა მი და შვილ მა
ასაკისა	ასაკ ისა
ანსამბლს	ანსამბლ ს
დასდევს	და სდევ ს
გაზი	გაზ ი
ქმნილება	ქმნილებ ა
საკითხის	საკითხ ის
მეამბოხეებმა	მეამბოხე ებმა
ნაყოფია	ნაყოფ ია
თუმანიშვილის	თუმანიშვილ ის
სიწმინდეს	სიწმინდ ეს
დისერტაცია	დისერტაცი ა
იცვლებიან	იცვლ ებიან
ჩინელ	ჩინელ
გლობუსის	გლობუს ის
ეტლს	ეტლ ს
დაქირავების	და ქირავებ ის
მოახსენა	მო ახსენ ა
იმპერატორი	იმპერატორ ი
მოკრძალებულად	მო კრძალებულ ად
სუაჰილის	სუაჰილ ის
ქალაქებიდან	ქალაქებ იდან
ჯიშის	ჯიშ ის
კულინარიული	კულინარი ული
მიიტაცა	მი იტაც ა
კარაქის	კარაქ ის
მედიცინა	მედიცინ ა
პავლემ	პავლ ემ
მცემ	მცემ
მკვეთრი	მკვეთრ ი
მიღებისას	მიღებ ის ას
ამშვენებდა	ა მშვენებ და
ბორუსია	ბორუსი ა
მრავლობითი	მრავლობით ი
მხარეა	მხარე ა
ბოიართა	ბო იართა
ბრაიანის	ბრაიან ის
ძალაუფლებისა	ძალაუფლებ ისა
კმაყოფილია	კმაყოფილ ია
სანაოსნოა	სანაოსნო ა
ფიზიკისა	ფიზიკ ისა
სიერა	სი ერ ა
ნიუკასლ	ნიუკასლ
იმედის	იმედ ის
შენახვა	შე ნახვ ა
მეიერსი	მეიერ ს ი
სახითაც	სახ ითაც
სოკოებს	სოკო ებს
შუამდე	შუა მდე
რღვევა	რღვევ ა
მწყემსვა	მ წყემს ვა
გადმოხტა	გადმოხტ ა
ჯონსმა	ჯონს მა
ალექსანდრ	ალექსანდრ
ძროხა	ძროხ ა
არიდება	არიდებ ა
შეინიშნებოდა	შე ინიშნებ ოდა
დანესტიანების	და ნესტიან ების
ბასიანი	ბასიან ი
ფარფლი	ფარფლ ი
მესვეურები	მე სვეურ ები
თემურ	თემურ
წამყვანმა	წამყვან მა
მემამულეთა	მემამულე თა
განსამტკიცებლად	გან სამტკიცებლად
გაემზადა	გა ემზად ა
გადახრას	გადახრ ას
ინდონეზიას	ინდონეზი ას
გრეილსის	გრეილს ის
ელოდა	ელოდ ა
ვალი	ვალ ი
ჯამბაზები	ჯამ ბაზ ები
გამომცემლობა	გამო მცემლობ ა
ვოს	ვ ოს
წვა	წვ ა
მისი	მისი
შემოიყვანა	შე მო იყვან ა
ვადამდელ	ვ ადამდელ
ანალურ	ან ალურ
დაემთავრებინა	და ე მთავრებ ინა
შავკანიანი	შავკანიან ი
სამკურნალოდ	სა მკურნალ ოდ
თითს	თით ს
ლაითი	ლა ითი
დათვლის	და თვლ ის
სინდრომს	სინდრომ ს
ვირსალაძე	ვირ სალაძე
ტექნიკისა	ტექნიკ ისა
მწარმოებელთა	მწარმოებელ თა
ფოთლების	ფოთლებ ის
ფოსტერის	ფოსტ ერის
მალფოის	მალფო ის
მენაპირე	მე ნაპირ ე
კონა	კონ ა
უკნიდან	უ კნ იდან
სარძევე	სა რძევე
დაიმზირება	და იმზ ირება
შეავსო	შე ავს ო
მისია	მისი ა
ოსმალებს	ოსმალ ებს
შემოიღეს	შე მო იღ ეს
ეროტიული	ეროტი ული
გარე	გარე
უზენაესი	უზენაეს ი
გამოკეტა	გამო კეტ ა
უილისი	უილ ის ი
მიემართა	მი ემართ ა
ესწრაფოდა	ე სწრაფ ოდა
რეიტინგში	რეიტინგ ში
დაცემა	და ცემ ა
უცვლელი	უცვლელ ი
პტოლემეს	პტოლემე ს
არქიპელაგს	არქიპელაგ ს
სოკოების	სოკო ების
პლანტაციის	პლანტაცი ის
ვარჯიში	ვარჯიშ ი
ადაპტაციას	ადაპტაცი ას
ოსლოს	ოსლო ს
დევნილობაში	დევნილ ო ბაში
დიდიე	დიდ იე
ვუდი	ვუდ ი
მიუთითა	მიუთით ა
ხელმწიფეს	ხელმწიფ ეს
ჰოფმანის	ჰოფმან ის
დეპოს	დეპ ოს
გერმანიკული	გერმანი კული
ნამუშევრებში	ნა მუშევრებ ში
ჩაიკოვსკის	ჩაი კოვსკის
შეაჩერა	შე აჩერ ა
მარცვლოვანი	მარცვლ ოვანი
მორთულ	მორთულ
მისული	მის ული
უჭირდათ	უჭირ დათ
კიშინიოვის	კიში ნიოვის
ორკესტრისათვის	ორკესტრ ისათვის
წაგებით	წაგებ ით
ჯეიმზმა	ჯეიმზ მა
ასლით	ასლ ით
ტყვეობას	ტყვეობ ას
ნადირობაზე	ნადირობ აზე
ორგანიზაციამ	ორგანიზაცი ამ
მკვლელს	მკვლელ ს
უწყობს	უწყობ ს
შვილისთვის	შვილ ისთვის
გადაკვეთას	გადაკვეთ ას
განურჩევლად	განუ რჩევ ლად
მებრძოლი	მებრძოლ ი
გარეშეც	გარეშე ც
ჩემპიონატში	ჩემპიონატ ში
მსხვერპლნი	მსხვერპლ ნი
მსახიობებს	მ სახიობ ებს
სივრცითი	სივრც ითი
ოციანი	ოც იანი
ქარტია	ქარტი ა
ყინულს	ყინულ ს
მოუხმო	მოუხ მო
სისხლძარღვების	სისხლძარღვ ების
ინდექსით	ინდექს ით
პსვ	პ სვ
უპირისპირდება	უპირისპირდებ ა
ცნობიდან	ცნობ იდან
შემოდგომაზე	შე მოდგომ აზე
ნარვის	ნა რვ ის
აჩვენეს	ა ჩვენ ეს
პრიზები	პრიზ ები
წარმატებებს	წარმატებ ებს
შემოგვრჩა	შე მოგვ რჩა
მარგი	მარგ ი
გვირგვინები	გვირგვინ ები
ბავშვებისა	ბავშვებ ისა
ოგადენი	ოგადენ ი
ნიმუშებს	ნიმუშ ებს
წინსვლას	წინსვლ ას
სტარმა	სტარ მა
დინასტიის	დინასტი ის
ზომის	ზომ ის
სამართლიანია	სა მართლიან ია
დარიგება	და რიგებ ა
წესზე	წეს ზე
ბუდიზმის	ბუდიზმ ის
ინჟინრებს	ინჟინრ ებს
წარმოიქმნება	წარმოიქმნ ება
ყიფშიძე	ყიფ შიძე
გვიანდელი	გვიანდელ ი
სამკერვალო	სამ კერვალ ო
წარსულში	წარსულ ში
ბიოლოგი	ბიოლოგი
ოქტომბრისათვის	ოქტომბრ ისათვის
დენვერის	დენვერ ის
კარიმ	კარ იმ
ფიგურირებს	ფიგურირებ ს
შედედების	შე დედ ების
შოპენი	შოპენ ი
თაჩდაუნი	თაჩდაუნ ი
შესწორება	შე სწორ ება
მანჰეტენი	მა ნჰეტენ ი
მიმოხილვა	მი მოხილვ ა
უღრანი	უღ რანი
დემოგრაფიულ	დემოგრაფი ულ
მიტროპოლიტის	მი ტროპოლიტ ის
მხედრები	მხედრ ები
ბოლოვდებოდა	ბოლოვდ ებოდა
მეთოდეს	მეთოდ ეს
მოთხრობამ	მოთხრობ ამ
წარმოქმნისა	წარმოქმნ ისა
ფოცხოვის	ფოცხოვ ის
წრიდან	წრ იდან
ესხმოდნენ	ესხმ ოდნენ
ეწყობა	ეწყობ ა
ერთეულ	ერთეულ
კახეთს	კახეთ ს
მოსე	მო ს ე
შეკეთება	შე კეთებ ა
ანდერძის	ანდერძ ის
ნასახლარი	ნა სახლარ ი
ეშვება	ე შვებ ა
ძაბრის	ძაბრ ის
ვოლდემორმა	ვოლდემორ მა
ულვეუსი	ულვეუს ი
ავიაციამ	ავიაცი ამ
ივლის	ივლის
დავიდ	დავ იდ
გადაადგილებისას	გადაადგილებ ისას
ძეგლს	ძეგლ ს
იუსტიციის	ი უსტიცი ის
არქიტრავული	არქიტრავ ული
აივერსონის	ა ივერსონ ის
ხარისხში	ხარისხ ში
თიბისი	თიბ ის ი
თხოვა	თხოვ ა
რაკეტებით	რაკეტ ებით
რეიუნიონის	რე იუნიონ ის
სტავროპოლის	სტა ვროპოლის
ბრიტანეთში	ბრიტანეთ ში
დამსახურებისათვის	და მსახურებ ისათვ ის
სილუეტს	სილუეტ ს
კრავს	კრავ ს
აშლენდის	აშლენდ ის
გაძარცვა	გა ძარცვ ა
მაჰმადიანთა	მა ჰმადიან თა
შიფრაციის	შიფრ აციის
გაერთიანებული	გა ერთიანებულ ი
განთავსებულია	განთავსებულ ია
საგაზეთო	სა გაზეთ ო
ლანდშაფტის	ლანდშაფტ ის
ხელმძღვანელებს	ხელმძღვანელ ებს
წყაროთი	წყაროთ ი
საკონტრაქტო	სა კონტრაქტ ო
სალომე	სალომე
დამალვის	და მალვ ის
ბატონობისგან	ბატონობ ისგან
ბარსელონამ	ბარსელონ ამ
მიედინებიან	მი ედინ ებიან
ზამთარს	ზამთარ ს
წინასწარმეტყველური	წინასწარმეტყველ ური
მატერიის	მატერი ის
გაუშვა	გა უშვ ა
სარგებლობის	სა რგებლობ ის
ულავ	ულ ავ
სიყვარულითა	სი ყვარულ ით ა
სინგლებმა	სინგლ ებმა
ერთეულებად	ერთეულ ებად
ფუძემდებლის	ფუძემდებლ ის
ქცევების	ქცევ ების
აერთიანებდნენ	ა ერთიანებ დნენ
აპირებ	ა პირებ
ბარსა	ბარ სა
სუონსის	სუონ ს ის
საავტომობილო	სა ა ვტომობილ ო
ბრალდებები	ბრალდებ ები
კუნთებს	კუნთ ებს
ნერონმა	ნერონ მა
ინტერესთა	ინტერეს თა
გადაცემები	გადაცემ ები
უყურადღებობის	უ ყურადღებ ობის
კითხვებზე	კითხვ ებზე
სენეგალის	სენეგალ ის
პირველებმა	პირველ ებმა
შესვენების	შე სვენებ ის
კატალოგი	კატალოგ ი
თვითმპყრობელობის	თვითმ პყრობელობის
სტუდიამ	სტუდი ამ
იგნორირებული	იგნორირებ ული
მორისეტს	მო რისეტ ს
ჰემმა	ჰემ მა
შეერთებოდნენ	შე ერთებ ოდნენ
კვლევათა	კვლევ ათა
აჯანყებებს	აჯანყებ ებს
კვართის	კვართ ის
სალამურა	სა ლამურ ა
სრულყოფა	სრულყოფ ა
ხაზზეა	ხაზ ზეა
დამპყრობლების	დამპყრობლ ების
ბათილად	ბათილ ად
უამბო	უ ამბ ო
ოდნავი	ოდნავ ი
განიხილა	განიხილ ა
შერბილდა	შე რბილ და
სახელობის	სახელობ ის
ასტრონომი	ასტრონომ ი
ზურგის	ზურგ ის
რაბინის	რაბინ ის
სასახლეთა	სა სახლე თა
გათხოვების	გა თხოვ ების
ბოკასას	ბოკას ას
ამირამ	ამირ ამ
მარიამის	მარიამ ის
განაწილებაზე	გა ნაწილებ აზე
თვიანი	თვ იანი
ვებგვერდის	ვებგვერდ ის
მიურატი	მიურატ ი
აკადემიკოსის	აკადემიკოს ის
დაბალია	დაბალ ია
სპასალარი	სპასალარ ი
სახელწოდებები	სა ხელწოდებ ები
დაამტკიცოს	დაამტკიც ოს
მესინაში	მე სინ აში
სადისერტაციო	სა დისერტაცი ო
აფხაზ	აფხაზ
კინო	კინო
პოლიციაში	პოლიცი აში
ფრიდრიხის	ფრიდრიხ ის
თესლის	თესლ ის
ატოლი	ატოლ ი
ისტორიკოსებმა	ისტორიკოს ებმა
დაკვირვებით	და კვირვებ ით
ნარუტო	ნარუტო
გამოყენების	გამო ყენებ ის
გორგიჯანიძე	გორგიჯანიძ ე
დაფუძნებით	და ფუძნებ ით
სკორსეზეს	სკორ სეზ ეს
მაკედონია	მა კედონი ა
აფსარის	აფსარ ის
რუბლის	რუბლი ს
ზოლი	ზოლ ი
ევროატლანტიკურ	ევრო ატლანტიკ ურ
შეფასებაში	შე ფასებ აში
გასტროლებით	გა სტროლებ ით
საკრავების	საკრავ ების
ფრანგულში	ფრანგულ ში
აჯანყებისა	აჯანყებ ისა
შრომა	შრომ ა
დეკორაციულ	დეკორაცი ულ
აყენებდა	ა ყენებ და
ვანდა	ვანდ ა
პორტუგალიელი	პორტუგალი ელი
აღმსარებელი	აღმსარებ ელი
რევოლუციურად	რევოლუცი ურად
ექადიის	ექადი ის
გამოიგონა	გამო იგონ ა
მედიჩის	მედიჩ ის
ჩანაწერებისა	ჩანაწერებ ისა
სემინარის	სემინარი ს
წარმოიქმნა	წარმოიქმნ ა
სასიამოვნოა	სა სიამოვნ ო ა
თავისებურებების	თავისებურ ებ ების
რეპორტიორი	რე პორტიორი
ატმოსფეროზე	ა ტმოსფერო ზე
ხედავდა	ხედავ და
მუსიკალური	მუსიკალურ ი
ითავსებს	ითავს ებს
მტკივნეულია	მ ტკივნეულ ია
კლასები	კლას ები
შოუებზე	შოუ ებზე
მანძილი	მანძილ ი
რეგიონებიდან	რეგიონებ იდან
ჩამოართვეს	ჩამოართვ ეს
პრუტის	პრუტ ის
კოლხური	კოლხ ური
ხარვეზების	ხარვეზ ების
ორმხრივ	ორმხრივ
ყავა	ყავ ა
შემოტევას	შე მოტევ ას
შექმნიდა	შექმნ ი და
ალფონს	ალფონ ს
დიმა	დი მა
ეფრონის	ე ფრონ ის
შესრულდა	შე სრულდ ა
პრაღაში	პრაღ აში
ენერგეტიკაში	ენერგეტიკ აში
მოხდის	მო ხდ ის
ახლით	ახლ ით
რეესტრში	რეესტრ ში
ჩაიწეროს	ჩაიწერ ოს
ბრძოლისა	ბრძოლ ისა
ერთეულის	ერთეულ ის
ბუდისტები	ბუდისტ ები
წარმოქმნიან	წარმოქმნ იან
ირწმუნეს	ირწმუნ ეს
დანაკარგის	და ნა კარგ ის
შეიქმნება	შეიქმნ ება
ნომერ	ნომერ
ლაზერული	ლაზერ ული
ნოტები	ნოტ ები
ფორუმები	ფორუმ ები
გადმოიტანეს	გადმო იტან ეს
მოეთხოვა	მო ეთხოვ ა
აფსიდს	აფსიდ ს
სიმღერებისგან	სიმღერებ ისგან
სტუდენტებისთვის	სტუდენტ ებისთვის
შენარჩუნებაზე	შე ნარჩუნებ აზე
ერთგვარად	ერთგვარ ად
წყლის	წყლ ის
ხმელეთიდან	ხმელეთ იდან
მილიონიანი	მილიონ იანი
გარდაცვლილა	გა რდაცვლილ ა
პალესტინელი	პალესტინ ელი
დინამო	დინამო
იკავებენ	იკავ ებენ
მადრიდის	მადრიდ ის
საზოგადოებისაგან	საზოგადოებ ის აგან
ჰიპოფიზის	ჰიპოფიზ ის
იცოდე	იცოდ ე
მუშკეტერი	მუშკეტერ ი
ოკეანეებს	ოკეანე ებს
დაიცვა	დაიცვ ა
გონივრული	გონივრულ ი
მეტალების	მეტალ ების
არასაკმარისად	არასაკმარის ად
გადაწყვეტილებით	გა და წყვეტილებ ით
დაიჭირა	და იჭირ ა
სინ	სინ
ჯაზის	ჯაზ ის
ნომინანტი	ნომინანტ ი
