გამოსხივება	გამოსხივ ება
მისალმების	მისალმ ების
ნოვიცკი	ნოვიც კი
წაყენებული	წაყენ ებული
სამკაულებს	სამკა ულებს
ცვლილებათა	ცვლილებ ათა
თავად	თავ ად
შეთანხმდა	შეთანხმ და
ჟორჟი	ჟორჟ ი
პოლმა	პოლ მა
კარლს	კარლ ს
ურთიერთობაზე	ურთიერთობ აზე
შთამომავალს	შთამომავ ალს
სერვერიდან	სერვერ იდან
თინათინი	თინათინ ი
მაიკროსოფტმა	მაიკროსოფ ტმა
დაკანონდა	და კანონ და
ანგელოზმა	ანგელოზ მა
ფუს	ფუ ს
წუთით	წუთ ით
პაციენტები	პაციენტ ები
პირად	პირ ად
ჯონის	ჯონ ის
ქვაც	ქვ აც
ბესტი	ბესტ ი
სულიერ	სულიერ
წამოწეული	წამო წეული
დიდებულები	დიდებულ ები
ისტორიამ	ისტორი ამ
რეზონანსი	რეზონანსი
ფრონტონის	ფრონტ ონის
ვარშავა	ვარშავ ა
სანდრა	სანდ რა
ასპირანტი	ასპირანტ ი
ინვალიდის	ინვალი დის
ამოღებულ	ამოღ ებულ
გავდა	გავ და
პარკისა	პარკ ისა
სართავი	სართავ ი
მშენებარე	მშენებ არე
ფოტონის	ფოტო ნის
წესი	წეს ი
ხოტბა	ხოტ ბა
ციკლონების	ციკლონ ების
ამინდში	ამინდ ში
წყლისთვის	წყლ ისთვის
კანტონების	კანტონ ების
აზნაურების	აზნაურ ების
გოლიათი	გოლ იათი
აუხსნელი	აუხსნ ელი
კენტის	კენტ ის
ვარსკვლავთკარიბჭე	ვარსკვლავთკარიბჭ ე
ბოშების	ბოშ ების
ტიურინგის	ტი ურინგის
გურჯი	გურჯი
ჩემპიონობისათვის	ჩემპიონ ობისათვის
კერნის	კერ ნის
დათოსაც	დათ ოსაც
ბირჟის	ბირჟ ის
ოცდამერვე	ოცდამე რვე
არსენის	არსენ ის
ბრუნვა	ბრუნ ვა
კვარტეტი	კვარტ ეტი
წამოწყება	წამოწყებ ა
ტიტველი	ტიტ ველი
პროცესი	პროცეს ი
აყვავების	აყვავ ების
გუსტავი	გუსტავ ი
სტაბილური	სტაბილურ ი
ცენტურიონი	ცენტური ონი
ბამბის	ბამბ ის
ვირს	ვირ ს
მდგომარეობაშია	მდგომარეობ აშია
ღრუში	ღრუ ში
ბრძენმა	ბრძენ მა
ტონაზე	ტონ აზე
კარზეც	კარ ზეც
ფოტოსინთეზის	ფოტო სინთეზ ის
ღვთაებრივ	ღვთაებ რივ
სპარტა	სპარტა
დაბინძურებულ	დაბინძურ ებულ
იაპ	ი აპ
კვარტლები	კვარტ ლები
ენერგიით	ენერგი ით
სისხლისსამართლებრივი	სისხლის სამართლებრივ ი
იუდეველებმა	იუდევ ელებმა
დადგინდეს	დადგინ დეს
ნუსხურსა	ნუსხურ სა
მყინვარი	მყინვა რი
ცდები	ცდ ები
გველების	გვე ლების
შენების	შენ ების
დავითნი	დავით ნი
ჩირი	ჩირ ი
სატვირთო	სატვირთ ო
ამაში	ამ აში
ბრაუნი	ბრაუნ ი
მიუსაჯა	მიუსაჯ ა
ეთიკა	ეთიკ ა
ბინ	ბინ
ტერასა	ტერას ა
ველური	ველ ური
სისტემატიკის	სისტემა ტიკის
ასკეტური	ასკე ტური
ზომამ	ზომ ამ
თანაგუნდელები	თანაგუნ დელები
უშაქრო	უშა ქრო
მიიჩნიეს	მიიჩნი ეს
მუსიკასა	მუსიკ ასა
ბარდა	ბარ და
თეთრკანიანები	თეთრკანიან ები
ლეიბლებზე	ლეიბლ ებზე
აინტერესებდათ	ა ინტერეს ებდათ
თებერვლისთვის	თებერვლ ისთვის
სისტემებთან	სისტემ ებთან
შეეთავაზებინა	შეე თავაზებინა
ბადალი	ბად ალი
გასაყიდი	გასაყიდ ი
მთაგრეხილის	მთა გრეხილ ის
გააშენა	გააშენ ა
მახარაძეს	მახარ აძეს
მეტალიკამ	მეტალ იკამ
დააზუსტა	დაა ზუსტა
სექსუალურ	სექს უალურ
ესმა	ეს მა
კლუბები	კლუბ ები
მზრუნველობის	მზრუნველ ობის
თავდასხმის	თავდასხმ ის
შერჩენილია	შერჩენილ ია
იწყეს	იწყ ეს
სერია	სერი ა
სათათბირო	სათათბირ ო
მტკვარი	მტკვარ ი
მეტალების	მეტალ ების
გამოც	გამო ც
ოსტატი	ოსტატ ი
საყრდენად	საყრდენ ად
გაჩერდნენ	გაჩერ დნენ
ზენიტის	ზენიტ ის
საკარმიდამო	საკარ მიდამო
ხერხემლიანი	ხერხემლიან ი
მოსახლეზე	მოსახლ ეზე
შეხედულებას	შეხედულე ბას
ჰარლემში	ჰარლემ ში
კალაპოტის	კალაპოტ ის
მინერალ	მინერალ
ფასადის	ფასად ის
უფლებამოსილი	უფლებ ამოსილი
სახლზე	სახლ ზე
სიმაგრე	სიმაგრე
შენობასთან	შენობ ასთან
გადმოჰყურებს	გადმო ჰყურებს
კრამიტი	კრამიტ ი
მცხეთას	მცხეთ ას
ჰემი	ჰემ ი
გორილები	გორილ ები
რონი	რო ნი
ნომინაციაში	ნომინაცი აში
გაგიჟებულია	გაგიჟ ებულია
კინემატოგრაფიული	კინემატოგრაფი ული
იემენის	ი ემენის
ემოსა	ე მოსა
ბავშვს	ბავშვ ს
მოაწყვეს	მოაწყ ვეს
ერიტრეის	ერიტრე ის
დაავადებანი	დაავადებ ანი
ეკიპაჟის	ეკიპაჟ ის
კურსიდან	კურს იდან
გამომადგა	გამომ ადგა
საჭირბოროტო	სა ჭირბოროტო
ავანგარდულ	ავანგარდ ულ
ფეხში	ფეხ ში
მალდინიმ	მალდინი მ
მემამულეთა	მემამულე თა
პარაზიტებია	პარაზიტ ებია
პროექტებზე	პროექტ ებზე
ტექსტები	ტექსტ ები
რომანოზ	რომან ოზ
ფინეთმა	ფინ ეთმა
ჰუსიტური	ჰუსიტ ური
გრანდიოზული	გრანდიოზ ული
კარგმა	კარგ მა
მასათა	მას ათა
გაატანა	გაა ტანა
სპეციფიური	სპეციფ იური
უხდება	უხ დება
უპირობოდ	უპირობ ოდ
ბოლქვიანი	ბოლქვ იანი
ტანკზე	ტანკ ზე
გაუქმებული	გაუქმ ებული
პროლოგი	პროლოგ ი
მანქანაზე	მანქან აზე
ანონიმი	ანონიმ ი
გაზრდას	გაზრდ ას
მასშტაბური	მასშტაბ ური
ცვლაში	ცვლ აში
რეპრესიები	რეპრეს იები
ვერა	ვერა
ვერასოდეს	ვერა სოდეს
ერისთავად	ერისთავ ად
გაზრდილია	გაზრდ ილია
კვადრატულია	კვადრა ტულია
იარსებებს	ი არსებებს
ცივილიზაციის	ცივილიზაცი ის
მაისს	მაის ს
სინგლად	სინგლ ად
შერიგება	შერიგ ება
კუბაზე	კუბ აზე
მეკობრეების	მეკობრ ეების
ქვეშევრდომები	ქვე შევრდომ ები
თოვლით	თოვლ ით
მამაც	მამ აც
დეტალებს	დეტალ ებს
გაირკვეს	გაირკვ ეს
ლიზინგი	ლიზინგ ი
ნიკოლაი	ნიკოლ აი
პირი	პირ ი
დაყვეს	და ყვეს
ტრანსფერი	ტრანსფერ ი
ბიუროკრატიული	ბიურ ოკრატიული
ესთეტიკას	ესთეტი კას
მატჩში	მატჩ ში
მოიყარეს	მოი ყარეს
საშუალოზე	საშუალ ოზე
ხარიჯიტები	ხარი ჯიტები
გოგონაა	გოგონ აა
დაკავებულები	დაკავებ ულები
ველად	ველ ად
ზეპირსიტყვიერების	ზეპირ სიტყვიერ ების
პოლიციური	პოლიცი ური
სასწორი	სასწორ ი
მონო	მონ ო
ნიკოლსკოეს	ნიკოლ სკოეს
გუბერნია	გუბერნი ა
დიპლომატიური	დიპლომა ტიური
პოლემიკა	პოლ ემიკა
დაბოლოს	დაბოლო ს
მონსტრები	მონსტრ ები
ნუმიზმატიკის	ნუმიზმა ტიკის
კარდინალ	კარდინ ალ
მეთვალყურეობით	მ ეთვალყურე ობით
მიწას	მიწ ას
აღადგენენ	აღადგენ ენ
ჩაცმულობის	ჩაცმულ ობის
გადასასვლელად	გადასასვლე ლად
კუხეთის	კუხ ეთის
ქურუმები	ქურუმ ები
ტერიტორიაც	ტერიტორი აც
კრუხობს	კრუხ ობს
გორი	გორ ი
სეზონში	სეზონ ში
ტვინში	ტვინ ში
ქართლის	ქართლ ის
შემაჯამებელი	შე მაჯამებელი
გააქტიურება	გა აქტიურ ება
დათარიღებული	დათარიღ ებული
საქსონია	საქსო ნია
ოქტომბრიდან	ოქტომბრ იდან
უკვდავებას	უკვდავ ებას
ჯადოსნურ	ჯადოს ნურ
სარეკონსტრუქციო	სა რეკონსტრუქ ციო
ბრაზილიამ	ბრაზილი ამ
გარჩევას	გარჩევ ას
სოფლების	სოფლ ების
მოყოლებული	მოყოლ ებული
ოციანი	ოც იანი
სიმბოლოთი	სიმბოლო თი
მარცხნიდან	მარცხ ნიდან
შიშველია	შიშველი ა
სექტემბრის	სექტემბრ ის
სამუშაოში	სამუშაო ში
ადმინისტრაციულმა	ადმინისტ რაციულმა
პარკების	პარკ ების
პოზიციების	პოზიცი ების
დისციპლინები	დისციპლინ ები
კონსტანტინოპოლი	კონსტანტი ნოპოლი
ღელვის	ღელ ვის
სულებისთვის	სულ ებისთვის
იტალიისკენ	იტალი ისკენ
კლდიაშვილი	კლდიაშვილი
ნიმუშების	ნიმუშ ების
სულიწმინდის	სული წმინდის
ბატალიონის	ბატალი ონის
სკუდეტოს	სკუდეტ ოს
მაგალითისათვის	მაგალით ისათვის
ხვეული	ხ ვე ული
სტალინგრადის	სტა ლინგრადის
ანსამბლმა	ანსამბ ლმა
ებრძოლათ	ებრძოლ ათ
ცნობარი	ცნობ არი
მცენარეებსა	მცენარე ებსა
საკითხისათვის	საკითხ ისათვის
წარმოდგენები	წარმოდგენ ები
მოაქციეს	მო აქციეს
სანაპიროები	სანაპირო ები
ბუშის	ბუშ ის
უღლების	უღლ ების
გამოქვეყნებულა	გამოქვეყნ ებულა
მოიცავს	მოიცავ ს
კირიბატის	კირი ბატ ის
დიტრიხმა	დიტრიხ მა
ჯარების	ჯარ ების
იმპერიული	იმპერი ული
სატევარი	სატევ არი
ჩამოყალიბებით	ჩამოყალიბებ ით
სულებისგან	სულ ებისგან
მაშტაბით	მაშტაბ ით
დაპატიმრებები	დაპატიმრ ებები
სააგენტოს	სააგენ ტოს
ბრაზილიასთან	ბრაზილი ასთან
მიახლოებით	მიახლო ებით
ვარაუდით	ვარაუდ ით
ახალშობილ	ახალშობილ
უბრძანებია	უბრძანებ ია
კასტელი	კასტ ელი
უმრავლესობით	უმრავლეს ობით
წლებში	წლ ებში
დაყოფა	დაყოფ ა
ავალდებულებდა	ავალდებულ ებდა
კილომეტრს	კილომეტრ ს
ფრანკლინ	ფრანკლინ
ვიდეოებს	ვიდეო ებს
განსაზღვრავენ	განსაზღვრ ავენ
ეფლობა	ეფ ლობა
ჯვრისწერა	ჯვრ ისწერა
შექმნილი	შექმნ ილი
მახასიათებლებს	მახასიათებ ლებს
რაინის	რაინ ის
შესატყვისი	შე სატყვის ი
მიწებში	მიწ ებში
წლისთავთან	წლისთავ თან
სეზონთან	სეზონ თან
შეკითხვა	შეკითხვ ა
სტილსა	სტილ სა
მოჰყავდათ	მოჰყავ დათ
კრიტიკოსი	კრიტიკოს ი
იუნონას	იუნონ ას
იუნიორთა	იუნი ორთა
ძალისხმევა	ძალისხმე ვა
ცვივა	ც ვივა
თანადამფუძნებელი	თანა დამფუძნებ ელი
დაიშალა	დაი შალა
ჯეპრას	ჯე პრას
პიტერ	პიტერ
გრაფების	გრაფ ების
ლავრა	ლავრ ა
წამოდგა	წამო დგა
ჰიპოკრატეს	ჰიპო კრატეს
ანდერსონი	ანდერსონ ი
წარმოებდა	წარმოებ და
ოლაფი	ო ლაფი
გამოუცდელი	გამოუ ცდელი
განუკურნებელი	განუკურნ ებელი
ტრიბუნები	ტრიბუნ ები
პაროდიული	პაროდი ული
ბრალდებებს	ბრალდებ ებს
კომპანიებისთვის	კომპანი ებისთვის
სიყმაწვილე	სიყმაწვილე
უყვებოდა	უყვ ებოდა
საბაჟოს	საბაჟ ოს
რგოლს	რგოლ ს
აუკრძალეს	ა უკრძალ ეს
განვითარების	განვითარ ების
აქაურ	აქა ურ
ლიტურგია	ლიტურგი ა
ქვიშაქვებით	ქვიშაქვ ებით
დასწრებია	დასწრ ებია
მართლმადიდებელი	მართ ლმადიდებ ელი
ლომის	ლომ ის
კინოინდუსტრია	კინო ინდუსტრი ა
გარეთა	გარეთ ა
იესოს	ი ესოს
რჩეულ	რჩეულ
ტერიტორიასაც	ტერიტორი ასაც
ფონდს	ფონდ ს
ლეგო	ლეგ ო
სასკეს	სასკ ეს
სიმაღლებრივი	სიმაღლ ებრივი
სავოევოდო	სავოევოდ ო
ლაურეატი	ლაურეატ ი
სასულთნოს	სასულთნ ოს
ინტერვალის	ინტერვალ ის
შემოღებული	შემოღ ებული
მომავლისთვის	მომავლი სთვის
შეწირვა	შეწირ ვა
ჩიკაგო	ჩიკაგო
აღდგენილიყო	აღდგენ ილიყო
ტიტულიც	ტიტულ იც
გამუდმებულ	გამუდმ ებულ
სრუტეები	სრუტე ები
პერიოდშივე	პერიოდ შივე
კახთა	კახ თა
დასაწყისი	დასაწყ ისი
სტამბოლი	სტამ ბოლი
ოლიმპია	ოლიმპი ა
თაბაშირის	თაბაში რის
აყალიბებენ	აყალიბ ებენ
ვალინორში	ვალინორ ში
მჟავა	მჟავ ა
ფილმია	ფილმ ია
გეგმები	გეგმ ები
ჟიურის	ჟიურ ის
ბარძაყის	ბარ ძაყის
მოკლას	მოკლ ას
შეერია	შეე რია
ოქუმის	ოქუმ ის
შობას	შობ ას
ამნისტია	ამნისტი ა
ბერის	ბერ ის
მჟღავნდება	მჟღავნდებ ა
სახეობისთვის	სახეობ ისთვის
ხვრელია	ხვრელ ია
ბლოკ	ბლოკ
რაღა	რ აღა
განაგრძობენ	განაგრძ ობენ
გამოფენებში	გამოფენ ებში
ამტკიცებდნენ	ამტკიც ებდნენ
დამსახურებით	დამსახურ ებით
ჰიუ	ჰიუ
კარლა	კარლ ა
ოლიგარქიული	ო ლიგ არქიული
მოსწორებულია	მოსწორ ებულია
მეოთხედში	მეოთხედ ში
გავლენიან	გავლენ იან
კაპიტულაციას	კაპიტულ აციას
სარდაფი	სარდაფ ი
ინგლისელი	ინგლის ელი
ნათელ	ნათელ
აკავშირებდა	აკავშირ ებდა
აგებულების	აგებულებ ის
პალეოლოგოსის	პალეო ლოგო სის
დიალექტი	დიალექტ ი
გინეკოლოგიური	გინ ეკოლოგი ური
კაპიტანია	კაპიტან ია
მათემატიკამ	მათემატიკა მ
მდგომარეობისა	მდგომარეობ ისა
შვილიშვილს	შვილიშვილ ს
წარმატების	წარმატ ების
უცვლის	უცვლ ის
დასახმარებლად	დასახ მარებლად
გარდაცვლილს	გარდაცვლილ ს
ოკრუგის	ოკრუგ ის
მკვდარ	მკვდ არ
დარჩებოდა	დარჩ ებოდა
ბოლშევიკური	ბოლშევ იკური
პორტუგალიის	პორტუგალი ის
იშტვან	ი შტვან
ოტელი	ოტე ლი
ჩხალთის	ჩხა ლთის
ანდრონიკაშვილის	ანდრონიკ აშვილის
საკრავიერი	საკრავ იერი
წინამძღვარს	წინამძღ ვარს
სამნიტები	სამნიტ ები
თათრებს	თათრ ებს
მღელვარე	მღელვარ ე
ორგანიზმებზე	ორგანიზმებ ზე
მაგისტრალზე	მაგისტრა ლზე
აყვანილი	აყვან ილი
გააოცა	გაა ოცა
სასურველი	სასურველ ი
ჯინი	ჯინ ი
შს	შს
სახელმწიფოთაშორისი	სახელმწიფო თაშორისი
უწოდებს	უწოდ ებს
მარინეს	მარინ ეს
ნეიტრონის	ნეიტრონ ის
გაბრტყელებული	გა ბრტყელ ებული
ტელეარხმა	ტელეარხ მა
ეკიპაჟმა	ეკიპაჟ მა
პროცესების	პროცეს ების
ვიქტორიანული	ვიქტორი ანული
აზნაურს	აზნაურ ს
მბრუნავი	მ ბრუნ ავი
კევინ	კე ვინ
აკისრია	ა კისრია
ანტუანის	ანტუ ანის
ბრიტანეთსა	ბრიტან ეთსა
ვერცხლით	ვერცხლ ით
წარმოდგენილნი	წარმოდგენ ილნი
ხრამის	ხრამ ის
ჩატანებულია	ჩატან ებულია
ეკლესიით	ეკლესი ით
ქვაბები	ქვაბ ები
სრულებითაც	სრულ ებითაც
დანებების	დანებ ების
ოფიცერს	ოფიც ერს
ხრესილის	ხრ ესილის
ჯოანა	ჯო ანა
კლინიკურად	კლინიკ ურად
მლნ	მ ლნ
მალისა	მალ ისა
იკითხებოდა	იკითხ ებოდა
ოცდამეცხრე	ოცდამე ცხრე
ააშენა	ააშენ ა
დაბომბვის	დაბომბ ვის
მამაკაცია	მამაკაც ია
ვილაპარაკეთ	ვილაპარაკ ეთ
ბედავდა	ბედ ავდა
მინანქრის	მინანქ რის
ბანაკს	ბანაკ ს
ექსპედიციებს	ექსპედიცი ებს
ძელებით	ძელ ებით
იზაბელა	იზაბელ ა
დღიანი	დღ იანი
ბაზები	ბაზ ები
ნათების	ნათ ების
გადაწყვეტილების	გადაწყვეტი ლების
ნორმები	ნორმ ები
პროცესებს	პროცეს ებს
დედამიწასთან	დედამიწ ასთან
ფერმერები	ფერმერ ები
თვალწინ	თვალ წინ
ფილოლოგია	ფილოლოგი ა
მითხრა	მით ხრა
კამილუსმა	კამილ უსმა
რენამოს	რენ ამოს
იარაღით	იარაღ ით
სცემენ	სცემ ენ
ბელონას	ბელ ონ ას
ელიზაბეთი	ელიზაბეთ ი
უკიდურესი	უკიდურეს ი
საკითხებთან	საკითხ ებთან
დოკუმენტებით	დოკუმენტ ებით
პენის	პენ ის
სამლოცველო	სამლოცვ ელო
როსონერი	როსონერ ი
რელიეფური	რელიეფ ური
ბენდს	ბენდ ს
ექსპლოატაციის	ექსპლო ატაციის
ვაი	ვ აი
მოხვედრა	მოხვედრ ა
უდიდებულესობის	უ დიდებულ ესობის
გრძნობას	გრძნობ ას
ლოცვა	ლოცვ ა
ღამე	ღამ ე
ლოდებით	ლოდ ებით
ნინოშვილის	ნინო შვილის
ტური	ტურ ი
ადიდე	ად იდე
განსაკუთრებულობა	განსაკუთრ ებულობა
ლოუს	ლო უს
დამხობილ	დამხობ ილ
გუდვილი	გუდ ვილი
ჯერა	ჯერ ა
ისტორიოგრაფიაში	ისტორიოგრაფი აში
კოლუმბიელი	კოლუმ ბიელი
ობიექტური	ობიექტ ური
ცხოვრებისათვის	ცხოვრებ ისათვის
გამოჩენისას	გამოჩენ ისას
მარჯნის	მარჯ ნის
გაზრდამ	გაზრდ ამ
თესლი	თესლ ი
იზოტოპის	იზოტოპ ის
პროვინციებს	პროვინცი ებს
სივილ	სი ვილ
შემცველ	შემცველ
დაეცემა	დაეც ემა
იტევს	იტევ ს
თედორე	თე დორე
დასავლეთისკენ	დასავლეთ ისკენ
სექცია	სექცი ა
პრინციპულად	პრინციპ ულად
შეემატნენ	შეემატ ნენ
მოხარული	მო ხარ ული
მეზღვაურების	მეზღვაურ ების
დაფების	დაფ ების
ტერმინატორის	ტერმინ ატორის
მოღვაწეობამ	მოღვაწე ობამ
მოდის	მოდ ის
აღგზნება	აღ გზნება
გაჩეხვის	გა ჩეხ ვის
რონალდო	რონალ დო
გრინვუდი	გრინვუდ ი
ალაჰი	ალაჰ ი
ქართველოლოგიის	ქართველ ოლოგიის
მეძებარი	მეძ ებარი
დააზარალა	დაა ზარალ ა
რეიტინგული	რეიტინგ ული
ტიბეტის	ტიბეტ ის
ელჩობა	ელჩ ობა
ვაქცინის	ვაქცი ნის
თუთიყუშის	თუთი ყუშის
რომეოს	რომ ეოს
ვულკანია	ვულკან ია
სიმპლონის	სიმპ ლონ ის
ამანში	ა მან ში
მოგებაც	მოგ ებაც
ორგანიზმებით	ორგანიზმებ ით
ლენინი	ლენინ ი
გამომცემელმა	გამომცემ ელმა
ენფილდზე	ენ ფილდზე
ზონასთან	ზონ ასთან
მოვლენად	მოვლენ ად
ვადამდე	ვად ამდე
სიგრძივი	სიგრძ ივი
სისხლი	სისხლ ი
ფილოსოფიასთან	ფილოსოფ იასთან
გაჭირვებული	გაჭირვ ებული
დამატებას	დამატ ებას
ნახევარსფეროზე	ნახევარსფერო ზე
ყმა	ყმ ა
გაბრიელის	გაბრიელ ის
მოხატა	მოხატ ა
სხვადასხვანაირია	სხვადასხვა ნაირია
მეგობრულად	მეგობრ ულად
შეჭრილიყო	შეჭრ ილიყო
დაამონტაჟა	დაამონტაჟ ა
ტუპაკ	ტუპ აკ
მაიკლ	მაიკლ
აღდგომის	აღდგომ ის
შეეყარა	შეე ყარა
გაჩერებული	გაჩერ ებული
მიაკითხა	მია კითხა
მათრახი	მათ რახი
დარეჯანი	დარეჯან ი
აუტანელი	აუტა ნელი
ასვლისას	ასვლ ისას
სუზანა	ს უზანა
აკრიტიკებს	აკრიტიკ ებს
გარსიას	გარს იას
ზრუნვას	ზრუნ ვას
მონარქიული	მონარქ იული
სიმღერაც	სიმღერ აც
შემდგომი	შემდგომ ი
იცოდე	იცოდ ე
თხემურ	თხემ ურ
მარსელ	მარს ელ
რომელთან	რომელ თან
უწესო	უ წეს ო
რაინდებს	რაინდ ებს
სახელები	სახელ ები
სათნოებას	სათნო ებას
პანორამული	პანორამ ული
იკისრა	იკისრ ა
ფაშისტურ	ფაშისტ ურ
კლდეს	კლდე ს
გამრავლება	გამრავლ ება
რელიქტური	რელი ქ ტური
რუმინულ	რუმინ ულ
სხდომას	სხდომ ას
ჩემპიონად	ჩემპიონ ად
თანამეგობრობის	თანა მეგობრ ობის
ფენებს	ფენ ებს
ხახულის	ხახ ულის
კარიერაც	კარიერ აც
თანრიგში	თან რიგ ში
დაბოლოებას	დაბოლო ებას
გადაწერილი	გადაწერ ილი
შეიკრიბნენ	შეიკრიბ ნენ
მომხდარი	მომხდარ ი
ლარს	ლარს
ღირებულებით	ღირებულ ებით
ოჯახებში	ოჯახ ებში
კათოლიკურმა	კათოლიკ ურმა
რგოლები	რგოლ ები
შეეცვალათ	შეეცვალ ათ
პილასტრით	პილასტრ ით
მომღერალთა	მომღერალ თა
რაკეტების	რაკეტ ების
რობინის	რობ ინის
ტომ	ტომ
ბელგრადის	ბელგრად ის
ამხანაგური	ამხანაგ ური
მუსულმანებს	მუსულმა ნებს
წამის	წამ ის
სეპარატისტულ	სეპარა ტისტულ
აბრაამის	აბრაამ ის
თრი	თრ ი
ვერსიად	ვერსი ად
კრეისერი	კრეის ერი
რადიაქტიური	რადი აქტიურ ი
საიმპერიო	სა იმპერი ო
გამოიტანეს	გამო იტანეს
ფარა	ფარ ა
ასურეთის	ასურ ეთის
არაუმეტეს	არა უმეტეს
განსაცდელი	განსაცდელ ი
ყბა	ყბ ა
კახეთსა	კახეთ სა
მთავარანგელოზთა	მთავარანგელოზ თა
აღმასრულებელმა	აღმასრულებელ მა
მონათლა	მონათლ ა
იგეგმება	იგეგმ ება
ქორწინებაში	ქორწინ ებაში
ბოთლებში	ბოთლ ებში
განედი	განედ ი
ტილზიტის	ტილ ზიტის
მოედნები	მოედნ ები
დაღესტანში	დაღესტ ანში
წლებმა	წლ ებმა
ადგილებშიც	ადგილებ შიც
ცოდვის	ცოდვ ის
ენაცვლება	ენაცვლ ება
იაპონელების	იაპონ ელების
მოსდევდა	მოსდევ და
აორთქლების	აორთქლ ების
არქიტრავული	არქიტრა ვული
ინფორმაციული	ინფორმაცი ული
დამსახურებისათვის	დამსახურ ებისათვის
თიანეთის	თიან ეთის
რეისების	რეის ების
ინსტიტუტმა	ინსტიტუ ტმა
მოითხოვდა	მოითხოვ და
კბილებში	კბილ ებში
ლენტეხის	ლენ ტეხის
დოლარით	დოლარ ით
დიალოგები	დიალოგ ები
ირანელებს	ირან ელებს
მარტი	მარტ ი
პატრიარქალური	პატრიარქ ალური
ხმალი	ხმ ალი
ახალბედას	ახალბედა ს
მარკეტინგი	მარკ ეტინგი
შეადგენდეს	შეადგენ დეს
უსქესო	უ სქეს ო
პრინციპების	პრინციპ ების
სურვილისამებრ	სურვილ ისამებრ
ჰაბსბურგების	ჰაბსბურგ ების
