გამოსხივება	გამო სხივ ება
საყლაპავი	სა ყლაპ ავი
ფრანცისკო	ფრანც ისკო
წყევლის	წყევლ ის
თრაინ	თ რაინ
მისალმების	მი სალმ ების
ნოვიცკი	ნოვიცკ ი
წაყენებული	წა ყენებ ული
სამკაულებს	სა მკაულ ებს
ცვლილებათა	ცვლილებ ათა
თავად	თავ ად
შეთანხმდა	შე თანხმ და
ჟორჟი	ჟორჟ ი
პოლმა	პოლ მა
კარლს	კარლ ს
ურთიერთობაზე	ურთიერთობ აზე
შთამომავალს	შთამომავა ლ ს
სერვერიდან	სერვერ იდან
თინათინი	თინათინ ი
მაიკროსოფტმა	მაი კროსოფტ მა
დაკანონდა	და კანონ და
ანგელოზმა	ანგელოზ მა
ფუს	ფუ ს
წუთით	წუთ ით
პაციენტები	პაციენტ ები
პირად	პირ ად
ჯონის	ჯონ ის
ქვაც	ქვ აც
ბესტი	ბესტ ი
სულიერ	სულიერ
წამოწეული	წამო წეულ ი
დიდებულები	დიდებულ ები
ისტორიამ	ისტორ იამ
რეზონანსი	რეზონა ნს ი
ფრონტონის	ფრონტ ონის
ვარშავა	ვარშავ ა
სანდრა	სა ნდრ ა
ასპირანტი	ას პირ ანტი
ინვალიდის	ინვალიდ ის
ამოღებულ	ამოღ ებულ
გავდა	გავ დ ა
პარკისა	პარკ ისა
სართავი	სართავ ი
მშენებარე	მ შენ ებარე
ფოტონის	ფოტო ნის
წესი	წეს ი
ხოტბა	ხოტბ ა
ციკლონების	ციკლონ ების
ამინდში	ამინდ ში
წყლისთვის	წყლ ისთვის
კანტონების	კანტონ ების
აზნაურების	აზნაურ ების
გოლიათი	გოლ იათ ი
აუხსნელი	ა უხსნ ელი
კენტის	კენ ტ ის
ვარსკვლავთკარიბჭე	ვარსკვლავთკარიბჭ ე
ბოშების	ბოშ ების
ტიურინგის	ტიურ ინგის
გურჯი	გურჯ ი
ჩემპიონობისათვის	ჩემპიონ ობისათვის
კერნის	კერ ნის
დათოსაც	და თო საც
ბირჟის	ბირჟ ის
ოცდამერვე	ოცდამე რვე
არსენის	არსენ ის
ბრუნვა	ბრუნვ ა
კვარტეტი	კვა რტ ეტი
წამოწყება	წამოწყებ ა
ტიტველი	ტიტვ ელი
პროცესი	პროცეს ი
აყვავების	აყვავ ების
გუსტავი	გუსტავ ი
სტაბილური	სტაბილურ ი
ცენტურიონი	ცე ნტური ონი
ბამბის	ბამბ ის
ვირს	ვირ ს
მდგომარეობაშია	მდგომარეობ აშია
ღრუში	ღრუ ში
ბრძენმა	ბრძენ მა
ტონაზე	ტონ აზე
კარზეც	კარ ზეც
ფოტოსინთეზის	ფოტო სინთეზ ის
ღვთაებრივ	ღვთაებ რივ
სპარტა	სპარტ ა
დაბინძურებულ	და ბინძურ ებულ
იაპ	იაპ
კვარტლები	კვარტლ ები
ენერგიით	ენერგი ით
სისხლისსამართლებრივი	სისხლის სამართლ ებრივი
იუდეველებმა	იუდევ ელებმა
დადგინდეს	და დგინ დეს
ნუსხურსა	ნუსხურ სა
მყინვარი	მყინვარ ი
ცდები	ცდ ები
გველების	გველ ების
შენების	შენებ ის
დავითნი	დავით ნ ი
ჩირი	ჩირ ი
სატვირთო	სა ტვირთ ო
ამაში	ამ აში
ბრაუნი	ბრაუნ ი
მიუსაჯა	მიუ საჯ ა
ეთიკა	ეთიკ ა
ბინ	ბინ
ტერასა	ტერას ა
ველური	ველ ური
სისტემატიკის	სისტემ ატიკის
ასკეტური	ას კეტ ური
ზომამ	ზომ ამ
თანაგუნდელები	თანა გუნდელ ები
უშაქრო	უ შაქრ ო
მიიჩნიეს	მი იჩნი ეს
მუსიკასა	მუსიკ ასა
ბარდა	ბარ და
თეთრკანიანები	თეთრკანიან ები
ლეიბლებზე	ლეიბლ ებზე
აინტერესებდათ	აინტერესებ დათ
თებერვლისთვის	თებერვლ ისთვის
სისტემებთან	სისტემ ებთან
შეეთავაზებინა	შეე თავაზ ებინა
ბადალი	ბად ალი
გასაყიდი	გასა ყიდ ი
მთაგრეხილის	მთა გრეხილ ის
გააშენა	გა აშენ ა
მახარაძეს	მახარაძ ეს
მეტალიკამ	მე ტალიკ ამ
დააზუსტა	დაა ზუსტ ა
სექსუალურ	სექსუალ ურ
ესმა	ესმ ა
კლუბები	კლუბ ები
მზრუნველობის	მ ზრუნველობ ის
თავდასხმის	თავდასხმ ის
შერჩენილია	შე რჩენილ ია
იწყეს	იწყ ეს
სერია	სერი ა
სათათბირო	სა თათბირ ო
მტკვარი	მტკვარ ი
მეტალების	მეტალ ების
გამოც	გამო ც
ოსტატი	ოსტატ ი
საყრდენად	სა ყრდენ ად
გაჩერდნენ	გა ჩერ დნენ
ზენიტის	ზენიტ ის
საკარმიდამო	სა კარ მიდამო
ხერხემლიანი	ხერხემლ იანი
მოსახლეზე	მო სახლ ეზე
შეხედულებას	შე ხედულებ ას
ჰარლემში	ჰარლემ ში
კალაპოტის	კალაპოტ ის
მინერალ	მი ნერალ
ფასადის	ფასად ის
უფლებამოსილი	უფლებამოსი ლ ი
სახლზე	სახლ ზე
სიმაგრე	სი მაგრ ე
შენობასთან	შენობ ასთან
გადმოჰყურებს	გადმო ჰყურ ებს
კრამიტი	კრამიტ ი
მცხეთას	მცხეთ ას
ჰემი	ჰემ ი
გორილები	გორილ ები
რონი	რ ონი
ნომინაციაში	ნომინა ცი აში
გაგიჟებულია	გა გიჟ ებულია
კინემატოგრაფიული	კინემატოგრაფ იული
იემენის	იემენ ის
ემოსა	ე მოს ა
ბავშვს	ბავშვ ს
მოაწყვეს	მო აწყ ვეს
ერიტრეის	ერიტრე ის
დაავადებანი	დაა ვადებ ანი
ეკიპაჟის	ეკიპაჟ ის
კურსიდან	კურს იდან
გამომადგა	გამომა დგ ა
საჭირბოროტო	საჭირ ბოროტ ო
ავანგარდულ	ავანგა რდ ულ
ფეხში	ფეხ ში
მალდინიმ	მა ლდინ იმ
მემამულეთა	მემამუ ლ ეთა
პარაზიტებია	პარაზიტ ებია
პროექტებზე	პროექტ ებზე
ტექსტები	ტექსტ ები
რომანოზ	რომან ოზ
ფინეთმა	ფინეთ მა
ჰუსიტური	ჰუსი ტურ ი
გრანდიოზული	გრანდიოზულ ი
კარგმა	კარგ მა
მასათა	მას ათა
გაატანა	გაა ტან ა
სპეციფიური	სპეციფი ური
უხდება	უხდ ება
უპირობოდ	უ პირობ ოდ
ბოლქვიანი	ბოლქვ იანი
ტანკზე	ტანკ ზე
გაუქმებული	გაუქმ ებული
პროლოგი	პრო ლოგ ი
მანქანაზე	მანქან აზე
ანონიმი	ა ნონიმ ი
გაზრდას	გაზრდ ას
მასშტაბური	მა სშტაბ ური
ცვლაში	ცვლ აში
რეპრესიები	რეპრეს იები
ვერა	ვერ ა
ვერასოდეს	ვე რასოდე ს
ერისთავად	ე რისთავ ად
გაზრდილია	გაზრდ ილია
კვადრატულია	კვადრატ ულია
იარსებებს	ი არსებ ებს
ცივილიზაციის	ცივილიზაც იის
მაისს	მაის ს
სინგლად	სინგლ ად
შერიგება	შე რიგ ება
კუბაზე	კუბ აზე
მეკობრეების	მე კობრე ების
ქვეშევრდომები	ქვეშევრდომ ები
თოვლით	თოვლ ით
მამაც	მამაც
დეტალებს	დეტალ ებს
გაირკვეს	გა ირკვ ეს
ლიზინგი	ლიზ ინგი
ნიკოლაი	ნიკოლა ი
პირი	პირ ი
დაყვეს	და ყვ ეს
ტრანსფერი	ტრანსფერ ი
ბიუროკრატიული	ბიურო კრატიული
ესთეტიკას	ესთეტიკ ას
მატჩში	მატჩ ში
მოიყარეს	მოი ყარ ეს
საშუალოზე	სა შუალ ოზე
ხარიჯიტები	ხარ იჯიტები
გოგონაა	გოგონ აა
დაკავებულები	დაკავ ებულები
ველად	ველ ად
ზეპირსიტყვიერების	ზეპირსი ტყვიერ ების
პოლიციური	პოლიც იური
სასწორი	სა სწორ ი
მონო	მო ნ ო
ნიკოლსკოეს	ნიკოლ სკოეს
გუბერნია	გუბერნი ა
დიპლომატიური	დიპლომა ტი ური
პოლემიკა	პო ლემ იკა
დაბოლოს	და ბოლო ს
მონსტრები	მო ნსტრ ები
ნუმიზმატიკის	ნუმიზმა ტიკ ის
კარდინალ	კარდინა ლ
მეთვალყურეობით	მე თვალყურე ობით
მიწას	მიწ ას
აღადგენენ	აღ ადგენ ენ
ჩაცმულობის	ჩაცმულ ობის
გადასასვლელად	გადა სასვლელ ად
კუხეთის	კუ ხეთ ის
ქურუმები	ქურუმ ები
ტერიტორიაც	ტერიტორი აც
კრუხობს	კრუხ ობს
გორი	გორ ი
სეზონში	სეზონ ში
ტვინში	ტვინ ში
ქართლის	ქართლ ის
შემაჯამებელი	შემა ჯამ ებელი
გააქტიურება	გაა ქტიურ ება
დათარიღებული	და თარიღ ებული
საქსონია	საქსო ნ ია
ოქტომბრიდან	ოქტომბრ იდან
უკვდავებას	უ კვდავ ებას
ჯადოსნურ	ჯადოსნ ურ
სარეკონსტრუქციო	სა რეკონსტრუქცი ო
ბრაზილიამ	ბრაზილ იამ
გარჩევას	გა რჩევ ას
სოფლების	სოფლ ების
მოყოლებული	მო ყოლ ებული
ოციანი	ოც იანი
სიმბოლოთი	სი მბოლ ოთი
მარცხნიდან	მა რცხნ იდან
შიშველია	შიშველი ა
სექტემბრის	სექტემბრ ის
სამუშაოში	სა მუშაო ში
ადმინისტრაციულმა	ა დმინისტრაცი ულმა
პარკების	პარკ ების
პოზიციების	პოზიცი ების
დისციპლინები	დისციპლინ ები
კონსტანტინოპოლი	კონსტანტინოპო ლ ი
ღელვის	ღელვ ის
სულებისთვის	სულ ებისთვის
იტალიისკენ	იტალი ისკენ
კლდიაშვილი	კლდ იაშვილი
ნიმუშების	ნიმუშ ების
სულიწმინდის	სული წმინდ ის
ბატალიონის	ბატალიონ ის
სკუდეტოს	სკუდეტ ოს
მაგალითისათვის	მაგალი თ ისათვის
ხვეული	ხვე ული
სტალინგრადის	სტალინ გრადის
ანსამბლმა	ა ნსამბლ მა
ებრძოლათ	ე ბრძოლ ათ
ცნობარი	ცნობ არი
მცენარეებსა	მ ცენარეებ სა
საკითხისათვის	სა კითხ ისათვის
წარმოდგენები	წარმოდგენებ ი
მოაქციეს	მო აქცი ეს
სანაპიროები	სა ნაპირო ები
ბუშის	ბუშ ის
უღლების	უღლ ების
გამოქვეყნებულა	გამო ქვეყნ ებულა
მოიცავს	მო იცავ ს
კირიბატის	კ ირიბ ატის
დიტრიხმა	დიტრიხ მა
ჯარების	ჯარ ების
იმპერიული	იმპერი ული
სატევარი	სა ტევ არი
ჩამოყალიბებით	ჩამო ყალიბ ებით
სულებისგან	სულ ებისგან
მაშტაბით	მა შტაბ ით
დაპატიმრებები	და პატიმრ ებები
სააგენტოს	სა აგენტ ოს
ბრაზილიასთან	ბრაზილ იასთან
მიახლოებით	მი ახლო ებით
ვარაუდით	ვარაუდ ით
ახალშობილ	ა ხალშობილ
უბრძანებია	უ ბრძანებ ია
კასტელი	კა სტელ ი
უმრავლესობით	უმ რავლესობ ით
წლებში	წლ ებში
დაყოფა	და ყოფ ა
ავალდებულებდა	ა ვალდებულებ და
კილომეტრს	კილო მეტრ ს
ფრანკლინ	ფრანკლინ
ვიდეოებს	ვიდეო ებს
განსაზღვრავენ	გა ნსაზღვრ ავენ
ეფლობა	ეფლ ობა
ჯვრისწერა	ჯვრისწერ ა
შექმნილი	შე ქმნილ ი
მახასიათებლებს	მა ხასიათებ ლებს
რაინის	რაინ ის
შესატყვისი	შესა ტყვის ი
მიწებში	მიწ ებში
წლისთავთან	წლისთავ თან
სეზონთან	სეზონ თან
შეკითხვა	შე კითხვ ა
სტილსა	სტილ სა
მოჰყავდათ	მო ჰყავდ ათ
კრიტიკოსი	კრიტიკ ოსი
იუნონას	იუნონ ას
იუნიორთა	იუნი ორთა
ძალისხმევა	ძალისხმევ ა
ცვივა	ცვივ ა
თანადამფუძნებელი	თანადამ ფუძნ ებელი
დაიშალა	და იშალ ა
ჯეპრას	ჯეპრ ას
პიტერ	პიტერ
გრაფების	გრაფ ების
ლავრა	ლავრ ა
წამოდგა	წამო დგ ა
ჰიპოკრატეს	ჰიპოკრატ ეს
ანდერსონი	ა ნდერსონ ი
წარმოებდა	წარმოებ და
ოლაფი	ოლაფ ი
გამოუცდელი	გამოუ ცდელ ი
განუკურნებელი	განუ კურნ ებელი
ტრიბუნები	ტრიბუნ ები
პაროდიული	პაროდი ული
ბრალდებებს	ბრალდებ ებს
კომპანიებისთვის	კომპანი ებისთვის
სიყმაწვილე	სი ყმაწვილ ე
უყვებოდა	უყვ ებოდა
საბაჟოს	სა ბაჟ ოს
რგოლს	რგოლ ს
აუკრძალეს	აუ კრძალ ეს
განვითარების	განვითარ ების
აქაურ	აქა ურ
ლიტურგია	ლიტურგ ია
ქვიშაქვებით	ქვიშაქვ ებით
დასწრებია	და სწრ ებია
მართლმადიდებელი	მართლმადიდებ ელ ი
ლომის	ლომ ის
კინოინდუსტრია	კინო ინდუსტრ ია
გარეთა	გარეთ ა
იესოს	იეს ოს
რჩეულ	რჩეულ
ტერიტორიასაც	ტერიტორი ასაც
ფონდს	ფონდ ს
ლეგო	ლეგ ო
სასკეს	სა სკე ს
სიმაღლებრივი	სი მაღლ ებრივი
სავოევოდო	სა ვოევოდ ო
ლაურეატი	ლაურეა ტ ი
სასულთნოს	სა სულთნ ოს
ინტერვალის	ინტერვალ ის
შემოღებული	შემო ღებ ული
მომავლისთვის	მო მავლ ისთვის
შეწირვა	შე წირვ ა
ჩიკაგო	ჩიკაგო
აღდგენილიყო	აღდგენ ილიყო
ტიტულიც	ტიტულ იც
გამუდმებულ	გამუდმე ბულ
სრუტეები	სრუტე ები
პერიოდშივე	პერიოდ შივე
კახთა	კახ თა
დასაწყისი	დასა წყის ი
სტამბოლი	სტამბოლ ი
ოლიმპია	ოლიმპი ა
თაბაშირის	თაბაში რ ის
აყალიბებენ	ა ყალიბ ებენ
ვალინორში	ვალინორ ში
მჟავა	მჟავ ა
ფილმია	ფილმ ია
გეგმები	გეგმ ები
ჟიურის	ჟიურ ის
ბარძაყის	ბარძ აყ ის
მოკლას	მოკლ ას
შეერია	შეე რი ა
ოქუმის	ოქ უმის
შობას	შობ ას
ამნისტია	ამნისტი ა
ბერის	ბერ ის
მჟღავნდება	მჟღავნ დება
სახეობისთვის	სა ხეობ ისთვის
ხვრელია	ხვრელ ია
ბლოკ	ბლოკ
რაღა	რ აღა
განაგრძობენ	განა გრძ ობენ
გამოფენებში	გამო ფენ ებში
ამტკიცებდნენ	ა მტკიცებ დნენ
დამსახურებით	დამ სახურ ებით
ჰიუ	ჰ ი უ
კარლა	კარლ ა
ოლიგარქიული	ოლიგარქ იული
მოსწორებულია	მო სწორ ებულია
მეოთხედში	მე ოთხედ ში
გავლენიან	გა ვლენ იან
კაპიტულაციას	კაპიტულაც იას
სარდაფი	სა რდაფ ი
ინგლისელი	ინგლის ელი
ნათელ	ნათელ
აკავშირებდა	ა კავშირ ებდა
აგებულების	აგებულ ების
პალეოლოგოსის	პალეო ლოგ ოსის
დიალექტი	დიალექტ ი
გინეკოლოგიური	გინეკ ოლოგიური
კაპიტანია	კაპიტან ია
მათემატიკამ	მა თემატიკ ამ
მდგომარეობისა	მდგომარეობ ისა
შვილიშვილს	შვილიშვილ ს
წარმატების	წარმატ ების
უცვლის	უ ცვლ ის
დასახმარებლად	დასა ხმარ ებლად
გარდაცვლილს	გა რდაცვლილ ს
ოკრუგის	ოკრუგ ის
მკვდარ	მ კვდარ
დარჩებოდა	დარჩ ებოდა
ბოლშევიკური	ბოლშე ვ იკური
პორტუგალიის	პორტუგა ლ იის
იშტვან	ი შტ ვან
ოტელი	ოტელ ი
ჩხალთის	ჩხა ლთ ის
ანდრონიკაშვილის	ანდრონიკაშ ვილ ის
საკრავიერი	სა კრავ იერი
წინამძღვარს	წინამძღ ვარ ს
სამნიტები	სა მნიტ ები
თათრებს	თათრ ებს
მღელვარე	მღელვარ ე
ორგანიზმებზე	ორგანიზმ ებზე
მაგისტრალზე	მა გისტრალ ზე
აყვანილი	ა ყვანილ ი
გააოცა	გაა ოც ა
სასურველი	სა სურველ ი
ჯინი	ჯინ ი
შს	შს
სახელმწიფოთაშორისი	სა ხელმწიფო თაშორისი
უწოდებს	უწოდ ებს
მარინეს	მა რინ ეს
ნეიტრონის	ნეიტრონ ის
გაბრტყელებული	გა ბრტყელ ებული
ტელეარხმა	ტელეარხ მა
ეკიპაჟმა	ეკიპაჟ მა
პროცესების	პროცეს ების
ვიქტორიანული	ვიქტორ იანული
აზნაურს	აზნაურ ს
მბრუნავი	მ ბრუნ ავი
კევინ	კევინ
აკისრია	ა კისრ ია
ანტუანის	ანტუან ის
ბრიტანეთსა	ბრიტანეთ სა
ვერცხლით	ვერცხლ ით
წარმოდგენილნი	წარმო დგენილ ნი
ხრამის	ხრამ ის
ჩატანებულია	ჩა ტან ებულია
ეკლესიით	ეკლესი ით
ქვაბები	ქვაბ ები
სრულებითაც	სრულებ ითაც
დანებების	და ნებ ების
ოფიცერს	ოფიცერ ს
ხრესილის	ხრესილ ის
ჯოანა	ჯოან ა
კლინიკურად	კლინიკ ურად
მლნ	მლნ
მალისა	მალ ისა
იკითხებოდა	ი კითხ ებოდა
ოცდამეცხრე	ოცდამე ცხრ ე
ააშენა	ა აშენ ა
დაბომბვის	და ბომბვ ის
მამაკაცია	მამა კაც ია
ვილაპარაკეთ	ვი ლაპარაკ ეთ
ბედავდა	ბედ ავდა
მინანქრის	მინანქ რის
ბანაკს	ბანაკ ს
ექსპედიციებს	ექსპედიც იებს
ძელებით	ძელ ებით
იზაბელა	იზაბელ ა
დღიანი	დღ იანი
ბაზები	ბაზ ები
ნათების	ნათ ების
გადაწყვეტილების	გადა წყვეტილებ ის
ნორმები	ნორმ ები
პროცესებს	პროცეს ებს
დედამიწასთან	დედა მიწ ასთან
ფერმერები	ფერმერ ები
თვალწინ	თვალ წინ
ფილოლოგია	ფილოლოგ ია
მითხრა	მი თხრ ა
კამილუსმა	კამილუ სმა
რენამოს	რენ ამოს
იარაღით	იარაღ ით
სცემენ	სცემ ენ
ბელონას	ბელ ონ ას
ელიზაბეთი	ე ლიზაბეთ ი
უკიდურესი	უ კიდურ ესი
საკითხებთან	სა კითხ ებთან
დოკუმენტებით	დოკუმენტ ებით
პენის	პენ ის
სამლოცველო	სამ ლოცველ ო
როსონერი	როსონერ ი
რელიეფური	რელიეფ ური
ბენდს	ბენდ ს
ექსპლოატაციის	ექს პლოატ აციის
ვაი	ვა ი
მოხვედრა	მო ხვედრ ა
უდიდებულესობის	უ დიდებულ ესობის
გრძნობას	გრძნობ ას
ლოცვა	ლოცვ ა
ღამე	ღამ ე
ლოდებით	ლოდ ებით
ნინოშვილის	ნინო შვილ ის
ტური	ტურ ი
ადიდე	ა დიდ ე
განსაკუთრებულობა	განსაკუთრებუ ლობ ა
ლოუს	ლოუ ს
დამხობილ	და მხობ ილ
გუდვილი	გუდ ვილი
ჯერა	ჯერ ა
ისტორიოგრაფიაში	ი სტორიოგრაფი აში
კოლუმბიელი	კოლუმბ იელი
ობიექტური	ობიექტ ური
ცხოვრებისათვის	ცხოვრებ ისათვის
გამოჩენისას	გამო ჩენ ისას
მარჯნის	მარჯ ნ ის
გაზრდამ	გაზრდ ამ
თესლი	თესლ ი
იზოტოპის	იზოტოპ ის
პროვინციებს	პროვინცი ებს
სივილ	სი ვილ
შემცველ	შე მცველ
დაეცემა	დაე ცემ ა
იტევს	ი ტევ ს
თედორე	თედ ორე
დასავლეთისკენ	დასავლე თ ისკენ
სექცია	სექცი ა
პრინციპულად	პრინციპ ულად
შეემატნენ	შე ემატ ნენ
მოხარული	მო ხარულ ი
მეზღვაურების	მეზღვაუ რ ების
დაფების	დაფ ების
ტერმინატორის	ტერმინ ატორის
მოღვაწეობამ	მო ღვაწეობ ამ
მოდის	მო დ ის
აღგზნება	აღ გზნ ება
გაჩეხვის	გა ჩეხ ვის
რონალდო	რონალ დ ო
გრინვუდი	გრინვუდ ი
ალაჰი	ალაჰ ი
ქართველოლოგიის	ქართველ ოლოგიის
მეძებარი	მე ძებ არი
დააზარალა	დაა ზარალ ა
რეიტინგული	რეიტინგ ული
ტიბეტის	ტიბეტ ის
ელჩობა	ელჩ ობა
ვაქცინის	ვაქცინ ის
თუთიყუშის	თუთიყუშ ის
რომეოს	რომე ოს
ვულკანია	ვულკან ია
სიმპლონის	სიმ პლ ონის
ამანში	ამა ნ ში
მოგებაც	მოგ ებ აც
ორგანიზმებით	ორგანიზმ ებით
ლენინი	ლენინ ი
გამომცემელმა	გამო მცემ ელმა
ენფილდზე	ენ ფილდ ზე
ზონასთან	ზონ ასთან
მოვლენად	მო ვლენ ად
ვადამდე	ვად ამდე
სიგრძივი	სი გრძივ ი
სისხლი	სისხლ ი
ფილოსოფიასთან	ფილოსოფ იასთან
გაჭირვებული	გაჭირვე ბულ ი
დამატებას	და მატ ებას
ნახევარსფეროზე	ნახევარ სფერო ზე
ყმა	ყ მა
გაბრიელის	გა ბრიელ ის
მოხატა	მო ხატ ა
სხვადასხვანაირია	სხვადასხვანა ირ ია
მეგობრულად	მე გობრ ულად
შეჭრილიყო	შე ჭრილ იყო
დაამონტაჟა	დაამ ონტაჟ ა
ტუპაკ	ტუპაკ
მაიკლ	მაიკლ
აღდგომის	აღ დგომ ის
შეეყარა	შეე ყარ ა
გაჩერებული	გა ჩერ ებული
მიაკითხა	მია კითხ ა
მათრახი	მ ათრახ ი
დარეჯანი	და რეჯ ანი
აუტანელი	ა უტან ელი
ასვლისას	ა სვლ ისას
სუზანა	სუზან ა
აკრიტიკებს	აკრიტიკ ებს
გარსიას	გარს იას
ზრუნვას	ზრუნვ ას
მონარქიული	მო ნარქ იული
სიმღერაც	სი მღერ აც
შემდგომი	შე მდგომ ი
იცოდე	იცოდ ე
თხემურ	თხემ ურ
მარსელ	მარს ელ
რომელთან	რომელ თან
უწესო	უ წეს ო
რაინდებს	რაინდ ებს
სახელები	სახ ელები
სათნოებას	სათნო ებას
პანორამული	პანორამ ული
იკისრა	ი კისრ ა
ფაშისტურ	ფაშისტ ურ
კლდეს	კლდ ეს
გამრავლება	გა მრავლ ება
რელიქტური	რელიქტ ური
რუმინულ	რუმინ ულ
სხდომას	სხდომ ას
ჩემპიონად	ჩემპიონ ად
თანამეგობრობის	თანამეგობრო ბ ის
ფენებს	ფენ ებს
ხახულის	ხახ ულის
კარიერაც	კარიერ აც
თანრიგში	თან რიგ ში
დაბოლოებას	და ბოლო ებას
გადაწერილი	გადა წერილ ი
შეიკრიბნენ	შე იკრიბ ნენ
მომხდარი	მომხდა რ ი
ლარს	ლარ ს
ღირებულებით	ღირებულებ ით
ოჯახებში	ოჯახ ებში
კათოლიკურმა	კათოლიკ ურმა
რგოლები	რგოლ ები
შეეცვალათ	შეე ცვალ ათ
პილასტრით	პილასტრ ით
მომღერალთა	მომ ღერალ თა
რაკეტების	რაკეტ ების
რობინის	რობინ ის
ტომ	ტომ
ბელგრადის	ბელგრად ის
ამხანაგური	ამხანა გ ური
მუსულმანებს	მუსულმა ნ ებს
წამის	წამ ის
სეპარატისტულ	სეპარატისტ ულ
აბრაამის	აბრაამ ის
თრი	თრ ი
ვერსიად	ვერსი ად
კრეისერი	კრეისერ ი
რადიაქტიური	რადია ქტიურ ი
საიმპერიო	სა იმპერი ო
გამოიტანეს	გამო იტან ეს
ფარა	ფარ ა
ასურეთის	ასურ ეთის
არაუმეტეს	არა უმეტეს
განსაცდელი	განსა ცდ ელი
ყბა	ყბ ა
კახეთსა	კახეთ სა
მთავარანგელოზთა	მთავარანგელოზ თა
აღმასრულებელმა	აღმა სრულებ ელმა
მონათლა	მო ნათლ ა
იგეგმება	ი გეგმ ება
ქორწინებაში	ქორწინებ აში
ბოთლებში	ბოთლ ებში
განედი	განედ ი
ტილზიტის	ტილზ იტის
მოედნები	მო ედნ ები
დაღესტანში	და ღესტან ში
წლებმა	წლ ებმა
ადგილებშიც	ადგილ ებშიც
ცოდვის	ცოდვ ის
ენაცვლება	ე ნაცვლ ება
იაპონელების	იაპონელ ების
მოსდევდა	მო სდევ და
