აღებაც	აღებ აც
ივლისს	ივლის ს
თანამედროვეთა	თანა მე დროვე თა
პრეზიდენტებს	პრეზიდენტ ებს
აკვირდებოდა	აკვირდ ებ ო და
უზრუნველყოს	უზრუნველყ ო ს
ფტორიდი	ფტორ იდ ი
შედეგებს	შედეგ ებს
არსებობენ	არსებობ ენ
ადამიანს	ადამიან ს
კანონების	კანონ ების
განხორციელება	გა ნხორციელ ება
ინფიცირებული	ინფიცირებ ული
წინამძღვარმა	წინამძღვარ მა
მიკროტალღური	მი კრო ტალღ ური
რეფერენდუმში	რეფერენდუმ ში
შეადგენდეს	შე ადგენ დეს
წთ	წთ
ნიჭიერი	ნიჭიერ ი
ჰამლეტი	ჰამლეტ ი
მოცემულია	მო ცემულ ი ა
სახეობებით	სახეობ ებ ით
სეიმი	სეიმ ი
განაცხადი	გან აცხად ი
იუგოსლავია	იუგოსლავი ა
სტანისლავის	სტანისლავ ის
შეყვარებულები	შე ყვარებულ ები
მოსამართლედ	მო სამართლ ედ
კვალს	კვალ ს
ფრინველია	ფრინველ ია
ერთპიროვნული	ერთპიროვნ ული
გამოჩნდნენ	გამო ჩნდ ნენ
ობიექტებია	ობიექტ ები ა
ტაივანი	ტაივან ი
სერის	სერ ის
მიზეზს	მიზეზ ს
ბურგუნდიელის	ბურგუნდი ელ ის
ათწლეულებში	ა თწლეულ ებ ში
ცენზი	ცენზ ი
დარტყმას	და რტყმ ას
შემადგნლობა	შე მა დგნლობ ა
აკუსტიკური	აკუსტიკ ური
ბიუროში	ბიურო ში
ცოლის	ცოლ ის
ყარაბაღი	ყარაბაღ ი
საალყო	სა ალყ ო
ბრიტანეთისგან	ბრიტანეთ ის გან
თურქულად	თურქ ულ ად
ნაგები	ნაგ ები
ევროპის	ევროპ ის
ქალზე	ქალ ზე
სათავადოს	სა თავად ო ს
თაღში	თაღ ში
ჰყვარებია	ჰ ყვარ ები ა
გაიწელა	გა ი წელ ა
მომდინარეობს	მო მდინარეობ ს
წარჩინებული	წარჩინებულ ი
ამაღლდა	ამაღლ და
მაგარ	მაგარ
ტოპოგრაფიულ	ტოპოგრაფი ულ
მკვიდრმა	მკვიდრ მა
მწვერვალისკენ	მწვერვალ ის კენ
ეფექტით	ეფექტ ით
მოქმედებამ	მოქმედ ება მ
ჯანმრთელობისა	ჯანმრთელობ ის ა
არისტოკრატის	არისტოკრატ ის
მანაგუა	მანაგუ ა
ილაის	ილა ის
პირველმა	პირველ მა
მოსახლის	მო სახლ ის
მოდელმა	მოდელ მა
სვამს	სვამ ს
ხერარდო	ხერ არდ ო
შესატყვისად	შე სატყვის ად
მექანიკურ	მე ქანიკ ურ
მეტიუ	მეტ იუ
მთავრობების	მთავრობ ების
გარჩევა	გა რჩევ ა
ლოდი	ლოდ ი
სიმრავლეთა	სიმრავლ ეთ ა
სიუჟეტურად	სიუჟეტ ურ ად
ეთიკის	ეთიკ ის
ზოლისაგან	ზოლ ისა გან
არღუნის	არღუნ ის
ეთერზეთოვანი	ეთერზეთ ოვან ი
მონიტორი	მო ნიტორ ი
კომიქსებში	კომიქს ებ ში
მაიკოპის	მა ი კოპ ის
ტიფის	ტიფ ის
ალტერნატივას	ალტერნატივ ა ს
პაუზის	პაუზ ის
გამოიყვანენ	გამო იყვან ენ
დაწერეს	დაწერ ეს
ჩინით	ჩინ ით
საკუთრებისა	საკუთრ ები სა
ჩაღრმავებულ	ჩა ღრმავებ ულ
ჩჟან	ჩჟ ან
ახორციელებდა	ა ხორციელ ებ და
მეცხვარული	მე ცხვარ ული
სათვისტომოს	სა თვისტომ ო ს
დამპყრობლები	დამპყრობლ ები
მგონია	მ გონ ი ა
კმაყოფილი	კმაყოფილ ი
ხარჯებით	ხარჯ ებ ით
გაბონის	გა ბონ ის
პატარა	პატარ ა
განივზოლიანი	განივ ზოლ იან ი
სიამოვნებით	სიამოვნ ებ ით
განსაკუთრებულობა	გა ნსაკუთრებულ ობ ა
გამაგრებულ	გა მაგრ ებულ
ლადენის	ლადენ ის
კერტის	კერტის
დაზავდნენ	და ზავ დნენ
კლუბებმა	კლუბ ებმა
ინდიელებთან	ინდიელ ებთან
შეჰპირდა	შე ჰპირდ ა
ას	ას
სიმშრალის	სი მშრალ ის
რჩევა	რჩევ ა
სერიაც	სერი აც
დანარჩენებმა	დანარჩენ ებმა
სპექტრი	სპექტრ ი
მღვდელმა	მღვდელ მა
აღადგინოს	აღ ადგინ ო ს
აგენტები	აგენტ ები
აბდულ	აბდულ
ვერტმფრენის	ვერტმფრენი ს
ფასადზე	ფასად ზე
სტომატოლოგიური	სტომატ ოლოგი ური
ლაბაძის	ლაბ აძ ის
რუთ	რუთ
გადაეცემოდა	გადაეცემ ო და
სამისიონერო	სა მი სიონერ ო
წარმოთქმას	წარმოთქმ ა ს
კატეგორიები	კატეგორი ები
შვედური	შვედ ური
უცხოა	უცხო ა
ფავორიტად	ფავორიტ ად
გააუქმეს	გა აუქმ ეს
გასათვალისწინებელია	გა სა თვალისწინ ებელ ი ა
პროცენტულად	პროცენტ ულ ად
ცხოვრების	ცხოვრებ ის
კომპანიისთვის	კომპანი ის თვის
ქართველ	ქართველ
ეკუთვნიან	ეკუთვნ იან
სახეობრივი	სახე ობრივ ი
დათმეს	და თმ ეს
ნოველათა	ნოველ ა თა
მოსამართლემ	მო სამართლ ემ
იგულისხმებოდა	ი გულისხმ ებ ო და
გარდასახვა	გარდა სახვ ა
ღეროს	ღერო ს
ჩადენსისის	ჩადენ ს ის ის
კლასიცისტური	კლასიც ისტ ური
წერს	წერ ს
აღზარდა	აღ ზარდ ა
ილტოს	ილტ ოს
იუვემ	იუვე მ
ვცხოვრობთ	ვ ცხოვრობ თ
ფიზიოლოგია	ფიზიოლოგი ა
მართალი	მართალ ი
ტრანსილვანიაში	ტრანს ილვანი აში
ნინული	ნინ ული
რაიონებია	რაიონ ები ა
გაბატონდნენ	გაბატონ დნენ
ვულკანების	ვულკან ების
ფლობს	ფლ ობს
ვაშინგტონ	ვაშინგტონ
თურქმენეთის	თურქმენეთ ის
ხედვა	ხედვ ა
რჩება	რჩ ება
მილანს	მილან ს
ხეობებით	ხეობ ებ ით
დაე	დაე
საგუბერნატოროდან	სა გუბერნატორ ოდან
ქვეყანამ	ქვეყან ამ
მილიონს	მილიონ ს
სიმულატორი	სიმულ ატორ ი
ცხადყო	ცხად ყო
კლდოვან	კლდოვან
მეტამორფული	მეტამორფ ული
კვლევისა	კვლევ ის ა
თხზავდა	თხზ ავდა
კვადრატში	კვადრატ ში
მოსამზადებლად	მო სა მზად ებლად
შთაბეჭდილება	შთაბეჭდილებ ა
მოწმობენ	მოწმ ობენ
ბოლესლავ	ბოლესლავ
ხელში	ხელ ში
ჩარჩოებში	ჩარჩოებ ში
შესწორებული	შე სწორ ებულ ი
თანამშრომლობამ	თანამშრომლ ობამ
გამოც	გა მოც
მამიდაშვილმა	მა მი და შვილ მა
ასაკისა	ასაკ ის ა
ანსამბლს	ანსამბლ ს
დასდევს	და სდევ ს
გაზი	გაზ ი
ქმნილება	ქმნილ ება
საკითხის	საკითხ ის
მეამბოხეებმა	მეამბოხ ეებ მა
ნაყოფია	ნაყოფ ი ა
თუმანიშვილის	თუმან იშვილ ის
სიწმინდეს	სი წმინდ ეს
დისერტაცია	დისერტაც ია
იცვლებიან	იცვლ ებიან
ჩინელ	ჩინელ
გლობუსის	გლობუს ის
ეტლს	ეტლ ს
დაქირავების	და ქირავებ ის
მოახსენა	მო ახსენ ა
იმპერატორი	იმპერატორ ი
მოკრძალებულად	მო კრძალ ებულ ად
სუაჰილის	სუაჰ ილ ის
ქალაქებიდან	ქალაქ ები დან
ჯიშის	ჯიშ ის
კულინარიული	კულინარ ი ული
მიიტაცა	მი იტაც ა
კარაქის	კარაქ ის
მედიცინა	მედიცინ ა
პავლემ	პავლ ემ
მცემ	მცემ
მკვეთრი	მკვეთრ ი
მიღებისას	მიღებ ის ას
ამშვენებდა	ამშვენ ებ და
ბორუსია	ბორუს ია
მრავლობითი	მრავლ ობ ით ი
მხარეა	მხარე ა
ბოიართა	ბოი ართ ა
ბრაიანის	ბრაიან ის
ძალაუფლებისა	ძალაუფლ ები სა
კმაყოფილია	კმაყოფილ ი ა
სანაოსნოა	სა ნაოსნ ო ა
ფიზიკისა	ფიზიკ ის ა
სიერა	სი ერ ა
ნიუკასლ	ნიუკასლ
იმედის	იმედ ის
შენახვა	შე ნახვ ა
მეიერსი	მე იერ ს ი
სახითაც	სახ ით აც
სოკოებს	სოკო ებს
შუამდე	შუ ამდე
რღვევა	რღვევ ა
მწყემსვა	მ წყემს ვა
გადმოხტა	გად მო ხტ ა
ჯონსმა	ჯონს მა
ალექსანდრ	ა ლექსანდ რ
ძროხა	ძროხ ა
არიდება	არიდ ება
შეინიშნებოდა	შე ინიშნ ებ ო და
დანესტიანების	და ნესტიან ების
ბასიანი	ბასიან ი
ფარფლი	ფარფლ ი
მესვეურები	მე სვეურ ები
თემურ	თემურ
წამყვანმა	წამყვან მა
მემამულეთა	მე მამულ ეთ ა
განსამტკიცებლად	გან სა მტკიც ებლად
გაემზადა	გა ემზად ა
გადახრას	გა და ხრ ას
ინდონეზიას	ინდონეზ ი ას
გრეილსის	გრეილს ის
ელოდა	ელოდ ა
ვალი	ვალ ი
ჯამბაზები	ჯამბაზ ები
გამომცემლობა	გამო მცემლობ ა
ვოს	ვო ს
წვა	წვ ა
მისი	მისი
შემოიყვანა	შე მო იყვან ა
ვადამდელ	ვად ამდელ
ანალურ	ანალ ურ
დაემთავრებინა	და ე მთავრ ები ნა
შავკანიანი	შავკანიან ი
სამკურნალოდ	სა მკურნალ ოდ
თითს	თით ს
ლაითი	ლა ით ი
დათვლის	და თვლ ის
სინდრომს	სინდრომ ს
ვირსალაძე	ვირსალ აძე
ტექნიკისა	ტექნიკ ის ა
მწარმოებელთა	მწარმოებელ თა
ფოთლების	ფოთლ ების
ფოსტერის	ფოსტერ ის
მალფოის	მალფო ის
მენაპირე	მე ნაპირ ე
კონა	კონ ა
უკნიდან	უკნ იდან
სარძევე	სა რძე ვე
დაიმზირება	და იმზირ ება
შეავსო	შე ავს ო
მისია	მისი ა
ოსმალებს	ოსმალ ებს
შემოიღეს	შე მო იღ ეს
ეროტიული	ეროტ ი ული
გარე	გარე
უზენაესი	უზენაეს ი
გამოკეტა	გამო კეტ ა
უილისი	უილ ის ი
მიემართა	მი ემართ ა
ესწრაფოდა	ე სწრაფ ო და
რეიტინგში	რეიტინგ ში
დაცემა	დაცემ ა
უცვლელი	უცვლელ ი
პტოლემეს	პტოლემე ს
არქიპელაგს	ა რქიპელაგ ს
სოკოების	სოკო ების
პლანტაციის	პლანტაცი ის
ვარჯიში	ვარჯიშ ი
ადაპტაციას	ადაპტაცი ას
ოსლოს	ოსლო ს
დევნილობაში	დევნილ ობაში
დიდიე	დიდი ე
ვუდი	ვუდ ი
მიუთითა	მი უთით ა
ხელმწიფეს	ხელმწიფ ეს
ჰოფმანის	ჰოფმან ის
დეპოს	დეპ ო ს
გერმანიკული	გერმან ი კულ ი
ნამუშევრებში	ნა მუშევრებ ში
ჩაიკოვსკის	ჩა იკ ოვსკის
შეაჩერა	შე აჩერ ა
მარცვლოვანი	მარცვლოვან ი
მორთულ	მორთულ
მისული	მი სულ ი
უჭირდათ	უჭირ დათ
კიშინიოვის	კიშინი ოვ ის
ორკესტრისათვის	ორკესტრ ის ა თვის
წაგებით	წაგებ ით
ჯეიმზმა	ჯეიმზ მა
ასლით	ასლ ი თ
ტყვეობას	ტყვეობ ას
ნადირობაზე	ნადირობ ა ზე
ორგანიზაციამ	ორგანიზაცი ამ
მკვლელს	მკვლელ ს
უწყობს	უწყობ ს
შვილისთვის	შვილ ის თვის
გადაკვეთას	გა და კვეთ ას
განურჩევლად	გან უ რჩევ ლად
მებრძოლი	მებრძოლ ი
გარეშეც	გარეშე ც
ჩემპიონატში	ჩემპიონატ ში
მსხვერპლნი	მსხვერპლ ნ ი
მსახიობებს	მსახიობ ებს
სივრცითი	სივრც ით ი
ოციანი	ოც იან ი
ქარტია	ქარტი ა
ყინულს	ყინულ ს
მოუხმო	მოუხმ ო
სისხლძარღვების	სი სხლძარღვ ების
ინდექსით	ინდექს ით
პსვ	პსვ
უპირისპირდება	უ პირისპირ დ ება
ცნობიდან	ცნობ იდან
შემოდგომაზე	შემოდგომ ა ზე
ნარვის	ნა რ ვის
აჩვენეს	აჩვენ ეს
პრიზები	პრიზ ები
წარმატებებს	წარმატებ ებს
შემოგვრჩა	შე მო გვრჩ ა
მარგი	მარგ ი
გვირგვინები	გვირგვინ ები
ბავშვებისა	ბავშვ ები სა
ოგადენი	ოგადენ ი
ნიმუშებს	ნიმუშ ებს
წინსვლას	წინსვლ ას
სტარმა	სტარ მა
დინასტიის	დინასტი ის
ზომის	ზომ ის
სამართლიანია	სამართლ იან ია
დარიგება	და რიგ ება
წესზე	წეს ზე
ბუდიზმის	ბუდიზმ ის
ინჟინრებს	ინჟინრ ებს
წარმოიქმნება	წარმოიქმნ ება
ყიფშიძე	ყიფ ში ძე
გვიანდელი	გვიანდელ ი
სამკერვალო	სა მკერვალ ო
წარსულში	წარსულ ში
ბიოლოგი	ბიოლოგი
ოქტომბრისათვის	ოქტომბრ ის ა თვის
დენვერის	დენვერ ის
კარიმ	კარი მ
ფიგურირებს	ფიგურირ ებს
შედედების	შე დედ ების
შოპენი	შოპენ ი
თაჩდაუნი	თაჩ და უნ ი
შესწორება	შე სწორ ება
მანჰეტენი	მა ნჰეტენ ი
მიმოხილვა	მი მო ხილვ ა
უღრანი	უღრან ი
დემოგრაფიულ	დემოგრაფი ულ
მიტროპოლიტის	მი ტროპოლიტ ის
მხედრები	მხედრ ები
ბოლოვდებოდა	ბოლოვ დებ ო და
მეთოდეს	მეთოდ ეს
მოთხრობამ	მო თხრობ ამ
წარმოქმნისა	წარმოქმნ ის ა
ფოცხოვის	ფოცხოვ ის
წრიდან	წრ იდან
ესხმოდნენ	ესხმ ო დნენ
ეწყობა	ეწყ ობ ა
ერთეულ	ერთეულ
კახეთს	კახეთ ს
მოსე	მოს ე
შეკეთება	შე კეთ ება
ანდერძის	ანდერძ ის
ნასახლარი	ნასახლარ ი
ეშვება	ეშვ ება
ძაბრის	ძაბრ ის
ვოლდემორმა	ვოლდემორ მა
ულვეუსი	ულვეუს ი
ავიაციამ	ავიაცი ამ
ივლის	ივლის
დავიდ	და ვიდ
გადაადგილებისას	გა და ადგილ ების ას
ძეგლს	ძეგლ ს
იუსტიციის	იუსტიცი ის
არქიტრავული	არქიტრავ ული
აივერსონის	აივერსონი ს
ხარისხში	ხარისხ ში
თიბისი	თიბ ის ი
თხოვა	თხოვ ა
რაკეტებით	რაკეტ ებ ით
რეიუნიონის	რეიუნიონ ის
სტავროპოლის	სტავრ ო პოლ ის
ბრიტანეთში	ბრიტანეთ ში
დამსახურებისათვის	და მსახურ ების ა თვის
სილუეტს	სილუეტ ს
კრავს	კრავ ს
აშლენდის	აშ ლენდ ის
გაძარცვა	გა ძარცვ ა
მაჰმადიანთა	მაჰმადიან თა
შიფრაციის	შიფრ აციის
გაერთიანებული	გაერთიან ებულ ი
განთავსებულია	განთავს ებულ ი ა
საგაზეთო	სა გაზეთ ო
ლანდშაფტის	ლანდშაფტ ის
ხელმძღვანელებს	ხელმძღვანელ ებს
წყაროთი	წყარო თი
საკონტრაქტო	სა კონტრაქტ ო
სალომე	სალომე
დამალვის	დამალვ ის
ბატონობისგან	ბატონობ ის გან
ბარსელონამ	ბარსელონ ამ
მიედინებიან	მი ედინებ იან
ზამთარს	ზამთარ ს
წინასწარმეტყველური	წინასწარმეტყ ველ ური
მატერიის	მა ტერი ის
გაუშვა	გა უშვ ა
სარგებლობის	სარგებლ ობ ის
ულავ	უ ლავ
სიყვარულითა	სიყვარულ ი თა
სინგლებმა	სინგლ ებმა
ერთეულებად	ერთეულ ებ ად
ფუძემდებლის	ფუძემდებლ ის
ქცევების	ქცევ ების
აერთიანებდნენ	აერთიან ებდნენ
აპირებ	აპირებ
ბარსა	ბარ სა
სუონსის	სუონ ს ის
საავტომობილო	სა ავტომობილ ო
ბრალდებები	ბრალდებ ები
კუნთებს	კუნთ ებს
ნერონმა	ნერონ მა
ინტერესთა	ინტერეს თა
გადაცემები	გადაცემ ები
უყურადღებობის	უ ყურადღებ ობ ის
კითხვებზე	კითხვ ებ ზე
სენეგალის	სენეგალ ის
პირველებმა	პირველ ებმა
შესვენების	შე სვენებ ის
კატალოგი	კატალოგ ი
თვითმპყრობელობის	თვით მპყრობელ ობ ის
სტუდიამ	სტუდი ამ
იგნორირებული	იგნორირებ ული
მორისეტს	მო რისეტ ს
ჰემმა	ჰემ მა
შეერთებოდნენ	შეერთ ებოდნენ
კვლევათა	კვლევ ა თა
აჯანყებებს	აჯანყებ ებს
კვართის	კვართ ის
სალამურა	სა ლამურ ა
სრულყოფა	სრულყოფ ა
ხაზზეა	ხაზ ზე ა
დამპყრობლების	დამპყრობლ ების
ბათილად	ბათი ლად
უამბო	უ ამბ ო
ოდნავი	ოდნავ ი
განიხილა	გა ნიხილ ა
შერბილდა	შე რბილ და
სახელობის	სახელობ ის
ასტრონომი	ასტრონომ ი
ზურგის	ზურგ ის
რაბინის	რაბინ ის
სასახლეთა	სასახლე თა
გათხოვების	გა თხოვ ების
ბოკასას	ბოკას ას
ამირამ	ამირ ამ
მარიამის	მარიამ ის
განაწილებაზე	გა ნაწილ ება ზე
თვიანი	თვ იან ი
ვებგვერდის	ვებგვერდ ის
მიურატი	მიურატ ი
აკადემიკოსის	აკადემიკოს ის
დაბალია	დაბალ ი ა
სპასალარი	სპასალ არი
სახელწოდებები	სა ხელწოდებ ები
დაამტკიცოს	და ამტკიც ო ს
მესინაში	მესინ აში
სადისერტაციო	სა დისერტაც იო
აფხაზ	აფხაზ
კინო	კინო
პოლიციაში	პოლიცი აში
ფრიდრიხის	ფრიდრიხ ის
თესლის	თესლ ის
ატოლი	ატოლ ი
ისტორიკოსებმა	ისტორიკოს ებმა
დაკვირვებით	დაკვირვებ ით
ნარუტო	ნარუტო
გამოყენების	გამო ყენებ ის
გორგიჯანიძე	გორგიჯანიძ ე
დაფუძნებით	და ფუძნ ებ ით
სკორსეზეს	სკორსეზ ეს
მაკედონია	მაკედონ ი ა
აფსარის	აფსარ ის
რუბლის	რუბლი ს
ზოლი	ზოლ ი
ევროატლანტიკურ	ევრო ატლანტ იკურ
შეფასებაში	შეფას ება ში
გასტროლებით	გა სტროლ ებ ით
საკრავების	საკრავ ების
ფრანგულში	ფრანგულ ში
აჯანყებისა	აჯანყებ ის ა
შრომა	შრომ ა
დეკორაციულ	დეკორაცი ულ
აყენებდა	აყენ ებ და
ვანდა	ვან და
პორტუგალიელი	პორტუგალიელ ი
აღმსარებელი	აღმსარ ებელ ი
რევოლუციურად	რევოლუცი ურ ად
ექადიის	ექად ი ის
გამოიგონა	გამო იგონ ა
მედიჩის	მედიჩი ს
ჩანაწერებისა	ჩანაწერ ები სა
სემინარის	სემინარ ის
წარმოიქმნა	წარმოიქმნ ა
სასიამოვნოა	სა სიამოვნ ო ა
თავისებურებების	თავისებურებ ების
რეპორტიორი	რეპორტ იორი
ატმოსფეროზე	ა ტმოსფერ ო ზე
ხედავდა	ხედავ და
მუსიკალური	მუსიკალურ ი
ითავსებს	ითავს ებს
მტკივნეულია	მტკივნეულ ია
კლასები	კლას ები
შოუებზე	შოუ ებ ზე
მანძილი	მანძილ ი
რეგიონებიდან	რეგიონ ები დან
ჩამოართვეს	ჩამოართვ ეს
პრუტის	პრუტ ის
კოლხური	კოლხ ური
ხარვეზების	ხარვეზ ების
ორმხრივ	ორ მხრივ
ყავა	ყავ ა
შემოტევას	შე მო ტევ ას
შექმნიდა	შექმნ ი და
ალფონს	ალფონ ს
დიმა	დი მა
ეფრონის	ეფრ ონის
შესრულდა	შე სრულ და
პრაღაში	პრაღ აში
ენერგეტიკაში	ე ნერგეტიკ აში
მოხდის	მო ხდ ის
ახლით	ახლ ით
რეესტრში	რეესტრ ში
ჩაიწეროს	ჩაიწერ ო ს
ბრძოლისა	ბრძოლ ის ა
ერთეულის	ერთეულ ის
ბუდისტები	ბუდისტ ები
წარმოქმნიან	წარმოქმნ იან
ირწმუნეს	ირწმუნ ეს
დანაკარგის	და ნაკარგ ის
შეიქმნება	შე იქმნ ება
ნომერ	ნომერ
ლაზერული	ლაზერ ული
ნოტები	ნოტ ები
ფორუმები	ფორუმ ები
გადმოიტანეს	გად მო იტან ეს
მოეთხოვა	მო ეთხოვ ა
აფსიდს	აფსიდ ს
სიმღერებისგან	სიმღერ ების გან
სტუდენტებისთვის	სტუდენტ ების თვის
შენარჩუნებაზე	შე ნარჩუნ ება ზე
ერთგვარად	ერთგვარ ად
წყლის	წყლ ის
ხმელეთიდან	ხმელეთ იდან
მილიონიანი	მილიონ იან ი
გარდაცვლილა	გა რდაცვლილ ა
პალესტინელი	პალესტინ ელი
დინამო	დინამო
იკავებენ	იკავ ე ბენ
მადრიდის	მადრიდ ის
საზოგადოებისაგან	სა ზო გა დოებ ისა გან
