გამოსხივება	გამო სხივ ება
საყლაპავი	სა ყლაპ ავი
ფრანცისკო	ფრანც ის კო
წყევლის	წყევლ ის
თრაინ	თ რაინ
მისალმების	მისალმ ების
ნოვიცკი	ნოვიცკი
წაყენებული	წა ყენებ ული
სამკაულებს	სა მკაულ ებს
ცვლილებათა	ცვლილ ებათა
თავად	თავად
შეთანხმდა	შე თანხმ და
ჟორჟი	ჟორჟ ი
პოლმა	პოლ მა
კარლს	კარლ ს
ურთიერთობაზე	ურთიერთ ობა ზე
შთამომავალს	შთა მო მავალ ს
სერვერიდან	სერვერ იდან
თინათინი	თინათინ ი
მაიკროსოფტმა	მაიკრო სოფტ მა
დაკანონდა	და კანონ და
ანგელოზმა	ან გელოზ მა
ფუს	ფუს
წუთით	წუთ ით
პაციენტები	პაციენტ ები
პირად	პირ ად
ჯონის	ჯონ ის
ქვაც	ქვა ც
ბესტი	ბესტ ი
სულიერ	ს ული ერ
წამოწეული	წამო წეული
დიდებულები	დიდებულ ები
ისტორიამ	ის ტორია მ
რეზონანსი	რეზონანს ი
ფრონტონის	ფრონტ ონის
ვარშავა	ვარ შავ ა
სანდრა	ს ა ნდრა
ასპირანტი	ასპირან ტი
ინვალიდის	ინვალ ი დის
ამოღებულ	ამოღ ებულ
გავდა	გავ და
პარკისა	პარ კის ა
სართავი	სართავ ი
მშენებარე	მშენ ება რე
ფოტონის	ფოტო ნის
წესი	წეს ი
ხოტბა	ხოტბ ა
ციკლონების	ციკლ ონ ების
ამინდში	ამინდ ში
წყლისთვის	წყლ ის თვის
კანტონების	კანტონ ების
აზნაურების	აზნაურ ების
გოლიათი	გოლ ი ათ ი
აუხსნელი	ა უხსნ ელი
კენტის	კენ ტის
ვარსკვლავთკარიბჭე	ვარსკვლავ თ კარიბჭ ე
ბოშების	ბოშ ების
ტიურინგის	ტი ური ნგის
გურჯი	გურჯ ი
ჩემპიონობისათვის	ჩემპიო ნ ობის ა თვის
კერნის	კერ ნის
დათოსაც	და თო საც
ბირჟის	ბირჟ ის
ოცდამერვე	ოცდა მერვე
არსენის	არსენ ის
ბრუნვა	ბრუნ ვა
კვარტეტი	კვარტ ეტი
წამოწყება	წამოწყ ება
ტიტველი	ტი ტ ველი
პროცესი	პროცე ს ი
აყვავების	ა ყვავ ების
გუსტავი	გუსტავ ი
სტაბილური	ს ტაბილურ ი
ცენტურიონი	ცენ ტური ონი
ბამბის	ბამბ ის
ვირს	ვირ ს
მდგომარეობაშია	მდგომარეობ აში ა
ღრუში	ღრუ ში
ბრძენმა	ბრძენ მა
ტონაზე	ტონ ა ზე
კარზეც	კარ ზეც
ფოტოსინთეზის	ფოტო ს ინთეზ ის
ღვთაებრივ	ღვთაებ რივ
სპარტა	სპარტ ა
დაბინძურებულ	და ბინძურ ებულ
იაპ	ია პ
კვარტლები	კვარტ ლები
ენერგიით	ენერგ ი ით
სისხლისსამართლებრივი	ს ისხლ ის სა მართლ ებრივ ი
იუდეველებმა	იუდევ ელებ მა
დადგინდეს	დ ადგინ დეს
ნუსხურსა	ნუსხ ურ სა
მყინვარი	მყინვარ ი
ცდები	ცდ ები
გველების	გველ ების
შენების	შენ ების
დავითნი	და ვით ნი
ჩირი	ჩირი
სატვირთო	სა ტვირთ ო
ამაში	ამ აში
ბრაუნი	ბრაუნ ი
მიუსაჯა	მი უსა ჯა
ეთიკა	ეთ იკა
ბინ	ბინ
ტერასა	ტერას ა
ველური	ველ ური
სისტემატიკის	სისტემ ა ტიკის
ასკეტური	ას კეტ ური
ზომამ	ზომ ამ
თანაგუნდელები	თანა გუნდ ელები
უშაქრო	უშა ქრო
მიიჩნიეს	მიიჩნი ეს
მუსიკასა	მუსიკ ა სა
ბარდა	ბარ და
თეთრკანიანები	თეთრკანი ა ნები
ლეიბლებზე	ლეიბლ ებზე
აინტერესებდათ	ა ინტერეს ებდა თ
თებერვლისთვის	თებერვ ლის თვის
სისტემებთან	სისტემ ებთან
შეეთავაზებინა	შეე თავაზ ებინა
ბადალი	ბად ალ ი
გასაყიდი	გა სა ყიდ ი
მთაგრეხილის	მთა გრეხილი ს
გააშენა	გაა შენა
მახარაძეს	მახარ აძე ს
მეტალიკამ	მეტალ იკა მ
დააზუსტა	და ა ზუსტ ა
სექსუალურ	სექსუალ ურ
ესმა	ეს მა
კლუბები	კლუბ ები
მზრუნველობის	მზრუნვ ელ ობის
თავდასხმის	თ ავდასხმ ის
შერჩენილია	შე რჩენ ილია
იწყეს	იწყ ეს
სერია	სერი ა
სათათბირო	სა თათბირ ო
მტკვარი	მტკვ არი
მეტალების	მეტალ ების
გამოც	გამო ც
ოსტატი	ოსტატ ი
საყრდენად	სა ყრდენ ად
გაჩერდნენ	გა ჩერ დნენ
ზენიტის	ზენიტ ის
საკარმიდამო	სა კარ მიდამო
ხერხემლიანი	ხერხემლ იანი
მოსახლეზე	მო სახლ ეზე
შეხედულებას	შე ხედულებ ას
ჰარლემში	ჰარლემ ში
კალაპოტის	კალაპოტ ის
მინერალ	მინერა ლ
ფასადის	ფას ად ის
უფლებამოსილი	უფლებ ამოსილ ი
სახლზე	სახლ ზე
სიმაგრე	სიმ აგრე
შენობასთან	შენობ ასთან
გადმოჰყურებს	გადმო ჰ ყურ ებს
კრამიტი	კრამიტ ი
მცხეთას	მცხეთ ას
ჰემი	ჰემ ი
გორილები	გორი ლები
რონი	რონ ი
ნომინაციაში	ნომინაც იაში
გაგიჟებულია	გა გიჟ ებულია
კინემატოგრაფიული	კი ნემატო გრაფიულ ი
იემენის	იე მ ენის
ემოსა	ე მოსა
ბავშვს	ბავშვ ს
მოაწყვეს	მო ა წყვე ს
ერიტრეის	ერიტრე ის
დაავადებანი	და ავადებ ანი
ეკიპაჟის	ეკიპაჟ ის
კურსიდან	კურს იდან
გამომადგა	გამო მა დგა
საჭირბოროტო	სა ჭირ ბოროტ ო
ავანგარდულ	ავან გარდ ულ
ფეხში	ფეხ ში
მალდინიმ	მა ლდინი მ
მემამულეთა	მემამულე თა
პარაზიტებია	პარაზიტ ებია
პროექტებზე	პროექ ტ ებზე
ტექსტები	ტექსტ ები
რომანოზ	რომან ოზ
ფინეთმა	ფინეთ მა
ჰუსიტური	ჰუსიტ ური
გრანდიოზული	გრანდ ი ოზულ ი
კარგმა	კარგ მა
მასათა	მა ს ათა
გაატანა	გაა ტანა
სპეციფიური	სპეცი ფი ური
უხდება	უხ დება
უპირობოდ	უპირობ ოდ
ბოლქვიანი	ბოლქვ იანი
ტანკზე	ტანკ ზე
გაუქმებული	გა უქმ ებული
პროლოგი	პრ ოლოგი
მანქანაზე	მანქან აზე
ანონიმი	ა ნონიმი
გაზრდას	გაზრდ ას
მასშტაბური	მას შტაბ ური
ცვლაში	ცვლა ში
რეპრესიები	რეპრე სი ები
ვერა	ვერა
ვერასოდეს	ვერა ს ოდეს
ერისთავად	ერისთავ ად
გაზრდილია	გაზრდ ილია
კვადრატულია	კვადრატ ული ა
იარსებებს	ი არსებ ებს
ცივილიზაციის	ცივილიზაც ი ის
მაისს	მა ის ს
სინგლად	სინგლ ად
შერიგება	შე რიგებ ა
კუბაზე	კუბ აზე
მეკობრეების	მეკობრ ე ების
ქვეშევრდომები	ქვე შე ვრდომ ები
თოვლით	თოვლ ით
მამაც	მამაც
დეტალებს	დეტალ ებს
გაირკვეს	გა ირკვ ეს
ლიზინგი	ლიზ ინგი
ნიკოლაი	ნიკოლ ა ი
პირი	პირ ი
დაყვეს	და ყვეს
ტრანსფერი	ტრანს ფერი
ბიუროკრატიული	ბიურო კრატ იული
ესთეტიკას	ესთეტი კას
მატჩში	მატჩ ში
მოიყარეს	მოი ყარეს
საშუალოზე	სა შუალო ზე
ხარიჯიტები	ხარ ი ჯი ტები
გოგონაა	გოგონ ა ა
დაკავებულები	დაკავ ებულ ები
ველად	ველ ად
ზეპირსიტყვიერების	ზე პირ ს იტყვ იერ ების
პოლიციური	პოლიცი ური
სასწორი	სა სწორ ი
მონო	მონო
ნიკოლსკოეს	ნიკოლ სკოეს
გუბერნია	გუბერ ნი ა
დიპლომატიური	დიპლომატ ი ური
პოლემიკა	პოლ ემ იკა
დაბოლოს	და ბოლო ს
მონსტრები	მო ნსტრ ები
ნუმიზმატიკის	ნუმიზმა ტიკის
კარდინალ	კარდინ ალ
მეთვალყურეობით	მეთვალ ყურე ობით
მიწას	მიწ ას
აღადგენენ	აღა დგენენ
ჩაცმულობის	ჩაცმ ულობ ის
გადასასვლელად	გადა სა სვლელ ად
კუხეთის	კუხ ეთის
ქურუმები	ქურუმ ები
ტერიტორიაც	ტერიტორ ი აც
კრუხობს	კრუხ ობს
გორი	გორი
სეზონში	სეზონ ში
ტვინში	ტვინ ში
ქართლის	ქართლ ის
შემაჯამებელი	შე მა ჯამ ებელი
გააქტიურება	გა აქტიურ ება
დათარიღებული	და თარიღ ებული
საქსონია	საქსო ნია
ოქტომბრიდან	ო ქტომბ რ იდან
უკვდავებას	უკვდავ ებას
ჯადოსნურ	ჯადო სნ ურ
სარეკონსტრუქციო	სა რე კონსტრუქც ი ო
ბრაზილიამ	ბრაზ ილია მ
გარჩევას	გა რჩევა ს
სოფლების	სოფლ ების
მოყოლებული	მო ყოლ ებული
ოციანი	ოც იანი
სიმბოლოთი	სიმ ბოლო თი
მარცხნიდან	მარცხ ნ იდან
შიშველია	ში შველი ა
სექტემბრის	სექტემ ბრ ის
სამუშაოში	სა მუშა ოში
ადმინისტრაციულმა	ადმი ნისტრ აცი ულმა
პარკების	პარკ ების
პოზიციების	პოზიცი ების
დისციპლინები	დისციპ ლინ ები
კონსტანტინოპოლი	კონ სტანტინ ოპოლი
ღელვის	ღელვ ის
სულებისთვის	სულ ების თვის
იტალიისკენ	იტალი ისკენ
კლდიაშვილი	კლდ ი ა შვილი
ნიმუშების	ნიმუშ ების
სულიწმინდის	ს ული წმინდ ის
ბატალიონის	ბატალიონ ის
სკუდეტოს	ს კუდეტო ს
მაგალითისათვის	მაგალით ისათვ ის
ხვეული	ხვ ეული
სტალინგრადის	სტალინ გრად ის
ანსამბლმა	ან სამბლ მა
ებრძოლათ	ე ბრძოლ ათ
ცნობარი	ცნობ არი
მცენარეებსა	მ ცენარე ებს ა
საკითხისათვის	სა კითხ ის ა თვის
წარმოდგენები	წარმო დგენ ები
მოაქციეს	მო აქცი ეს
სანაპიროები	სანაპირო ები
ბუშის	ბუშ ის
უღლების	უღლ ების
გამოქვეყნებულა	გამო ქვეყნ ებულ ა
მოიცავს	მო იცავ ს
კირიბატის	კირი ბა ტის
დიტრიხმა	დიტრიხ მა
ჯარების	ჯარ ების
იმპერიული	იმპერი ული
სატევარი	ს ატე ვარი
ჩამოყალიბებით	ჩამო ყალიბ ებით
სულებისგან	სულ ების გან
მაშტაბით	მა შტაბ ით
დაპატიმრებები	და პატიმრ ებები
სააგენტოს	სა აგენტ ოს
ბრაზილიასთან	ბრაზ ილი ასთან
მიახლოებით	მი ახლოებ ით
ვარაუდით	ვარაუდ ით
ახალშობილ	ახალშობილ
უბრძანებია	უ ბრძან ებია
კასტელი	კასტ ელი
უმრავლესობით	უმრავლ ეს ობით
წლებში	წლებ ში
დაყოფა	და ყოფა
ავალდებულებდა	ა ვალდებუ ლებ და
კილომეტრს	კილო მეტრ ს
ფრანკლინ	ფრანკ ლინ
ვიდეოებს	ვიდეო ებს
განსაზღვრავენ	გა ნსაზღვრ ავენ
ეფლობა	ეფ ლობა
ჯვრისწერა	ჯვრ ის წერა
შექმნილი	შე ქმნილ ი
მახასიათებლებს	მა ხასიათ ებლ ებს
რაინის	რაინ ის
შესატყვისი	შესა ტყვის ი
მიწებში	მიწ ებში
წლისთავთან	წლის თავ თან
სეზონთან	სეზონ თან
შეკითხვა	შე კითხვ ა
სტილსა	სტილ სა
მოჰყავდათ	მო ჰყავდ ათ
კრიტიკოსი	კრიტიკ ოს ი
იუნონას	იუნონა ს
იუნიორთა	ი უნი ორთა
ძალისხმევა	ძალ ის ხმევ ა
ცვივა	ცვივა
თანადამფუძნებელი	თანა და მფუძნ ებელი
დაიშალა	და იშალა
ჯეპრას	ჯე პრ ას
პიტერ	პიტერ
გრაფების	გრაფ ების
ლავრა	ლავრა
წამოდგა	წამო დგა
ჰიპოკრატეს	ჰიპო კრატ ეს
ანდერსონი	ანდერს ონი
წარმოებდა	წარმოებ და
ოლაფი	ო ლაფი
გამოუცდელი	გამო უ ცდელ ი
განუკურნებელი	განუ კურნ ებელი
ტრიბუნები	ტრიბუ ნები
პაროდიული	პაროდი ული
ბრალდებებს	ბრალდ ებებს
კომპანიებისთვის	კომპან ი ების თვის
სიყმაწვილე	ს ი ყმაწვილ ე
უყვებოდა	უყვ ებოდ ა
საბაჟოს	სა ბაჟო ს
რგოლს	რგოლ ს
აუკრძალეს	ა უ კრძალ ეს
განვითარების	გან ვითარ ების
აქაურ	აქა ურ
ლიტურგია	ლიტურგი ა
ქვიშაქვებით	ქვიშა ქვ ებით
დასწრებია	დასწრ ებია
მართლმადიდებელი	მა რთლმად იდებელ ი
ლომის	ლომ ის
კინოინდუსტრია	კინო ინდუს ტრი ა
გარეთა	გარეთ ა
იესოს	ი ეს ოს
რჩეულ	რჩეულ
ტერიტორიასაც	ტერიტორ ია საც
ფონდს	ფონდ ს
ლეგო	ლეგო
სასკეს	ს ასკეს
სიმაღლებრივი	სი მაღლ ებრივ ი
სავოევოდო	სა ვოევო დო
ლაურეატი	ლაურეა ტი
სასულთნოს	სა სულთნო ს
ინტერვალის	ინტერვ ალი ს
შემოღებული	შემოღ ებული
მომავლისთვის	მომავლ ის თვის
შეწირვა	შე წირვ ა
ჩიკაგო	ჩიკაგო
აღდგენილიყო	აღდგენ ილი ყო
ტიტულიც	ტიტულ იც
გამუდმებულ	გა მუდმ ებულ
სრუტეები	სრუტე ები
პერიოდშივე	პერიოდ შივე
კახთა	კახ თა
დასაწყისი	დასა წყის ი
სტამბოლი	სტამბ ო ლი
ოლიმპია	ოლიმპ ია
თაბაშირის	თა ბაშირი ს
აყალიბებენ	ა ყალიბ ებენ
ვალინორში	ვალინორ ში
მჟავა	მჟავა
ფილმია	ფილმ ი ა
გეგმები	გეგმ ები
ჟიურის	ჟი ურის
ბარძაყის	ბარძაყ ის
მოკლას	მო კლას
შეერია	შე ერი ა
ოქუმის	ოქუმის
შობას	შობა ს
ამნისტია	ამ ნის ტია
ბერის	ბერ ის
მჟღავნდება	მ ჟღავ ნ დება
სახეობისთვის	სახე ობის თვის
ხვრელია	ხვრელ ი ა
ბლოკ	ბლოკ
რაღა	რ აღა
განაგრძობენ	გან ა გრძ ობენ
გამოფენებში	გამო ფენ ებში
ამტკიცებდნენ	ა მტკიც ებდნენ
დამსახურებით	და მსახუ რ ებით
ჰიუ	ჰიუ
კარლა	კარლ ა
ოლიგარქიული	ო ლიგ არქი ული
მოსწორებულია	მო სწორ ებულია
მეოთხედში	მე ოთხედ ში
გავლენიან	გა ვლენ იან
კაპიტულაციას	კაპიტ ულ აცია ს
სარდაფი	სარდაფ ი
ინგლისელი	ინგლის ელი
ნათელ	ნათელ
აკავშირებდა	ა კავშირ ებდა
აგებულების	ა გებულ ების
პალეოლოგოსის	პალეო ლოგო ს ის
დიალექტი	დია ლექტ ი
გინეკოლოგიური	გინე კოლოგიურ ი
კაპიტანია	კაპიტ ან ია
მათემატიკამ	მათ ემატიკ ამ
მდგომარეობისა	მდგომარეობ ისა
შვილიშვილს	შვილ იშვილ ს
წარმატების	წარმატ ების
უცვლის	უ ცვლი ს
დასახმარებლად	და სა ხმარ ებლად
გარდაცვლილს	გა რდაცვლილ ს
ოკრუგის	ოკრუგ ის
მკვდარ	მ კვდარ
დარჩებოდა	დარჩ ებოდ ა
ბოლშევიკური	ბოლშევიკ ური
პორტუგალიის	პორტუ გალი ის
იშტვან	იშტვან
ოტელი	ოტე ლი
ჩხალთის	ჩხალთ ის
ანდრონიკაშვილის	ა ნდრონიკ აშვილი ს
საკრავიერი	საკრავი ერი
წინამძღვარს	წინა მძღვ არს
სამნიტები	ს ამნიტ ები
თათრებს	თათრ ებს
მღელვარე	მ ღელვ ა რე
ორგანიზმებზე	ორგან იზმ ებზე
მაგისტრალზე	მაგისტრ ალზე
აყვანილი	ა ყვანილი
გააოცა	გა ა ო ცა
სასურველი	სასურვ ელი
ჯინი	ჯინ ი
შს	შს
სახელმწიფოთაშორისი	სა ხელმწიფ ოთა შორ ის ი
უწოდებს	უწოდ ებს
მარინეს	მარი ნეს
ნეიტრონის	ნეიტრ ონის
გაბრტყელებული	გა ბრტყ ელ ებული
ტელეარხმა	ტელეარხ მა
ეკიპაჟმა	ეკიპაჟ მა
პროცესების	პროცე ს ების
ვიქტორიანული	ვიქტორ იან ული
აზნაურს	აზნაურ ს
მბრუნავი	მ ბრუნ ავი
კევინ	კევინ
აკისრია	აკისრ ია
ანტუანის	ანტუან ის
ბრიტანეთსა	ბრიტან ეთსა
ვერცხლით	ვერცხლ ით
წარმოდგენილნი	წარმო დგენ ილნი
ხრამის	ხრა მის
ჩატანებულია	ჩა ტან ებულია
ეკლესიით	ეკლე ს ი ით
ქვაბები	ქვაბ ები
სრულებითაც	სრულებ ითაც
დანებების	და ნებ ების
ოფიცერს	ოფიც ერ ს
ხრესილის	ხ რ ესი ლ ის
ჯოანა	ჯო ან ა
კლინიკურად	კლინიკურ ად
მლნ	მლ ნ
მალისა	მა ლის ა
იკითხებოდა	ი კითხ ებოდ ა
ოცდამეცხრე	ოცდა მეცხრე
ააშენა	ა აშენ ა
დაბომბვის	და ბომბ ვის
მამაკაცია	მა მაკაც ია
ვილაპარაკეთ	ვი ლაპარაკ ეთ
ბედავდა	ბედ ავდა
მინანქრის	მინანქ რის
ბანაკს	ბანაკ ს
ექსპედიციებს	ე ქსპედიცი ებს
ძელებით	ძელ ებით
იზაბელა	იზაბელ ა
დღიანი	დღ იანი
ბაზები	ბაზ ები
ნათების	ნა თ ების
გადაწყვეტილების	გადა წყვეტილებ ის
ნორმები	ნორმ ები
პროცესებს	პროცე ს ებს
დედამიწასთან	დედა მიწ ასთან
ფერმერები	ფერმერ ები
თვალწინ	თვალ წინ
ფილოლოგია	ფილ ოლოგი ა
მითხრა	მი თხრ ა
კამილუსმა	კამილ უსმა
რენამოს	რე ნამ ოს
იარაღით	იარაღ ი თ
სცემენ	სცემენ
ბელონას	ბელ ონ ას
ელიზაბეთი	ელიზაბეთ ი
უკიდურესი	უ კიდურ ესი
საკითხებთან	სა კითხ ებთან
დოკუმენტებით	დოკუმენ ტ ებით
პენის	პე ნის
სამლოცველო	სამ ლოცველ ო
როსონერი	როსონ ერი
რელიეფური	რელიეფ ური
ბენდს	ბენდ ს
ექსპლოატაციის	ექს პლო ა ტაცი ის
ვაი	ვა ი
მოხვედრა	მო ხვედრ ა
უდიდებულესობის	უ დიდებულ ეს ობის
გრძნობას	გრძნობ ას
ლოცვა	ლოცვ ა
ღამე	ღამე
ლოდებით	ლოდ ებით
ნინოშვილის	ნინო შვილ ის
ტური	ტური
ადიდე	ად იდე
განსაკუთრებულობა	გან სა კუთრ ებულ ობა
ლოუს	ლოუ ს
დამხობილ	დამხ ობილ
გუდვილი	გუდ ვილი
ჯერა	ჯერ ა
ისტორიოგრაფიაში	ის ტორიოგრაფ იაში
კოლუმბიელი	კოლუმბ ი ელი
ობიექტური	ობიექტ ური
ცხოვრებისათვის	ცხოვრ ების ა თვის
გამოჩენისას	გამო ჩენ ისას
მარჯნის	მარჯ ნის
გაზრდამ	გაზრდ ამ
თესლი	თესლ ი
იზოტოპის	იზოტოპ ის
პროვინციებს	პროვინც ი ებს
სივილ	ს ი ვილ
შემცველ	შე მცველ
დაეცემა	დაე ცემა
იტევს	ი ტევ ს
თედორე	თედო რე
დასავლეთისკენ	და სავლეთ ისკენ
სექცია	სექცი ა
პრინციპულად	პრინციპ ულად
შეემატნენ	შეე მატ ნენ
მოხარული	მოხ არული
მეზღვაურების	მ ეზღვაურ ების
დაფების	დაფ ების
ტერმინატორის	ტერმინ ატორი ს
მოღვაწეობამ	მ ოღვაწე ობამ
მოდის	მო დ ის
აღგზნება	აღ გზ ნება
გაჩეხვის	გა ჩეხ ვის
რონალდო	რონალდ ო
გრინვუდი	გრინვუდ ი
ალაჰი	ალაჰი
ქართველოლოგიის	ქართველ ოლოგი ის
მეძებარი	მ ეძებ არი
დააზარალა	დაა ზარალ ა
რეიტინგული	რეიტინგ ული
ტიბეტის	ტიბეტ ის
ელჩობა	ელჩ ობა
ვაქცინის	ვაქცინ ის
თუთიყუშის	თუთი ყუ ში ს
რომეოს	რო მე ოს
ვულკანია	ვულკან ია
სიმპლონის	სიმ პლ ონის
ამანში	ამ ანში
მოგებაც	მოგ ებაც
ორგანიზმებით	ორგან იზმ ებით
ლენინი	ლენინ ი
გამომცემელმა	გამო მცემ ელმა
ენფილდზე	ენ ფილდ ზე
ზონასთან	ზონ ასთან
მოვლენად	მო ვლენ ად
ვადამდე	ვად ამდე
სიგრძივი	სი გრძივ ი
სისხლი	ს ისხლ ი
ფილოსოფიასთან	ფილოსოფ იასთან
გაჭირვებული	გა ჭირვ ებული
დამატებას	და მატებ ას
ნახევარსფეროზე	ნ ახევარსფერო ზე
ყმა	ყ მა
გაბრიელის	გა ბრიელ ის
მოხატა	მო ხატ ა
სხვადასხვანაირია	სხვადასხ ვანაირი ა
მეგობრულად	მეგობ რ ულად
შეჭრილიყო	შე ჭრილი ყო
დაამონტაჟა	დაა მო ნტაჟ ა
ტუპაკ	ტუპაკ
მაიკლ	მაიკლ
აღდგომის	აღ დგომ ის
შეეყარა	შეე ყარ ა
გაჩერებული	გა ჩერ ებული
მიაკითხა	მია კითხა
მათრახი	მ ა თრახ ი
დარეჯანი	და რე ჯან ი
აუტანელი	აუტა ნელ ი
ასვლისას	ა სვლ ისას
სუზანა	ს უზან ა
აკრიტიკებს	ა კრიტიკ ებს
გარსიას	გარს ია ს
ზრუნვას	ზრუნვ ას
მონარქიული	მო ნარქ იული
სიმღერაც	სი მღერ აც
შემდგომი	შე მდგომ ი
იცოდე	იცოდე
თხემურ	თხემ ურ
მარსელ	მარსელ
რომელთან	რომელ თან
უწესო	უ წეს ო
რაინდებს	რაინდ ებს
სახელები	სახელ ები
სათნოებას	სათნო ებას
პანორამული	პან ო რამ ული
იკისრა	იკის რა
ფაშისტურ	ფაშისტ ურ
კლდეს	კლდ ეს
გამრავლება	გა მრავლ ება
რელიქტური	რელიქ ტური
რუმინულ	რუმინ ულ
სხდომას	ს ხდომ ას
ჩემპიონად	ჩემპიო ნად
თანამეგობრობის	თანა მეგობ რობის
ფენებს	ფენ ებს
ხახულის	ხახ ული ს
კარიერაც	კარიერ აც
თანრიგში	თან რიგ ში
დაბოლოებას	და ბოლო ებას
გადაწერილი	გადა წერილ ი
შეიკრიბნენ	შე იკრიბ ნენ
მომხდარი	მო მხდარ ი
ლარს	ლარს
ღირებულებით	ღირ ებულ ებით
ოჯახებში	ოჯახ ებში
კათოლიკურმა	კათოლიკ ურმა
რგოლები	რგოლ ები
შეეცვალათ	შეე ცვალ ათ
პილასტრით	პილ ასტრ ით
მომღერალთა	მომღერალ თა
რაკეტების	რაკეტ ების
რობინის	რობინ ის
ტომ	ტომ
ბელგრადის	ბელგ რად ის
ამხანაგური	ამხანაგ ური
მუსულმანებს	მუსულმა ნებს
წამის	წამ ის
სეპარატისტულ	ს ეპარატ ისტულ
აბრაამის	აბრაამ ის
თრი	თრი
ვერსიად	ვ ერ ს ი ად
კრეისერი	კრეისერ ი
რადიაქტიური	რადი აქტ იური
საიმპერიო	სა იმპერი ო
გამოიტანეს	გამო იტანეს
ფარა	ფარ ა
ასურეთის	ასურ ეთის
არაუმეტეს	არა უმეტ ეს
განსაცდელი	გან ს ა ცდ ელი
ყბა	ყბ ა
კახეთსა	კახეთ სა
მთავარანგელოზთა	მთავარ ან გელოზ თა
აღმასრულებელმა	აღმა სრულებ ელმა
მონათლა	მო ნათლ ა
იგეგმება	ი გეგმ ება
ქორწინებაში	ქორწინ ება ში
ბოთლებში	ბოთლ ებში
განედი	განედ ი
ტილზიტის	ტილ ზი ტის
მოედნები	მოედნ ები
დაღესტანში	და ღეს ტან ში
წლებმა	წლებ მა
