აღებაც	აღებ აც
პრეზიდენტებს	პრეზიდენტ ებს
აკვირდებოდა	აკვირდ ებოდა
უზრუნველყოს	უზრუნველ ყოს
ფტორიდი	ფტორი დი
შედეგებს	შე დეგ ებს
არსებობენ	არსებობ ენ
ადამიანს	ადამიან ს
კანონების	კანონ ების
განხორციელება	გა ნხორციელ ება
ინფიცირებული	ინფიცირ ებული
წინამძღვარმა	წინამძღვ არმა
მიკროტალღური	მიკროტალღ ური
რეფერენდუმში	რეფერენდუმ ში
შეადგენდეს	შეადგენ დეს
წთ	წთ
ნიჭიერი	ნიჭიერ ი
ჰამლეტი	ჰამლეტ ი
მოცემულია	მო ცემულ ია
სახეობებით	სახეობ ებით
სეიმი	სეიმ ი
განაცხადი	გა ნაცხად ი
იუგოსლავია	იუგოსლავი ა
სტანისლავის	სტანისლავ ის
შეყვარებულები	შე ყვარებულ ები
მოსამართლედ	მო სამართლ ედ
კვალს	კვალ ს
ფრინველია	ფრინველ ია
ერთპიროვნული	ერთპიროვნულ ი
გამოჩნდნენ	გამო ჩნდ ნენ
ობიექტებია	ობიექტ ები ა
ტაივანი	ტაივან ი
სერის	სერ ის
მიზეზს	მი ზეზ ს
ბურგუნდიელის	ბურგუნდი ელის
ათწლეულებში	ა თწლეულ ებში
ცენზი	ცენზ ი
დარტყმას	დარტყმ ას
შემადგნლობა	შე მადგნლობ ა
აკუსტიკური	ა კუსტიკ ური
ბიუროში	ბიურო ში
ცოლის	ცოლ ის
ყარაბაღი	ყარაბაღ ი
საალყო	სა ალყ ო
ბრიტანეთისგან	ბრიტანეთ ისგან
თურქულად	თურქ ულად
ნაგები	ნაგებ ი
ევროპის	ევროპ ის
ქალზე	ქალ ზე
სათავადოს	სა თავად ოს
თაღში	თაღ ში
ჰყვარებია	ჰყვარ ებია
გაიწელა	გა ი წელ ა
მომდინარეობს	მო მდინარეობ ს
წარჩინებული	წარჩინებულ ი
ამაღლდა	ამაღლ და
მაგარ	მაგარ
ტოპოგრაფიულ	ტოპოგრაფ ი ულ
მკვიდრმა	მკვიდრ მა
მწვერვალისკენ	მწვერვალ ისკენ
ეფექტით	ეფექტ ით
მოქმედებამ	მოქმედებ ამ
ჯანმრთელობისა	ჯანმრთელობ ისა
არისტოკრატის	ა რისტოკრატ ის
მანაგუა	მანაგუ ა
ილაის	ილა ის
პირველმა	პირველ მა
მოსახლის	მო სახლ ის
მოდელმა	მოდელ მა
სვამს	სვამ ს
ხერარდო	ხ ერარდ ო
შესატყვისად	შე სატყვის ად
მექანიკურ	მე ქანიკ ურ
მეტიუ	მეტ იუ
მთავრობების	მთავრობ ების
გარჩევა	გა რჩევ ა
ლოდი	ლოდ ი
სიმრავლეთა	სიმრავლე თა
სიუჟეტურად	სიუჟეტ ურად
ეთიკის	ეთიკ ის
ზოლისაგან	ზოლ ისაგან
არღუნის	არღუნ ის
ეთერზეთოვანი	ეთერ ზე თოვანი
მონიტორი	მო ნიტორ ი
კომიქსებში	კომიქს ებში
მაიკოპის	მა იკოპ ის
ტიფის	ტიფ ის
ალტერნატივას	ალტერნატივ ას
პაუზის	პაუზ ის
გამოიყვანენ	გამო იყვან ენ
დაწერეს	დაწერ ეს
ჩინით	ჩინ ით
საკუთრებისა	საკუთრებ ისა
ჩაღრმავებულ	ჩაღრმავებულ
ჩჟან	ჩჟ ან
ახორციელებდა	ა ხორციელ ებდა
მეცხვარული	მე ცხვარ ული
სათვისტომოს	სა თვისტომ ოს
დამპყრობლები	და მპყრობლ ები
მგონია	მგონ ია
კმაყოფილი	კმაყოფილ ი
ხარჯებით	ხარჯ ებით
გაბონის	გა ბონ ის
პატარა	პატარა
განივზოლიანი	განივ ზოლიანი
სიამოვნებით	სიამოვნ ებით
განსაკუთრებულობა	გა ნსაკუთრებულ ობა
გამაგრებულ	გა მაგრებულ
ლადენის	ლადენ ის
კერტის	კერტის
დაზავდნენ	და ზავ დნენ
კლუბებმა	კლუბ ებმა
ინდიელებთან	ინდიელ ებთან
შეჰპირდა	შე ჰპირდ ა
ას	ას
სიმშრალის	სი მშრალ ის
რჩევა	რჩევ ა
სერიაც	სერი აც
დანარჩენებმა	და ნარჩენ ებმა
სპექტრი	სპექტრ ი
მღვდელმა	მღვდელ მა
აღადგინოს	აღადგინ ოს
აგენტები	აგენტ ები
აბდულ	აბდულ
ვერტმფრენის	ვერტმფრენი ს
ფასადზე	ფასად ზე
სტომატოლოგიური	სტომატ ოლოგი ური
ლაბაძის	ლაბ აძის
რუთ	რუთ
გადაეცემოდა	გა და ეცემ ოდა
სამისიონერო	სა მი სიონერ ო
წარმოთქმას	წარმოთქმ ას
კატეგორიები	კატეგორი ები
შვედური	შვედ ური
უცხოა	უცხო ა
ფავორიტად	ფავორიტ ად
გააუქმეს	გა აუქმ ეს
გასათვალისწინებელია	გა სა თვალისწინ ებელია
პროცენტულად	პროცენტ ულად
ცხოვრების	ცხოვრებ ის
კომპანიისთვის	კომპანი ისთვის
ქართველ	ქართველ
ეკუთვნიან	ეკუთვნ იან
სახეობრივი	სახეობ რივი
დათმეს	და თმ ეს
ნოველათა	ნოველ ათა
მოსამართლემ	მო სამართლ ემ
იგულისხმებოდა	ი გულისხმ ებოდა
გარდასახვა	გარდასახვ ა
ღეროს	ღერო ს
ჩადენსისის	ჩად ენსის ის
კლასიცისტური	კლას იცისტურ ი
წერს	წერ ს
აღზარდა	აღზარდ ა
ილტოს	ილტ ოს
იუვემ	იუვე მ
ვცხოვრობთ	ვ ცხოვრობ თ
ფიზიოლოგია	ფიზიოლოგი ა
მართალი	მართალ ი
ტრანსილვანიაში	ტრანსილვანი აში
ნინული	ნინ ული
რაიონებია	რაიონებ ი ა
გაბატონდნენ	გა ბატონ დნენ
ვულკანების	ვულკან ების
ფლობს	ფლობ ს
ვაშინგტონ	ვაშინგტონ
თურქმენეთის	თურქმენეთ ის
ხედვა	ხედვ ა
რჩება	რჩ ება
მილანს	მილან ს
ხეობებით	ხეობ ებით
დაე	და ე
საგუბერნატოროდან	სა გუბერნატორ ოდან
ქვეყანამ	ქვეყანა მ
მილიონს	მილიონ ს
სიმულატორი	სი მულატორ ი
ცხადყო	ცხად ყო
კლდოვან	კლდოვან
მეტამორფული	მეტამორფ ული
კვლევისა	კვლევ ისა
თხზავდა	თხზ ავდა
კვადრატში	კვადრატ ში
მოსამზადებლად	მო სამ ზადებლად
შთაბეჭდილება	შთაბეჭდილებ ა
მოწმობენ	მო წმობ ენ
ბოლესლავ	ბოლესლავ
ხელში	ხელ ში
ჩარჩოებში	ჩარჩო ებში
შესწორებული	შე სწორებული
თანამშრომლობამ	თანამშრომლობ ამ
გამოც	გამო ც
მამიდაშვილმა	მა მი და შვილ მა
ასაკისა	ასაკ ისა
ანსამბლს	ანსამბლ ს
დასდევს	და სდევ ს
გაზი	გაზ ი
ქმნილება	ქმნილებ ა
საკითხის	საკითხ ის
მეამბოხეებმა	მე ამბოხე ებმა
ნაყოფია	ნაყოფ ია
თუმანიშვილის	თუმანიშვილ ის
სიწმინდეს	სიწმინდ ეს
დისერტაცია	დისერტაცი ა
იცვლებიან	იცვლ ებიან
ჩინელ	ჩინელ
გლობუსის	გლობუს ის
ეტლს	ეტლ ს
დაქირავების	და ქირავებ ის
მოახსენა	მო ახსენ ა
იმპერატორი	იმპერატორ ი
მოკრძალებულად	მო კრძალებულ ად
სუაჰილის	სუაჰილ ის
ქალაქებიდან	ქალაქებ იდან
ჯიშის	ჯიშ ის
კულინარიული	კულინარ ი ული
მიიტაცა	მი იტაც ა
კარაქის	კარაქ ის
მედიცინა	მედიცინ ა
პავლემ	პავლ ემ
მცემ	მცემ
მკვეთრი	მკვეთრ ი
მიღებისას	მიღებ ისას
ამშვენებდა	ა მშვენებ და
ბორუსია	ბორუს ია
მრავლობითი	მრავლობით ი
მხარეა	მხარე ა
ბოიართა	ბოიართ ა
ბრაიანის	ბრაიან ის
ძალაუფლებისა	ძალაუფლებ ისა
კმაყოფილია	კმაყოფილ ია
სანაოსნოა	სა ნაოსნო ა
ფიზიკისა	ფიზიკ ისა
სიერა	სი ერ ა
ნიუკასლ	ნიუკასლ
იმედის	იმედ ის
შენახვა	შე ნახვ ა
მეიერსი	მე იერ სი
სახითაც	სახ ითაც
სოკოებს	სოკო ებს
შუამდე	შუა მდე
რღვევა	რღვევ ა
მწყემსვა	მ წყემს ვ ა
გადმოხტა	გადმოხტ ა
ჯონსმა	ჯონს მა
ალექსანდრ	ალექსანდრ
ძროხა	ძროხ ა
არიდება	არიდებ ა
შეინიშნებოდა	შე ინიშნ ებოდა
დანესტიანების	და ნესტიან ების
ბასიანი	ბასიან ი
ფარფლი	ფარფლ ი
მესვეურები	მე სვეურ ები
თემურ	თემურ
წამყვანმა	წამყვან მა
მემამულეთა	მემამულე თა
განსამტკიცებლად	გან სა მტკიცებ ლად
გაემზადა	გა ემზად ა
გადახრას	გა დახრ ას
ინდონეზიას	ინდონეზი ას
გრეილსის	გრეილს ის
ელოდა	ელოდ ა
ვალი	ვალ ი
ჯამბაზები	ჯამბაზ ები
გამომცემლობა	გამო მცემლობ ა
ვოს	ვ ოს
წვა	წვ ა
მისი	მისი
შემოიყვანა	შე მო იყვან ა
ვადამდელ	ვად ამდელ
ანალურ	ან ალურ
დაემთავრებინა	და ე მთავრებ ინა
შავკანიანი	შავკანიან ი
სამკურნალოდ	სა მკურნალ ოდ
თითს	თით ს
ლაითი	ლა ით ი
დათვლის	და თვლ ის
სინდრომს	სინდრომ ს
ვირსალაძე	ვირ სალაძე
ტექნიკისა	ტექნიკ ისა
მწარმოებელთა	მწარმოებელ თა
ფოთლების	ფოთლებ ის
ფოსტერის	ფოსტ ერის
მალფოის	მალფო ის
მენაპირე	მე ნაპირ ე
კონა	კონ ა
უკნიდან	უ კნ იდან
სარძევე	სარ ძევ ე
დაიმზირება	და ი მზირ ება
შეავსო	შე ავს ო
მისია	მისი ა
ოსმალებს	ოსმალ ებს
შემოიღეს	შე მო იღ ეს
ეროტიული	ეროტი ული
გარე	გარე
უზენაესი	უზენაეს ი
გამოკეტა	გამო კეტ ა
უილისი	უილ ის ი
მიემართა	მი ემართ ა
ესწრაფოდა	ე სწრაფ ოდა
რეიტინგში	რეიტინგ ში
დაცემა	დაცემ ა
უცვლელი	უცვლელ ი
პტოლემეს	პტოლემე ს
არქიპელაგს	არქიპელაგ ს
სოკოების	სოკო ების
პლანტაციის	პლანტაცი ის
ვარჯიში	ვარჯიშ ი
ადაპტაციას	ადაპტაცი ას
ოსლოს	ოსლო ს
დევნილობაში	დევნილ ობაში
დიდიე	დიდ ი ე
ვუდი	ვუდ ი
მიუთითა	მი უთით ა
ხელმწიფეს	ხელმწიფ ეს
ჰოფმანის	ჰოფმან ის
დეპოს	დეპ ოს
გერმანიკული	გერმანი კული
ნამუშევრებში	ნა მუშევრებ ში
ჩაიკოვსკის	ჩაიკოვსკ ის
შეაჩერა	შე აჩერ ა
მარცვლოვანი	მარცვლოვან ი
მორთულ	მო რთულ
მისული	მისულ ი
უჭირდათ	უჭირ დათ
კიშინიოვის	კიში ნიოვის
ორკესტრისათვის	ორკესტრ ისათვის
წაგებით	წაგებ ით
ჯეიმზმა	ჯეიმზ მა
ასლით	ასლ ით
ტყვეობას	ტყვეობ ას
ნადირობაზე	ნადირობ აზე
ორგანიზაციამ	ორგანიზაცი ამ
მკვლელს	მკვლელ ს
უწყობს	უწყობ ს
შვილისთვის	შვილ ისთვის
გადაკვეთას	გა დაკვეთ ას
განურჩევლად	გან ურჩევ ლად
მებრძოლი	მებრძოლ ი
გარეშეც	გარეშე ც
ჩემპიონატში	ჩემპიონატ ში
მსხვერპლნი	მსხვერპლ ნი
მსახიობებს	მსახიობ ებს
სივრცითი	სივრც ითი
ოციანი	ოციან ი
ქარტია	ქარტი ა
ყინულს	ყინულ ს
მოუხმო	მო უხმ ო
სისხლძარღვების	სისხლძარღვ ების
ინდექსით	ინდექს ით
პსვ	პ სვ
უპირისპირდება	უპირისპირდ ება
ცნობიდან	ცნობ იდან
შემოდგომაზე	შე მოდგომ აზე
ნარვის	ნა რვ ის
აჩვენეს	ა ჩვენ ეს
პრიზები	პრიზ ები
წარმატებებს	წარმატებ ებს
შემოგვრჩა	შე მოგვ რჩა
მარგი	მარგ ი
გვირგვინები	გვირგვინ ები
ბავშვებისა	ბავშვ ებისა
ოგადენი	ოგადენ ი
ნიმუშებს	ნიმუშ ებს
წინსვლას	წინსვლ ას
სტარმა	სტარ მა
დინასტიის	დინასტი ის
ზომის	ზომ ის
სამართლიანია	სა მართლიან ია
დარიგება	და რიგებ ა
წესზე	წეს ზე
ბუდიზმის	ბუდიზმ ის
ინჟინრებს	ინჟინრ ებს
წარმოიქმნება	წარმოიქმნ ება
ყიფშიძე	ყიფ შიძე
გვიანდელი	გვიანდელ ი
სამკერვალო	სა მკერვალ ო
წარსულში	წარსულ ში
ბიოლოგი	ბიოლოგი
ოქტომბრისათვის	ოქტომბრ ისა თვის
დენვერის	დენვერ ის
კარიმ	კარ იმ
ფიგურირებს	ფიგურირებ ს
შედედების	შე დედ ების
შოპენი	შოპენ ი
თაჩდაუნი	თაჩდაუნ ი
შესწორება	შე სწორებ ა
მანჰეტენი	მა ნჰეტენ ი
მიმოხილვა	მი მოხილვ ა
უღრანი	უღ რანი
დემოგრაფიულ	დემოგრაფი ულ
მიტროპოლიტის	მი ტროპოლიტ ის
მხედრები	მხედრებ ი
ბოლოვდებოდა	ბოლოვდ ებოდა
მეთოდეს	მეთოდ ეს
მოთხრობამ	მო თხრობ ამ
წარმოქმნისა	წარმოქმნ ისა
ფოცხოვის	ფოცხოვ ის
წრიდან	წრ იდან
ესხმოდნენ	ესხმ ოდნენ
ეწყობა	ე წყობ ა
ერთეულ	ერთეულ
კახეთს	კახეთ ს
მოსე	მო ს ე
შეკეთება	შე კეთებ ა
ანდერძის	ანდერძ ის
ნასახლარი	ნა სახლარ ი
ეშვება	ეშვ ება
ძაბრის	ძაბრ ის
ვოლდემორმა	ვოლდემორ მა
ულვეუსი	ულვეუს ი
ავიაციამ	ავიაცი ამ
ივლის	ივლის
დავიდ	და ვიდ
გადაადგილებისას	გა და ადგილ ების ას
ძეგლს	ძეგლ ს
იუსტიციის	იუსტიცი ის
არქიტრავული	არქიტრავ ული
აივერსონის	აივერსონ ის
ხარისხში	ხარისხ ში
თიბისი	თიბ ის ი
თხოვა	თხოვ ა
რაკეტებით	რაკეტ ებით
რეიუნიონის	რეიუნიონ ის
სტავროპოლის	ს ტავროპოლის
ბრიტანეთში	ბრიტანეთ ში
დამსახურებისათვის	და მსახურ ების ათვის
სილუეტს	სილუეტ ს
კრავს	კრავ ს
აშლენდის	აშ ლენდის
გაძარცვა	გა ძარცვ ა
მაჰმადიანთა	მა ჰმადიან თა
შიფრაციის	შიფრაცი ის
გაერთიანებული	გა ერთიანებ ული
განთავსებულია	განთავსებ ული ა
საგაზეთო	სა გაზეთ ო
ლანდშაფტის	ლანდშაფტ ის
ხელმძღვანელებს	ხელმძღვანელ ებს
წყაროთი	წყაროთ ი
საკონტრაქტო	სა კონტრაქტ ო
სალომე	სალომე
დამალვის	დამალვ ის
ბატონობისგან	ბატონობ ისგან
ბარსელონამ	ბარსელონ ამ
მიედინებიან	მი ედინ ებიან
ზამთარს	ზამთარ ს
წინასწარმეტყველური	წინა სწარმეტყველ ური
მატერიის	მატერი ის
გაუშვა	გა უშვ ა
სარგებლობის	სარგებლობ ის
ულავ	ულ ავ
სიყვარულითა	სი ყვარულ ით ა
სინგლებმა	სინგლ ებმა
ერთეულებად	ერთეულ ებად
ფუძემდებლის	ფუძემდებლ ის
ქცევების	ქცევ ების
აერთიანებდნენ	ა ერთიანებ დნენ
აპირებ	ა პირებ
ბარსა	ბარსა
სუონსის	სუონ ს ის
საავტომობილო	სა ავტომობილ ო
ბრალდებები	ბრალდებ ები
კუნთებს	კუნთ ებს
ნერონმა	ნერონ მა
ინტერესთა	ინტერეს თა
გადაცემები	გა დაცემ ები
უყურადღებობის	უ ყურადღებ ობის
კითხვებზე	კითხვ ებზე
სენეგალის	სენეგალ ის
პირველებმა	პირველ ებმა
შესვენების	შე სვენებ ის
კატალოგი	კატალოგ ი
თვითმპყრობელობის	თვით მპყრობელ ობის
სტუდიამ	სტუდი ამ
იგნორირებული	ი გნორირებ ული
მორისეტს	მო რისეტ ს
ჰემმა	ჰემ მა
შეერთებოდნენ	შე ერთ ებოდნენ
კვლევათა	კვლევ ათა
აჯანყებებს	აჯანყებ ებს
კვართის	კვართ ის
სალამურა	სალამურ ა
სრულყოფა	სრულყოფ ა
ხაზზეა	ხაზ ზე ა
დამპყრობლების	და მპყრობლ ების
ბათილად	ბათი ლად
უამბო	უ ამბ ო
ოდნავი	ოდნავ ი
განიხილა	გა ნიხილ ა
შერბილდა	შე რბილ და
სახელობის	სახელობის
ასტრონომი	ასტრონომი
ზურგის	ზურგ ის
რაბინის	რაბინ ის
სასახლეთა	სა სახლე თა
გათხოვების	გა თხოვ ების
ბოკასას	ბოკას ას
ამირამ	ამირ ამ
მარიამის	მარიამ ის
განაწილებაზე	გა ნაწილებ აზე
თვიანი	თვ იანი
ვებგვერდის	ვებგვერდ ის
მიურატი	მიურატ ი
აკადემიკოსის	აკადემიკოს ის
დაბალია	დაბალ ია
სპასალარი	სპასალარ ი
სახელწოდებები	სახელწოდებ ები
დაამტკიცოს	და ამტკიც ოს
მესინაში	მესინ აში
სადისერტაციო	სა დისერტაცი ო
აფხაზ	აფხაზ
კინო	კინო
პოლიციაში	პოლიცი აში
ფრიდრიხის	ფრიდრიხ ის
თესლის	თესლ ის
ატოლი	ატოლ ი
ისტორიკოსებმა	ისტორიკოს ებმა
დაკვირვებით	და კვირვებ ით
ნარუტო	ნარუტო
გამოყენების	გამო ყენებ ის
გორგიჯანიძე	გორგიჯანიძ ე
დაფუძნებით	დაფუძნებ ით
სკორსეზეს	ს კორს ეზეს
მაკედონია	მაკედონ ია
აფსარის	აფსარ ის
რუბლის	რუბლ ის
ზოლი	ზოლ ი
ევროატლანტიკურ	ევრო ატლანტ იკურ
შეფასებაში	შე ფასებ აში
გასტროლებით	გა სტროლებ ით
საკრავების	საკრავ ების
ფრანგულში	ფრანგულ ში
აჯანყებისა	აჯანყებ ისა
შრომა	შრომ ა
დეკორაციულ	დეკორაცი ულ
აყენებდა	აყენებ და
ვანდა	ვან და
პორტუგალიელი	პორტუგალიელ ი
აღმსარებელი	აღმსარ ებელი
რევოლუციურად	რევოლუციურ ად
ექადიის	ექადი ის
გამოიგონა	გამო იგონ ა
მედიჩის	მედიჩ ის
ჩანაწერებისა	ჩანაწერ ებისა
სემინარის	სემინარი ს
წარმოიქმნა	წარმოიქმნ ა
სასიამოვნოა	სა სიამოვნ ოა
თავისებურებების	თავისებურებ ების
რეპორტიორი	რეპორტიორი
ატმოსფეროზე	ატმოსფერ ოზე
ხედავდა	ხედავ და
მუსიკალური	მუსიკალურ ი
ითავსებს	ითავს ებს
მტკივნეულია	მტკივნეულ ია
კლასები	კლას ები
შოუებზე	შოუ ებზე
მანძილი	მანძილ ი
რეგიონებიდან	რეგიონებ იდან
ჩამოართვეს	ჩამოართვ ეს
პრუტის	პრ უტი ს
კოლხური	კოლხ ური
ხარვეზების	ხარვეზ ების
ორმხრივ	ორმხრივ
ყავა	ყავ ა
შემოტევას	შე მოტევ ას
შექმნიდა	შე ქმნი და
ალფონს	ალფონს
დიმა	დი მა
ეფრონის	ე ფრონ ის
შესრულდა	შე სრულდ ა
პრაღაში	პრაღ აში
ენერგეტიკაში	ენერგეტიკ აში
მოხდის	მო ხდ ის
ახლით	ახლ ით
რეესტრში	რეესტრ ში
ჩაიწეროს	ჩაიწერ ოს
ბრძოლისა	ბრძოლის ა
ერთეულის	ერთეულ ის
ბუდისტები	ბუდისტ ები
წარმოქმნიან	წარმოქმნ იან
ირწმუნეს	ი რწმუნე ს
დანაკარგის	და ნაკარგ ის
შეიქმნება	შე იქმნ ება
ნომერ	ნომერ
ლაზერული	ლაზერ ული
ნოტები	ნოტ ები
ფორუმები	ფორუმ ები
გადმოიტანეს	გადმოიტან ეს
მოეთხოვა	მო ეთხოვ ა
აფსიდს	აფსიდ ს
სიმღერებისგან	სიმღერ ებისგან
სტუდენტებისთვის	სტუდენტ ების თვის
შენარჩუნებაზე	შე ნარჩუნებ აზე
ერთგვარად	ერთგვარ ად
წყლის	წყლ ის
ხმელეთიდან	ხმელეთ იდან
მილიონიანი	მილიონ იანი
გარდაცვლილა	გა რდაცვლილ ა
პალესტინელი	პალესტინ ელი
დინამო	დინამო
იკავებენ	იკავ ებენ
მადრიდის	მადრიდ ის
საზოგადოებისაგან	სა ზოგადოებ ისაგან
ჰიპოფიზის	ჰიპოფიზ ის
იცოდე	იცოდ ე
მუშკეტერი	მუშკეტერ ი
ოკეანეებს	ოკეანე ებს
დაიცვა	და იცვ ა
გონივრული	გონივრულ ი
მეტალების	მეტალ ების
არასაკმარისად	არა სა კმარის ად
გადაწყვეტილებით	გა და წყვეტილებ ით
დაიჭირა	დაიჭირ ა
სინ	სინ
ჯაზის	ჯაზ ის
