ბათუმში	ბათუმ ში
შუახმელეთში	შუახმელ ეთ ში
რედაქციას	რედაქცი ას
საცალფეხო	სა ცალფეხ ო
უკეთესად	უკეთეს ად
ქვეშევრდომობაში	ქვეშევ რდომ ობაში
ზეწოლამ	ზეწოლ ამ
ფარნაოზს	ფარნაოზ ს
მომთხოვნი	მომ თხოვნ ი
ალიზის	ალიზ ი ს
მწვრთნელად	მწვრთნელ ად
როჟე	როჟ ე
რიგით	რიგ ით
ლოგიკა	ლოგიკ ა
ნელსონმა	ნელსონ მ ა
ადგილით	ადგილ ით
ვაჟისთვის	ვაჟ ის თვის
ინდოჩინეთის	ინდო ჩინეთ ი ს
ევაგრე	ევაგრ ე
ერაყი	ერაყ ი
პიროსი	პიროს ი
ურთიერთმოქმედების	ურთიერთ მოქმედ ების
ადამ	ად ამ
მონასტრიდან	მონასტრ ი დან
იჯარით	იჯარ ით
ღვიძლში	ღვიძლ ში
ესაუბრებოდა	ესაუბრ ებ ოდა
დუღაბით	დუღაბ ით
ჩხერიმელის	ჩხერიმელ ი ს
დარბაზს	დარბაზ ს
გვალვაგამძლეა	გვალვა გამძლე ა
ეთხოვა	ე თხოვ ა
მისანიჭებლად	მი სანიჭ ებლად
ბურთისთვის	ბურთ ის თვის
ესმერალდას	ე სმერალდა ს
ჩაქრობა	ჩა ქრ ობა
გლადიატორთა	გლადიატორ თ ა
მიკრობული	მიკრობ ული
ნაკლებობა	ნაკლებ ობ ა
ისწავლის	ისწავლ ი ს
ნეტსის	ნეტს ი ს
პილოტები	პილოტ ებ ი
შემოესია	შემო ეს ია
შესაძლებლობაზე	შესაძლებლობ ა ზე
ჩინელთა	ჩინ ელ თა
საკონსტრუქტორო	სა კონსტრუქტ ორ ო
ხორვატი	ხორვატ ი
ტროას	ტრო ას
ჩანჩქერთან	ჩანჩქერ თან
მეთოდეს	მეთოდ ეს
მკვლევარებს	მკვლევარ ებს
მედალიონში	მედალიონ ში
ცხოველებია	ცხოველ ებ ია
ეპოქის	ეპოქ ი ს
ტყავის	ტყავ ი ს
მოზელის	მოზ ელ ის
მიდგა	მი დგ ა
ნიკეის	ნიკე ი ს
აბარებს	აბარ ებს
მოუხერხებელია	მოუ ხერხ ებელია
სათათბიროს	სა თათბირ ოს
სასმელ	სა სმ ელ
აღსასრულის	აღსასრულ ი ს
გამოკვეთა	გამო კვეთ ა
ხსენებული	ხსენებ ული
შოუ	შო უ
სამფლობელოებში	სამფლობელო ებ ში
მოგვიანებით	მოგვიან ებით
სახისაა	სახ ის აა
ზაქარაია	ზაქარ ა ია
პლატოზე	პლატო ზ ე
გადაადგილდებიან	გადაადგილ დ ებიან
მისვლას	მისვლ ას
კიდურებით	კიდურ ებით
ხეტიალი	ხეტიალ ი
მასებით	მას ებით
საავტორო	სა ავტორ ო
ხერხემლიან	ხერხემლ იან
ფლეტჩერმა	ფლეტჩერ მ ა
სიხშირეზე	სიხშირ ეზე
იმარჯვეს	იმარჯვ ეს
ბერნარდი	ბერნარდ ი
ხუნძახის	ხუნძახ ი ს
თავსაბურავი	თავ საბურავ ი
იტევს	იტევ ს
კერკეტი	კერ კეტ ი
მეტრს	მეტრ ს
ამოშვერილი	ამო შვერილ ი
აყენებს	აყენებ ს
გვერდში	გვერდ ში
გზაზე	გზა ზ ე
ჰასეკი	ჰას ეკ ი
ალყიდან	ალყ ი დან
აგარაკი	აგარაკ ი
განივ	გან ივ
სახალიფოში	სახალიფ ოშ ი
ჰოუქსმა	ჰოუქს მ ა
თეატრისთვის	თეატრ ის თვის
პართია	პართი ა
ხავიერ	ხავ იერ
არაჩვეულებრივ	არაჩვეულ ებრივ
ზამთრობს	ზამთრ ობ ს
სიმწარე	სიმ წარ ე
გამოტანილია	გამო ტანილი ა
კისერი	კისერ ი
ფორმირება	ფორმირებ ა
ბირთვების	ბირთვ ებ ის
ენდემია	ენდემ ი ა
ტურიდან	ტურ ი დან
გრონინგენის	გრონ ინგენ ის
ჰიპოთეზის	ჰიპოთე ზ ის
მოლეკულა	მოლეკულ ა
წინააზიური	წინა აზი ური
სპეც	სპეც
ხერხდება	ხერხ დებ ა
წარმართულ	წარმართ ულ
ინტერესებზე	ინტერეს ებ ზე
თაღში	თაღ ში
სიძლიერეს	სიძლიერ ეს
ნაწლავს	ნაწლავ ს
შახტებში	შახტ ებ ში
ვილიამ	ვილ ი ამ
თივის	თ ივ ის
იდეალურად	იდეალ ურ ად
პეიტონს	პეიტონ ს
საგანთა	საგან თ ა
ნოემბერი	ნოემბერ ი
ხეა	ხე ა
ტაძრის	ტაძრ ი ს
კონფედერაციაში	კონფედერ აცი აში
ასპექტებზე	ასპექტ ებ ზე
ლოქის	ლოქ ი ს
ინტერპრეტაცია	ინტერპრეტაცი ა
ეყრდნობა	ეყრდნობ ა
გამოეცალა	გამოე ცალ ა
სიმფიზური	სიმფიზ ურ ი
უკრავდნენ	უკრავ დ ნენ
ტრაგედიას	ტრაგედი ას
დაარღვიეს	და არღვი ეს
სოფი	სოფ ი
ფაკულტეტს	ფაკულტ ეტ ს
პაპირუსის	პაპირ უს ის
კუტუზოვის	კუტუზ ოვ ის
ძარცვას	ძარცვ ას
დასაშვებია	დასა შვ ებია
ქრისტიან	ქრისტიან
ლეონტი	ლეონ ტ ი
რალი	რ ალ ი
ადამიანზე	ადამიან ზ ე
გაცნობის	გა ცნობ ის
ეთნოსის	ეთნო ს ის
ბუზი	ბუ ზ ი
ეკლესიები	ეკლესი ებ ი
კორპუსმა	კორპუს მ ა
ქცეულიყო	ქცეულ იყო
ფინიკიელთა	ფინიკი ელ თა
უფასოდ	უფას ოდ
მოიწონა	მოიწ ონ ა
საიტების	სა იტ ების
რქა	რქ ა
ოცდაცხრამეტი	ოცდა ცხრამეტ ი
მამაკაცებში	მამაკაც ებ ში
სწრაფია	სწრაფ ი ა
თემს	თემ ს
მაისურით	მაისურ ით
გააჩნდათ	გაა ჩნდ ათ
ომისთვის	ომ ის თვის
ერთგან	ერთ გან
მანგროს	მანგ რ ოს
შეტევებს	შეტევ ებ ს
მიცვალებულებს	მიცვალ ებულ ებს
ვოლდემორს	ვოლდემორ ს
განწყობილება	განწყობილ ებ ა
პაკეტები	პაკეტ ებ ი
სამაზრო	სა მაზრ ო
იურისპრუდენციას	იურისპრუდ ენცი ას
კორიუნის	კორი უნ ის
კოსტუმები	კოსტუმებ ი
ლივერპულის	ლივერპ ულ ის
დაგებული	დაგ ებ ული
აღძრა	აღ ძრ ა
მშობლებთან	მშობლ ებ თან
მხარეებს	მხარე ებს
ორიონის	ორ იონ ის
დანაყოფებს	დანაყოფ ებს
ბალადების	ბალად ებ ის
კრიშტიანუ	კრიშტიან უ
ბოტანიკურ	ბოტან იკ ურ
როგორმე	როგორ მე
სლოვაკურ	სლოვაკ ურ
ნადირობდნენ	ნადირობ დ ნენ
წარმონაქმნებს	წარმონაქმნ ებს
დეტალს	დეტალ ს
საძიებო	სა ძიებ ო
ქარხნები	ქარხნ ებ ი
ალანდის	ალანდ ი ს
ყოფამ	ყოფ ამ
დიფერენციალურ	დიფერენცი ალ ურ
ისახავს	ისახ ავს
ბიომრავალფეროვნების	ბიო მრავალფერ ოვნ ების
ოლიმპია	ოლიმპ ი ა
შებრუნებული	შე ბრუნ ებული
დაფის	დაფ ი ს
ჩვეულებრივად	ჩვეულებ რივ ად
ლეგენდები	ლეგენდ ებ ი
დაწინაურდა	დაწინაურ დ ა
მამლუქები	მამლუქ ებ ი
უგანდის	უგანდ ი ს
სწერდა	სწერ დ ა
თვითმფრინავის	თვით მფრინავ ის
თვისებების	თვისებ ებ ის
ცეკვას	ცეკვ ას
გადმოიბირა	გადმო იბირ ა
ორაგული	ორაგულ ი
მკითხველების	მკითხველ ებ ის
ჰაერით	ჰაერ ით
სიკეთის	სიკეთ ი ს
ვენესუელელი	ვენესუე ლ ელი
იაროსლავ	იაროსლავ
ხელნაწერია	ხელნაწერ ია
გამოიყოს	გამო იყო ს
ასისტენტად	ასისტ ენტ ად
აფრიკელი	აფრიკ ელ ი
ჩასმულ	ჩა სმ ულ
ვადას	ვად ას
ელექტროენერგიას	ელექტრო ენერგი ას
შეკუმშვას	შეკუმშ ვ ას
მგზავრობის	მგზავრ ობ ის
ხდებოდა	ხ დებოდ ა
მხარეთმცოდნეობის	მხარე თმცოდნ ე ობის
არაბულიდან	არაბულ ი დან
რისგანაც	რ ისგან აც
ამყარებდა	ამყარ ებ და
საზოგადოებად	საზოგადოებ ად
უმწეოთა	უმწე ოთ ა
შეეცადა	შეე ცად ა
გამოფინა	გამო ფინ ა
კონსულად	კონსულ ად
მომსწრე	მო მსწრ ე
მოქმედებისას	მოქმედებ ის ას
ნერბისა	ნერბ ის ა
მოეწყოთ	მო ეწყ ოთ
ეპარქიათა	ეპარქი ა თა
სარბიელზე	ს არბიელ ზე
რეიჩელ	რეიჩ ელ
დაზარალდა	დაზარალ დ ა
დოკუმენტურად	დოკუმენ ტურ ად
ეწვეოდა	ეწვ ე ოდა
კონტინენტურ	კონტინენტ ურ
ბრანდენბურგის	ბრანდ ენბურგ ის
სამოყვარულო	სა მოყვარულ ო
დისკს	დისკ ს
ტერნერის	ტერნერ ის
კანცელარია	კანცელარ ი ა
მოახლოებული	მოახლო ებ ული
გვეუბნება	გვე უბნ ებ ა
ლარსი	ლარს ი
ალგეთი	ალგეთ ი
იაპონიაში	იაპონი ა ში
კვაზიმოდოს	კვაზიმო დ ოს
ინგლისურმა	ინგლისურ მ ა
გამოიკვეთა	გამოი კვეთ ა
ეცილებოდა	ეცილ ებოდა
სამდივნო	სამდივნ ო
ახლდნენ	ახლ დ ნენ
მეკობრეებს	მე კობრე ებს
ყავთ	ყავ თ
უკანასკნელში	უკანასკნე ლ ში
ინჟინერი	ინჟინერ ი
ნახევარი	ნახევარ ი
წინააღდეგ	წინააღ დეგ
ჭეშმარიტ	ჭეშმარი ტ
პროდუქტები	პროდუქტ ებ ი
ინა	ინ ა
მონობა	მონ ობ ა
პატივსაცემი	პატივსაცემ ი
სექსუალური	სექსუალ ური
რიჩარდ	რიჩ არდ
პითაგორას	პითაგორ ას
ეგვიპტესთან	ეგვიპტ ეს თან
ატრიალებს	ა ტრიალ ებს
შთაგონებულია	შთაგონებ ულ ია
გაქირავებაში	გა ქირავ ებაში
რომელზე	რომელ ზ ე
ერთხმად	ერთხმ ად
დაინტერესდნენ	დაინტერეს დ ნენ
მალიქი	მალიქ ი
სანიტარული	სან იტარ ული
ცერემონიაში	ცერემონი ა ში
სისონა	სის ონ ა
განაცხადებს	განაცხად ებს
წინაპარს	წინაპარ ს
საცურავი	სა ცურ ავი
თარიღის	თარიღ ი ს
მუსლიმმა	მუსლიმ მ ა
კავალიერსმა	კავალი ერს მა
ზრუნვას	ზრუნვ ას
ვინ	ვინ
გორასამარხები	გორა სამარხ ები
გორგასალი	გორგასალ ი
განდგომა	განდგომ ა
პტოლემეს	პტოლემე ს
ყარაღანდის	ყარაღ ანდ ის
ლიდერობდა	ლიდერ ობ და
მოსაზრებები	მოსაზრ ებ ები
არმიებმა	არმი ებ მა
ასტატის	ასტ ატ ის
მონღოლები	მონღოლ ებ ი
ბომბავდნენ	ბომბ ავ დნენ
მოძრაობების	მოძრაობ ებ ის
სისტემატიური	სისტემატ ი ური
შემოქმედებამ	შემოქმედ ებ ამ
წარწერის	წარწერ ი ს
ითხოვს	ითხოვ ს
ფრენა	ფრენ ა
იგდეს	იგდ ეს
ნათესავმა	ნათესავ მ ა
წინააღმდეგობები	წინააღმდეგ ობ ები
მშიერი	მში ერ ი
მადნეული	მადნეულ ი
ღუმელის	ღუმელ ი ს
ტიიას	ტი ი ას
ინტერვალი	ინტერვალ ი
წვიმის	წვიმ ი ს
მახასიათებელს	მახასიათ ებელ ს
ელფერს	ელფერ ს
საბუთები	საბუთ ებ ი
ქვიან	ქვ იან
გილგამეშის	გილგამე შ ის
წრფის	წრფ ი ს
ავსტრალიაში	ავსტრალი ა ში
აღზარდეს	აღ ზარდ ეს
მესაქონლეობის	მესაქონლეობ ის
დაპატიმრებები	დაპატიმრ ებ ები
ეკონომიკის	ეკონომიკ ი ს
დიალექტებს	დიალექტ ებს
მიქსფირი	მიქსფირ ი
მეტამორფულ	მეტამორფ ულ
მსახიობობა	მ სახიობ ობა
მაუწყებლობას	მაუწყებლ ობ ას
სტინგმა	სტინგ მ ა
საყდრის	საყდრ ი ს
შეჰზადეს	შეჰზად ეს
დანიელები	დანი ელ ები
ამიერკავკასიის	ამიერკავკა სი ი ს
ხახა	ხახ ა
ლაქებით	ლაქ ებით
კარპატებში	კარპატ ებ ში
ბავშვისთვის	ბავშვ ის თვის
აფსიდს	აფსიდ ს
კლასიკურ	კლასიკურ
ღმრთისა	ღმრთის ა
გადახვეწილი	გა დახვეწ ილ ი
მოძრაობიდან	მოძრაობ ი დან
ორგანიზმში	ორგანიზ მ ში
ექიმს	ექიმ ს
წამოწყებული	წამოწყ ებ ული
ფილადელფია	ფილადელფ ი ა
ფაქტორმა	ფაქტორ მ ა
ანტიციკლონი	ანტიციკლონ ი
მირდატ	მირდა ტ
წერტილები	წერტილ ებ ი
თამარ	თამ არ
დააღწია	და აღწი ა
წყალსაცავის	წყალ საცავ ის
ეტაპი	ეტაპ ი
ამუშავებენ	ა მუშავ ებენ
დაბრუნდება	დაბრუნ დებ ა
ქალაქშია	ქალაქ შ ია
აღმოსავლეთი	აღმოსავლეთ ი
კონცხის	კონცხ ი ს
მიწით	მიწ ით
ვაჭრებმა	ვაჭრ ებ მა
ჩამოყალიბებაში	ჩამოყალიბ ებ აში
პულიცერის	პულიც ერი ს
კითხვებს	კითხვ ებს
კანონიზაცია	კანონ იზაცი ა
არისტოკრატული	არისტოკრატ ული
სპეციფიური	სპეციფ ი ური
ვერსიის	ვერსი ის
ნათესავებმა	ნათესავ ებ მა
განედური	განედ ურ ი
ოჯახმა	ოჯახ მ ა
წარწერით	წარწერ ით
მანგანუმი	მანგანუმ ი
მთლიანობის	მთლიან ობ ის
მაზრაში	მაზრ ა ში
მისცემს	მი სცემ ს
იკეთებს	იკეთ ებს
ზედაპირები	ზედაპირ ებ ი
დასახლებულები	დასახლებულ ებ ი
ფასდაუდებელია	ფასდაუდებ ელ ია
ერთეულად	ერთეულ ად
შეტევით	შეტევ ით
ინტენსიურმა	ინტენს იურ მა
ბედნიერებაა	ბედნიერ ება ა
ალბომსა	ალბომ სა
დაედო	დაე დ ო
მეტაფიზიკურ	მეტაფიზ იკ ურ
მიღებაზე	მიღებ ა ზე
ტექნიკუმი	ტექნიკუმ ი
ჰანგები	ჰანგ ებ ი
ბგერებს	ბგერ ებს
ზეახლის	ზე ახლ ის
თეატრის	თეატრ ი ს
პალეოლოგოსის	პალეოლოგ ოს ის
ჩაწერაში	ჩაწერ ა ში
ობობების	ობ ობ ების
დივერგენცია	დივერგ ენცი ა
ორგანიზებას	ორგანიზ ებ ას
ეფატეს	ე ფატ ეს
ასასვლელად	ა სასვლელ ად
ახალციხეში	ახალციხ ეშ ი
სიონში	სიონ ში
გაყიდვა	გაყიდვ ა
დაბლობის	დაბლობ ის
ღვთისგან	ღვთ ისგან
განდის	გა ნდ ის
ბრაზილია	ბრაზილი ა
შემორჩენილი	შემო რჩენილ ი
გზამკვლევი	გზა მკვლევ ი
შემცირდა	შემცირ დ ა
ლიცენზიას	ლიცენზი ას
ვიზუალურ	ვიზუ ალ ურ
რანგში	რანგ ში
დამსახურების	დამსახურებ ი ს
სოციალური	სოციალ ურ ი
შიშს	შიშ ს
ჩამოსაყალიბებლად	ჩამო საყალიბ ებლად
ოსგუდის	ოსგუდ ი ს
სახელმწიფოში	სახელმწიფო ში
სპა	სპ ა
შეურიგებელი	შეუ რიგ ებელი
ფრონტონზე	ფრონტ ონ ზე
დაპყრობები	დაპყრობ ებ ი
საწარმოებში	საწარმო ებ ში
რობენის	რობენ ი ს
უმნიშვნელოვანესია	უმნიშვნელო ვანეს ია
ძლიერაა	ძლიერ ა ა
მარადი	მარად ი
კაპის	კაპ ი ს
ჯულიუს	ჯული უს
გამარჯვებულს	გამარჯვებ ულ ს
მეთვალყურეობის	მეთვალყურ ე ობის
სალამურზე	სალამურ ზ ე
დასძინა	დას ძინ ა
მაო	მა ო
მიესადაგება	მი ესადაგ ება
გეოლოგიის	გე ოლოგი ის
ნიმუშად	ნიმუშ ად
გაფართოების	გაფართო ებ ის
ელექტრონიკაში	ელექტრონ იკ აში
პრეტენზიებზე	პრეტენზი ებზე
შემუშავების	შემუშავ ებ ის
სანდრო	სანდრ ო
თანხმობის	თანხმ ობ ის
ღონისძიებები	ღონისძიებ ებ ი
ეპილეფსიური	ეპილეფს ი ური
პროტონებისა	პროტონ ებისა
შეწყალების	შე წყალ ებ ის
ჩარევით	ჩარევ ით
პილასტრები	პილასტრ ებ ი
ციხეა	ციხე ა
დღესასწაულის	დღესასწა ულ ის
აი	აი
ბერტ	ბერტ
გაიტაცეს	გა იტაც ეს
გამაგრდნენ	გამაგრ დ ნენ
ფასეულობათა	ფასეულობ ათა
ორბელიანს	ორბელ იან ს
ლექსის	ლექს ი ს
უიტმენის	უიტმენ ი ს
დაუდეს	დაუ დ ეს
ნადირზე	ნადირ ზ ე
ყვავილოვანი	ყვავილ ოვან ი
ნეპალი	ნეპალ ი
კეშის	კე შ ის
ორივემ	ორივე მ
სამუსიკო	სამუს იკ ო
გადასატანი	გადასა ტან ი
კანაფის	კანაფ ი ს
გაქცევაში	გაქცევ ა ში
ჩიქოვანი	ჩიქ ოვან ი
გაირკვევა	გაი რკვევ ა
წასულა	წა სულ ა
სანგრებში	სანგრ ებ ში
ირიდიუმის	ირიდიუმ ი ს
ასწლეულში	ა სწლეულ ში
რეზერფორდმა	რეზერ ფორდ მა
აიყვანა	ა იყვან ა
დადიანი	დადიან ი
სექტორებში	სექტორ ებ ში
კოლონიზაცია	კოლონ იზაცი ა
უთხარი	უ თხარ ი
შემდგომი	შემდგომ ი
რიუკიუს	რიუკ იუს
მწუხარებით	მწუხარ ებით
მიმდინარეობდა	მი მდინარეობ და
ტიხრული	ტიხრ ულ ი
სამი	სამ ი
ეხლანდელი	ეხლ ანდელ ი
ლიგის	ლიგ ი ს
პოლონელმა	პოლონ ელ მა
დერეკ	დერე კ
მსმენელის	მსმენ ელ ის
ურბინოს	ურბინ ოს
შეეწირათ	შეეწირ ათ
ფეხბურთელი	ფეხბურთ ელ ი
გამოჯანმრთელდა	გამო ჯანმრთელ და
შეჩერდნენ	შეჩერ დ ნენ
ურთიერთქმედებას	ურთიერთქმედ ებ ას
მიმართვის	მიმართ ვ ის
გახურებულ	გახურ ებულ
ყაზანის	ყაზ ან ის
ფრინველების	ფრინველ ებ ის
თავთავის	თავთავ ი ს
ლაბორატორიულ	ლაბორატორ ი ულ
რეიგანი	რეიგან ი
მცენარეულობით	მცენარეულ ობ ით
თეოლოგი	თე ოლოგი
კვლევებისა	კვლევ ებისა
ჰაიდ	ჰაი დ
მტრისთვის	მტრ ის თვის
პოლარულ	პოლარ ულ
გაყიდეს	გა ყიდ ეს
მინდორს	მინდორ ს
შეითვისა	შე ითვის ა
ფერი	ფერ ი
თეორემა	თეორემ ა
ცალკე	ცალკე
პოლიგონი	პოლიგონ ი
ნეკნები	ნეკნ ებ ი
მხარისათვის	მხარ ისა თვის
ირანიდან	ირან ი დან
ანებებს	ან ებ ებს
შესასვლელი	შესასვლელ ი
გომინდანის	გომინდან ი ს
პორტუგალიელი	პორტუგალიელ ი
დაეხმარებოდა	და ეხმარ ებოდა
დედაქალაქიდან	დედაქალაქ ი დან
პროგრესულად	პროგრე სულ ად
ჩემპიონატების	ჩემპიონატ ების
პროგრამებით	პროგრამ ებით
გამოცხადებამდე	გამოცხად ებ ამდე
აღიქვამდა	აღიქვ ამ და
პარიზში	პარიზ ში
წიაღისეულის	წიაღისეულ ის
ინდიელებს	ინდიელ ებს
ყოველ	ყოველ
გაერთიანებებს	გაერთიან ებ ებს
გროვდება	გროვ დებ ა
გამახვილებულია	გა მახვილ ებულია
ცოის	ცო ი ს
შრიფტით	შრიფტ ით
აიხსნას	ა იხსნ ას
ჩასაბერი	ჩასა ბერ ი
დაგი	და გ ი
უდიდებულესობის	უდიდებულე ს ობის
კახეთის	კახეთ ი ს
გრანადის	გრანად ი ს
ბორნეოს	ბორნ ე ოს
გამხდარიყო	გამხდარ იყო
სტატისტიკურ	სტატისტიკ ურ
უდიდესი	უდიდეს ი
შაჰნამეს	შაჰნამ ეს
მოაშორა	მო აშორ ა
დიაგნოსტიკა	დიაგნოსტიკ ა
კანტონებად	კანტონ ებ ად
კივილი	კივ ილ ი
აღწევდნენ	აღწევ დ ნენ
სხვაზე	სხვ ა ზე
ტრადიციულად	ტრადიცი ულ ად
კონტინენტზე	კონტინენტ ზ ე
საკვები	საკვებ ი
აქამდე	აქ ამდე
სამრეწველო	სა მრეწველ ო
ეტაპობრივი	ეტაპ ობრივ ი
თამაშიანი	თამაშ იან ი
კონფლიქტის	კონფლიქტ ი ს
სიტყვებისა	სიტყვ ებისა
სირიისა	სირი ის ა
შეხვედრა	შეხვედრ ა
ჩაშლა	ჩაშლ ა
შაკო	შაკ ო
ლიცენზიების	ლიცენზი ებ ის
ვიოლინოს	ვიოლინ ოს
ლეშს	ლეშ ს
მოცულობის	მოცულ ობ ის
დაფები	დაფ ებ ი
ნოლანის	ნოლან ი ს
ვარსკვლავით	ვარსკვლავ ით
ოთხზე	ოთხ ზ ე
ჩჟუ	ჩჟ უ
დომ	დ ომ
ნოლდორები	ნოლდორ ებ ი
ბრიტანეთთან	ბრიტანეთ თან
დანერგილი	დანერგ ილ ი
იონის	იონ ის
ერთმა	ერთ მ ა
თმების	თმ ებ ის
სრულფასოვანი	სრულფას ოვან ი
ცხადდებოდა	ცხად დებოდ ა
დალექვის	დალექ ვ ის
კრიტიკულ	კრიტიკ ულ
პალეონტოლოგიური	პალეონტ ოლოგი ური
განსწავლული	განსწავლ ული
ჩაენაცვლებინა	ჩაე ნაცვლ ებინა
მემორიალურ	მემორი ალ ურ
მაიკი	მაიკ ი
ვანუატუს	ვანუა ტ უს
გამოცხადებიდან	გამოცხად ებ იდან
დაუფიქრებლად	დაუ ფიქრ ებლად
გდრ	გ დრ
კონკისტადორებმა	კონკისტადორ ებ მა
მეცნიერებებს	მეცნიერებ ებს
მაგნიტურ	მაგნიტურ
არსენალმა	არსენ ალ მა
გვერდს	გვერდ ს
სტიქიის	სტიქი ი ს
თაიფ	თაიფ
მეშლება	მე შლ ება
განჯის	განჯ ი ს
აღსარებისთვის	აღსარ ებ ისთვის
მოკიდება	მოკიდებ ა
მუსლიმთა	მუსლიმ თ ა
ნაციონალიზმის	ნაციონ ალიზმ ის
მზადების	მზად ებ ის
ქვეშა	ქვეშ ა
წაართვა	წა ართვ ა
თემურიდების	თემურ იდ ების
მუსლიმი	მუსლიმ ი
შეფიცულთა	შეფიც ულ თა
ცხენებს	ცხენ ებს
დადებითია	დადებით ი ა
პაპა	პაპ ა
ეკოლოგიური	ეკ ოლოგი ური
პატარ	პატ არ
მორინ	მო რინ
შარაძე	შარ აძ ე
არიული	არი ული
ტრანსკრიპციის	ტრანსკრიპცი ი ს
შეკავება	შეკავ ებ ა
კარლს	კარლ ს
ფერმენტაციის	ფერმენტ აცი ის
ბეიფილდის	ბეი ფილდ ის
მიმდგომი	მი მდგომ ი
ნახშირწყლებს	ნახშირწყ ლ ებს
ასოების	ასო ებ ის
ტერიტორიები	ტერიტორი ებ ი
ისიდა	ისიდ ა
ხელისუფლებაზე	ხელისუფლ ება ზე
ნოზაძე	ნოზ აძ ე
ნაშრომებისა	ნაშრომ ებისა
საზოგადოებამ	საზოგადოებ ამ
პირიქითა	პირიქ ით ა
აკადემია	აკადემი ა
სკოლა	სკოლ ა
ბრძენის	ბრძენ ი ს
ქსელის	ქსელ ის
საამების	საამ ებ ის
გეომეტრიული	გეომეტრ ი ული
მოახერხებენ	მო ახერხ ებენ
მასშტაბი	მასშტაბ ი
საკავალერიო	სა კავალერი ო
სივრცეა	სივრცე ა
სიამოვნება	სიამოვნ ება
მესამემ	მესამე მ
გადაწყვეტილებებს	გადაწყვეტილებ ებს
პარაზიტია	პარაზიტ ი ა
ჰარისონმა	ჰარი სონ მა
ძველთაგანვე	ძველ თაგან ვე
