იტალიასთან	იტალი ასთან
ეშვება	ეშვ ება
პოლონური	პოლონ ური
გააფთრებული	გა აფთ რებული
გაჩერებას	გაჩერ ებას
დევიზი	დევიზ ი
ასრულდა	ასრულ და
ნაძვის	ნაძვ ის
ირლანდიელები	ირლანდი ელები
სათადარიგოთა	სა თადარიგ ოთა
სულებთან	სულ ებთან
ცოლი	ცოლ ი
იწყებდნენ	იწყ ებდნენ
სიგანეში	სიგანე ში
სეისმურ	სეისმ ურ
ქალაქისათვის	ქალაქ ისათვის
ფესვები	ფესვ ები
ტელეარხების	ტელეარხ ების
აგნოსტიკოსი	აგნოსტ იკოს ი
ააფეთქეს	ა აფეთქ ეს
ანგარიშს	ანგარიშ ს
ოლივია	ოლივი ა
ატარებდა	ატარ ებდა
ანგარიშებში	ანგარიშ ებში
გავრცელებას	გავრცელ ებას
ბარიკადებზე	ბარიკად ებზე
შეენარჩუნებინათ	შეენარჩუნ ებინათ
აბსტრაქტულ	აბსტრაქტ ულ
დაინახავს	და ინახ ავს
თეორიების	თეორი ების
ტრიბუნების	ტრიბუნ ების
დაუჯდა	დაუჯ და
რესპუბლიკელებს	რესპუბლიკ ელებს
ბიძაშვილზე	ბიძაშვილ ზე
გაზეთის	გაზეთ ის
ფარულად	ფარ ულად
განრისხება	განრისხ ება
პელეს	პელე ს
ერევანი	ერევან ი
მონად	მონ ად
ირკვევა	ირკვევ ა
ფერწერას	ფერწერ ას
რადიოს	რადიო ს
ბაქოში	ბაქო ში
პარტიზანებს	პარტიზან ებს
ყიზილბაშების	ყიზილბაშ ების
შენადნობის	შენადნობ ის
ეთიოპელი	ეთიოპ ელი
საპა	სა პ ა
ისრებით	ისრ ებით
მთვარის	მთვარ ის
პატივმოყვარე	პატივ მოყვარე
ბებიასთან	ბები ასთან
მიღწევაში	მი ღწევ აში
პოლონეთმა	პოლონეთ მა
რეიგანის	რეიგან ის
არქონის	არ ქონ ის
სანქციები	სანქცი ები
აცნობენ	აცნობენ
დაფუძნებულ	დაფუძნებ ულ
ბალთაზარ	ბალთაზარ
ჰადესში	ჰადეს ში
მეთხუთმეტე	მე თხუთმეტ ე
კულინარული	კულინარ ული
ბენქსი	ბენქს ი
გასამგზავრებლად	გასა მგზავრ ებლად
ანგარიშების	ანგარიშ ების
ნახშირორჟანგის	ნ ახშირორჟანგ ის
რუსუდან	რუსუდა ნ
მიზანიც	მიზან იც
დოვლათის	დოვლათ ის
ერისთავ	ერისთავ
დიაკვნად	დიაკვნ ად
საკონსერვო	სა კონსერვ ო
ესპანურენოვან	ესპანურ ენოვან
ამაღლებს	ამაღლ ებს
ედიქტის	ედიქტ ის
უჯრედებზე	უჯრედ ებზე
ფრიზი	ფრიზ ი
ტერფი	ტერფ ი
პიეტრო	პიეტრო
ხელმძღვანელობით	ხელმძღვანელ ობით
მყინვარის	მყინვარ ის
წამოსული	წამოსულ ი
ვახტანგ	ვახტანგ
სისასტიკის	სი სასტიკ ის
შესაბამისი	შესაბამის ი
აქტივობას	აქტივ ობას
პარმას	პარმ ას
წვერიანი	წვერ იანი
უტრეხტის	უ ტრეხტ ის
ხანგრძლივობაა	ხანგრძლივ ობაა
კემბრიჯში	კემბრიჯ ში
აგილერას	აგილერ ას
გადასვლისას	გადასვლ ისას
საფუძვლის	სა ფუძვლ ის
ციკლონური	ციკლონ ური
ხაზის	ხაზ ის
მხარე	მხარ ე
ოფიცრები	ოფიცრ ები
მიმდევრებს	მიმდევრ ებს
გამოშვებულ	გამოშვ ებულ
მტაცებელია	მტაცებელ ია
ტბის	ტბ ის
რასელმა	რასელ მა
კიროს	კირო ს
მედიას	მედი ას
სოკოების	სოკო ების
შენელების	შენელ ების
კვერცხების	კვერცხ ების
ინდოევროპული	ინდო ევროპ ული
სტრატეგიულ	სტრატეგ ი ულ
ჰქონდათ	ჰქონ დათ
რამა	რამ ა
დაუმორჩილა	დაუ მორჩილ ა
ამსახველ	ამსახველ
სტრუქტურებს	სტრუქტურ ებს
სავანაში	სავან აში
ოქტომბერი	ოქტომბერ ი
სამმართველოს	სამმართველო ს
მიაღწიოს	მი აღწი ოს
ზრდასა	ზრდ ასა
ქელბაჯარის	ქელბა ჯარ ის
ეფექტით	ეფექტ ით
ნაყინი	ნა ყინ ი
სამუშაოს	სამუშაო ს
გამოცემამდე	გამოცემ ამდე
შრედინგერის	შრე დინგერის
ნორმის	ნორმ ის
ვეზირის	ვეზირ ის
გადმოხვიდე	გადმო ხვ იდე
თეიმურაზ	თეიმურაზ
გამოთვლები	გამოთვლ ები
განმასხვავებელ	განმასხვავებ ელ
დაადგება	და ადგ ება
მაგნიტუდის	მაგნიტუდ ის
პირას	პირ ას
პროექტია	პროექტ ია
იშვიათია	იშვიათ ია
გებელსმა	გებელს მა
ისხდნენ	ის ხ დნენ
დიმიტრი	დიმიტრ ი
ეფექტს	ეფექტ ს
მოსავლიანობა	მოსავლ იანობა
რადეს	რად ეს
ფარგლები	ფარგლ ები
გადაკეთებულია	გადაკეთ ებულია
დაითხოვა	და ითხოვ ა
რელიგიისა	რელიგი ისა
შრიფტით	შრიფტ ით
დრამატულად	დრამატ ულად
შეფასებული	შეფასებ ული
ევროპელებს	ევროპელ ებს
ჯავახეთი	ჯავახეთ ი
განდეგილი	განდეგილ ი
თხემურ	თხემ ურ
კონტაქტში	კონტაქტ ში
მოთამაშედ	მოთამაშე დ
მაღალმთის	მაღალმთი ს
დანიშნულმა	დანიშნ ულმა
პარაგვაი	პარაგვა ი
სინგლში	სინგლ ში
სრულუფლებიანი	სრულუფლებ იანი
მოჭრილ	მო ჭრილ
გადაქცეულია	გადა ქცეულ ია
ასწიოს	ასწი ოს
ჩადენსისის	ჩა დენსი სის
არხით	არხ ით
წესია	წეს ია
ვატიკანის	ვატიკან ის
ზოროასტრიზმის	ზოროასტრ იზმის
ვაკანტური	ვაკანტ ური
გამდინარე	გა მდინარე
ლაღი	ლაღ ი
ცოდვათა	ცოდვ ათა
დასტურდება	დასტურ დება
სოფლებისა	სოფლ ებისა
შედეგი	შედეგ ი
მტირალა	მტირალ ა
აეხსნა	ა ეხსნ ა
ოტავა	ოტავ ა
რქებს	რქ ებს
მოხალისედ	მო ხალის ედ
ხალიჩების	ხალიჩ ების
კიდურწაისრული	კიდურ წაისრული
ქულები	ქულ ები
ანდერსონთან	ანდერსონ თან
მკლავში	მკლავ ში
მსმენელებს	მსმენელ ებს
დანიშნოს	დანიშნ ოს
ლტოლვილების	ლტოლვილ ების
ორსულ	ორსულ
შესატყვისი	შე სატყვის ი
შვედეთისა	შვედეთ ისა
მოწინააღმდეგესთან	მო წინააღმდეგ ესთან
დასჯით	დასჯ ით
ჰუმანიზმი	ჰუმან იზმი
ზონდი	ზონ დი
დენიელ	დენი ელ
ბურთისთვის	ბურთ ისთვის
გამოაგზავნა	გამოა გზავნ ა
გარნიეს	გარნი ეს
დაარწმუნეს	დაა რწმუნ ეს
გააგზავნეს	გაა გზავნ ეს
ბებიას	ბები ას
დაიბრუნებდა	დაიბრუნ ებდა
ჟორჟი	ჟორჟ ი
კოდით	კოდ ით
წარმოსახვითი	წარმოსახვ ითი
ნმ	ნმ
გაუპატიურების	გა უპატიურ ების
ფრენენ	ფრენ ენ
მკვლელობისთვის	მკვლელობ ისთვის
რისკის	რისკ ის
ჩნდებოდნენ	ჩნდ ებოდნენ
სექტემბერში	სექტემბ ერ ში
მრუდე	მრუდ ე
მარხილის	მარხ ილის
გაურბიან	გაურბ იან
წუთებზე	წუთ ებზე
აღსადგენად	აღსა დგენ ად
პრობლემებია	პრობლემ ებია
გორილას	გორილ ას
კაიზერის	კაიზერ ის
პლატინის	პლატინ ის
მოსარწყავად	მოსა რწყავ ად
ნიშა	ნიშ ა
პროცენტულად	პროცენტ ულად
იფანტება	იფანტ ება
სისტემებთან	სისტემ ებთან
ათენას	ათენ ას
ავსტრალია	ავსტრალი ა
ოშოს	ოშ ოს
ეთიკურ	ეთიკ ურ
საწარმოებლად	საწარმო ებლად
გადაადგილდა	გადაადგილ და
მიზანია	მიზან ია
ხევისბერი	ხევის ბერ ი
მარცვლის	მარცვლ ის
ყოველივე	ყოველ ივე
ფერგიუსონმა	ფერგიუს ონმა
შემოქმედებაშიც	შე მოქმედებ აშიც
მოასწრებს	მო ასწრ ებს
მინარეთი	მი ნარ ეთი
რუსეთისთვის	რუსეთ ისთვის
პროტექტორატის	პროტექტორ ატის
საინიციატივო	სა ინიციატივ ო
ცვივა	ცვივ ა
საკმეტოში	სა კმეტ ოში
განმარტოებულ	განმარტო ებულ
გეოლოგიას	გეოლოგი ას
ხელისუფლებაში	ხელისუფლებ აში
ეტიუდი	ეტიუდ ი
პალიასტომის	პალიასტომ ის
უბერავს	უ ბერ ავს
წყალსატევის	წყალსატევ ის
თბილელის	თბილ ელის
ღვთისმშობელმა	ღვთის მშობელ მა
ეპოქას	ეპოქ ას
გამოუცხადეს	გამოუცხად ეს
მოსახერხებელია	მოსა ხერხ ებელია
დატვირთულია	დატვირთ ულია
ქრისტეშობამდე	ქრისტეშობ ამდე
მილიონად	მილიონ ად
ამოვსებული	ამოვს ებული
ლამა	ლამ ა
პოლიტიკამ	პოლიტიკ ამ
სამართალი	სამართალ ი
მოსამსახურეთა	მო სამსახურე თა
მინდვრები	მინდვრ ები
შენდებოდა	შენ დებოდა
მიწერილ	მი წერილ
უკანასკნელს	უკანასკნელ ს
რხევას	რხევ ას
ცენზორის	ცენზორ ის
კატისებრთა	კატის ებრთა
დასაშვებ	დასა შვებ
იასონი	იასონ ი
მაღალი	მაღალ ი
დაარწმუნებს	დაა რწმუნ ებს
განლაგების	განლაგ ების
წინაპრებისგან	წინაპრ ებისგან
ციური	ცი ური
გადახდების	გადახდ ების
პრევალი	პრე ვალ ი
მარჯიელა	მარჯიელ ა
უტოპიურ	უტოპი ურ
უჯრედები	უჯრედ ები
დაუმატეს	და უმატ ეს
გერმანელის	გერმანელ ის
ფოთლოვან	ფოთლ ოვან
კალთებიდან	კალთ ებიდან
კათოლიკოსი	კათოლიკოს ი
ცეცხლსასროლ	ცეცხლსა სროლ
ჭყონდიდელის	ჭყონდიდ ელის
ხიმშიაშვილი	ხიმში აშვილი
ნაშთებიც	ნაშთ ებიც
მცხეთაში	მცხეთ აში
წმინდანების	წმინდან ების
მადაგასკარი	მადაგასკარ ი
სექსუალობის	სექსუალ ობის
დარტყმების	დარტყმ ების
საკოლმეურნეო	სა კოლმეურნე ო
ოლიმპოს	ოლიმპ ოს
შავკანიანები	შავკანიან ები
შეასრულებს	შე ასრულ ებს
რავენაში	რავენ აში
მყინვარია	მყინვარ ია
კანგალი	კანგალ ი
იგერიებდნენ	იგერი ებდნენ
ექსპლოატაციის	ექსპლოატ აციის
მდინარეებს	მდინარე ებს
სამახსოვრო	სა მახსოვრ ო
შეიარაღების	შეიარაღებ ის
ცენტრიც	ცენტრ იც
სკოლაა	სკოლ აა
მქონეა	მქონ ეა
ვიგებთ	ვიგ ებთ
მორფოლოგიური	მორფოლოგი ური
თურქების	თურქ ების
მეთაურობის	მეთაურ ობის
მწყემსი	მწყემს ი
საყრდენ	საყრდენ
სხვადახვა	სხვადა ხვ ა
მონარქი	მონარქ ი
კირილეს	კირილ ეს
გეტო	გეტ ო
წინამორბედთან	წინამორბე დ თან
ჯულიეტა	ჯულიეტ ა
პლანეტად	პლანეტ ად
ჰემში	ჰემ ში
აგრძელებს	აგრძელ ებს
აქვეა	აქვ ეა
კილომეტრია	კილომეტრ ია
აცვიათ	აცვ იათ
ეწეოდა	ეწეოდ ა
არქანჯელო	არქანჯელ ო
საგები	საგებ ი
წარმოიდგინე	წარმო იდგ ინე
იუანის	იუან ის
ერთპიროვნული	ერთ პიროვნულ ი
რუმინული	რუმინ ული
ჯგუფთა	ჯგუფ თა
ტურნირებზე	ტურნირ ებზე
შევსებული	შევს ებული
კლდიდან	კლდი დან
ქვიან	ქვ იან
შემოზღუდული	შემოზღუდ ული
ფეროშენადნობთა	ფერო შენადნობ თა
აბსოლუტიზმი	აბსოლუტ იზმი
ალყამ	ალყ ამ
ყოფილმა	ყოფილ მა
ეგზისტენციალურ	ეგზისტე ნციალ ურ
გაერო	გაერო
გათამაშებიდან	გა თამაშ ებიდან
მაროკოს	მაროკ ოს
პრემიერი	პრემიერ ი
ლიცენზიით	ლიცენზი ით
შტატებში	შტატ ებში
ყრილობებს	ყრილ ობებს
ექმნება	ექმნ ება
ირჩევდა	ირჩევ და
ზბიგნევი	ზბიგნევ ი
უკრაინელები	უკრაინ ელები
კავშირებით	კავშირ ებით
კონსოლების	კონსოლ ების
მშიერი	მშ იერი
ღელვის	ღელვ ის
საცეცხლე	სა ცეცხლ ე
მხარეებზე	მხარე ებზე
კოპერი	კო პერ ი
ლიცენზიის	ლიცენზი ის
დასასჯელად	და სასჯელ ად
ოკეანეებში	ოკეანე ებში
პიროვნებები	პიროვნებ ები
პოულობდა	პოულობ და
დაამონტაჟეს	დაა მონტაჟ ეს
სკანირება	სკან ირება
მკვლელი	მკვლელ ი
ემაგრება	ე მაგრ ება
ვახტანგი	ვახტანგ ი
თვალნათლივ	თვალ ნათლ ივ
ოდნავი	ოდნავ ი
გლობუსზე	გლობუს ზე
საგლეხო	სა გლეხ ო
ჟღენტი	ჟღენტ ი
მამაკაცური	მამაკაც ური
კვირეული	კვირ ეული
სვიტრი	სვი ტრი
ნოველების	ნოველ ების
გეიმის	გეიმ ის
ზეახალი	ზე ახალ ი
ალპინისტთა	ალპინისტ თა
ხელშეკრულებაში	ხელშეკრულებ აში
შუბისპირები	შ უბისპირ ები
გოლგოთის	გოლგოთ ის
მემკვიდრეობისა	მემკვიდრეობ ისა
თარგმანს	თარგმან ს
მოუნდა	მო უნდ ა
ჩეხი	ჩეხ ი
კიტი	კიტ ი
კრება	კრებ ა
ამჟამინდელ	ამჟამ ინდელ
მართალ	მართალ
დარტყმით	დარტყმ ით
ფორმებისა	ფორმ ებისა
ახსნა	ახსნ ა
კანონზომიერება	კანონზომიერებ ა
დადაბლებული	და დაბლ ებული
ფირის	ფირ ის
ქიქოძის	ქიქოძ ის
ჩართვას	ჩართვ ას
ვაჭარი	ვაჭარ ი
წონაა	წონ აა
აგილერამ	აგილერ ამ
ენერგიების	ენერგი ების
ფტორიდი	ფტორიდ ი
ეკოლოგიურად	ეკოლოგი ურად
პატიმრებს	პატიმრ ებს
დოქტრინა	დოქტრინ ა
დააზიანა	და აზიან ა
მოკლავდა	მოკლ ავდა
ორეგონის	ორ ეგონ ის
დამთავრდება	დამთავრ დება
მოძრაობასთან	მოძრაობ ასთან
ნიკეაში	ნიკე აში
კოსმოსური	კოსმოს ური
კამპუსი	კამპუს ი
ამჰერსტში	ამჰერსტ ში
დუბაი	დუბა ი
აღმოჩენაა	აღმოჩენ აა
დაისაჯნენ	დაისაჯ ნენ
გარეკანი	გარეკან ი
შემკული	შემკულ ი
ევოლუციურად	ევოლუცი ურად
ტანკების	ტანკ ების
მაისი	მაის ი
კიშინიოვის	კიშინი ოვის
ღატაკი	ღატაკ ი
წამოუღია	წამო უღ ია
მასალაც	მასალ აც
აჩვენებდა	აჩვენებ და
ჰეზბოლამ	ჰეზბოლ ამ
იგრძნობოდა	ი გრძნობ ოდა
ტემპერატურაზე	ტემპერატურ აზე
ნაკადული	ნაკად ული
გასულიყვნენ	გასულ იყვნენ
ასისტენტად	ასისტენტ ად
ტორონტო	ტორონტო
წილის	წილ ის
კრიტიკის	კრიტიკ ის
განმსჭვალული	გან მსჭვალ ული
დამფუძნებლები	დამფუძნებ ლები
ლაზთა	ლაზ თა
მხოლოს	მხოლ ოს
ოცნებაა	ოცნებ აა
პიანისტის	პიანისტ ის
მოპყრობა	მოპყრობ ა
ამბიციები	ამბიცი ები
უჩვეულოდ	უჩვეულ ოდ
ექნებოდა	ექნებ ოდა
მიუსაჯა	მიუსაჯ ა
ნორმანული	ნორმან ული
განმარტება	განმარტ ება
გააქვს	გა აქვ ს
ელამი	ელამ ი
ძვირფასია	ძვირფას ია
თავსართები	თავსართ ები
გავედი	გა ვედ ი
კანკელი	კანკელ ი
ფიცით	ფიც ით
აგზავნიან	ა გზავნ იან
რაინის	რაინ ის
ჰაბილისს	ჰაბილის ს
კრებულში	კრებულ ში
დაეთმოთ	დაე თმ ოთ
მოძრაობიდან	მოძრაობ იდან
დისკზე	დისკ ზე
გოთიკის	გოთიკ ის
მელბურნში	მელბურ ნში
კანონის	კანონ ის
მოციქულთა	მოციქულ თა
ჰუდის	ჰუდ ის
ბორუსია	ბო რუს ია
სიგრძისა	სიგრძ ისა
საბუთის	საბუთ ის
გაწყდა	გა წყ და
აიღებს	აიღ ებს
იმედგაცრუებული	იმედგაცრუ ებული
მამფალი	მამფალ ი
ამინდი	ამინდ ი
იზრდებიან	იზრდ ებიან
ბეჭედს	ბეჭედ ს
არქიტექტორი	არქიტექტ ორ ი
უნებლიე	უნებლი ე
გრაფების	გრაფ ების
სიბრმავე	სი ბრმავ ე
მატერიალების	მატერიალ ების
ლოდები	ლოდ ები
ვოკალისტ	ვოკალისტ
სესხის	სესხ ის
სოლისტია	სოლისტ ია
დოჟის	დოჟ ის
გაათავისუფლა	გაა თავისუფლ ა
დაამარცხებდა	დაამარცხ ებდა
რონი	რონ ი
ხანაც	ხან აც
ბეჭედზე	ბეჭედ ზე
ბაბილონეთის	ბაბილონ ეთის
ამუშავებდნენ	ამუშავ ებდნენ
მთვარეზე	მთვარ ეზე
სერ	სერ
საგრანტო	სა გრანტ ო
კურფიურსტის	კ ურფიურსტ ის
გადატანილი	გადა ტანილ ი
ბურთი	ბურთ ი
მოახერხა	მო ახერხ ა
ქონგურებიანი	ქონგურ ებიანი
არენასი	არენ ასი
ჭავჭავაძის	ჭავჭავაძ ის
კარიერი	კარიერ ი
მაჟინოს	მა ჟინ ოს
ნახატები	ნახატ ები
ქერქის	ქერქ ის
ჟარი	ჟარ ი
თავსებადი	თავს ებადი
გდრ	გდრ
ოსურ	ოს ურ
რეაქციული	რეაქცი ული
ბანკნოტები	ბანკნოტ ები
მოჭედილი	მო ჭედ ილი
გამოსვლამდე	გამოსვლ ამდე
ივლისისა	ივლის ისა
შეფუთვა	შეფუთვ ა
შესწავლისათვის	შესწავლ ისათვის
გორაზე	გორ აზე
