იტალიასთან	იტალი ასთან
პოლონური	პოლონ ური
გააფთრებული	გა აფთრ ებული
გაჩერებას	გაჩერ ებას
დევიზი	დევიზ ი
ასრულდა	ასრულ და
ნაძვის	ნაძვ ის
ირლანდიელები	ირლანდი ელები
სათადარიგოთა	სა თადარიგ ოთა
სულებთან	სულ ებთან
ცოლი	ცოლ ი
იწყებდნენ	იწყ ებდნენ
სიგანეში	სიგანე ში
სეისმურ	სეისმ ურ
ქალაქისათვის	ქალაქ ისათვის
ფესვები	ფესვ ები
ტელეარხების	ტელეარხ ების
აგნოსტიკოსი	აგნოსტ იკოს ი
ააფეთქეს	ა აფეთქ ეს
ანგარიშს	ანგარიშ ს
ოლივია	ოლივი ა
ატარებდა	ატარ ებდა
ანგარიშებში	ანგარიშ ებში
გავრცელებას	გავრცელ ებას
ბარიკადებზე	ბარ იკად ებზე
შეენარჩუნებინათ	შეენარჩუნ ებინათ
აბსტრაქტულ	აბსტრაქტ ულ
დაინახავს	დაი ნახავ ს
თეორიების	თეორი ების
ტრიბუნების	ტრიბუნ ების
დაუჯდა	დაუ ჯ და
რესპუბლიკელებს	რესპუბლიკელებ ს
ბიძაშვილზე	ბიძა შვილ ზე
გაზეთის	გაზეთ ის
ფარულად	ფარ ულად
განრისხება	განრისხ ება
პელეს	პელ ეს
ერევანი	ერევან ი
მონად	მონ ად
ირკვევა	ირკვევ ა
ფერწერას	ფერწერ ას
რადიოს	რადი ოს
ბაქოში	ბაქო ში
პარტიზანებს	პარტიზა ნ ებს
ყიზილბაშების	ყიზილბაშ ების
შენადნობის	შენადნობ ის
ეთიოპელი	ეთიოპ ელი
საპა	სა პ ა
ისრებით	ისრ ებით
მთვარის	მთვარ ის
პატივმოყვარე	პატივ მოყვარე
ბებიასთან	ბები ასთან
მიღწევაში	მიღწევ აში
პოლონეთმა	პოლონეთ მა
რეიგანის	რეიგან ის
არქონის	არქ ონის
სანქციები	სანქცი ები
აცნობენ	აცნობ ენ
დაფუძნებულ	დაფუძნებ ულ
ბალთაზარ	ბალთა ზარ
ჰადესში	ჰა დეს ში
მეთხუთმეტე	მე თხუთმეტ ე
კულინარული	კულინ არული
ბენქსი	ბენქს ი
გასამგზავრებლად	გასა მგზავრ ებლად
ანგარიშების	ანგარიშ ების
ნახშირორჟანგის	ნახშირ ორჟანგ ის
რუსუდან	რუსუდან
მიზანიც	მიზან იც
დოვლათის	დოვლათ ის
ერისთავ	ერისთავ
დიაკვნად	დიაკვნ ად
საკონსერვო	სა კონსერვ ო
ესპანურენოვან	ესპანურ ენოვან
ამაღლებს	ამაღლ ებს
ედიქტის	ედიქტ ის
უჯრედებზე	უჯრედ ებზე
ფრიზი	ფრიზ ი
ტერფი	ტერფ ი
პიეტრო	პიეტრო
ხელმძღვანელობით	ხელმძღვანელ ობით
მყინვარის	მყინვარ ის
წამოსული	წამოსულ ი
ვახტანგ	ვახტანგ
სისასტიკის	სისასტიკ ის
შესაბამისი	შესაბამის ი
აქტივობას	აქტივ ობას
პარმას	პარმ ას
წვერიანი	წვერ იანი
უტრეხტის	უ ტრეხტ ის
ხანგრძლივობაა	ხ ანგრძლივ ობაა
კემბრიჯში	კემბრიჯ ში
აგილერას	აგილერ ას
გადასვლისას	გადასვლ ისას
საფუძვლის	საფუძვ ლის
ციკლონური	ციკლონ ური
ხაზის	ხაზ ის
მხარე	მხარე
ოფიცრები	ოფიცრ ები
მიმდევრებს	მიმდევრ ებს
გამოშვებულ	გამოშვებ ულ
მტაცებელია	მტაცებ ელია
ტბის	ტბ ის
რასელმა	რასელ მა
კიროს	კირ ოს
მედიას	მედი ას
სოკოების	სოკო ების
შენელების	შენელ ების
კვერცხების	კვერცხ ების
ინდოევროპული	ინდოევროპ ული
სტრატეგიულ	სტრატეგიულ
ჰქონდათ	ჰქონდ ათ
რამა	რამ ა
დაუმორჩილა	დაუ მორჩილ ა
ამსახველ	ა მსახველ
სტრუქტურებს	სტრუქტურ ებს
სავანაში	სავან აში
ოქტომბერი	ოქტომბერ ი
სამმართველოს	სა მმართველ ოს
მიაღწიოს	მი აღწი ოს
ზრდასა	ზრდ ასა
ქელბაჯარის	ქელბაჯარ ის
ეფექტით	ეფექტ ით
ნაყინი	ნა ყინ ი
სამუშაოს	სამუშაო ს
გამოცემამდე	გამოცემ ამდე
შრედინგერის	შრედინგერ ის
ნორმის	ნორმ ის
ვეზირის	ვეზირ ის
გადმოხვიდე	გადმო ხვიდ ე
თეიმურაზ	თეიმურაზ
გამოთვლები	გამოთვლ ები
განმასხვავებელ	განმა სხვავ ებელ
დაადგება	დაადგ ება
მაგნიტუდის	მაგნიტუ დის
პირას	პირ ას
პროექტია	პროექტ ია
იშვიათია	იშვიათ ია
გებელსმა	გებელს მა
ისხდნენ	ისხ დნენ
დიმიტრი	დიმიტრი
ეფექტს	ეფექტ ს
მოსავლიანობა	მოსავლ იანობა
რადეს	რად ეს
ფარგლები	ფარგლ ები
გადაკეთებულია	გადაკეთ ებულია
დაითხოვა	და ითხოვ ა
რელიგიისა	რელიგი ისა
შრიფტით	შრიფტ ით
დრამატულად	დრამატ ულად
შეფასებული	შეფასებ ული
ევროპელებს	ევროპელ ებს
ჯავახეთი	ჯავახეთ ი
განდეგილი	განდეგილ ი
თხემურ	თხემ ურ
კონტაქტში	კონტაქტ ში
მოთამაშედ	მოთამაშე დ
მაღალმთის	მაღალ მთ ის
დანიშნულმა	დანიშნ ულმა
პარაგვაი	პარაგვაი
სინგლში	სინგლ ში
სრულუფლებიანი	სრულუფლებ იანი
მოჭრილ	მო ჭრ ილ
გადაქცეულია	გადა ქცეულ ია
ასწიოს	ასწი ოს
ჩადენსისის	ჩა დენს ისის
არხით	არხ ით
წესია	წეს ია
ვატიკანის	ვატიკან ის
ზოროასტრიზმის	ზოროასტრ იზმის
ვაკანტური	ვაკან ტურ ი
გამდინარე	გა მდინარე
ლაღი	ლაღ ი
ცოდვათა	ცოდვ ათა
დასტურდება	დასტურ დება
სოფლებისა	სოფლ ებისა
შედეგი	შედეგ ი
მტირალა	მტირალ ა
აეხსნა	ა ეხსნ ა
ოტავა	ოტავ ა
რქებს	რქ ებს
მოხალისედ	მოხალის ედ
ხალიჩების	ხალიჩ ების
კიდურწაისრული	კიდურ წაისრული
ქულები	ქულ ები
ანდერსონთან	ანდერსონ თან
მკლავში	მკლავ ში
მსმენელებს	მსმენელ ებს
დანიშნოს	დანიშნ ოს
ლტოლვილების	ლტოლვილ ების
ორსულ	ორსულ
შესატყვისი	შე სატყვის ი
შვედეთისა	შვედ ეთისა
მოწინააღმდეგესთან	მოწინააღმდეგე სთან
დასჯით	დასჯ ით
ჰუმანიზმი	ჰუმან იზმი
ზონდი	ზონდ ი
დენიელ	დენი ელ
ბურთისთვის	ბურთ ისთვის
გამოაგზავნა	გამო აგზავნ ა
გარნიეს	გარნი ეს
დაარწმუნეს	და არწმუნ ეს
გააგზავნეს	გა აგზავნ ეს
ბებიას	ბები ას
დაიბრუნებდა	დაიბრუნ ებდა
ჟორჟი	ჟორჟ ი
კოდით	კოდ ით
წარმოსახვითი	წარმოსახვ ითი
ნმ	ნმ
გაუპატიურების	გა უპატიურ ების
ფრენენ	ფრენ ენ
მკვლელობისთვის	მკვლელობ ისთვის
რისკის	რისკ ის
ჩნდებოდნენ	ჩნ დებოდნენ
სექტემბერში	სექტემბ ერ ში
მრუდე	მრუდ ე
მარხილის	მარხილ ის
გაურბიან	გაურბ იან
წუთებზე	წუთ ებზე
აღსადგენად	აღ სადგენ ად
პრობლემებია	პრობლემ ებია
გორილას	გორილ ას
კაიზერის	კაიზერ ის
პლატინის	პლატინ ის
მოსარწყავად	მოსა რწყავ ად
ნიშა	ნიშ ა
პროცენტულად	პროცენტ ულად
იფანტება	იფანტ ება
სისტემებთან	სისტემ ებთან
ათენას	ათენ ას
ავსტრალია	ავსტრალი ა
ოშოს	ოშ ოს
ეთიკურ	ეთიკ ურ
საწარმოებლად	საწარმო ებლად
გადაადგილდა	გადაადგილ და
მიზანია	მიზან ია
ხევისბერი	ხევის ბერ ი
მარცვლის	მარცვლ ის
ყოველივე	ყოველივე
ფერგიუსონმა	ფერგიუ სონმა
შემოქმედებაშიც	შემოქმედებ აშიც
მოასწრებს	მო ასწრ ებს
მინარეთი	მინარ ეთი
რუსეთისთვის	რუსეთ ისთვის
პროტექტორატის	პროტექტო რატ ის
საინიციატივო	სა ინიციატივ ო
ცვივა	ცვი ვა
საკმეტოში	სა კმეტ ოში
განმარტოებულ	განმარტო ებულ
გეოლოგიას	გეოლოგი ას
ხელისუფლებაში	ხელისუფლებ აში
ეტიუდი	ეტიუდ ი
პალიასტომის	პალიასტომ ის
უბერავს	უ ბერ ავს
წყალსატევის	წყალსატევ ის
თბილელის	თბილ ელის
ღვთისმშობელმა	ღვთისმშობ ელმა
ეპოქას	ეპოქ ას
გამოუცხადეს	გამო უცხად ეს
მოსახერხებელია	მოსა ხერხ ებელია
დატვირთულია	დატვირთულ ია
ქრისტეშობამდე	ქრისტეშობამდე
მილიონად	მილიონ ად
ამოვსებული	ამოვს ებული
ლამა	ლამ ა
პოლიტიკამ	პოლიტიკ ამ
სამართალი	სამართალ ი
მოსამსახურეთა	მოსა მსახურე თა
მინდვრები	მინდვრ ები
შენდებოდა	შენ დებოდა
მიწერილ	მი წერილ
უკანასკნელს	უკანასკნელ ს
რხევას	რხევ ას
ცენზორის	ცენზორ ის
კატისებრთა	კატის ებრთა
დასაშვებ	დასაშვ ებ
იასონი	იას ონი
მაღალი	მაღალ ი
დაარწმუნებს	და არწმუნ ებს
განლაგების	განლაგ ების
წინაპრებისგან	წინაპრ ებისგან
ციური	ცი ური
გადახდების	გადახდ ების
პრევალი	პრ ევალ ი
მარჯიელა	მარჯიელ ა
უტოპიურ	უტოპი ურ
უჯრედები	უჯრედ ები
დაუმატეს	და უმატ ეს
გერმანელის	გერმანელ ის
ფოთლოვან	ფოთლ ოვან
კალთებიდან	კალთ ებიდან
კათოლიკოსი	კათოლიკოს ი
ცეცხლსასროლ	ცეცხლსა სროლ
ჭყონდიდელის	ჭყონდიდ ელის
ხიმშიაშვილი	ხიმში აშვილი
ნაშთებიც	ნაშთ ებიც
მცხეთაში	მცხეთ აში
წმინდანების	წმინდან ების
მადაგასკარი	მადაგასკარ ი
სექსუალობის	სექსუალ ობის
დარტყმების	დარტყმ ების
საკოლმეურნეო	სა კოლ მეურნეო
ოლიმპოს	ოლიმპ ოს
შავკანიანები	შავკანიან ები
შეასრულებს	შე ასრულ ებს
რავენაში	რავენ აში
მყინვარია	მყინვარ ია
კანგალი	კანგალ ი
იგერიებდნენ	იგერი ებდნენ
ექსპლოატაციის	ექსპლოატ აციის
მდინარეებს	მდინარე ებს
სამახსოვრო	სა მახსოვრ ო
შეიარაღების	შეიარაღ ების
ცენტრიც	ცენტრ იც
სკოლაა	სკოლ აა
მქონეა	მქონ ეა
ვიგებთ	ვიგ ებთ
მორფოლოგიური	მორფოლოგი ური
თურქების	თურქ ების
მეთაურობის	მეთაურ ობის
მწყემსი	მწყემს ი
საყრდენ	საყრდენ
სხვადახვა	სხვადა ხვ ა
მონარქი	მონარქი
კირილეს	კირილ ეს
გეტო	გეტ ო
წინამორბედთან	წინა მორბედ თან
ჯულიეტა	ჯულიეტ ა
პლანეტად	პლანეტ ად
ჰემში	ჰემ ში
აგრძელებს	აგრძელ ებს
აქვეა	აქვე ა
კილომეტრია	კილომეტრ ია
აცვიათ	აცვი ათ
ეწეოდა	ეწ ეოდა
არქანჯელო	არქ ანჯელ ო
საგები	სა გებ ი
წარმოიდგინე	წარმო იდგინ ე
იუანის	იუან ის
ერთპიროვნული	ერთპიროვნ ული
რუმინული	რუმინ ული
ჯგუფთა	ჯგუფ თა
ტურნირებზე	ტურნირ ებზე
შევსებული	შევს ებული
კლდიდან	კლდ იდან
ქვიან	ქვ იან
შემოზღუდული	შემოზღუდ ული
ფეროშენადნობთა	ფერო შენადნობ თა
აბსოლუტიზმი	აბსოლუტ იზმი
ალყამ	ალყ ამ
ყოფილმა	ყოფილ მა
ეგზისტენციალურ	ეგზისტენცია ლ ურ
გაერო	გაერო
გათამაშებიდან	გათამაშ ებიდან
მაროკოს	მაროკო ს
პრემიერი	პრემიერ ი
ლიცენზიით	ლიცენზი ით
შტატებში	შტატ ებში
ყრილობებს	ყრილობ ებს
ექმნება	ექმნ ება
ირჩევდა	ირჩევ და
ზბიგნევი	ზბიგნევ ი
უკრაინელები	უკრაინ ელები
კავშირებით	კავშირ ებით
კონსოლების	კონსოლ ების
მშიერი	მ ში ერი
ღელვის	ღელვ ის
საცეცხლე	სა ცეცხლ ე
მხარეებზე	მხარე ებზე
კოპერი	კოპ ერი
ლიცენზიის	ლიცენზი ის
დასასჯელად	და სასჯელ ად
ოკეანეებში	ოკეანე ებში
პიროვნებები	პიროვნ ებები
პოულობდა	პოულობ და
დაამონტაჟეს	დაა მონტაჟ ეს
სკანირება	სკან ირება
მკვლელი	მკვლელ ი
ემაგრება	ე მაგრ ება
ვახტანგი	ვახტანგ ი
თვალნათლივ	თვალ ნათლ ივ
ოდნავი	ოდნავ ი
გლობუსზე	გლობუს ზე
საგლეხო	სა გლეხ ო
ჟღენტი	ჟღენტ ი
მამაკაცური	მამაკაც ური
კვირეული	კვირე ული
სვიტრი	სვიტრ ი
ნოველების	ნოველ ების
გეიმის	გეიმ ის
ზეახალი	ზე ახალი
ალპინისტთა	ალპინ ისტთა
ხელშეკრულებაში	ხელშეკრულებ აში
შუბისპირები	შუბ ისპირები
გოლგოთის	გოლ გოთ ის
მემკვიდრეობისა	მემკვიდრე ობისა
თარგმანს	თარგმან ს
მოუნდა	მო უნდ ა
ჩეხი	ჩეხ ი
კიტი	კიტ ი
კრება	კრებ ა
ამჟამინდელ	ამჟამინდელ
მართალ	მართალ
დარტყმით	დარტყმ ით
ფორმებისა	ფორმ ებისა
ახსნა	ახსნ ა
კანონზომიერება	კანონ ზომიერ ება
დადაბლებული	და დაბლ ებული
ფირის	ფირ ის
ქიქოძის	ქიქოძ ის
ჩართვას	ჩართვ ას
ვაჭარი	ვაჭარ ი
წონაა	წონა ა
აგილერამ	აგილერ ამ
ენერგიების	ენერგი ების
ფტორიდი	ფტორ იდი
ეკოლოგიურად	ეკოლოგი ურად
პატიმრებს	პატიმრ ებს
დოქტრინა	დოქტრინ ა
დააზიანა	და აზიან ა
მოკლავდა	მოკლ ავდა
ორეგონის	ორ ეგონ ის
დამთავრდება	დამთავრ დება
მოძრაობასთან	მოძრაობ ასთან
ნიკეაში	ნიკე აში
კოსმოსური	კოსმოს ური
კამპუსი	კამპუს ი
ამჰერსტში	ამჰერსტ ში
დუბაი	დუბაი
აღმოჩენაა	აღმოჩენ აა
დაისაჯნენ	დაი საჯ ნენ
გარეკანი	გარეკან ი
შემკული	შემკ ული
ევოლუციურად	ევოლუცი ურად
ტანკების	ტანკ ების
მაისი	მაის ი
კიშინიოვის	კიშინი ოვის
ღატაკი	ღატაკ ი
წამოუღია	წამო უღ ია
მასალაც	მასალ აც
აჩვენებდა	აჩვენ ებდა
ჰეზბოლამ	ჰეზბოლა მ
იგრძნობოდა	ი გრძნობ ოდა
ტემპერატურაზე	ტემპერატურ აზე
ნაკადული	ნაკად ული
გასულიყვნენ	გა სულ იყვნენ
ასისტენტად	ა სისტენტ ად
ტორონტო	ტორონტ ო
წილის	წილ ის
კრიტიკის	კრიტიკ ის
განმსჭვალული	გან მსჭვალ ული
დამფუძნებლები	დამფუძნ ებლები
ლაზთა	ლაზ თა
მხოლოს	მხოლ ოს
ოცნებაა	ოცნებ აა
პიანისტის	პიანისტ ის
მოპყრობა	მოპყრობ ა
ამბიციები	ამბიცი ები
უჩვეულოდ	უ ჩვეულ ოდ
ექნებოდა	ექნებ ოდა
მიუსაჯა	მიუ საჯ ა
ნორმანული	ნორმან ული
განმარტება	განმარტ ება
გააქვს	გა აქვს
ელამი	ელამ ი
ძვირფასია	ძვირფას ია
თავსართები	თავსართ ები
გავედი	გა ვედ ი
კანკელი	კანკელ ი
ფიცით	ფიც ით
აგზავნიან	აგზავნ იან
რაინის	რაინ ის
ჰაბილისს	ჰაბილის ს
კრებულში	კრებულ ში
დაეთმოთ	დაეთმო თ
მოძრაობიდან	მოძრაობ იდან
დისკზე	დისკ ზე
გოთიკის	გოთ იკის
მელბურნში	მელბურნ ში
კანონის	კანონ ის
მოციქულთა	მოციქულ თა
ჰუდის	ჰუდ ის
ბორუსია	ბო რუს ია
სიგრძისა	სიგრძ ისა
საბუთის	საბუთ ის
გაწყდა	გა წყდ ა
აიღებს	აიღ ებს
იმედგაცრუებული	იმედგაცრ უ ებული
მამფალი	მამ ფალი
ამინდი	ამინდ ი
იზრდებიან	იზრდ ებიან
ბეჭედს	ბეჭედ ს
არქიტექტორი	არქიტექტორ ი
უნებლიე	უნებლიე
გრაფების	გრაფ ების
სიბრმავე	სი ბრმავ ე
მატერიალების	მატერიალ ების
ლოდები	ლოდ ები
ვოკალისტ	ვოკალისტ
სესხის	სესხ ის
სოლისტია	სოლისტ ია
დოჟის	დოჟ ის
გაათავისუფლა	გა ათავისუფლ ა
დაამარცხებდა	და ამარცხ ებდა
რონი	რონ ი
ხანაც	ხან აც
ბეჭედზე	ბეჭედ ზე
ბაბილონეთის	ბაბილონ ეთის
ამუშავებდნენ	ამუშავ ებდნენ
მთვარეზე	მთვარ ეზე
სერ	სერ
საგრანტო	სა გრანტ ო
კურფიურსტის	კურფიურსტ ის
გადატანილი	გადატან ილი
ბურთი	ბურთ ი
მოახერხა	მოახერხ ა
ქონგურებიანი	ქონგურები ანი
არენასი	არენ ასი
ჭავჭავაძის	ჭავჭავაძ ის
კარიერი	კარიერ ი
მაჟინოს	მაჟინ ოს
ნახატები	ნახატ ები
ქერქის	ქერქ ის
ჟარი	ჟარ ი
თავსებადი	თავს ებადი
გდრ	გდრ
ოსურ	ოს ურ
რეაქციული	რეაქცი ული
ბანკნოტები	ბანკნოტ ები
მოჭედილი	მო ჭედ ილი
გამოსვლამდე	გამოსვლ ამდე
ივლისისა	ივლის ისა
შეფუთვა	შე ფუთვ ა
შესწავლისათვის	შესწავლ ისათვის
გორაზე	გორ აზე
მცენარეებისგან	მცენარე ებისგან
მეფისა	მეფ ისა
