ბათუმში	ბათუმ ში
შუახმელეთში	შუახმელ ეთ ში
რედაქციას	რედაქცი ას
საცალფეხო	საცალ ფეხ ო
უკეთესად	უკეთეს ად
ქვეშევრდომობაში	ქვეშევრდომ ობ აში
ზეწოლამ	ზეწოლ ამ
ფარნაოზს	ფარნაოზ ს
მომთხოვნი	მომ თხოვნ ი
ალიზის	ალიზ ის
მწვრთნელად	მწვრთნ ელ ად
როჟე	როჟ ე
რიგით	რიგ ით
ლოგიკა	ლოგიკ ა
ნელსონმა	ნელსონ მ ა
ადგილით	ადგილ ით
ვაჟისთვის	ვაჟ ისთვის
ინდოჩინეთის	ინდო ჩინეთ ის
ევაგრე	ევაგრ ე
ერაყი	ერაყ ი
პიროსი	პირ ოს ი
ურთიერთმოქმედების	ურთიერთ მოქმედ ების
ადამ	ა დამ
მონასტრიდან	მონასტრ იდან
იჯარით	იჯარ ით
ღვიძლში	ღვიძლ ში
ესაუბრებოდა	ესაუბრ ებ ოდა
დუღაბით	დუღაბ ით
ჩხერიმელის	ჩხერიმ ელ ის
დარბაზს	დარბაზ ს
გვალვაგამძლეა	გვალვა გამძლე ა
ეთხოვა	ეთხოვ ა
მისანიჭებლად	მისა ნიჭ ებლად
ბურთისთვის	ბურთ ისთვის
ესმერალდას	ესმერალდ ას
ჩაქრობა	ჩა ქრობ ა
გლადიატორთა	გლადი ატორ თა
მიკრობული	მიკრო ბ ული
ნაკლებობა	ნაკლებ ობ ა
ისწავლის	ისწავლ ის
ნეტსის	ნეტს ის
პილოტები	პილოტ ებ ი
შემოესია	შემო ეს ია
შესაძლებლობაზე	შესაძლებლობ ა ზე
ჩინელთა	ჩინ ელ თა
საკონსტრუქტორო	სა კონსტრუქტ ორ ო
ხორვატი	ხორვატ ი
ტროას	ტრო ას
ჩანჩქერთან	ჩანჩქერ თან
მეთოდეს	მეთოდ ეს
მკვლევარებს	მკვლევარ ებ ს
მედალიონში	მედალ იონ ში
ცხოველებია	ცხოველ ებ ია
ეპოქის	ეპოქ ის
ტყავის	ტყავ ის
მოზელის	მოზ ელ ის
მიდგა	მი დგ ა
ნიკეის	ნიკე ის
აბარებს	აბარ ებ ს
მოუხერხებელია	მოუ ხერხ ებელია
სათათბიროს	სა თათბირ ოს
სასმელ	სასმ ელ
აღსასრულის	აღსასრულ ის
გამოკვეთა	გამო კვეთ ა
ხსენებული	ხსენებ ული
შოუ	შო უ
სამფლობელოებში	სა მფლობელო ებში
მოგვიანებით	მოგვიან ებით
სახისაა	სახ ისა ა
ზაქარაია	ზაქარ აი ა
პლატოზე	პლატ ო ზე
გადაადგილდებიან	გადაადგილ დებ იან
მისვლას	მი სვლ ას
კიდურებით	კიდურ ებით
ხეტიალი	ხეტიალ ი
მასებით	მას ებით
საავტორო	სა ავტორ ო
ხერხემლიან	ხერხემლ იან
ფლეტჩერმა	ფლეტჩერ მ ა
სიხშირეზე	სიხშირ ე ზე
იმარჯვეს	იმარჯვ ეს
ბერნარდი	ბერნარდ ი
ხუნძახის	ხუნ ძახ ის
თავსაბურავი	თავსა ბურავ ი
იტევს	იტევ ს
კერკეტი	კერკეტ ი
მეტრს	მეტრ ს
ამოშვერილი	ამო შვერილ ი
აყენებს	აყენ ებს
გვერდში	გვერდ ში
გზაზე	გზ ა ზე
ჰასეკი	ჰასე კ ი
ალყიდან	ალყ იდან
აგარაკი	აგარაკ ი
განივ	გან ივ
სახალიფოში	სახალიფ ოშ ი
ჰოუქსმა	ჰოუქს მ ა
თეატრისთვის	თეატრ ისთვის
პართია	პართი ა
ხავიერ	ხავ იერ
არაჩვეულებრივ	არაჩვეულ ებრივ
ზამთრობს	ზამთრ ობ ს
სიმწარე	სიმ წარ ე
გამოტანილია	გამოტან ილ ია
კისერი	კისერ ი
ფორმირება	ფორმ ირებ ა
ბირთვების	ბირთვ ებ ის
ენდემია	ენდემ ი ა
ტურიდან	ტურ იდან
გრონინგენის	გრონ ინგენ ის
ჰიპოთეზის	ჰიპო თეზ ის
მოლეკულა	მოლეკულ ა
წინააზიური	წინა აზიურ ი
სპეც	სპე ც
ხერხდება	ხერხ დებ ა
წარმართულ	წარმართ ულ
ინტერესებზე	ინტერეს ებ ზე
თაღში	თაღ ში
სიძლიერეს	სიძლიერ ეს
ნაწლავს	ნაწლავ ს
შახტებში	შახტ ებ ში
ვილიამ	ვილი ამ
თივის	თივ ის
იდეალურად	იდეალ ურ ად
პეიტონს	პეიტონ ს
საგანთა	სა გან თა
ნოემბერი	ნოემბერ ი
ხეა	ხე ა
ტაძრის	ტაძრ ის
კონფედერაციაში	კონფედერ აცი აში
ასპექტებზე	ასპექტ ებ ზე
ლოქის	ლოქ ის
ინტერპრეტაცია	ინტერ პრეტაცი ა
ეყრდნობა	ეყრდნო ბ ა
გამოეცალა	გამოე ცალ ა
სიმფიზური	სიმფიზ ურ ი
უკრავდნენ	უკრ ავ დნენ
ტრაგედიას	ტრაგედი ას
დაარღვიეს	დაა რღვი ეს
სოფი	სოფ ი
ფაკულტეტს	ფაკულტეტ ს
პაპირუსის	პაპირ უს ის
კუტუზოვის	კუტუზო ვ ის
ძარცვას	ძარცვ ას
დასაშვებია	დასაშვ ებ ია
ქრისტიან	ქრისტიან
ლეონტი	ლეონ ტ ი
რალი	რალ ი
ადამიანზე	ადამიან ზე
გაცნობის	გა ცნობ ის
ეთნოსის	ეთნოს ის
ბუზი	ბუზ ი
ეკლესიები	ეკლესი ებ ი
კორპუსმა	კორპუს მ ა
ქცეულიყო	ქცეულ იყო
ფინიკიელთა	ფინიკ იელ თა
უფასოდ	უფას ოდ
მოიწონა	მოიწონ ა
საიტების	საიტ ებ ის
რქა	რქ ა
ოცდაცხრამეტი	ოცდა ცხრამეტ ი
მამაკაცებში	მამაკაც ებ ში
სწრაფია	სწრაფ ი ა
თემს	თემ ს
მაისურით	მაისურ ით
გააჩნდათ	გაა ჩნდ ათ
ომისთვის	ომ ისთვის
ერთგან	ერთ გან
მანგროს	მანგ რ ოს
შეტევებს	შეტევ ებ ს
მიცვალებულებს	მიცვალებულ ებ ს
ვოლდემორს	ვოლ დემორ ს
განწყობილება	განწყობილ ებ ა
პაკეტები	პაკეტ ებ ი
სამაზრო	სამ აზრ ო
იურისპრუდენციას	იურისპრუდენცი ას
კორიუნის	კორი უნ ის
კოსტუმები	კოსტუმ ებ ი
ლივერპულის	ლივერპ ულ ის
დაგებული	დაგ ებულ ი
აღძრა	აღ ძრ ა
მშობლებთან	მშობლ ებ თან
მხარეებს	მხარე ებ ს
ორიონის	ორიონ ის
დანაყოფებს	დანაყოფ ებ ს
ბალადების	ბალად ებ ის
კრიშტიანუ	კრიშტიან უ
ბოტანიკურ	ბოტანიკ ურ
როგორმე	როგორ მე
სლოვაკურ	სლოვაკ ურ
ნადირობდნენ	ნადირობ დ ნენ
წარმონაქმნებს	წარმონაქმნ ებ ს
დეტალს	დეტალ ს
საძიებო	საძიებ ო
ქარხნები	ქარხნ ებ ი
ალანდის	ალანდ ის
ყოფამ	ყოფ ამ
დიფერენციალურ	დიფერენ ციალურ
ისახავს	ისახ ავს
ბიომრავალფეროვნების	ბიომრავალფეროვ ნ ების
ოლიმპია	ოლიმპ ი ა
შებრუნებული	შე ბრუნ ებული
დაფის	დაფ ის
ჩვეულებრივად	ჩვეულებ რივ ად
ლეგენდები	ლეგენდ ებ ი
დაწინაურდა	და წინაურ და
მამლუქები	მამლუქ ებ ი
უგანდის	უგანდ ის
სწერდა	ს წერ და
თვითმფრინავის	თვითმფრინა ვ ის
თვისებების	თვისებ ებ ის
ცეკვას	ცეკვ ას
გადმოიბირა	გადმო იბირ ა
ორაგული	ორაგულ ი
მკითხველების	მ კითხველ ების
ჰაერით	ჰაერ ით
სიკეთის	სიკეთ ის
ვენესუელელი	ვენესუელ ელ ი
იაროსლავ	იაროსლავ
ხელნაწერია	ხელნაწერ ია
გამოიყოს	გამო იყ ოს
ასისტენტად	ასისტ ენტ ად
აფრიკელი	აფრიკ ელ ი
ჩასმულ	ჩასმ ულ
ვადას	ვად ას
ელექტროენერგიას	ელექტრო ენერგი ას
შეკუმშვას	შეკუმშ ვ ას
მგზავრობის	მგზავრ ობ ის
ხდებოდა	ხდ ებ ოდა
მხარეთმცოდნეობის	მხარე თ მცოდნე ობის
არაბულიდან	არაბულ იდან
რისგანაც	რ ისგან აც
ამყარებდა	ამყარ ებ და
საზოგადოებად	საზოგადო ებ ად
უმწეოთა	უმწეო თ ა
შეეცადა	შეეცად ა
გამოფინა	გამო ფინ ა
კონსულად	კონსულ ად
მომსწრე	მომ სწრ ე
მოქმედებისას	მოქმედ ებ ისას
ნერბისა	ნერ ბ ის ა
მოეწყოთ	მო ეწყ ოთ
ეპარქიათა	ეპარქი ათ ა
სარბიელზე	სარბი ელ ზე
რეიჩელ	რეიჩელ
დაზარალდა	დაზარალ დ ა
დოკუმენტურად	დოკუმენტ ურ ად
ეწვეოდა	ეწვ ე ოდა
კონტინენტურ	კონტინენტ ურ
ბრანდენბურგის	ბრანდ ენ ბურგის
სამოყვარულო	სა მოყვარულ ო
დისკს	დისკ ს
ტერნერის	ტერნერ ის
კანცელარია	კანცელარი ა
მოახლოებული	მოახლო ებულ ი
გვეუბნება	გვ ეუბნ ება
ლარსი	ლარს ი
ალგეთი	ალგეთ ი
იაპონიაში	იაპონ ი აში
კვაზიმოდოს	კვაზიმო დ ოს
ინგლისურმა	ინგლისურ მ ა
გამოიკვეთა	გამოი კვეთ ა
ეცილებოდა	ეცილ ებ ოდა
სამდივნო	სამდივნ ო
ახლდნენ	ახლ დ ნენ
მეკობრეებს	მეკობრე ებ ს
ყავთ	ყავ თ
უკანასკნელში	უკანასკნელ ში
ინჟინერი	ინჟინერ ი
ნახევარი	ნახევარ ი
წინააღდეგ	წინააღ დეგ
ჭეშმარიტ	ჭეშმარ იტ
პროდუქტები	პროდუქტ ებ ი
ინა	ინ ა
მონობა	მონ ობ ა
პატივსაცემი	პატივ საცემ ი
სექსუალური	სექს უ ალური
რიჩარდ	რიჩ არდ
პითაგორას	პით აგორ ას
ეგვიპტესთან	ეგვიპტ ეს თან
ატრიალებს	ა ტრიალ ებს
შთაგონებულია	შთაგონ ებულ ია
გაქირავებაში	გაქირავ ებაში
რომელზე	რომელ ზე
ერთხმად	ერთ ხმ ად
დაინტერესდნენ	დაინტერეს დ ნენ
მალიქი	მალიქ ი
სანიტარული	სან იტარ ული
ცერემონიაში	ცერემონი ა ში
სისონა	სისონ ა
განაცხადებს	განაცხად ებს
წინაპარს	წინაპარ ს
საცურავი	სა ცურავ ი
თარიღის	თარიღ ის
მუსლიმმა	მუსლიმ მ ა
კავალიერსმა	კავალიერ ს მა
ზრუნვას	ზრუნვ ას
ვინ	ვინ
გორასამარხები	გორასამარხ ებ ი
გორგასალი	გორგას ალ ი
განდგომა	განდგომ ა
პტოლემეს	პტოლემე ს
ყარაღანდის	ყარაღ ანდ ის
ლიდერობდა	ლიდერ ობ და
მოსაზრებები	მოსაზრებ ებ ი
არმიებმა	არმი ებ მა
ასტატის	ასტატ ის
მონღოლები	მონღოლ ებ ი
ბომბავდნენ	ბომბ ავ დნენ
მოძრაობების	მოძრაობ ებ ის
სისტემატიური	სისტემ ატი ური
შემოქმედებამ	შემოქმედ ებ ამ
წარწერის	წარწერ ის
ითხოვს	ითხოვ ს
ფრენა	ფრენ ა
იგდეს	იგდ ეს
ნათესავმა	ნათესავ მ ა
წინააღმდეგობები	წინააღმდეგ ობ ები
მშიერი	მშიერ ი
მადნეული	მადნ ე ული
ღუმელის	ღუმელ ის
ტიიას	ტი ი ას
ინტერვალი	ინტერვალ ი
წვიმის	წვიმ ის
მახასიათებელს	მახასიათ ებელ ს
ელფერს	ელფერ ს
საბუთები	საბუთ ებ ი
ქვიან	ქვ იან
გილგამეშის	გილგამეშ ის
წრფის	წრფ ის
ავსტრალიაში	ავსტრალი ა ში
აღზარდეს	აღ ზარდ ეს
მესაქონლეობის	მესაქონლე ობ ის
დაპატიმრებები	დაპატიმრ ებ ები
ეკონომიკის	ეკონომიკ ის
დიალექტებს	დიალექტ ებ ს
მიქსფირი	მიქს ფირ ი
მეტამორფულ	მეტამორფ ულ
მსახიობობა	მსახიობ ობ ა
მაუწყებლობას	მაუწყებლ ობ ას
სტინგმა	სტინგ მ ა
საყდრის	საყდრ ის
შეჰზადეს	შეჰზად ეს
დანიელები	დანი ელ ები
ამიერკავკასიის	ამიერ კავკასი ის
ხახა	ხახ ა
ლაქებით	ლაქ ებით
კარპატებში	კარპატ ებ ში
ბავშვისთვის	ბავშვ ისთვის
აფსიდს	აფსიდ ს
კლასიკურ	კლას იკურ
ღმრთისა	ღმრთის ა
გადახვეწილი	გადახვეწ ილ ი
მოძრაობიდან	მოძრაობ იდან
ორგანიზმში	ორგანიზმ ში
ექიმს	ექიმ ს
წამოწყებული	წამოწყებ ულ ი
ფილადელფია	ფილადელფ ი ა
ფაქტორმა	ფაქტორ მ ა
ანტიციკლონი	ანტიციკლ ონ ი
მირდატ	მირ დატ
წერტილები	წერტილ ებ ი
თამარ	თამ არ
დააღწია	და აღწი ა
წყალსაცავის	წყალ საცავ ის
ეტაპი	ეტაპ ი
ამუშავებენ	ა მუშავ ებენ
დაბრუნდება	დაბრუნ დ ება
ქალაქშია	ქალაქ შ ია
აღმოსავლეთი	აღმოსავლ ეთ ი
კონცხის	კონცხ ის
მიწით	მიწ ით
ვაჭრებმა	ვაჭრ ებ მა
ჩამოყალიბებაში	ჩამოყალიბ ებ აში
პულიცერის	პულიც ერ ის
კითხვებს	კითხვ ებ ს
კანონიზაცია	კანონ იზაცი ა
არისტოკრატული	არისტოკრატ ულ ი
სპეციფიური	სპეციფ ი ური
ვერსიის	ვერსი ის
ნათესავებმა	ნათესავ ებ მა
განედური	განედ ურ ი
ოჯახმა	ოჯახ მ ა
წარწერით	წარწერ ით
მანგანუმი	მანგანუმ ი
მთლიანობის	მთლიან ობ ის
მაზრაში	მაზრ ა ში
მისცემს	მ ისცემ ს
იკეთებს	იკეთებ ს
ზედაპირები	ზედაპირ ებ ი
დასახლებულები	დასახლ ებულ ები
ფასდაუდებელია	ფასდაუდ ებელ ია
ერთეულად	ერთეულ ად
შეტევით	შეტევ ით
ინტენსიურმა	ინტენსი ურ მა
ბედნიერებაა	ბედნიერ ებ აა
ალბომსა	ალბომ ს ა
დაედო	დაე დ ო
მეტაფიზიკურ	მეტაფიზიკურ
მიღებაზე	მიღებ ა ზე
ტექნიკუმი	ტექნიკ უმ ი
ჰანგები	ჰანგ ებ ი
ბგერებს	ბგერ ებ ს
ზეახლის	ზეახლ ის
თეატრის	თეატრ ის
პალეოლოგოსის	პალეოლოგ ოს ის
ჩაწერაში	ჩაწერ ა ში
ობობების	ობობ ებ ის
დივერგენცია	დივერგენ ცი ა
ორგანიზებას	ორგანიზ ებ ას
ეფატეს	ეფ ატ ეს
ასასვლელად	ა სასვლელ ად
ახალციხეში	ახალციხ ეში
სიონში	სიონ ში
გაყიდვა	გა ყიდვ ა
დაბლობის	დაბლობ ის
ღვთისგან	ღვთ ისგან
განდის	გან დ ის
ბრაზილია	ბრაზილი ა
შემორჩენილი	შემო რჩენილ ი
გზამკვლევი	გზა მკვლევ ი
შემცირდა	შემცირ დ ა
ლიცენზიას	ლიცენზი ას
ვიზუალურ	ვიზ უ ალურ
რანგში	რანგ ში
დამსახურების	დამსახურებ ის
სოციალური	სოციალ ურ ი
შიშს	შიშ ს
ჩამოსაყალიბებლად	ჩამოსა ყალიბ ებლად
ოსგუდის	ოსგუდ ის
სახელმწიფოში	სახელმწიფო ში
სპა	სპ ა
შეურიგებელი	შეუ რიგ ებელი
ფრონტონზე	ფრონტ ონ ზე
დაპყრობები	დაპყრობ ებ ი
საწარმოებში	საწარმო ებ ში
რობენის	რობენ ის
უმნიშვნელოვანესია	უმნიშვნელ ოვანესი ა
ძლიერაა	ძლიერ ა ა
მარადი	მარად ი
კაპის	კაპ ის
ჯულიუს	ჯული უს
გამარჯვებულს	გამარჯვ ებულ ს
მეთვალყურეობის	მეთვალ ყურე ობის
სალამურზე	სალამურ ზე
დასძინა	დას ძინ ა
მაო	მა ო
მიესადაგება	მი ესადაგ ება
გეოლოგიის	გეოლოგი ის
ნიმუშად	ნიმუშ ად
გაფართოების	გაფართო ების
ელექტრონიკაში	ელექტრონ იკ აში
პრეტენზიებზე	პრეტენზი ებ ზე
შემუშავების	შემუშავ ებ ის
სანდრო	სანდრ ო
თანხმობის	თანხმ ობ ის
ღონისძიებები	ღონისძიებ ებ ი
ეპილეფსიური	ეპილეფსი ურ ი
პროტონებისა	პროტონ ებ ისა
შეწყალების	შეწყალ ებ ის
ჩარევით	ჩარევ ით
პილასტრები	პილასტრ ებ ი
ციხეა	ციხე ა
დღესასწაულის	დღესასწა ულ ის
აი	აი
ბერტ	ბერტ
გაიტაცეს	გა იტაც ეს
გამაგრდნენ	გამაგრ დ ნენ
ფასეულობათა	ფასეულ ობ ათა
ორბელიანს	ორბელ იან ს
ლექსის	ლექს ის
უიტმენის	უიტ მენ ის
დაუდეს	დაუ დ ეს
ნადირზე	ნადირ ზე
ყვავილოვანი	ყვავილ ოვან ი
ნეპალი	ნეპალ ი
კეშის	კეშ ის
ორივემ	ორივე მ
სამუსიკო	სა მუსიკ ო
გადასატანი	გადასა ტან ი
კანაფის	კანაფ ის
გაქცევაში	გაქცევ ა ში
ჩიქოვანი	ჩიქოვან ი
გაირკვევა	გაი რკვევ ა
წასულა	წა სულ ა
სანგრებში	სანგრ ებ ში
ირიდიუმის	ირიდ იუმ ის
ასწლეულში	ასწლეულ ში
რეზერფორდმა	რეზერ ფორდ მა
აიყვანა	ა იყვან ა
დადიანი	დადიან ი
სექტორებში	სექტორ ებ ში
კოლონიზაცია	კოლონ იზაცი ა
უთხარი	უ თხარ ი
შემდგომი	შემდგომ ი
რიუკიუს	რიუკ იუს
მწუხარებით	მწუხარ ებით
მიმდინარეობდა	მიმდინარეობ და
ტიხრული	ტიხრ ულ ი
სამი	სამ ი
ეხლანდელი	ეხლ ანდ ელი
ლიგის	ლიგ ის
პოლონელმა	პოლონ ელ მა
დერეკ	დერ ეკ
მსმენელის	მსმენე ლ ის
ურბინოს	ურბ ინ ოს
შეეწირათ	შეეწირ ათ
ფეხბურთელი	ფეხბურთ ელ ი
გამოჯანმრთელდა	გამო ჯანმრთელ დ ა
შეჩერდნენ	შეჩერ დ ნენ
ურთიერთქმედებას	ურთიერთ ქმედ ებას
მიმართვის	მიმართ ვ ის
გახურებულ	გახურ ებულ
ყაზანის	ყაზ ან ის
ფრინველების	ფრინველ ებ ის
თავთავის	თავ თავ ის
ლაბორატორიულ	ლაბორატორ ი ულ
რეიგანი	რეიგან ი
მცენარეულობით	მცენარეულ ობით
თეოლოგი	თე ოლოგი
კვლევებისა	კვლევ ებ ისა
ჰაიდ	ჰა იდ
მტრისთვის	მტრ ისთვის
პოლარულ	პოლარ ულ
გაყიდეს	გაყიდ ეს
მინდორს	მინდორ ს
შეითვისა	შე ითვის ა
ფერი	ფერ ი
თეორემა	თეორემ ა
ცალკე	ცალკე
პოლიგონი	პოლიგონ ი
ნეკნები	ნეკნ ებ ი
მხარისათვის	მხარ ისა თვის
ირანიდან	ირან იდან
ანებებს	ან ებ ებს
შესასვლელი	შესასვლელ ი
გომინდანის	გო მინდან ის
პორტუგალიელი	პორტუგალ ი ელი
დაეხმარებოდა	დაეხმარ ებ ოდა
დედაქალაქიდან	დედაქალაქ იდან
პროგრესულად	პროგრეს ულ ად
ჩემპიონატების	ჩემპიონატ ების
პროგრამებით	პროგრამ ებით
გამოცხადებამდე	გამოცხადებ ამდე
აღიქვამდა	აღიქვ ამ და
პარიზში	პარიზ ში
წიაღისეულის	წიაღისეულ ის
ინდიელებს	ინდიელ ებ ს
ყოველ	ყოვ ელ
გაერთიანებებს	გაერთიანებ ებ ს
გროვდება	გროვ დებ ა
გამახვილებულია	გამახვილ ებულ ია
ცოის	ცო ის
შრიფტით	შრიფტ ით
აიხსნას	ა იხსნ ას
ჩასაბერი	ჩასა ბერ ი
დაგი	დაგ ი
უდიდებულესობის	უდიდებულ ეს ობის
კახეთის	კახეთ ის
გრანადის	გრანად ის
ბორნეოს	ბორნე ოს
გამხდარიყო	გამხდ არ იყო
სტატისტიკურ	სტატისტ იკურ
უდიდესი	უდიდეს ი
შაჰნამეს	შაჰნამ ეს
მოაშორა	მო აშორ ა
დიაგნოსტიკა	დიაგნოსტ იკ ა
კანტონებად	კანტონ ებ ად
კივილი	კივ ილ ი
აღწევდნენ	აღ წევ დნენ
სხვაზე	სხვ ა ზე
ტრადიციულად	ტრადიცი ულ ად
კონტინენტზე	კონტინენტ ზე
საკვები	საკვებ ი
აქამდე	აქ ამდე
სამრეწველო	სა მრეწველ ო
ეტაპობრივი	ეტაპ ობრივ ი
თამაშიანი	თამაშ იან ი
კონფლიქტის	კონფლიქ ტ ის
სიტყვებისა	სიტყვ ებ ისა
სირიისა	სირი ის ა
შეხვედრა	შეხვედრ ა
ჩაშლა	ჩაშლ ა
შაკო	შაკ ო
ლიცენზიების	ლიცენზი ებ ის
ვიოლინოს	ვიოლინ ოს
ლეშს	ლეშ ს
მოცულობის	მოცულ ობ ის
დაფები	დაფ ებ ი
ნოლანის	ნოლან ის
ვარსკვლავით	ვარსკვლავ ით
ოთხზე	ოთხ ზე
ჩჟუ	ჩჟ უ
დომ	დ ომ
ნოლდორები	ნოლდორ ებ ი
ბრიტანეთთან	ბრიტან ეთ თან
დანერგილი	დანერგ ილ ი
იონის	ი ონ ის
ერთმა	ერთ მ ა
თმების	თმ ებ ის
სრულფასოვანი	სრულფას ოვან ი
ცხადდებოდა	ცხად დ ებოდა
დალექვის	დალექ ვ ის
კრიტიკულ	კრიტიკ ულ
პალეონტოლოგიური	პალეონტ ოლოგი ური
განსწავლული	გან სწავლ ული
ჩაენაცვლებინა	ჩაე ნაცვლ ებინა
მემორიალურ	მემორი ალურ
მაიკი	მა იკ ი
ვანუატუს	ვანუატუ ს
გამოცხადებიდან	გამოცხადებ იდან
დაუფიქრებლად	დაუ ფიქრ ებლად
გდრ	გ დრ
კონკისტადორებმა	კონკისტადორ ებ მა
მეცნიერებებს	მეცნიერებ ებ ს
მაგნიტურ	მაგნიტურ
არსენალმა	არსენალ მ ა
გვერდს	გვერდ ს
სტიქიის	სტიქი ის
თაიფ	თა იფ
მეშლება	მე შლ ება
განჯის	განჯ ის
აღსარებისთვის	აღსარ ებ ისთვის
მოკიდება	მო კიდ ება
მუსლიმთა	მუსლიმ თ ა
ნაციონალიზმის	ნაციონალ იზმ ის
მზადების	მზად ების
ქვეშა	ქვეშ ა
წაართვა	წა ართვ ა
თემურიდების	თემ ურ იდების
მუსლიმი	მუსლიმ ი
შეფიცულთა	შეფიც ულ თა
ცხენებს	ცხენ ებ ს
დადებითია	დადებით ი ა
პაპა	პაპ ა
ეკოლოგიური	ეკოლოგი ურ ი
პატარ	პატ არ
მორინ	მო რინ
შარაძე	შარ აძე
არიული	არი ული
ტრანსკრიპციის	ტრანსკრიპ ცი ის
შეკავება	შეკავებ ა
კარლს	კარლ ს
ფერმენტაციის	ფერმენტ აცი ის
ბეიფილდის	ბეი ფილდ ის
მიმდგომი	მი მდგომ ი
ნახშირწყლებს	ნახშირწყ ლ ებს
ასოების	ასო ებ ის
ტერიტორიები	ტერიტორი ებ ი
ისიდა	ის იდ ა
ხელისუფლებაზე	ხელისუფლებ ა ზე
ნოზაძე	ნოზ აძე
ნაშრომებისა	ნაშრომ ებ ისა
საზოგადოებამ	საზოგადო ებ ამ
პირიქითა	პირიქით ა
აკადემია	აკადემი ა
სკოლა	სკოლ ა
ბრძენის	ბრძენ ის
ქსელის	ქსელ ის
საამების	საამ ებ ის
გეომეტრიული	გეომეტრი ულ ი
მოახერხებენ	მო ახერხ ებენ
მასშტაბი	მასშტაბ ი
საკავალერიო	სა კავალერი ო
სივრცეა	სივრცე ა
სიამოვნება	სიამოვნ ებ ა
მესამემ	მესამე მ
გადაწყვეტილებებს	გადაწყვე ტილებ ებს
პარაზიტია	პარაზიტ ია
ჰარისონმა	ჰარი სონ მა
ძველთაგანვე	ძველ თაგან ვე
დარქმეული	და რქმე ული
სამეფოდან	სამეფო დან
მოქმედ	მოქმედ
სათეატრო	სა თეატრ ო
ურწმუნო	უ რწმუნ ო
