ბათუმში	ბათუმ ში
შუახმელეთში	შუახმელეთ ში
რედაქციას	რედაქცი ას
საცალფეხო	საცალ ფეხ ო
უკეთესად	უკეთეს ად
ქვეშევრდომობაში	ქვეშევრ დომ ობაში
ზეწოლამ	ზეწოლ ამ
ფარნაოზს	ფარნაოზ ს
მომთხოვნი	მომ თხოვნ ი
ალიზის	ალიზ ის
მწვრთნელად	მწვრთნელ ად
როჟე	როჟ ე
რიგით	რიგ ით
ლოგიკა	ლოგიკ ა
ნელსონმა	ნელსონ მ ა
ადგილით	ადგილ ით
ვაჟისთვის	ვაჟ ისთვის
ინდოჩინეთის	ინდოჩინ ეთ ის
ევაგრე	ე ვ აგრე
ერაყი	ერაყ ი
პიროსი	პირ ოს ი
ურთიერთმოქმედების	ურთიერთ მოქმედ ების
ადამ	ად ამ
მონასტრიდან	მონასტრ ი დან
იჯარით	იჯარ ით
ღვიძლში	ღვიძლ ში
ესაუბრებოდა	ესაუბრ ებ ოდა
დუღაბით	დუღაბ ით
ჩხერიმელის	ჩხერი მელ ის
დარბაზს	დარბაზ ს
გვალვაგამძლეა	გვალვ აგამძლე ა
ეთხოვა	ეთხოვ ა
მისანიჭებლად	მი სანიჭ ებლად
ბურთისთვის	ბურთ ისთვის
ესმერალდას	ესმერალდ ას
ჩაქრობა	ჩა ქრობ ა
გლადიატორთა	გლადიატ ორ თა
მიკრობული	მიკრო ბ ული
ნაკლებობა	ნაკლებ ობ ა
ისწავლის	ისწავლ ის
ნეტსის	ნეტს ი ს
პილოტები	პილოტ ებ ი
შემოესია	შემო ეს ია
შესაძლებლობაზე	შესაძლე ბლობ აზე
ჩინელთა	ჩინელ თ ა
საკონსტრუქტორო	სა კონსტრუქ ტორ ო
ხორვატი	ხორვატ ი
ტროას	ტრო ას
ჩანჩქერთან	ჩანჩქ ერ თან
მეთოდეს	მეთოდ ეს
მკვლევარებს	მკვლევარ ებ ს
მედალიონში	მედალ იონ ში
ცხოველებია	ცხოველ ებ ია
ეპოქის	ეპოქ ი ს
ტყავის	ტყავ ი ს
მოზელის	მო ზე ლის
მიდგა	მი დგ ა
ნიკეის	ნიკე ის
აბარებს	აბ არ ებს
მოუხერხებელია	მოუ ხერხ ებელია
სათათბიროს	სა თათბირ ოს
სასმელ	სას მელ
აღსასრულის	აღ სასრულ ის
გამოკვეთა	გამო კვეთ ა
ხსენებული	ხსენ ებულ ი
შოუ	შოუ
სამფლობელოებში	სამფლობელო ებ ში
მოგვიანებით	მოგვიან ებ ით
სახისაა	სახ ისა ა
ზაქარაია	ზაქარ ა ია
პლატოზე	პლატო ზე
გადაადგილდებიან	გადაადგილ დ ებიან
მისვლას	მისვლ ას
კიდურებით	კიდურ ებ ით
ხეტიალი	ხეტიალ ი
მასებით	მას ებ ით
საავტორო	სა ავტორ ო
ხერხემლიან	ხერხემ ლ იან
ფლეტჩერმა	ფლეტჩერ მ ა
სიხშირეზე	სიხშირ ე ზე
იმარჯვეს	იმარჯვ ეს
ბერნარდი	ბერნარდ ი
ხუნძახის	ხუნ ძახ ის
თავსაბურავი	თავსაბურავი
იტევს	იტევ ს
კერკეტი	კერ კეტ ი
მეტრს	მეტრ ს
ამოშვერილი	ამო შვერილ ი
აყენებს	აყენ ებ ს
გვერდში	გვერდ ში
გზაზე	გზ აზე
ჰასეკი	ჰას ეკ ი
ალყიდან	ალყ ი დან
აგარაკი	აგარაკ ი
განივ	გან ივ
სახალიფოში	სახალიფ ო ში
ჰოუქსმა	ჰოუქს მ ა
თეატრისთვის	თეატრ ისთვის
პართია	პართი ა
ხავიერ	ხავ ი ერ
არაჩვეულებრივ	არა ჩვეულ ებრივ
ზამთრობს	ზამთრ ობ ს
სიმწარე	სიმ წარ ე
გამოტანილია	გამო ტან ილია
კისერი	კისერ ი
ფორმირება	ფორმირ ებ ა
ბირთვების	ბირთვ ებ ის
ენდემია	ენდემ ი ა
ტურიდან	ტურ ი დან
გრონინგენის	გრონინგენ ი ს
ჰიპოთეზის	ჰიპოთეზ ი ს
მოლეკულა	მოლეკულ ა
წინააზიური	წინა აზი ური
სპეც	სპე ც
ხერხდება	ხერხ დ ება
წარმართულ	წარმართ ულ
ინტერესებზე	ინტერეს ებ ზე
თაღში	თაღ ში
სიძლიერეს	სიძლიერ ეს
ნაწლავს	ნაწლავ ს
შახტებში	შახტ ებ ში
ვილიამ	ვილ ი ამ
თივის	თივ ის
იდეალურად	იდეალ ურ ად
პეიტონს	პეიტონ ს
საგანთა	საგან თ ა
ნოემბერი	ნოემბერ ი
ხეა	ხე ა
ტაძრის	ტაძრ ის
კონფედერაციაში	კონ ფედერაცი აში
ასპექტებზე	ასპექტ ებ ზე
ლოქის	ლ ოქ ის
ინტერპრეტაცია	ინტერ პრეტაცი ა
ეყრდნობა	ე ყრდნობ ა
გამოეცალა	გამოე ცალ ა
სიმფიზური	სიმ ფიზ ურ ი
უკრავდნენ	უკრავ დ ნენ
ტრაგედიას	ტრაგედი ას
დაარღვიეს	და არღვი ეს
სოფი	სოფ ი
ფაკულტეტს	ფაკულტეტ ს
პაპირუსის	პაპირ უს ის
კუტუზოვის	კუტუზ ოვ ის
ძარცვას	ძარცვ ას
დასაშვებია	და საშვებ ია
ქრისტიან	ქრისტიან
ლეონტი	ლეონ ტ ი
რალი	რ ალ ი
ადამიანზე	ადამიან ზე
გაცნობის	გა ცნობ ის
ეთნოსის	ეთნოს ი ს
ბუზი	ბ უზ ი
ეკლესიები	ეკლესი ებ ი
კორპუსმა	კორპუს მ ა
ქცეულიყო	ქცეულ იყო
ფინიკიელთა	ფინიკი ელ თა
უფასოდ	უფას ოდ
მოიწონა	მოიწონ ა
საიტების	საიტ ებ ის
რქა	რქ ა
ოცდაცხრამეტი	ოცდა ცხრამეტ ი
მამაკაცებში	მამაკაც ებ ში
სწრაფია	სწრაფ ი ა
თემს	თემ ს
მაისურით	მაისურ ით
გააჩნდათ	გა აჩნ დათ
ომისთვის	ომ ისთვის
ერთგან	ერთ გან
მანგროს	მანგ რ ო ს
შეტევებს	შეტევ ებ ს
მიცვალებულებს	მიცვალ ებულ ებს
ვოლდემორს	ვოლდემორ ს
განწყობილება	განწყობილ ებ ა
პაკეტები	პაკეტ ებ ი
სამაზრო	სა მაზრ ო
იურისპრუდენციას	იურისპ რუდენცი ას
კორიუნის	კორიუნ ის
კოსტუმები	კოსტუმ ებ ი
ლივერპულის	ლივერპ ულ ის
დაგებული	დაგ ებულ ი
აღძრა	აღ ძრ ა
მშობლებთან	მშობლ ებ თან
მხარეებს	მხარე ებ ს
ორიონის	ორ იონ ის
დანაყოფებს	დანაყოფ ებს
ბალადების	ბალად ებ ის
კრიშტიანუ	კრიშტიან უ
ბოტანიკურ	ბოტან იკ ურ
როგორმე	როგორ მ ე
სლოვაკურ	სლოვაკ ურ
ნადირობდნენ	ნადირ ობ დნენ
წარმონაქმნებს	წარმო ნაქმნ ებს
დეტალს	დეტალ ს
საძიებო	საძიებ ო
ქარხნები	ქარხნ ებ ი
ალანდის	ალ ანდ ის
ყოფამ	ყოფ ამ
დიფერენციალურ	დიფერენცი ალ ურ
ისახავს	ისახ ავ ს
ბიომრავალფეროვნების	ბიო მრავალფეროვნე ბ ის
ოლიმპია	ოლიმპ ი ა
შებრუნებული	შე ბრუნ ებული
დაფის	დაფ ის
ჩვეულებრივად	ჩვეულებრივ ად
ლეგენდები	ლეგენდ ებ ი
დაწინაურდა	დაწინაურ და
მამლუქები	მამლუქ ებ ი
უგანდის	უგანდ ის
სწერდა	სწერ დ ა
თვითმფრინავის	თვითმ ფრინავ ის
თვისებების	თვისებ ებ ის
ცეკვას	ცეკვ ას
გადმოიბირა	გადმოი ბირ ა
ორაგული	ორაგულ ი
მკითხველების	მკითხველ ებ ის
ჰაერით	ჰაერ ით
სიკეთის	სიკეთ ის
ვენესუელელი	ვენესუ ელ ელი
იაროსლავ	ია როსლავ
ხელნაწერია	ხელნაწერ ია
გამოიყოს	გამო იყ ოს
ასისტენტად	ასისტ ენტ ად
აფრიკელი	აფრიკ ელ ი
ჩასმულ	ჩასმ ულ
ვადას	ვად ას
ელექტროენერგიას	ელექტრო ენერგი ას
შეკუმშვას	შეკუმშ ვ ას
მგზავრობის	მგზავრ ობ ის
ხდებოდა	ხ დ ებოდა
მხარეთმცოდნეობის	მხარე თმცოდნე ობის
არაბულიდან	არაბულ ი დან
რისგანაც	რ ისგან აც
ამყარებდა	ამყარ ებ და
საზოგადოებად	საზოგადო ებ ად
უმწეოთა	უმწეო თ ა
შეეცადა	შეეცად ა
გამოფინა	გამო ფინ ა
კონსულად	კონსულ ად
მომსწრე	მომ სწრ ე
მოქმედებისას	მოქმედებ ის ას
ნერბისა	ნერბ ის ა
მოეწყოთ	მო ეწყ ოთ
ეპარქიათა	ეპარქი ათ ა
სარბიელზე	სარბიელ ზე
რეიჩელ	რეიჩ ელ
დაზარალდა	დაზარალ დ ა
დოკუმენტურად	დოკუმენტ ურ ად
ეწვეოდა	ეწვ ე ოდა
კონტინენტურ	კონტინენტ ურ
ბრანდენბურგის	ბრანდ ენ ბურგის
სამოყვარულო	სა მოყვარულ ო
დისკს	დისკ ს
ტერნერის	ტერნერ ის
კანცელარია	კანცელარ ი ა
მოახლოებული	მოახლოებ ულ ი
გვეუბნება	გვ ეუბნ ება
ლარსი	ლარ ს ი
ალგეთი	ალგეთ ი
იაპონიაში	იაპონი აშ ი
კვაზიმოდოს	კვაზიმოდ ოს
ინგლისურმა	ინგლისურ მ ა
გამოიკვეთა	გამოი კვეთ ა
ეცილებოდა	ეცილ ებოდა
სამდივნო	სამდივნ ო
ახლდნენ	ახლ დ ნენ
მეკობრეებს	მეკობრ ე ებს
ყავთ	ყავ თ
უკანასკნელში	უკანასკნელ ში
ინჟინერი	ინჟინერ ი
ნახევარი	ნახევარ ი
წინააღდეგ	წინა აღდეგ
ჭეშმარიტ	ჭეშმარი ტ
პროდუქტები	პროდუქტ ებ ი
ინა	ინ ა
მონობა	მონ ობ ა
პატივსაცემი	პატივ საცემ ი
სექსუალური	სექსუალ ური
რიჩარდ	რიჩ არდ
პითაგორას	პითაგორ ას
ეგვიპტესთან	ეგვიპტ ეს თან
ატრიალებს	ა ტრიალებ ს
შთაგონებულია	შთაგონ ებულ ია
გაქირავებაში	გა ქირავ ებაში
რომელზე	რომელ ზე
ერთხმად	ერთხმ ად
დაინტერესდნენ	დაინტერეს დ ნენ
მალიქი	მალიქ ი
სანიტარული	სან იტარ ული
ცერემონიაში	ცერემონი აშ ი
სისონა	ს ისონ ა
განაცხადებს	განაცხად ებ ს
წინაპარს	წინაპარ ს
საცურავი	სა ცურავ ი
თარიღის	თარიღ ის
მუსლიმმა	მუსლიმ მ ა
კავალიერსმა	კავალიერს მ ა
ზრუნვას	ზრუნვ ას
ვინ	ვინ
გორასამარხები	გორასამარხ ებ ი
გორგასალი	გორგას ალ ი
განდგომა	განდგომ ა
პტოლემეს	პტოლემე ს
ყარაღანდის	ყარაღ ანდ ის
ლიდერობდა	ლიდერ ობ და
მოსაზრებები	მოსაზრ ებ ები
არმიებმა	არმი ებ მა
ასტატის	ასტატი ს
მონღოლები	მონღოლ ებ ი
ბომბავდნენ	ბომბ ავ დნენ
მოძრაობების	მოძრაობ ებ ის
სისტემატიური	სისტემატ იურ ი
შემოქმედებამ	შემოქმედებ ამ
წარწერის	წარწერ ის
ითხოვს	ითხოვ ს
ფრენა	ფრენ ა
იგდეს	იგდ ეს
ნათესავმა	ნათესავ მ ა
წინააღმდეგობები	წინააღმდეგობ ებ ი
მშიერი	მში ერ ი
მადნეული	მადნეულ ი
ღუმელის	ღუმელ ი ს
ტიიას	ტი ი ას
ინტერვალი	ინტერვალ ი
წვიმის	წვიმ ის
მახასიათებელს	მახასიათე ბელ ს
ელფერს	ელფერ ს
საბუთები	საბუთ ებ ი
ქვიან	ქვ იან
გილგამეშის	გილგამ ეშ ის
წრფის	წრფ ი ს
ავსტრალიაში	ავსტრალი აშ ი
აღზარდეს	აღ ზარდ ეს
მესაქონლეობის	მესაქონ ლეობ ის
დაპატიმრებები	დაპატიმრ ებ ები
ეკონომიკის	ეკონომ იკ ის
დიალექტებს	დიალექტ ებ ს
მიქსფირი	მიქს ფირ ი
მეტამორფულ	მეტამორფ ულ
მსახიობობა	მსახიობ ობა
მაუწყებლობას	მაუწყებ ლობ ას
სტინგმა	სტინგ მ ა
საყდრის	საყდრ ის
შეჰზადეს	შეჰზა დ ეს
დანიელები	დანი ელ ები
ამიერკავკასიის	ამიერკავკას ი ის
ხახა	ხახ ა
ლაქებით	ლაქ ებ ით
კარპატებში	კარპატ ებ ში
ბავშვისთვის	ბავშვ ისთვის
აფსიდს	აფსიდ ს
კლასიკურ	კლასიკ ურ
ღმრთისა	ღმრთის ა
გადახვეწილი	გადა ხვეწ ილი
მოძრაობიდან	მოძრაობ ი დან
ორგანიზმში	ორგანიზმ ში
ექიმს	ექიმ ს
წამოწყებული	წამო წყ ებული
ფილადელფია	ფილადელფი ა
ფაქტორმა	ფაქტორ მ ა
ანტიციკლონი	ანტიციკლ ონ ი
მირდატ	მი რდატ
წერტილები	წერტილ ებ ი
თამარ	თამ არ
დააღწია	და აღწი ა
წყალსაცავის	წყალ საცავ ის
ეტაპი	ეტაპ ი
ამუშავებენ	ა მუშავ ებენ
დაბრუნდება	დაბრუნ დ ება
ქალაქშია	ქალაქ შ ია
აღმოსავლეთი	აღმოსავლ ეთ ი
კონცხის	კონცხ ის
მიწით	მიწ ით
ვაჭრებმა	ვაჭრ ებ მა
ჩამოყალიბებაში	ჩამოყალიბ ებ აში
პულიცერის	პულიცერ ის
კითხვებს	კითხვ ებ ს
კანონიზაცია	კანონ იზაცი ა
არისტოკრატული	არისტოკრა ტ ული
სპეციფიური	სპეციფ იურ ი
ვერსიის	ვერსი ის
ნათესავებმა	ნათესავ ებ მა
განედური	განედ ურ ი
ოჯახმა	ოჯახ მ ა
წარწერით	წარწერ ით
მანგანუმი	მანგანუმ ი
მთლიანობის	მთლიან ობ ის
მაზრაში	მაზრ აშ ი
მისცემს	მი სცემ ს
იკეთებს	იკეთ ებ ს
ზედაპირები	ზედაპირ ებ ი
დასახლებულები	დასახლებულ ებ ი
ფასდაუდებელია	ფასდაუდ ებელ ია
ერთეულად	ერთეულ ად
შეტევით	შეტევ ით
ინტენსიურმა	ინტენსი ურ მა
ბედნიერებაა	ბედნიერ ება ა
ალბომსა	ალბომ სა
დაედო	დაე დ ო
მეტაფიზიკურ	მეტა ფიზიკურ
მიღებაზე	მიღებ აზე
ტექნიკუმი	ტექნიკ უმ ი
ჰანგები	ჰანგ ებ ი
ბგერებს	ბგერ ებ ს
ზეახლის	ზეახლ ის
თეატრის	თეატრ ი ს
პალეოლოგოსის	პალეოლოგოს ის
ჩაწერაში	ჩაწერ აშ ი
ობობების	ობ ობ ების
დივერგენცია	დივერგ ენცი ა
ორგანიზებას	ორგანიზ ებ ას
ეფატეს	ეფ ატ ეს
ასასვლელად	ა სასვლელ ად
ახალციხეში	ახალციხ ეშ ი
სიონში	სიონ ში
გაყიდვა	გაყიდვ ა
დაბლობის	და ბლობ ის
ღვთისგან	ღვთ ისგან
განდის	გან დ ის
ბრაზილია	ბრაზილ ი ა
შემორჩენილი	შემო რჩენილ ი
გზამკვლევი	გზამკვლევ ი
შემცირდა	შემცირ დ ა
ლიცენზიას	ლიცენზი ას
ვიზუალურ	ვიზუ ალ ურ
რანგში	რანგ ში
დამსახურების	დამსახურ ებ ის
სოციალური	სოციალ ურ ი
შიშს	შიშ ს
ჩამოსაყალიბებლად	ჩამოს აყალიბ ებლად
ოსგუდის	ოსგუ დ ის
სახელმწიფოში	სახელმწიფ ო ში
სპა	სპ ა
შეურიგებელი	შეურიგ ებელ ი
ფრონტონზე	ფრონტ ონ ზე
დაპყრობები	დაპყრობ ებ ი
საწარმოებში	საწარმო ებ ში
რობენის	რობენ ი ს
უმნიშვნელოვანესია	უ მნიშვნელოვან ეს ია
ძლიერაა	ძლიერ ა ა
მარადი	მარად ი
კაპის	კაპ ის
ჯულიუს	ჯული უს
გამარჯვებულს	გამარჯვ ებულ ს
მეთვალყურეობის	მეთვალყურე ობის
სალამურზე	სალამურ ზე
დასძინა	დას ძინ ა
მაო	მ ა ო
მიესადაგება	მიე სადაგ ება
გეოლოგიის	გეოლოგი ის
ნიმუშად	ნიმუშ ად
გაფართოების	გაფართოებ ის
ელექტრონიკაში	ელექტრონ იკ აში
პრეტენზიებზე	პრეტენ ზი ებზე
შემუშავების	შემუშავ ებ ის
სანდრო	სანდრ ო
თანხმობის	თანხმ ობ ის
ღონისძიებები	ღონისძი ებ ები
ეპილეფსიური	ეპილეფს იურ ი
პროტონებისა	პროტონ ებ ისა
შეწყალების	შე წყალ ების
ჩარევით	ჩარევ ით
პილასტრები	პილასტრ ებ ი
ციხეა	ციხე ა
დღესასწაულის	დღესასწაუ ლ ის
აი	აი
ბერტ	ბერტ
გაიტაცეს	გა იტაც ეს
გამაგრდნენ	გამაგრ დ ნენ
ფასეულობათა	ფასეულობ ათა
ორბელიანს	ორბელიან ს
ლექსის	ლექს ის
უიტმენის	უიტ მენ ის
დაუდეს	დაუ დ ეს
ნადირზე	ნადირ ზე
ყვავილოვანი	ყვავილ ოვან ი
ნეპალი	ნეპალ ი
კეშის	კეშ ის
ორივემ	ორივე მ
სამუსიკო	სამუს იკ ო
გადასატანი	გადასატან ი
კანაფის	კანაფ ის
გაქცევაში	გაქცევ აშ ი
ჩიქოვანი	ჩიქოვან ი
გაირკვევა	გაი რკვევ ა
წასულა	წასულ ა
სანგრებში	სანგრ ებ ში
ირიდიუმის	ირიდ იუმ ის
ასწლეულში	ასწლეულ ში
რეზერფორდმა	რეზერფორდ მა
აიყვანა	ა იყვან ა
დადიანი	დადიან ი
სექტორებში	სექტორ ებ ში
კოლონიზაცია	კოლონიზაცი ა
უთხარი	უ თხარ ი
შემდგომი	შე მდგომ ი
რიუკიუს	რიუკ იუს
მწუხარებით	მწუხარ ებით
მიმდინარეობდა	მიმდინარე ობ და
ტიხრული	ტი ხრ ული
სამი	სამ ი
ეხლანდელი	ეხლ ანდელ ი
ლიგის	ლიგ ის
პოლონელმა	პოლონ ელ მა
დერეკ	დერ ეკ
მსმენელის	მსმენელ ის
ურბინოს	ურბ ინ ოს
შეეწირათ	შეე წირ ათ
ფეხბურთელი	ფეხბურთ ელ ი
გამოჯანმრთელდა	გამო ჯანმრთელ და
შეჩერდნენ	შეჩერ დ ნენ
ურთიერთქმედებას	ურთიერთ ქმედებ ას
მიმართვის	მიმართვ ის
გახურებულ	გახურ ებულ
ყაზანის	ყაზ ან ის
ფრინველების	ფრინველ ებ ის
თავთავის	თავთავ ის
ლაბორატორიულ	ლაბორატორ ი ულ
რეიგანი	რეიგან ი
მცენარეულობით	მცენარეულობ ით
თეოლოგი	თე ოლოგ ი
კვლევებისა	კვლევ ებისა
ჰაიდ	ჰა იდ
მტრისთვის	მტრ ისთვის
პოლარულ	პოლარ ულ
გაყიდეს	გაყიდ ეს
მინდორს	მინდორ ს
შეითვისა	შე ითვის ა
ფერი	ფერ ი
თეორემა	თეორემ ა
ცალკე	ცალკე
პოლიგონი	პოლიგონ ი
ნეკნები	ნეკნ ებ ი
მხარისათვის	მხარ ისა თვის
ირანიდან	ირან ი დან
ანებებს	ან ებ ებს
შესასვლელი	შე სასვლელ ი
გომინდანის	გომინდა ნ ის
პორტუგალიელი	პორტუგალ იელ ი
დაეხმარებოდა	დაეხმარ ებ ოდა
დედაქალაქიდან	დედაქალაქ იდან
პროგრესულად	პროგრეს ულ ად
ჩემპიონატების	ჩემპიონატ ებ ის
პროგრამებით	პროგრამ ებ ით
გამოცხადებამდე	გამოცხად ებ ამდე
აღიქვამდა	აღიქვ ამ და
პარიზში	პარიზ ში
წიაღისეულის	წიაღ ისეულ ის
ინდიელებს	ინდი ელ ებს
ყოველ	ყოველ
გაერთიანებებს	გაერთიან ებ ებს
გროვდება	გროვ დ ება
გამახვილებულია	გამახვილ ებულ ია
ცოის	ცო ის
შრიფტით	შრიფტ ით
აიხსნას	ა იხსნ ას
ჩასაბერი	ჩასა ბერ ი
დაგი	დაგ ი
უდიდებულესობის	უდიდებულ ეს ობის
კახეთის	კახეთ ის
გრანადის	გრანად ის
ბორნეოს	ბორნე ოს
გამხდარიყო	გა მხდარ იყო
სტატისტიკურ	სტატისტიკ ურ
უდიდესი	უდიდეს ი
შაჰნამეს	შაჰნა მ ეს
მოაშორა	მო აშორ ა
დიაგნოსტიკა	დიაგნო სტიკ ა
კანტონებად	კანტონ ებ ად
კივილი	კივ ილ ი
აღწევდნენ	აღ წევ დნენ
სხვაზე	სხვ აზე
ტრადიციულად	ტრადიცი ულ ად
კონტინენტზე	კონტინენტ ზე
საკვები	საკვებ ი
აქამდე	აქ ამდე
სამრეწველო	სა მრეწველ ო
ეტაპობრივი	ეტაპ ობრივ ი
თამაშიანი	თამაშ იან ი
კონფლიქტის	კონფლიქტ ის
სიტყვებისა	სიტყვ ებ ისა
სირიისა	სირი ის ა
შეხვედრა	შეხვედრ ა
ჩაშლა	ჩა შლ ა
შაკო	შაკ ო
ლიცენზიების	ლიცენზი ებ ის
ვიოლინოს	ვიოლინ ოს
ლეშს	ლეშ ს
მოცულობის	მოცულ ობ ის
დაფები	დაფ ებ ი
ნოლანის	ნოლან ის
ვარსკვლავით	ვარსკვლავ ით
ოთხზე	ოთხ ზე
ჩჟუ	ჩჟ უ
დომ	დომ
ნოლდორები	ნოლდორ ებ ი
ბრიტანეთთან	ბრიტანეთ თან
დანერგილი	დანერგ ილ ი
იონის	იონ ის
ერთმა	ერთ მ ა
თმების	თმ ებ ის
სრულფასოვანი	სრულფას ოვან ი
ცხადდებოდა	ცხად დებოდა
დალექვის	დალექ ვ ის
კრიტიკულ	კრიტიკ ულ
პალეონტოლოგიური	პალეონტ ოლოგი ური
განსწავლული	განსწავლ ულ ი
ჩაენაცვლებინა	ჩაე ნაცვლ ებინა
მემორიალურ	მემორი ალ ურ
მაიკი	მა იკ ი
ვანუატუს	ვანუა ტუს
გამოცხადებიდან	გამოცხად ებ იდან
დაუფიქრებლად	დაუ ფიქრ ებლად
გდრ	გ დრ
კონკისტადორებმა	კონკისტადორ ებ მა
მეცნიერებებს	მეცნიერ ებ ებს
მაგნიტურ	მაგნიტ ურ
არსენალმა	არსენ ალ მა
გვერდს	გვერდ ს
სტიქიის	სტიქი ი ს
თაიფ	თაი ფ
მეშლება	მე შლ ება
განჯის	განჯ ის
აღსარებისთვის	აღსარ ებ ისთვის
მოკიდება	მოკიდ ებ ა
მუსლიმთა	მუსლიმ თ ა
ნაციონალიზმის	ნაციონალ იზმ ის
მზადების	მზად ებ ის
ქვეშა	ქვეშ ა
წაართვა	წა ართვ ა
თემურიდების	თემურ იდ ების
მუსლიმი	მუსლიმ ი
შეფიცულთა	შეფიც ულ თა
ცხენებს	ცხენ ებ ს
დადებითია	დადებ ით ია
პაპა	პაპ ა
ეკოლოგიური	ეკ ოლოგი ური
პატარ	პატ არ
მორინ	მორ ინ
შარაძე	შარ აძე
არიული	არი ულ ი
ტრანსკრიპციის	ტრანსკრი პ ცი ის
შეკავება	შეკავ ებ ა
კარლს	კარლ ს
ფერმენტაციის	ფერმენტ აცი ის
ბეიფილდის	ბეი ფილდ ის
მიმდგომი	მი მდგომ ი
ნახშირწყლებს	ნახშირწყლ ებ ს
ასოების	ასო ებ ის
ტერიტორიები	ტერიტორი ებ ი
ისიდა	ისიდ ა
ხელისუფლებაზე	ხელისუფლებ აზე
ნოზაძე	ნოზ აძე
ნაშრომებისა	ნაშრომ ებ ისა
საზოგადოებამ	საზოგადო ებ ამ
პირიქითა	პირიქ ით ა
აკადემია	აკადემი ა
სკოლა	სკოლ ა
ბრძენის	ბრძენ ი ს
ქსელის	ქსელ ის
საამების	საამ ებ ის
გეომეტრიული	გეომეტრი ულ ი
მოახერხებენ	მო ახერხ ებენ
მასშტაბი	მასშტაბ ი
საკავალერიო	სა კავალერი ო
სივრცეა	სივრცე ა
სიამოვნება	სიამოვნ ება
მესამემ	მესამე მ
გადაწყვეტილებებს	გადაწყვეტილე ბ ებს
პარაზიტია	პარაზიტ ი ა
ჰარისონმა	ჰარისონ მ ა
ძველთაგანვე	ძველ თაგან ვე
დარქმეული	და რქმე ული
