იტალიასთან	იტალი ასთან
რონდელი	რო ნდ ელი
კავკასიელ	კავკასი ელ
ბაკის	ბა კ ის
ევოლუციაში	ევოლუც ი აში
მოხუცი	მო ხუც ი
ლუარსაბ	ლუარს აბ
შარაძე	შარ აძე
ფორმაა	ფორმ აა
სათანადოდ	სათანად ო დ
ნიდერლანდში	ნიდერ ლანდ ში
ვეზუვის	ვეზუ ვ ის
მწვერვალი	მწვერ ვალ ი
ეშვება	ე შვ ება
პოლონური	პოლონ ურ ი
გააფთრებული	გაა ფთ რებული
გაჩერებას	გა ჩერ ებას
დევიზი	დე ვიზი
ასრულდა	ა სრულ და
ნაძვის	ნაძ ვ ის
ირლანდიელები	ირ ლანდი ელები
სათადარიგოთა	სათადა რიგ ოთა
სულებთან	სულ ებთან
ცოლი	ცოლ ი
იწყებდნენ	ი წყ ებდნენ
სიგანეში	სი განე ში
სეისმურ	სეისმ ურ
ქალაქისათვის	ქალაქ ის ათვის
ფესვები	ფესვ ები
ტელეარხების	ტელე არხ ების
აგნოსტიკოსი	აგნოსტ იკოს ი
ააფეთქეს	აა ფეთქ ეს
ანგარიშს	ანგარიშ ს
ოლივია	ოლი ვი ა
ატარებდა	ა ტარ ებდა
ანგარიშებში	ანგარიშ ებში
გავრცელებას	გავრცელ ებ ას
ბარიკადებზე	ბარ იკ ადებზე
შეენარჩუნებინათ	შეე ნარჩუნ ებინათ
აბსტრაქტულ	აბსტრაქ ტულ
დაინახავს	დაი ნახ ავს
თეორიების	თეო რი ების
ტრიბუნების	ტრიბუ ნ ების
დაუჯდა	და უჯ და
რესპუბლიკელებს	რესპუბლი კელ ებს
ბიძაშვილზე	ბიძ აშვილ ზე
გაზეთის	გაზ ეთ ის
ფარულად	ფარ ულად
განრისხება	გან რისხ ება
პელეს	პელ ეს
ერევანი	ერე ვან ი
მონად	მო ნ ად
ირკვევა	ი რკვევ ა
ფერწერას	ფერ წერ ას
რადიოს	რა დიო ს
ბაქოში	ბაქ ო ში
პარტიზანებს	პარტი ზან ებს
ყიზილბაშების	ყიზილ ბაშ ების
შენადნობის	შენადნობ ის
ეთიოპელი	ეთიოპ ელ ი
საპა	სა პ ა
ისრებით	ისრ ებით
მთვარის	მთვ არ ის
პატივმოყვარე	პატივ მოყვარე
ბებიასთან	ბ ები ასთან
მიღწევაში	მი ღწევ აში
პოლონეთმა	პოლონ ეთ მა
რეიგანის	რე იგან ის
არქონის	ა რქ ონის
სანქციები	სან ქცი ები
აცნობენ	ა ცნ ობენ
დაფუძნებულ	და ფუძნ ებულ
ბალთაზარ	ბალ თაზარ
ჰადესში	ჰ ად ესში
მეთხუთმეტე	მეთ ხუთმეტ ე
კულინარული	კული ნარ ული
ბენქსი	ბენ ქს ი
გასამგზავრებლად	გასა მგზავრ ებლად
ანგარიშების	ანგარიშ ების
ნახშირორჟანგის	ნახშირორ ჟანგ ის
რუსუდან	რუსუ დან
მიზანიც	მი ზან იც
დოვლათის	დოვლ ათ ის
ერისთავ	ერისთავ
დიაკვნად	დიაკვნ ად
საკონსერვო	სა კონსერვ ო
ესპანურენოვან	ესპანურ ენოვან
ამაღლებს	ა მაღლ ებს
ედიქტის	ედი ქტ ის
უჯრედებზე	უჯრედ ებ ზე
ფრიზი	ფრი ზ ი
ტერფი	ტერ ფ ი
პიეტრო	პი ე ტრო
ხელმძღვანელობით	ხელმძღვანელ ობ ით
მყინვარის	მყინვარ ის
წამოსული	წამო სულ ი
ვახტანგ	ვახტ ანგ
სისასტიკის	სისა სტიკ ის
შესაბამისი	შე საბამ ისი
აქტივობას	აქტივ ობ ას
პარმას	პარ მ ას
წვერიანი	წვ ერ იანი
უტრეხტის	უტრე ხტ ის
ხანგრძლივობაა	ხანგრძლივ ობაა
კემბრიჯში	კემბრ იჯ ში
აგილერას	აგი ლერ ას
გადასვლისას	გადა სვლ ისას
საფუძვლის	სა ფუძვლ ის
ციკლონური	ციკლო ნ ური
ხაზის	ხაზ ის
მხარე	მხარ ე
ოფიცრები	ოფიც რ ები
მიმდევრებს	მიმდევრ ებ ს
გამოშვებულ	გამო შვ ებულ
მტაცებელია	მტაც ებელ ია
ტბის	ტ ბ ის
რასელმა	რას ელ მა
კიროს	კი როს
მედიას	მედი ას
სოკოების	ს ოკო ების
შენელების	შე ნელებ ის
კვერცხების	კვერ ცხ ების
ინდოევროპული	ინდოევრო პულ ი
სტრატეგიულ	სტრატეგი ულ
ჰქონდათ	ჰქონდა თ
რამა	რამ ა
დაუმორჩილა	დაუ მორჩილ ა
ამსახველ	ამსახ ველ
სტრუქტურებს	სტრუქტურ ებს
სავანაში	სა ვან აში
ოქტომბერი	ოქტომ ბერ ი
სამმართველოს	სა მმართველ ოს
მიაღწიოს	მი აღწი ოს
ზრდასა	ზრდ ასა
ქელბაჯარის	ქელბა ჯარ ის
ეფექტით	ეფექტ ით
ნაყინი	ნა ყინ ი
სამუშაოს	სა მუშაო ს
გამოცემამდე	გამო ცემ ამდე
შრედინგერის	შ რე დინგერის
ნორმის	ნორმ ის
ვეზირის	ვეზ ირ ის
გადმოხვიდე	გადმო ხვ იდე
თეიმურაზ	თეიმუ რაზ
გამოთვლები	გამო თვლ ები
განმასხვავებელ	განმა სხვავ ებელ
დაადგება	დაა დგ ება
მაგნიტუდის	მაგნიტ უდ ის
პირას	პირ ას
პროექტია	პროექტ ია
იშვიათია	იშვიათ ია
გებელსმა	გებელ ს მა
ისხდნენ	ი სხ დნენ
დიმიტრი	დიმი ტრი
ეფექტს	ეფექტ ს
მოსავლიანობა	მოსავლ იანობ ა
რადეს	რად ეს
ფარგლები	ფარგლ ებ ი
გადაკეთებულია	გადა კეთ ებულია
დაითხოვა	დაი თხოვ ა
რელიგიისა	რელი გი ისა
შრიფტით	შრი ფტ ით
დრამატულად	დრამატ ულ ად
შეფასებული	შე ფას ებული
ევროპელებს	ევრო პელ ებს
ჯავახეთი	ჯავახ ეთ ი
განდეგილი	განდეგ ილ ი
თხემურ	თხ ემ ურ
კონტაქტში	კონტაქტ ში
მოთამაშედ	მოთამაშ ე დ
მაღალმთის	მაღალ მთის
დანიშნულმა	და ნიშნულ მა
პარაგვაი	პარა გვა ი
სინგლში	სი ნგლ ში
სრულუფლებიანი	სრულ უფლ ებიანი
მოჭრილ	მო ჭრილ
გადაქცეულია	გადა ქცეულ ია
ასწიოს	ას წი ოს
ჩადენსისის	ჩა დენ სისის
არხით	არ ხ ით
წესია	წეს ია
ვატიკანის	ვატი კან ის
ზოროასტრიზმის	ზოროას ტრ იზმის
ვაკანტური	ვა კან ტური
გამდინარე	გა მდინარე
ლაღი	ლ აღ ი
ცოდვათა	ცოდ ვ ათა
დასტურდება	დას ტურ დება
სოფლებისა	სოფლ ებ ისა
შედეგი	შე დეგ ი
მტირალა	მ ტირ ალა
აეხსნა	აე ხსნ ა
ოტავა	ო ტავ ა
რქებს	რქ ებს
მოხალისედ	მოხალის ე დ
ხალიჩების	ხალი ჩ ების
კიდურწაისრული	კიდ ურ წაისრული
ქულები	ქ ულ ები
ანდერსონთან	ანდერ სონ თან
მკლავში	მკლავ ში
მსმენელებს	მსმე ნელ ებს
დანიშნოს	და ნიშნ ოს
ლტოლვილების	ლტოლ ვილ ების
ორსულ	ორ სულ
შესატყვისი	შესა ტყვ ისი
შვედეთისა	შვედ ეთ ისა
მოწინააღმდეგესთან	მოწინააღმდეგ ე სთან
დასჯით	დას ჯ ით
ჰუმანიზმი	ჰუ მან იზმი
ზონდი	ზო ნდ ი
დენიელ	დენ იელ
ბურთისთვის	ბურთ ისთვის
გამოაგზავნა	გამოა გზავნ ა
გარნიეს	გარ ნიეს
დაარწმუნეს	დაა რწმუნ ეს
გააგზავნეს	გაა გზავნ ეს
ბებიას	ბ ები ას
დაიბრუნებდა	დაი ბრუნ ებდა
ჟორჟი	ჟორ ჟ ი
კოდით	კო დ ით
წარმოსახვითი	წარმოსა ხვ ითი
ნმ	ნმ
გაუპატიურების	გაუპატი ურ ების
ფრენენ	ფრენ ენ
მკვლელობისთვის	მკვლელობ ისთვის
რისკის	რის კ ის
ჩნდებოდნენ	ჩნდ ებ ოდნენ
სექტემბერში	სექტ ემბერ ში
მრუდე	მრუდ ე
მარხილის	მარ ხილ ის
გაურბიან	გაურ ბ იან
წუთებზე	წ უთ ებზე
აღსადგენად	აღსა დგენ ად
პრობლემებია	პრობლემ ებია
გორილას	გორ ილ ას
კაიზერის	კაიზე რ ის
პლატინის	პლატ ინ ის
მოსარწყავად	მოსა რწყავ ად
ნიშა	ნი შ ა
პროცენტულად	პრო ცენტ ულად
იფანტება	ი ფანტ ება
სისტემებთან	სისტემ ებთან
ათენას	ათ ენ ას
ავსტრალია	ავსტრა ლი ა
ოშოს	ო შ ოს
ეთიკურ	ეთ იკ ურ
საწარმოებლად	საწარ მო ებლად
გადაადგილდა	გადა ადგილ და
მიზანია	მი ზან ია
ხევისბერი	ხევის ბერ ი
მარცვლის	მარ ცვლ ის
ყოველივე	ყოველ ივე
ფერგიუსონმა	ფერგიუ სონ მა
შემოქმედებაშიც	შე მოქმედ ებაშიც
მოასწრებს	მოა სწრ ებს
მინარეთი	მინ არეთი
რუსეთისთვის	რუს ეთ ისთვის
პროტექტორატის	პროტექტო რატ ის
საინიციატივო	სა ინიციატივ ო
ცვივა	ცვ ივ ა
საკმეტოში	სა კმეტ ოში
განმარტოებულ	გან მარტო ებულ
გეოლოგიას	გე ოლოგი ას
ხელისუფლებაში	ხელისუფლ ებაში
ეტიუდი	ეტი უდ ი
პალიასტომის	პალიას ტომ ის
უბერავს	უ ბერ ავს
წყალსატევის	წყალსა ტევ ის
თბილელის	თბილ ელ ის
ღვთისმშობელმა	ღვთისმშობ ელ მა
ეპოქას	ეპ ოქ ას
გამოუცხადეს	გამოუ ცხად ეს
მოსახერხებელია	მოსა ხერხებელი ა
დატვირთულია	და ტვირთულ ია
ქრისტეშობამდე	ქრისტ ე შობამდე
მილიონად	მილ იონ ად
ამოვსებული	ამო ვს ებული
ლამა	ლამ ა
პოლიტიკამ	პოლიტიკ ამ
სამართალი	სამართ ალ ი
მოსამსახურეთა	მოსა მსახურ ეთა
მინდვრები	მინდვრ ები
შენდებოდა	შე ნდ ებოდა
მიწერილ	მი წერილ
უკანასკნელს	უკანასკ ნელ ს
რხევას	რ ხევ ას
ცენზორის	ცენზ ორ ის
კატისებრთა	კატ ისებრთა
დასაშვებ	დასა შვ ებ
იასონი	ია სონ ი
მაღალი	მაღალ ი
დაარწმუნებს	დაა რწმუნ ებს
განლაგების	გან ლაგ ების
წინაპრებისგან	წინა პრ ებისგან
ციური	ცი ური
გადახდების	გადა ხდ ების
პრევალი	პრე ვალ ი
მარჯიელა	მარ ჯ იელა
უტოპიურ	უტოპი ურ
უჯრედები	უჯრედ ებ ი
დაუმატეს	დაუ მატ ეს
გერმანელის	გერმან ელ ის
ფოთლოვან	ფოთ ლ ოვან
კალთებიდან	კალ თ ებიდან
კათოლიკოსი	კათოლიკოს ი
ცეცხლსასროლ	ცეცხლსა სროლ
ჭყონდიდელის	ჭყონდიდ ელ ის
ხიმშიაშვილი	ხიმში აშვილ ი
ნაშთებიც	ნაშთ ებიც
მცხეთაში	მც ხეთ აში
წმინდანების	წმინდ ან ების
მადაგასკარი	მადაგა სკარ ი
სექსუალობის	ს ექსუალ ობის
დარტყმების	და რტყმ ების
საკოლმეურნეო	საკოლ მეურნე ო
ოლიმპოს	ოლიმპ ოს
შავკანიანები	შავ კან იანები
შეასრულებს	შეა სრულ ებს
რავენაში	რა ვენ აში
მყინვარია	მყინვარ ია
კანგალი	კან გალ ი
იგერიებდნენ	ი გერი ებდნენ
ექსპლოატაციის	ექსპლოა ტაცი ის
მდინარეებს	მდინარე ებს
სამახსოვრო	სა მახსოვრ ო
შეიარაღების	შე იარაღ ების
ცენტრიც	ცენტრ იც
სკოლაა	ს კოლ აა
მქონეა	მ ქონ ეა
ვიგებთ	ვიგ ებ თ
მორფოლოგიური	მორფ ოლოგი ური
თურქების	თურქ ებ ის
მეთაურობის	მეთაურ ობ ის
მწყემსი	მწყემ ს ი
საყრდენ	სა ყრდენ
სხვადახვა	სხვადა ხვ ა
მონარქი	მონა რქ ი
კირილეს	კი რილ ეს
გეტო	გე ტო
წინამორბედთან	წინამორ ბედ თან
ჯულიეტა	ჯული ეტ ა
პლანეტად	პლანეტ ად
ჰემში	ჰემ ში
აგრძელებს	ა გრძელ ებს
აქვეა	ა ქვ ეა
კილომეტრია	კილო მეტრ ია
აცვიათ	აც ვ იათ
ეწეოდა	ეწე ო და
არქანჯელო	არქ ანჯელ ო
საგები	სა გ ები
წარმოიდგინე	წარმოი დგინ ე
იუანის	ი უან ის
ერთპიროვნული	ერთპირ ოვნ ული
რუმინული	რუმინ ულ ი
ჯგუფთა	ჯგუფ თა
ტურნირებზე	ტურნირ ებზე
შევსებული	შე ვს ებული
კლდიდან	კლდ იდან
ქვიან	ქვ იან
შემოზღუდული	შემო ზღუდულ ი
ფეროშენადნობთა	ფერო შენადნობ თა
აბსოლუტიზმი	აბსოლუტ იზმ ი
ალყამ	ალ ყ ამ
ყოფილმა	ყოფილ მა
ეგზისტენციალურ	ეგზის ტენციალ ურ
გაერო	გა ერ ო
გათამაშებიდან	გა თამაშ ებიდან
მაროკოს	მარ ოკო ს
პრემიერი	პრემიერ ი
ლიცენზიით	ლი ცენზი ით
შტატებში	შ ტატ ებში
ყრილობებს	ყრილ ობ ებს
ექმნება	ე ქმნ ება
ირჩევდა	ი რჩევ და
ზბიგნევი	ზბიგ ნევ ი
უკრაინელები	უკრაი ნელებ ი
კავშირებით	კავშირ ებით
კონსოლების	კონს ოლ ების
მშიერი	მში ერ ი
ღელვის	ღელვ ის
საცეცხლე	სა ცეცხლ ე
მხარეებზე	მხარ ე ებზე
კოპერი	კო პერ ი
ლიცენზიის	ლი ცენზი ის
დასასჯელად	დასა სჯელ ად
ოკეანეებში	ოკეან ე ებში
პიროვნებები	პიროვნ ებ ები
პოულობდა	პო ულობ და
დაამონტაჟეს	დაა მონტაჟ ეს
სკანირება	ს კან ირება
მკვლელი	მკვლელ ი
ემაგრება	ე მაგრ ება
ვახტანგი	ვახტ ანგ ი
თვალნათლივ	თვალ ნათლ ივ
ოდნავი	ოდ ნავ ი
გლობუსზე	გლო ბუს ზე
საგლეხო	საგ ლეხ ო
ჟღენტი	ჟღ ენტ ი
მამაკაცური	მამა კაც ური
კვირეული	კვირ ეული
სვიტრი	ს ვიტ რი
ნოველების	ნო ველ ების
გეიმის	გე იმ ის
ზეახალი	ზე ახალ ი
ალპინისტთა	ალ პინ ისტთა
ხელშეკრულებაში	ხელშეკრულ ებაში
შუბისპირები	შ უბ ისპირები
გოლგოთის	გოლ გოთის
მემკვიდრეობისა	მემკვიდრე ობ ისა
თარგმანს	თარგ მან ს
მოუნდა	მო უნ და
ჩეხი	ჩე ხ ი
კიტი	კ იტ ი
კრება	კრებ ა
ამჟამინდელ	ამ ჟამინდელ
მართალ	მართ ალ
დარტყმით	და რტყმ ით
ფორმებისა	ფორმ ებისა
ახსნა	ა ხსნ ა
კანონზომიერება	კანონ ზომიერ ება
დადაბლებული	დადაბლ ებულ ი
ფირის	ფირ ის
ქიქოძის	ქიქო ძ ის
ჩართვას	ჩა რთვ ას
ვაჭარი	ვა ჭარ ი
წონაა	წონ აა
აგილერამ	აგი ლერ ამ
ენერგიების	ენერგ ი ების
ფტორიდი	ფ ტორი დი
ეკოლოგიურად	ეკ ოლოგი ურად
პატიმრებს	პატიმრ ებ ს
დოქტრინა	დოქტ რინ ა
დააზიანა	დაა ზიან ა
მოკლავდა	მო კლავ და
ორეგონის	ორე გონ ის
დამთავრდება	და მთავრ დება
მოძრაობასთან	მოძრაო ბ ასთან
ნიკეაში	ნიკ ე აში
კოსმოსური	კოსმ ოს ური
კამპუსი	კამპ უს ი
ამჰერსტში	ამჰერ სტ ში
დუბაი	დუ ბა ი
აღმოჩენაა	აღმო ჩენ აა
დაისაჯნენ	დაისა ჯ ნენ
გარეკანი	გარე კან ი
შემკული	შემ კულ ი
ევოლუციურად	ევოლუც ი ურად
ტანკების	ტან კ ების
მაისი	მა ის ი
კიშინიოვის	კ იშ ინიოვის
ღატაკი	ღა ტ აკი
წამოუღია	წამო უღ ია
მასალაც	მასა ლ აც
აჩვენებდა	ა ჩვენ ებდა
ჰეზბოლამ	ჰეზბოლ ა მ
იგრძნობოდა	ი გრძნობ ოდა
ტემპერატურაზე	ტემპერატურ აზე
ნაკადული	ნაკად ული
გასულიყვნენ	გა სულ იყვნენ
ასისტენტად	ასისტ ენტ ად
ტორონტო	ტორონ ტო
წილის	წი ლ ის
კრიტიკის	კრიტიკ ის
განმსჭვალული	გან მსჭვალ ული
დამფუძნებლები	დამფუძნ ებლ ები
ლაზთა	ლა ზ თა
მხოლოს	მხოლ ოს
ოცნებაა	ოც ნებ აა
პიანისტის	პიანის ტ ის
მოპყრობა	მო პყრობ ა
ამბიციები	ამბ იც იები
უჩვეულოდ	უ ჩვეულ ოდ
ექნებოდა	ე ქნ ებოდა
მიუსაჯა	მიუსა ჯ ა
ნორმანული	ნორ მან ული
განმარტება	გან მარტ ება
გააქვს	გაა ქვ ს
ელამი	ელ ამ ი
ძვირფასია	ძვირფას ია
თავსართები	თავსა რთ ები
გავედი	გა ვედ ი
კანკელი	კან კელ ი
ფიცით	ფიც ით
აგზავნიან	ა გზავნ იან
რაინის	რა ინ ის
ჰაბილისს	ჰაბ ილ ისს
კრებულში	კრებულ ში
დაეთმოთ	დაეთ მო თ
მოძრაობიდან	მოძრაო ბ იდან
დისკზე	დისკ ზე
გოთიკის	გოთ იკის
მელბურნში	მელბურ ნ ში
კანონის	კანონ ის
მოციქულთა	მოციქულ თა
ჰუდის	ჰუ დ ის
ბორუსია	ბო რუს ია
სიგრძისა	სი გრძ ისა
საბუთის	სა ბუთ ის
გაწყდა	გა წყდ ა
აიღებს	ა იღ ებს
იმედგაცრუებული	იმედგა ცრუ ებული
მამფალი	მა მ ფალი
ამინდი	ამ ინდ ი
იზრდებიან	იზრდ ებ იან
ბეჭედს	ბე ჭედ ს
არქიტექტორი	არქიტექ ტორ ი
უნებლიე	უნებ ლი ე
გრაფების	გრაფ ების
სიბრმავე	სი ბრმავ ე
მატერიალების	მატერი ალ ების
ლოდები	ლო დ ები
