იტალიასთან	იტალი ასთან
რონდელი	რო ნდ ელი
კავკასიელ	კავკას ი ელ
ბაკის	ბა კ ის
ევოლუციაში	ევოლუცი აში
მოხუცი	მო ხუც ი
ლუარსაბ	ლუარს აბ
შარაძე	შ არ აძე
ფორმაა	ფორმ აა
სათანადოდ	სათანა დო დ
ნიდერლანდში	ნიდერ ლანდ ში
ვეზუვის	ვე ზუვ ის
მწვერვალი	მწვერ ვალ ი
ეშვება	ე შვ ება
პოლონური	პოლ ონ ური
გააფთრებული	გა აფთ რებული
გაჩერებას	გა ჩერ ებას
დევიზი	დევ იზ ი
ასრულდა	ა სრულ და
ნაძვის	ნაძ ვ ის
ირლანდიელები	ირლანდ იელ ები
სათადარიგოთა	სათადარი გო თა
სულებთან	ს ულ ებთან
ცოლი	ცოლ ი
იწყებდნენ	ი წყ ებდნენ
სიგანეში	სი განე ში
სეისმურ	სეისმ ურ
ქალაქისათვის	ქალაქ ისათვის
ფესვები	ფეს ვ ები
ტელეარხების	ტელეარ ხ ების
აგნოსტიკოსი	აგნოსტ იკოს ი
ააფეთქეს	აა ფეთქ ეს
ანგარიშს	ანგარიშ ს
ოლივია	ო ლივი ა
ატარებდა	ა ტარ ებდა
ანგარიშებში	ანგარიშ ებში
გავრცელებას	გა ვრცელ ებას
ბარიკადებზე	ბა რიკ ადებზე
შეენარჩუნებინათ	შეე ნარჩუნ ებინათ
აბსტრაქტულ	აბსტრაქტ ულ
დაინახავს	დაი ნახ ავს
თეორიების	თეო რი ების
ტრიბუნების	ტრი ბუნ ების
დაუჯდა	და უჯ და
რესპუბლიკელებს	რესპუბლი კელ ებს
ბიძაშვილზე	ბიძ აშვილ ზე
გაზეთის	გა ზეთ ის
ფარულად	ფარ ულად
განრისხება	განრის ხ ება
პელეს	პელ ეს
ერევანი	ერე ვან ი
მონად	მონ ად
ირკვევა	ი რკვევ ა
ფერწერას	ფერ წერ ას
რადიოს	რადი ო ს
ბაქოში	ბაქ ო ში
პარტიზანებს	პარტი ზან ებს
ყიზილბაშების	ყიზილბა შ ების
შენადნობის	შენადნობ ის
ეთიოპელი	ეთი ოპ ელი
საპა	სა პ ა
ისრებით	ის რ ებით
მთვარის	მთვარ ის
პატივმოყვარე	პატივ მოყვარე
ბებიასთან	ბ ები ასთან
მიღწევაში	მი ღწევ აში
პოლონეთმა	პოლო ნეთ მა
რეიგანის	რე იგან ის
არქონის	არქ ონის
სანქციები	სან ქცი ები
აცნობენ	ა ცნობ ენ
დაფუძნებულ	და ფუძნ ებულ
ბალთაზარ	ბალთა ზარ
ჰადესში	ჰა დესში
მეთხუთმეტე	მე თხუთმეტე
კულინარული	კული ნარ ული
ბენქსი	ბენ ქს ი
გასამგზავრებლად	გასა მგზავრ ებლად
ანგარიშების	ანგარიშ ების
ნახშირორჟანგის	ნახშირორ ჟანგ ის
რუსუდან	რუ სუდან
მიზანიც	მიზან იც
დოვლათის	დოვლა თ ის
ერისთავ	ერისთავ
დიაკვნად	დიაკვნ ად
საკონსერვო	სა კონსერვ ო
ესპანურენოვან	ესპან ურ ენოვან
ამაღლებს	ა მაღლ ებს
ედიქტის	ედი ქტ ის
უჯრედებზე	უჯრედ ებ ზე
ფრიზი	ფრ იზ ი
ტერფი	ტერ ფ ი
პიეტრო	პი ე ტრო
ხელმძღვანელობით	ხელმძღვანელ ობ ით
მყინვარის	მყინვარ ის
წამოსული	წამო სულ ი
ვახტანგ	ვახტ ანგ
სისასტიკის	სისას ტიკ ის
შესაბამისი	შე საბამ ისი
აქტივობას	აქტივ ობ ას
პარმას	პარ მ ას
წვერიანი	წვ ერ იანი
უტრეხტის	უტ რეხტ ის
ხანგრძლივობაა	ხანგრძლივ ობაა
კემბრიჯში	კემბრი ჯ ში
აგილერას	ა გილერ ას
გადასვლისას	გადა სვლ ისას
საფუძვლის	სა ფუძვლ ის
ციკლონური	ციკლ ონ ური
ხაზის	ხაზ ის
მხარე	მხარ ე
ოფიცრები	ოფიც რ ები
მიმდევრებს	მიმდევრ ებს
გამოშვებულ	გამო შვ ებულ
მტაცებელია	მტაც ებელ ია
ტბის	ტ ბ ის
რასელმა	რა სელ მა
კიროს	კირ ოს
მედიას	მედი ას
სოკოების	ს ოკო ების
შენელების	შე ნელ ების
კვერცხების	კვე რცხ ების
ინდოევროპული	ინდოევრო პულ ი
სტრატეგიულ	სტრატეგი ულ
ჰქონდათ	ჰქონ დათ
რამა	რამ ა
დაუმორჩილა	დაუ მორჩილ ა
ამსახველ	ამსახ ველ
სტრუქტურებს	სტრუქტ ურ ებს
სავანაში	სა ვან აში
ოქტომბერი	ოქტომ ბერ ი
სამმართველოს	სა მმართველ ოს
მიაღწიოს	მი აღწი ოს
ზრდასა	ზრდ ასა
ქელბაჯარის	ქელბა ჯარ ის
ეფექტით	ეფექტ ით
ნაყინი	ნა ყინ ი
სამუშაოს	სა მუშაო ს
გამოცემამდე	გამო ცემ ამდე
შრედინგერის	შ რე დინგერის
ნორმის	ნორმ ის
ვეზირის	ვე ზირ ის
გადმოხვიდე	გადმო ხ ვიდე
თეიმურაზ	თეიმუ რაზ
გამოთვლები	გამო თვლ ები
განმასხვავებელ	განმასხვავებ ელ
დაადგება	დაა დგ ება
მაგნიტუდის	მაგნიტ უდ ის
პირას	პირ ას
პროექტია	პროექტ ია
იშვიათია	იშვიათ ია
გებელსმა	გ ებელს მა
ისხდნენ	ის ხ დნენ
დიმიტრი	დიმი ტრი
ეფექტს	ეფექტ ს
მოსავლიანობა	მოსავლ იანობ ა
რადეს	რად ე ს
ფარგლები	ფარგლ ებ ი
გადაკეთებულია	გადა კეთ ებულია
დაითხოვა	დაი თხოვ ა
რელიგიისა	რელი გი ისა
შრიფტით	შრ იფტ ით
დრამატულად	დრამა ტულ ად
შეფასებული	შეფას ებ ული
ევროპელებს	ევრო პელ ებს
ჯავახეთი	ჯავახ ეთ ი
განდეგილი	განდეგ ილ ი
თხემურ	თხ ემ ურ
კონტაქტში	კონტაქტ ში
მოთამაშედ	მოთამაშ ე დ
მაღალმთის	მაღალ მთის
დანიშნულმა	და ნიშნულ მა
პარაგვაი	პარა გვა ი
სინგლში	სინ გლ ში
სრულუფლებიანი	სრულ უფლებ იანი
მოჭრილ	მო ჭრილ
გადაქცეულია	გადა ქცეულ ია
ასწიოს	ას წი ოს
ჩადენსისის	ჩა დენ სისის
არხით	არ ხ ით
წესია	წეს ია
ვატიკანის	ვატი კან ის
ზოროასტრიზმის	ზ ორო ასტრიზმის
ვაკანტური	ვა კან ტური
გამდინარე	გა მდინარე
ლაღი	ლ აღი
ცოდვათა	ცოდ ვ ათა
დასტურდება	დასტურ დება
სოფლებისა	სოფლ ებ ისა
შედეგი	შე დეგ ი
მტირალა	მ ტირ ალა
აეხსნა	აე ხსნ ა
ოტავა	ო ტავ ა
რქებს	რ ქ ებს
მოხალისედ	მოხალის ე დ
ხალიჩების	ხალი ჩ ების
კიდურწაისრული	კიდ ურ წაისრული
ქულები	ქ ულ ები
ანდერსონთან	ანდერ სონ თან
მკლავში	მკლავ ში
მსმენელებს	მსმენ ელ ებს
დანიშნოს	და ნიშნ ოს
ლტოლვილების	ლტოლ ვილ ების
ორსულ	ორ სულ
შესატყვისი	შესა ტყვ ისი
შვედეთისა	შვედ ეთ ისა
მოწინააღმდეგესთან	მოწინააღმდეგ ე სთან
დასჯით	დას ჯ ით
ჰუმანიზმი	ჰუმან იზმ ი
ზონდი	ზონ დ ი
დენიელ	დენ იელ
ბურთისთვის	ბურთ ისთვის
გამოაგზავნა	გამოა გზავნ ა
გარნიეს	გარ ნი ეს
დაარწმუნეს	დაა რწმუნ ეს
გააგზავნეს	გაა გზავნ ეს
ბებიას	ბ ები ას
დაიბრუნებდა	დაი ბრუნ ებდა
ჟორჟი	ჟორ ჟ ი
კოდით	კ ოდ ით
წარმოსახვითი	წარმოსა ხვ ითი
ნმ	ნმ
გაუპატიურების	გაუ პატიურ ების
ფრენენ	ფრენ ენ
მკვლელობისთვის	მკვლელობ ისთვის
რისკის	რის კ ის
ჩნდებოდნენ	ჩნდ ებოდნენ
სექტემბერში	სექტემ ბერ ში
მრუდე	მრ უდ ე
მარხილის	მარ ხილ ის
გაურბიან	გაუ რბ იან
წუთებზე	წ უთ ებზე
აღსადგენად	აღსა დგენ ად
პრობლემებია	პრობლემ ებია
გორილას	გორ ილ ას
კაიზერის	კაიზე რ ის
პლატინის	პლატ ინ ის
მოსარწყავად	მოსა რწყავ ად
ნიშა	ნ იშ ა
პროცენტულად	პრო ცენტ ულად
იფანტება	ი ფანტ ება
სისტემებთან	სისტემ ებთან
ათენას	ათ ენ ას
ავსტრალია	ავსტრა ლი ა
ოშოს	ო შ ოს
ეთიკურ	ეთ იკ ურ
საწარმოებლად	საწარ მო ებლად
გადაადგილდა	გადა ადგილ და
მიზანია	მიზან ია
ხევისბერი	ხევის ბერ ი
მარცვლის	მარ ცვლ ის
ყოველივე	ყოველ ივ ე
ფერგიუსონმა	ფერგიუ სონ მა
შემოქმედებაშიც	შე მოქმედებ აშიც
მოასწრებს	მოა სწრ ებს
მინარეთი	მინ არ ეთი
რუსეთისთვის	რუს ეთ ისთვის
პროტექტორატის	პროტ ექტორ ატის
საინიციატივო	საინიცია ტივ ო
ცვივა	ცვი ვ ა
საკმეტოში	საკ მეტ ოში
განმარტოებულ	გან მარტო ებულ
გეოლოგიას	გე ოლოგი ას
ხელისუფლებაში	ხელის უფლებ აში
ეტიუდი	ეტი უდ ი
პალიასტომის	პალიას ტომ ის
უბერავს	უ ბერ ავს
წყალსატევის	წყალსა ტევ ის
თბილელის	თბილ ელ ის
ღვთისმშობელმა	ღვთისმშობ ელ მა
ეპოქას	ეპ ოქ ას
გამოუცხადეს	გამოუ ცხად ეს
მოსახერხებელია	მოსა ხერხებელი ა
დატვირთულია	და ტვირთ ულია
ქრისტეშობამდე	ქრისტ ე შობამდე
მილიონად	მი ლიონ ად
ამოვსებული	ამოვს ებულ ი
ლამა	ლა მ ა
პოლიტიკამ	პოლიტიკ ამ
სამართალი	სამართ ალ ი
მოსამსახურეთა	მოსა მსახურ ეთა
მინდვრები	მინდვრ ებ ი
შენდებოდა	შენ დებოდა
მიწერილ	მი წერილ
უკანასკნელს	უკანასკ ნელ ს
რხევას	რ ხევ ას
ცენზორის	ცენზ ორ ის
კატისებრთა	კატ ისებრთა
დასაშვებ	დასა შვ ებ
იასონი	ია სონ ი
მაღალი	მაღალ ი
დაარწმუნებს	დაა რწმუნ ებს
განლაგების	გან ლაგ ების
წინაპრებისგან	წინა პრ ებისგან
ციური	ცი ურ ი
გადახდების	გადა ხდ ების
პრევალი	პრე ვალ ი
მარჯიელა	მარჯ იელ ა
უტოპიურ	უტოპ იურ
უჯრედები	უჯრედ ებ ი
დაუმატეს	დაუ მატ ეს
გერმანელის	გერმა ნელ ის
ფოთლოვან	ფოთლოვან
კალთებიდან	კალ თ ებიდან
კათოლიკოსი	კათოლიკოს ი
ცეცხლსასროლ	ცეცხლსა სროლ
ჭყონდიდელის	ჭყონდი დელ ის
ხიმშიაშვილი	ხიმშ იაშვილ ი
ნაშთებიც	ნაშთ ებიც
მცხეთაში	მც ხეთ აში
წმინდანების	წმინდ ან ების
მადაგასკარი	მადაგა სკარ ი
სექსუალობის	სექსუა ლობ ის
დარტყმების	და რტყმ ების
საკოლმეურნეო	სა კოლმეურნე ო
ოლიმპოს	ოლიმპ ოს
შავკანიანები	შავკან იან ები
შეასრულებს	შეა სრულ ებს
რავენაში	რა ვენ აში
მყინვარია	მყინვარ ია
კანგალი	კან გალ ი
იგერიებდნენ	ი გერი ებდნენ
ექსპლოატაციის	ექსპლოა ტაცი ის
მდინარეებს	მდინარე ებს
სამახსოვრო	სა მახსოვრ ო
შეიარაღების	შე იარაღ ების
ცენტრიც	ცენტრ იც
სკოლაა	ს კოლ აა
მქონეა	მ ქონ ეა
ვიგებთ	ვი გ ებთ
მორფოლოგიური	მორფ ოლოგი ური
თურქების	თურქ ების
მეთაურობის	მე თაურ ობის
მწყემსი	მწყემ ს ი
საყრდენ	ს აყრდენ
სხვადახვა	სხვადა ხვ ა
მონარქი	მონ არქ ი
კირილეს	კირ ილ ეს
გეტო	გე ტო
წინამორბედთან	წინამორ ბედ თან
ჯულიეტა	ჯული ეტ ა
პლანეტად	პლანეტ ად
ჰემში	ჰე მ ში
აგრძელებს	ა გრძელ ებს
აქვეა	ა ქვე ა
კილომეტრია	კილო მეტრ ია
აცვიათ	ა ცვ იათ
ეწეოდა	ე წეო და
არქანჯელო	არქ ანჯელ ო
საგები	სა გ ები
წარმოიდგინე	წარმოი დგინ ე
იუანის	ი უან ის
ერთპიროვნული	ერთ პიროვნულ ი
რუმინული	რუმინ ულ ი
ჯგუფთა	ჯგუფ თა
ტურნირებზე	ტურნირ ებზე
შევსებული	შევ ს ებული
კლდიდან	კლ დ იდან
ქვიან	ქვ იან
შემოზღუდული	შემო ზღუდულ ი
ფეროშენადნობთა	ფერო შენადნობ თა
აბსოლუტიზმი	აბსოლუტ იზმ ი
ალყამ	ალ ყ ამ
ყოფილმა	ყოფილ მა
ეგზისტენციალურ	ეგზისტ ენცი ალურ
გაერო	გაე რო
გათამაშებიდან	გა თამაშ ებიდან
მაროკოს	მარ ოკო ს
პრემიერი	პრემიერ ი
ლიცენზიით	ლი ცენზ იით
შტატებში	შ ტატ ებში
ყრილობებს	ყრი ლობ ებს
ექმნება	ე ქმნ ება
ირჩევდა	ი რჩევ და
ზბიგნევი	ზბიგ ნევ ი
უკრაინელები	უკრაი ნელ ები
კავშირებით	კავშირ ებით
კონსოლების	კონს ოლ ების
მშიერი	მ შ იერი
ღელვის	ღ ელ ვის
საცეცხლე	სა ცეცხლ ე
მხარეებზე	მხარ ე ებზე
კოპერი	კოპ ერი
ლიცენზიის	ლი ცენზ იის
დასასჯელად	დასას ჯელ ად
ოკეანეებში	ოკეან ე ებში
პიროვნებები	პიროვნ ებ ები
პოულობდა	პო ულობ და
დაამონტაჟეს	დაა მონტაჟ ეს
სკანირება	ს კან ირება
მკვლელი	მკვლელ ი
ემაგრება	ე მაგრ ება
ვახტანგი	ვახტ ანგ ი
თვალნათლივ	თვალ ნათლ ივ
ოდნავი	ოდ ნავ ი
გლობუსზე	გლო ბუს ზე
საგლეხო	სა გლეხ ო
ჟღენტი	ჟღ ენტ ი
მამაკაცური	მამა კაც ური
კვირეული	კვირ ეული
სვიტრი	სვ ი ტრი
ნოველების	ნო ველ ების
გეიმის	გე იმ ის
ზეახალი	ზე ახალ ი
ალპინისტთა	ალპინ ისტ თა
ხელშეკრულებაში	ხელშეკრულებ აში
შუბისპირები	შუ ბ ისპირები
გოლგოთის	გოლ გოთის
მემკვიდრეობისა	მემკვიდრეო ბ ისა
თარგმანს	თარგმ ან ს
მოუნდა	მო უნ და
ჩეხი	ჩე ხ ი
კიტი	კი ტ ი
კრება	კრე ბ ა
ამჟამინდელ	ამ ჟამინდელ
მართალ	მართ ალ
დარტყმით	და რტყმ ით
ფორმებისა	ფორმ ებისა
ახსნა	ა ხსნ ა
კანონზომიერება	კანონ ზომიერ ება
დადაბლებული	დადა ბლ ებული
ფირის	ფირ ის
ქიქოძის	ქიქო ძ ის
ჩართვას	ჩარ თვ ას
ვაჭარი	ვა ჭარ ი
წონაა	წონ აა
აგილერამ	ა გილერ ამ
ენერგიების	ენერგ ი ების
ფტორიდი	ფ ტორი დი
ეკოლოგიურად	ეკ ოლოგი ურად
პატიმრებს	პატიმრ ებს
დოქტრინა	დოქტ რინ ა
დააზიანა	დაა ზიან ა
მოკლავდა	მო კლავ და
ორეგონის	ო რეგონ ის
დამთავრდება	და მთავრ დება
მოძრაობასთან	მოძრაო ბ ასთან
ნიკეაში	ნი კე აში
კოსმოსური	კოსმ ოს ური
კამპუსი	კამ პუს ი
ამჰერსტში	ამჰერს ტ ში
დუბაი	დუ ბაი
აღმოჩენაა	აღმო ჩენ აა
დაისაჯნენ	დაისა ჯ ნენ
გარეკანი	გარე კან ი
შემკული	შემ კულ ი
ევოლუციურად	ევოლუცი ურად
ტანკების	ტან კ ების
მაისი	მა ის ი
კიშინიოვის	კი ში ნიოვის
ღატაკი	ღატაკ ი
წამოუღია	წამო უღ ია
მასალაც	მასა ლ აც
აჩვენებდა	ა ჩვენებ და
ჰეზბოლამ	ჰეზბოლ ა მ
იგრძნობოდა	ი გრძნობ ოდა
ტემპერატურაზე	ტემპერატურ აზე
ნაკადული	ნაკად ული
გასულიყვნენ	გა სულ იყვნენ
ასისტენტად	ასისტ ენტ ად
ტორონტო	ტორ ონტო
წილის	წი ლ ის
კრიტიკის	კრიტიკ ის
განმსჭვალული	გან მსჭვალულ ი
დამფუძნებლები	დამფუძნ ებლ ები
ლაზთა	ლა ზ თა
მხოლოს	მხოლ ოს
ოცნებაა	ოც ნებ აა
პიანისტის	პიან ისტ ის
მოპყრობა	მო პყრობ ა
ამბიციები	ამბ იცი ები
უჩვეულოდ	უ ჩვეულ ოდ
ექნებოდა	ექ ნებ ოდა
მიუსაჯა	მიუსა ჯ ა
ნორმანული	ნორ მან ული
განმარტება	გან მარტ ება
გააქვს	გა აქვ ს
ელამი	ელ ამ ი
ძვირფასია	ძვირფას ია
თავსართები	თავსა რთ ები
გავედი	გა ვე დი
კანკელი	კან კელ ი
ფიცით	ფიც ით
აგზავნიან	ა გზავნ იან
რაინის	რა ინ ის
ჰაბილისს	ჰაბი ლის ს
კრებულში	კრ ებულ ში
დაეთმოთ	დაეთ მო თ
მოძრაობიდან	მოძრაო ბ იდან
დისკზე	დისკ ზე
გოთიკის	გოთ იკის
მელბურნში	მელბურ ნ ში
კანონის	კანონ ის
მოციქულთა	მოციქულ თა
ჰუდის	ჰუ დ ის
ბორუსია	ბორ უს ია
სიგრძისა	სი გრძ ისა
საბუთის	ს აბუთ ის
გაწყდა	გა წყ და
აიღებს	ა იღ ებს
იმედგაცრუებული	იმედგა ცრუ ებული
მამფალი	მა მ ფალი
ამინდი	ამი ნდ ი
იზრდებიან	ი ზრდ ებიან
ბეჭედს	ბეჭ ედ ს
არქიტექტორი	არქიტ ექტორ ი
უნებლიე	უნებ ლიე
გრაფების	გრაფ ების
სიბრმავე	სი ბრმა ვე
მატერიალების	მატერ იალ ების
ლოდები	ლოდ ები
ვოკალისტ	ვოკა ლისტ
