იტალიასთან	იტალი ასთან
ვეზუვის	ვეზუ ვის
მწვერვალი	მწვერვალ ი
ეშვება	ეშვ ება
პოლონური	პოლონურ ი
გააფთრებული	გაა ფთ რებული
გაჩერებას	გაჩერ ებას
დევიზი	დევიზი
ასრულდა	ასრულ და
ნაძვის	ნაძვ ის
ირლანდიელები	ირლანდი ელები
სათადარიგოთა	სა თადარიგ ოთა
სულებთან	სულ ებთან
ცოლი	ცოლ ი
იწყებდნენ	იწყ ებდნენ
სიგანეში	სიგანე ში
სეისმურ	სეისმ ურ
ქალაქისათვის	ქალაქ ისათვის
ფესვები	ფესვ ები
ტელეარხების	ტელეარხ ების
აგნოსტიკოსი	ა გნოსტ იკოსი
ააფეთქეს	ა აფეთქ ეს
ანგარიშს	ანგარიშ ს
ოლივია	ოლივი ა
ატარებდა	ატარ ებდა
ანგარიშებში	ანგარიშ ებში
გავრცელებას	გავრცელ ებას
ბარიკადებზე	ბარ იკად ებზე
შეენარჩუნებინათ	შეე ნარჩუნ ებინათ
აბსტრაქტულ	აბსტრაქტ ულ
დაინახავს	დაი ნახ ავს
თეორიების	თეორი ების
ტრიბუნების	ტრიბუნ ების
დაუჯდა	დაუ ჯ და
რესპუბლიკელებს	რესპუბლიკელ ებს
ბიძაშვილზე	ბიძაშვილ ზე
გაზეთის	გაზეთ ის
ფარულად	ფარ ულად
განრისხება	გან რისხ ება
პელეს	პელე ს
ერევანი	ერევ ანი
მონად	მონ ად
ირკვევა	ი რკვევ ა
ფერწერას	ფერწერ ას
რადიოს	რადიო ს
ბაქოში	ბაქო ში
პარტიზანებს	პარტიზან ებს
ყიზილბაშების	ყიზილბაშ ების
შენადნობის	შენადნობ ის
ეთიოპელი	ეთიოპ ელი
საპა	სა პ ა
ისრებით	ისრ ებით
მთვარის	მთვარ ის
პატივმოყვარე	პატივ მოყვარე
ბებიასთან	ბები ასთან
მიღწევაში	მიღწევ აში
პოლონეთმა	პოლონეთ მა
რეიგანის	რეიგან ის
არქონის	არ ქონ ის
სანქციები	სა ნქცი ები
აცნობენ	ა ცნობ ენ
დაფუძნებულ	დაფუძნ ებულ
ბალთაზარ	ბალ თაზარ
ჰადესში	ჰად ესში
მეთხუთმეტე	მე თხუთმეტ ე
კულინარული	კუ ლინ არული
ბენქსი	ბენქსი
გასამგზავრებლად	გასა მგზავრ ებლად
ანგარიშების	ანგარიშ ების
ნახშირორჟანგის	ნახშირ ორჟანგ ის
რუსუდან	რუ სუდან
მიზანიც	მიზან იც
დოვლათის	დოვლათ ის
ერისთავ	ერისთავ
დიაკვნად	დიაკვნ ად
საკონსერვო	საკონ სერვ ო
ესპანურენოვან	ესპანურ ენოვან
ამაღლებს	ამაღლ ებს
ედიქტის	ედიქტ ის
უჯრედებზე	უჯრედ ებზე
ფრიზი	ფრიზ ი
ტერფი	ტერფ ი
პიეტრო	პიე ტრო
ხელმძღვანელობით	ხელმძღვანელ ობით
მყინვარის	მყინვარ ის
წამოსული	წამო სულ ი
ვახტანგ	ვახტანგ
სისასტიკის	სისა სტიკ ის
შესაბამისი	შე საბამის ი
აქტივობას	აქტივობ ას
პარმას	პარმ ას
წვერიანი	წვერ იანი
უტრეხტის	უტ რეხტის
ხანგრძლივობაა	ხანგრძლივ ობაა
კემბრიჯში	კემ ბრიჯ ში
აგილერას	აგილერ ას
გადასვლისას	გადა სვლ ისას
საფუძვლის	სა ფუძვლ ის
ციკლონური	ციკლონ ური
ხაზის	ხაზ ის
მხარე	მხარე
ოფიცრები	ოფიცრ ები
მიმდევრებს	მიმდევრ ებს
გამოშვებულ	გამოშვებ ულ
მტაცებელია	მტაც ებელია
ტბის	ტბ ის
რასელმა	რასელ მა
კიროს	კირ ოს
მედიას	მედი ას
სოკოების	სოკო ების
შენელების	შე ნელ ების
კვერცხების	კვერცხ ების
ინდოევროპული	ინდო ევროპ ული
სტრატეგიულ	სტრატეგიულ
ჰქონდათ	ჰქონ დათ
რამა	რამ ა
დაუმორჩილა	დაუმორჩილ ა
ამსახველ	ა მსახველ
სტრუქტურებს	სტრუქტურ ებს
სავანაში	სა ვან აში
ოქტომბერი	ოქტომ ბერ ი
სამმართველოს	სა მმართველ ოს
მიაღწიოს	მი აღწი ოს
ზრდასა	ზრდ ასა
ქელბაჯარის	ქელბაჯარ ის
ეფექტით	ეფექტ ით
ნაყინი	ნა ყინ ი
სამუშაოს	სა მუშაო ს
გამოცემამდე	გამოცემ ამდე
შრედინგერის	შ რედინგ ერის
ნორმის	ნორმ ის
ვეზირის	ვეზირ ის
გადმოხვიდე	გადმო ხვ იდე
თეიმურაზ	თეიმურაზ
გამოთვლები	გამოთვლ ები
განმასხვავებელ	განმა სხვავ ებელ
დაადგება	დაადგ ება
მაგნიტუდის	მაგნიტ უდ ის
პირას	პირ ას
პროექტია	პროექტ ია
იშვიათია	იშვიათ ია
გებელსმა	გებელს მა
ისხდნენ	ისხ დნენ
დიმიტრი	დიმიტრ ი
ეფექტს	ეფექტ ს
მოსავლიანობა	მო სავლ იანობა
რადეს	რა დეს
ფარგლები	ფარგლ ები
გადაკეთებულია	გადაკეთ ებულია
დაითხოვა	და ითხოვ ა
რელიგიისა	რელიგი ისა
შრიფტით	შრიფტ ით
დრამატულად	დრამატ ულად
შეფასებული	შეფას ებული
ევროპელებს	ევროპელ ებს
ჯავახეთი	ჯავახ ეთი
განდეგილი	განდეგილ ი
თხემურ	თხემ ურ
კონტაქტში	კონტაქტ ში
მოთამაშედ	მოთამაშე დ
მაღალმთის	მაღალმთ ის
დანიშნულმა	დანიშნულ მა
პარაგვაი	პარა გვა ი
სინგლში	სინგლ ში
სრულუფლებიანი	სრულ უფლ ებიანი
მოჭრილ	მო ჭრილ
გადაქცეულია	გადა ქცეულ ია
ასწიოს	ასწი ოს
ჩადენსისის	ჩადენს ისის
არხით	არხ ით
წესია	წეს ია
ვატიკანის	ვატიკან ის
ზოროასტრიზმის	ზორო ასტრ იზმის
ვაკანტური	ვა კანტ ური
გამდინარე	გა მდინარე
ლაღი	ლაღ ი
ცოდვათა	ცოდვ ათა
დასტურდება	დასტურ დება
სოფლებისა	სოფლ ებისა
შედეგი	შედეგ ი
მტირალა	მ ტირალ ა
აეხსნა	ა ეხსნა
ოტავა	ოტავ ა
რქებს	რქ ებს
მოხალისედ	მო ხალისე დ
ხალიჩების	ხალიჩ ების
კიდურწაისრული	კიდურ წაისრული
ქულები	ქულ ები
ანდერსონთან	ანდერსონ თან
მკლავში	მკლავ ში
მსმენელებს	მსმენელ ებს
დანიშნოს	და ნიშნ ოს
ლტოლვილების	ლტოლვილ ების
ორსულ	ორს ულ
შესატყვისი	შე სატყვის ი
შვედეთისა	შვედეთ ისა
მოწინააღმდეგესთან	მოწინააღმდეგე სთან
დასჯით	დასჯ ით
ჰუმანიზმი	ჰუმან იზმი
ზონდი	ზონდ ი
დენიელ	დენ იელ
ბურთისთვის	ბურთ ისთვის
გამოაგზავნა	გამოა გზავნ ა
გარნიეს	გა რნი ეს
დაარწმუნეს	და არწმუნ ეს
გააგზავნეს	გაა გზავნ ეს
ბებიას	ბები ას
დაიბრუნებდა	დაი ბრუნ ებდა
ჟორჟი	ჟორჟ ი
კოდით	კოდ ით
წარმოსახვითი	წარმო სახვ ითი
ნმ	ნმ
გაუპატიურების	გაუპატიურ ების
ფრენენ	ფრენ ენ
მკვლელობისთვის	მკვლელობ ისთვის
რისკის	რისკ ის
ჩნდებოდნენ	ჩნდ ებოდნენ
სექტემბერში	სექტემ ბერ ში
მრუდე	მრუდ ე
მარხილის	მარხ ილის
გაურბიან	გაურბ იან
წუთებზე	წუთ ებზე
აღსადგენად	აღსა დგენ ად
პრობლემებია	პრობლემ ებია
გორილას	გორილ ას
კაიზერის	კაიზერ ის
პლატინის	პლატინ ის
მოსარწყავად	მოსა რწყავ ად
ნიშა	ნიშ ა
პროცენტულად	პრო ცენტ ულად
იფანტება	იფანტ ება
სისტემებთან	სისტემ ებთან
ათენას	ათენ ას
ავსტრალია	ავსტრალ ია
ოშოს	ოშ ოს
ეთიკურ	ეთ იკურ
საწარმოებლად	სა წარმო ებლად
გადაადგილდა	გადა ადგილ და
მიზანია	მიზან ია
ხევისბერი	ხევის ბერ ი
მარცვლის	მარცვლ ის
ყოველივე	ყოველ ივე
ფერგიუსონმა	ფერგიუ სონ მა
შემოქმედებაშიც	შემოქმედ ებაშიც
მოასწრებს	მო ასწრ ებს
მინარეთი	მი ნარ ეთი
რუსეთისთვის	რუსეთ ისთვის
პროტექტორატის	პროტექტორატ ის
საინიციატივო	საი ნიციატივ ო
ცვივა	ცვივ ა
საკმეტოში	სა კმეტ ოში
განმარტოებულ	გან მარტო ებულ
გეოლოგიას	გეოლოგი ას
ხელისუფლებაში	ხელისუფლ ებაში
ეტიუდი	ეტიუდ ი
პალიასტომის	პალიას ტომ ის
უბერავს	უ ბერ ავს
წყალსატევის	წყალსატე ვ ის
თბილელის	თბილ ელის
ღვთისმშობელმა	ღვთის მშობელ მა
ეპოქას	ეპოქ ას
გამოუცხადეს	გამოუცხად ეს
მოსახერხებელია	მოსა ხერხ ებელია
დატვირთულია	და ტვირთ ულია
ქრისტეშობამდე	ქრისტე შობ ამდე
მილიონად	მილიონ ად
ამოვსებული	ამოვსებული
ლამა	ლამ ა
პოლიტიკამ	პოლიტიკ ამ
სამართალი	სა მართ ალი
მოსამსახურეთა	მოსა მსახურე თა
მინდვრები	მინდვრ ები
შენდებოდა	შენ დებოდა
მიწერილ	მი წერილ
უკანასკნელს	უკანასკნელ ს
რხევას	რხევ ას
ცენზორის	ცენზორ ის
კატისებრთა	კატ ისებრთა
დასაშვებ	დასა შვებ
იასონი	იასონ ი
მაღალი	მაღალ ი
დაარწმუნებს	და არწმუნ ებს
განლაგების	განლაგ ების
წინაპრებისგან	წინაპრ ებისგან
ციური	ცი ური
გადახდების	გადახდ ების
პრევალი	პრე ვალ ი
მარჯიელა	მარჯიელ ა
უტოპიურ	უტოპი ურ
უჯრედები	უჯრედ ები
დაუმატეს	დაუ მატ ეს
გერმანელის	გერმანელ ის
ფოთლოვან	ფოთლ ოვან
კალთებიდან	კალთ ებიდან
კათოლიკოსი	კა თოლიკოს ი
ცეცხლსასროლ	ცეცხლსასრ ოლ
ჭყონდიდელის	ჭყონდიდელ ის
ხიმშიაშვილი	ხიმშ იაშვილი
ნაშთებიც	ნაშთ ებიც
მცხეთაში	მცხეთ აში
წმინდანების	წმინდან ების
მადაგასკარი	მადაგას კარ ი
სექსუალობის	სექსუალ ობის
დარტყმების	დარტყმ ების
საკოლმეურნეო	სა კოლმეურნე ო
ოლიმპოს	ოლიმპ ოს
შავკანიანები	შავკან იანები
შეასრულებს	შეასრულ ებს
რავენაში	რავენ აში
მყინვარია	მყინვარ ია
კანგალი	კანგალ ი
იგერიებდნენ	იგერი ებდნენ
ექსპლოატაციის	ექს პლოატ აციის
მდინარეებს	მდინარე ებს
სამახსოვრო	სა მახსოვრ ო
შეიარაღების	შე იარაღ ების
ცენტრიც	ცენტრ იც
სკოლაა	სკოლ აა
მქონეა	მქონე ა
ვიგებთ	ვიგ ებთ
მორფოლოგიური	მორფოლოგიურ ი
თურქების	თურქ ების
მეთაურობის	მეთაურ ობის
მწყემსი	მწყემს ი
საყრდენ	სა ყრდენ
სხვადახვა	სხვადა ხვ ა
მონარქი	მონარქ ი
კირილეს	კირილ ეს
გეტო	გეტ ო
წინამორბედთან	წინამორბედ თან
ჯულიეტა	ჯულიეტ ა
პლანეტად	პლანეტ ად
ჰემში	ჰემ ში
აგრძელებს	აგრძელ ებს
აქვეა	აქვ ეა
კილომეტრია	კილომეტრ ია
აცვიათ	აცვ იათ
ეწეოდა	ეწ ეოდა
არქანჯელო	არქ ანჯელ ო
საგები	სა გ ები
წარმოიდგინე	წარმოი დგინ ე
იუანის	იუან ის
ერთპიროვნული	ერთ პიროვნ ული
რუმინული	რუმინ ული
ჯგუფთა	ჯგუფ თა
ტურნირებზე	ტურნირ ებზე
შევსებული	შევს ებული
კლდიდან	კლდ იდან
ქვიან	ქვ იან
შემოზღუდული	შემო ზღუდ ული
ფეროშენადნობთა	ფერო შენადნობ თა
აბსოლუტიზმი	აბსოლუტიზმ ი
ალყამ	ალყ ამ
ყოფილმა	ყოფილ მა
ეგზისტენციალურ	ეგზისტ ენციალ ურ
გაერო	გაერო
გათამაშებიდან	გათამაშ ებიდან
მაროკოს	მაროკ ოს
პრემიერი	პრემიერ ი
ლიცენზიით	ლიცენზი ით
შტატებში	შტატ ებში
ყრილობებს	ყრილ ობებს
ექმნება	ე ქმნ ება
ირჩევდა	ირჩევ და
ზბიგნევი	ზბიგ ნევ ი
უკრაინელები	უკრაინ ელები
კავშირებით	კავშირ ებით
კონსოლების	კონსოლ ების
მშიერი	მშ იერი
ღელვის	ღელვ ის
საცეცხლე	სა ცეცხლ ე
მხარეებზე	მხარე ებზე
კოპერი	კო პერ ი
ლიცენზიის	ლიცენზი ის
დასასჯელად	დასა სჯელ ად
ოკეანეებში	ოკეანე ებში
პიროვნებები	პიროვნ ებები
პოულობდა	პოულ ობდა
დაამონტაჟეს	დაა მონტაჟ ეს
სკანირება	ს კან ირება
მკვლელი	მკვლელ ი
ემაგრება	ე მაგრ ება
ვახტანგი	ვახტანგ ი
თვალნათლივ	თვალ ნათლ ივ
ოდნავი	ოდნავ ი
გლობუსზე	გლობუს ზე
საგლეხო	სა გლეხ ო
ჟღენტი	ჟღ ენტი
მამაკაცური	მამაკაც ური
კვირეული	კვირე ული
სვიტრი	სვ იტრ ი
ნოველების	ნოველ ების
გეიმის	გეიმ ის
ზეახალი	ზე ახალ ი
ალპინისტთა	ალპინ ისტთა
ხელშეკრულებაში	ხელშეკრულ ებაში
შუბისპირები	შუბ ისპირები
გოლგოთის	გოლ გოთ ის
მემკვიდრეობისა	მემკვიდრეობ ისა
თარგმანს	თარგმან ს
მოუნდა	მო უნ და
ჩეხი	ჩეხ ი
კიტი	კიტ ი
კრება	კრ ება
ამჟამინდელ	ამჟ ამინდ ელ
მართალ	მართალ
დარტყმით	დარტყმ ით
ფორმებისა	ფორმ ებისა
ახსნა	ახსნ ა
კანონზომიერება	კანონზომიერ ება
დადაბლებული	და დაბლ ებული
ფირის	ფირ ის
ქიქოძის	ქიქოძ ის
ჩართვას	ჩართვ ას
ვაჭარი	ვაჭარ ი
წონაა	წონ აა
აგილერამ	აგილერ ამ
ენერგიების	ენერგი ების
ფტორიდი	ფტორ იდი
ეკოლოგიურად	ეკოლოგიურ ად
პატიმრებს	პატიმრ ებს
დოქტრინა	დოქ ტრინ ა
დააზიანა	დაა ზიან ა
მოკლავდა	მოკლ ავდა
ორეგონის	ორ ეგონ ის
დამთავრდება	დამთავრ დება
მოძრაობასთან	მოძრაობ ასთან
ნიკეაში	ნიკე აში
კოსმოსური	კოსმოს ური
კამპუსი	კამპუს ი
ამჰერსტში	ამჰერსტ ში
დუბაი	დუბა ი
აღმოჩენაა	აღმოჩენ აა
დაისაჯნენ	დაი საჯ ნენ
გარეკანი	გარეკან ი
შემკული	შემკ ული
ევოლუციურად	ევოლუც იურად
ტანკების	ტანკ ების
მაისი	მაის ი
კიშინიოვის	კი შინ იოვის
ღატაკი	ღატაკ ი
წამოუღია	წამო უღ ია
მასალაც	მასალ აც
აჩვენებდა	აჩვენ ებდა
ჰეზბოლამ	ჰეზბოლა მ
იგრძნობოდა	ი გრძნობ ოდა
ტემპერატურაზე	ტემპერატურ აზე
ნაკადული	ნაკად ული
გასულიყვნენ	გა სულ იყვნენ
ასისტენტად	ასისტენტ ად
ტორონტო	ტორონტო
წილის	წილ ის
კრიტიკის	კრიტიკ ის
განმსჭვალული	გან მსჭვალ ული
დამფუძნებლები	დამფუძნ ებლები
ლაზთა	ლაზ თა
მხოლოს	მხოლ ოს
ოცნებაა	ოცნებ აა
პიანისტის	პიან ისტის
მოპყრობა	მო პყრობ ა
ამბიციები	ამბიც იები
უჩვეულოდ	უ ჩვეულ ოდ
ექნებოდა	ექნ ებოდა
მიუსაჯა	მიუ საჯ ა
ნორმანული	ნორმან ული
განმარტება	განმარტ ება
გააქვს	გა აქვ ს
ელამი	ელამ ი
ძვირფასია	ძვირფას ია
თავსართები	თავსართ ები
გავედი	გა ვედ ი
კანკელი	კანკელი
ფიცით	ფიც ით
აგზავნიან	ა გზავნ იან
რაინის	რაინ ის
ჰაბილისს	ჰაბილის ს
კრებულში	კრებულ ში
დაეთმოთ	და ეთმ ოთ
მოძრაობიდან	მოძრაობ იდან
დისკზე	დისკ ზე
გოთიკის	გოთ იკის
მელბურნში	მე ლბურნ ში
კანონის	კანონ ის
მოციქულთა	მოციქულ თა
ჰუდის	ჰუდ ის
ბორუსია	ბორუს ია
სიგრძისა	სიგრძ ისა
საბუთის	სა ბუთ ის
გაწყდა	გა წყ და
აიღებს	აიღ ებს
იმედგაცრუებული	იმედგაცრუ ებული
მამფალი	მამფ ალი
ამინდი	ამინდ ი
იზრდებიან	იზრდ ებიან
ბეჭედს	ბეჭედ ს
არქიტექტორი	არქიტექტორ ი
უნებლიე	უნებლი ე
გრაფების	გრაფ ების
სიბრმავე	სი ბრმავ ე
მატერიალების	მატერი ალების
ლოდები	ლოდ ები
ვოკალისტ	ვოკალ ისტ
სესხის	სესხ ის
სოლისტია	სოლისტ ია
დოჟის	დოჟ ის
გაათავისუფლა	გაა თავისუფლ ა
დაამარცხებდა	დაამარცხ ებდა
რონი	რონ ი
ხანაც	ხან აც
ბეჭედზე	ბეჭედ ზე
ბაბილონეთის	ბაბილონ ეთის
ამუშავებდნენ	ამუშავ ებდნენ
მთვარეზე	მთვარ ეზე
სერ	სერ
საგრანტო	სა გრანტ ო
კურფიურსტის	კურფიურსტ ის
გადატანილი	გადატან ილი
ბურთი	ბურთ ი
მოახერხა	მოახერხ ა
ქონგურებიანი	ქო ნგურ ებიანი
არენასი	არენ ასი
ჭავჭავაძის	ჭავჭავაძ ის
კარიერი	კარიერ ი
მაჟინოს	მა ჟინ ოს
ნახატები	ნახატ ები
ქერქის	ქერქ ის
ჟარი	ჟარ ი
თავსებადი	თავს ებადი
გდრ	გდრ
ოსურ	ოს ურ
რეაქციული	რეაქცი ული
ბანკნოტები	ბანკნოტ ები
მოჭედილი	მო ჭედ ილი
