იტალიასთან	იტალი ასთან
ნიდერლანდში	ნი დერლანდ ში
ვეზუვის	ვეზ უ ვის
მწვერვალი	მწვერვალ ი
ეშვება	ეშვ ება
პოლონური	პოლონ ური
გააფთრებული	გა აფთ რებული
გაჩერებას	გაჩერ ებას
დევიზი	დევიზ ი
ასრულდა	ასრულ და
ნაძვის	ნაძვი ს
ირლანდიელები	ირლანდი ელ ები
სათადარიგოთა	სათადარიგ ოთ ა
სულებთან	სულ ებთან
ცოლი	ცოლ ი
იწყებდნენ	იწყებ დნენ
სიგანეში	სიგანე ში
სეისმურ	სეისმ ურ
ქალაქისათვის	ქალაქ ის ა თვის
ფესვები	ფესვ ები
ტელეარხების	ტელე არხ ების
აგნოსტიკოსი	აგნოსტ იკოსი
ააფეთქეს	აა ფეთქ ეს
ანგარიშს	ანგარიშ ს
ოლივია	ო ლი ვი ა
ატარებდა	ატარებ და
ანგარიშებში	ანგარიშ ებში
გავრცელებას	გავრცელ ებას
ბარიკადებზე	ბარი კად ებზე
შეენარჩუნებინათ	შეე ნარჩუნები ნათ
აბსტრაქტულ	აბს ტრაქტ ულ
დაინახავს	და ი ნახავ ს
თეორიების	თეორი ების
ტრიბუნების	ტრიბუ ნების
დაუჯდა	დაუ ჯდა
რესპუბლიკელებს	რესპუბლი კელ ებს
ბიძაშვილზე	ბიძა შვილ ზე
გაზეთის	გაზეთ ის
ფარულად	ფარ ულად
განრისხება	გან რისხ ება
პელეს	პელე ს
ერევანი	ერევან ი
მონად	მონა დ
ირკვევა	ი რკვევ ა
ფერწერას	ფერწერ ას
რადიოს	რადიო ს
ბაქოში	ბაქ ოში
პარტიზანებს	პარტი ზან ებს
ყიზილბაშების	ყიზილბა შ ების
შენადნობის	შენადნობ ის
ეთიოპელი	ეთი ოპ ელი
საპა	სა პა
ისრებით	ის რ ებით
მთვარის	მთვარ ის
პატივმოყვარე	პატივ მ ოყვარე
ბებიასთან	ბები ასთან
მიღწევაში	მიღწევა ში
პოლონეთმა	პოლონეთ მა
რეიგანის	რე ი გან ის
არქონის	არქ ონის
სანქციები	სა ნქციებ ი
აცნობენ	აცნობ ენ
დაფუძნებულ	და ფუძნ ებულ
ბალთაზარ	ბალ თა ზარ
ჰადესში	ჰად ეს ში
მეთხუთმეტე	მე თხუთ მეტე
კულინარული	კულინარ ული
ბენქსი	ბენქს ი
გასამგზავრებლად	გასა მგზავრ ებლად
ანგარიშების	ანგარიშ ების
ნახშირორჟანგის	ნახშირ ორ ჟანგ ის
რუსუდან	რუ სუდან
მიზანიც	მიზან იც
დოვლათის	დოვლათი ს
ერისთავ	ერისთავ
დიაკვნად	დიაკვ ნად
საკონსერვო	სა კონ სერვ ო
ესპანურენოვან	ესპან ურენოვან
ამაღლებს	ამაღლ ებს
ედიქტის	ედიქტ ის
უჯრედებზე	უჯრედ ებზე
ფრიზი	ფრი ზი
ტერფი	ტერფ ი
პიეტრო	პიე ტრო
ხელმძღვანელობით	ხელმძღვანელ ობით
მყინვარის	მყინვარ ის
წამოსული	წამო ს ული
ვახტანგ	ვახტანგ
სისასტიკის	ს ისას ტიკის
შესაბამისი	შე საბამ ის ი
აქტივობას	აქტივ ობას
პარმას	პარ მა ს
წვერიანი	წვერ იანი
უტრეხტის	უ ტრე ხტ ის
ხანგრძლივობაა	ხან გრძლი ვ ობა ა
კემბრიჯში	კემბრიჯ ში
აგილერას	ა გილერას
გადასვლისას	გადა სვლისას
საფუძვლის	სა ფუძვლ ის
ციკლონური	ციკლ ონური
ხაზის	ხაზ ის
მხარე	მხარე
ოფიცრები	ოფიც რები
მიმდევრებს	მიმდევრ ებს
გამოშვებულ	გამოშვ ებულ
მტაცებელია	მტაც ებელი ა
ტბის	ტბ ის
რასელმა	რასელ მა
კიროს	კიროს
მედიას	მედი ას
სოკოების	სოკოების
შენელების	შენელ ების
კვერცხების	კ ვერცხ ების
ინდოევროპული	ინდო ევროპ ული
სტრატეგიულ	ს ტრატეგ იულ
ჰქონდათ	ჰქონდათ
რამა	რამა
დაუმორჩილა	დაუ მორჩილ ა
ამსახველ	ამ სა ხველ
სტრუქტურებს	სტრუქტურ ებს
სავანაში	სა ვანაში
ოქტომბერი	ოქტომ ბერი
სამმართველოს	სა მმართველ ოს
მიაღწიოს	მიაღწი ოს
ზრდასა	ზრდა სა
ქელბაჯარის	ქელ ბა ჯარ ის
ეფექტით	ეფექტ ით
ნაყინი	ნა ყინ ი
სამუშაოს	სა მუშაო ს
გამოცემამდე	გამოცე მ ამდე
შრედინგერის	შრედ ინგ ერის
ნორმის	ნორმ ის
ვეზირის	ვეზირ ის
გადმოხვიდე	გადმო ხვ იდე
თეიმურაზ	თ ეიმურაზ
გამოთვლები	გამო თვლ ები
განმასხვავებელ	გან მ ასხვა ვ ებელ
დაადგება	დაა დგება
მაგნიტუდის	მაგნი ტუ დის
პირას	პირ ას
პროექტია	პროექ ტი ა
იშვიათია	ი შვიათ ია
გებელსმა	გებელ ს მა
ისხდნენ	ის ხ დნენ
დიმიტრი	დიმიტრ ი
ეფექტს	ეფექტ ს
მოსავლიანობა	მო სავლ იან ობა
რადეს	რად ეს
ფარგლები	ფარგლ ები
გადაკეთებულია	გადა კეთ ებულია
დაითხოვა	და ი თხოვ ა
რელიგიისა	რელიგი ისა
შრიფტით	შრიფტ ით
დრამატულად	დრამატ ულად
შეფასებული	შეფასებ ული
ევროპელებს	ევროპელ ებს
ჯავახეთი	ჯავახ ეთი
განდეგილი	გან დეგილ ი
თხემურ	თხემ ურ
კონტაქტში	კონტაქ ტში
მოთამაშედ	მო თამაშე დ
მაღალმთის	მაღალ მთის
დანიშნულმა	და ნიშნ ულმა
პარაგვაი	პარა გვაი
სინგლში	სინგლ ში
სრულუფლებიანი	სრულ უფლებ იანი
მოჭრილ	მო ჭრილ
გადაქცეულია	გადა ქცეული ა
ასწიოს	ას წიოს
ჩადენსისის	ჩადენ ს ის ის
არხით	არხ ით
წესია	წეს ია
ვატიკანის	ვატიკა ნის
ზოროასტრიზმის	ზ ორო ასტრ იზმის
ვაკანტური	ვა კან ტური
გამდინარე	გა მდინარ ე
ლაღი	ლაღი
ცოდვათა	ცოდვ ათა
დასტურდება	დასტურ დება
სოფლებისა	სოფლ ების ა
შედეგი	შედეგ ი
მტირალა	მ ტირალა
აეხსნა	ა ეხსნა
ოტავა	ოტავ ა
რქებს	რქ ებს
მოხალისედ	მოხალ ის ედ
ხალიჩების	ხალიჩ ების
კიდურწაისრული	კიდურ წა ის რული
ქულები	ქულ ები
ანდერსონთან	ანდერ სონ თან
მკლავში	მკლავ ში
მსმენელებს	მსმენელ ებს
დანიშნოს	და ნიშნ ოს
ლტოლვილების	ლტოლვ ილ ების
ორსულ	ორ სულ
შესატყვისი	შესა ტყვი ს ი
შვედეთისა	შვედ ეთის ა
მოწინააღმდეგესთან	მოწინააღ მდეგე სთან
დასჯით	დასჯ ით
ჰუმანიზმი	ჰუმან იზმი
ზონდი	ზონ დი
დენიელ	დენი ელ
ბურთისთვის	ბურთ ის თვის
გამოაგზავნა	გამო ა გზავნა
გარნიეს	გარ ნი ეს
დაარწმუნეს	დაა რწმუნ ეს
გააგზავნეს	გა ა გზავნ ეს
ბებიას	ბები ას
დაიბრუნებდა	და ი ბრუნებ და
ჟორჟი	ჟორჟ ი
კოდით	კოდ ით
წარმოსახვითი	წარმო სახვ ით ი
ნმ	ნმ
გაუპატიურების	გაუპატ იურ ების
ფრენენ	ფრენ ენ
მკვლელობისთვის	მკვლელ ობის თვის
რისკის	რისკ ის
ჩნდებოდნენ	ჩნდ ებოდნენ
სექტემბერში	სე ქტემბერ ში
მრუდე	მრუდ ე
მარხილის	მარხ ილ ის
გაურბიან	გა ურ ბიან
წუთებზე	წუთ ებზე
აღსადგენად	აღსა დგენ ად
პრობლემებია	პრობლემ ებია
გორილას	გორილ ას
კაიზერის	კაიზერ ის
პლატინის	პლატ ინის
მოსარწყავად	მოსა რწყ ავად
ნიშა	ნიშ ა
პროცენტულად	პრო ცენტ ულად
იფანტება	ი ფანტ ება
სისტემებთან	სისტემ ებთან
ათენას	ათენ ას
ავსტრალია	ავსტრალ ია
ოშოს	ოშ ოს
ეთიკურ	ეთ იკურ
საწარმოებლად	სა წარმო ებლად
გადაადგილდა	გადაადგილ და
მიზანია	მიზანი ა
ხევისბერი	ხევ ის ბერი
მარცვლის	მარცვლ ის
ყოველივე	ყოველ ივე
ფერგიუსონმა	ფერგიუ სონმა
შემოქმედებაშიც	შემოქმედ ებაში ც
მოასწრებს	მო ასწრ ებს
მინარეთი	მი ნარ ეთი
რუსეთისთვის	რუსეთ ის თვის
პროტექტორატის	პროტექტო რატ ის
საინიციატივო	სა ინიციატი ვო
ცვივა	ცვივა
საკმეტოში	სა კმეტ ოში
განმარტოებულ	გან მარტო ებულ
გეოლოგიას	გეოლოგიას
ხელისუფლებაში	ხელისუფ ლ ებაში
ეტიუდი	ეტიუდ ი
პალიასტომის	პალიას ტომ ის
უბერავს	უ ბერ ავს
წყალსატევის	წყალსა ტევ ის
თბილელის	თბილ ელის
ღვთისმშობელმა	ღვთისმ შობ ელმა
ეპოქას	ეპოქ ას
გამოუცხადეს	გამოუ ცხად ეს
მოსახერხებელია	მოსა ხერხებ ელია
დატვირთულია	დატვირთულ ია
ქრისტეშობამდე	ქრისტ ე შობა მდე
მილიონად	მილიონ ად
ამოვსებული	ამოვს ებული
ლამა	ლამა
პოლიტიკამ	პოლიტი კამ
სამართალი	ს ა მართალ ი
მოსამსახურეთა	მოსა მსახურ ეთა
მინდვრები	მინდვრები
შენდებოდა	შენ დებოდა
მიწერილ	მი წერილ
უკანასკნელს	უკანასკნელ ს
რხევას	რხევ ას
ცენზორის	ცენზ ორის
კატისებრთა	კატ ისებრ თა
დასაშვებ	დასა შვებ
იასონი	ია სონი
მაღალი	მაღალ ი
დაარწმუნებს	დაა რწმუნ ებს
განლაგების	განლაგების
წინაპრებისგან	წინაპრ ების გან
ციური	ციური
გადახდების	გადახ დ ების
პრევალი	პრე ვალი
მარჯიელა	მარ ჯი ელ ა
უტოპიურ	უტოპი ურ
უჯრედები	უჯრედ ები
დაუმატეს	დაუ მა ტეს
გერმანელის	გერმან ელის
ფოთლოვან	ფოთლ ოვან
კალთებიდან	კალთ ებიდან
კათოლიკოსი	კათოლიკო სი
ცეცხლსასროლ	ცეცხლ სა სროლ
ჭყონდიდელის	ჭ ყონდიდ ელის
ხიმშიაშვილი	ხიმ ში ა შვილი
ნაშთებიც	ნაშთ ებიც
მცხეთაში	მცხე თა ში
წმინდანების	წმინდა ნების
მადაგასკარი	მადა გასკარ ი
სექსუალობის	ს ექსუა ლობის
დარტყმების	დარტყმ ების
საკოლმეურნეო	სა კოლ მეურნეო
ოლიმპოს	ოლიმპ ოს
შავკანიანები	შავკანიან ები
შეასრულებს	შე ასრულ ებს
რავენაში	რავენ აში
მყინვარია	მყინვარ ია
კანგალი	კან გალი
იგერიებდნენ	იგერი ებდნენ
ექსპლოატაციის	ექსპლო ა ტაცი ის
მდინარეებს	მდინარეებ ს
სამახსოვრო	სამ ახსოვრ ო
შეიარაღების	შე იარაღ ების
ცენტრიც	ცენტრ იც
სკოლაა	სკოლა ა
მქონეა	მქონეა
ვიგებთ	ვიგ ებთ
მორფოლოგიური	მორფ ოლოგიურ ი
თურქების	თურქ ების
მეთაურობის	მეთაურ ობის
მწყემსი	მწყემ სი
საყრდენ	საყრდ ენ
სხვადახვა	სხვა დახვ ა
მონარქი	მონარქ ი
კირილეს	კირილ ეს
გეტო	გეტო
წინამორბედთან	წინამორბ ედ თან
ჯულიეტა	ჯულიეტ ა
პლანეტად	პლანეტ ად
ჰემში	ჰემ ში
აგრძელებს	ა გრძელ ებს
აქვეა	ა ქვე ა
კილომეტრია	კილო მეტრია
აცვიათ	აცვ იათ
ეწეოდა	ეწეო და
არქანჯელო	არქ ანჯელ ო
საგები	სა გ ები
წარმოიდგინე	წარმო ი დგინ ე
იუანის	იუან ის
ერთპიროვნული	ერთ პიროვნ ული
რუმინული	რუმინ ული
ჯგუფთა	ჯგუფთა
ტურნირებზე	ტურნირ ებზე
შევსებული	შევს ებული
კლდიდან	კლდ იდან
ქვიან	ქვ იან
შემოზღუდული	შემო ზღუდულ ი
ფეროშენადნობთა	ფერო შენადნობ თა
აბსოლუტიზმი	აბსოლუ ტიზმი
ალყამ	ალყ ამ
ყოფილმა	ყოფილ მა
ეგზისტენციალურ	ეგზისტ ენცი ალურ
გაერო	გაერო
გათამაშებიდან	გათამაშ ებიდან
მაროკოს	მაროკო ს
პრემიერი	პრემი ერი
ლიცენზიით	ლიცენზი ით
შტატებში	შტატ ებში
ყრილობებს	ყრილ ობებს
ექმნება	ე ქმნ ება
ირჩევდა	ი რჩევ და
ზბიგნევი	ზბიგნევი
უკრაინელები	უკრაინე ლები
კავშირებით	კავშირ ებით
კონსოლების	კონ სოლ ების
მშიერი	მ ში ერი
ღელვის	ღელვ ის
საცეცხლე	სა ცეცხლ ე
მხარეებზე	მხარე ებზე
კოპერი	კოპერ ი
ლიცენზიის	ლიცენზი ის
დასასჯელად	დასასჯელ ად
ოკეანეებში	ოკეანე ებში
პიროვნებები	პიროვნ ებებ ი
პოულობდა	პო ულობ და
დაამონტაჟეს	დაა მონტაჟ ეს
სკანირება	ს კან ირება
მკვლელი	მკვლელ ი
ემაგრება	ე მაგრ ება
ვახტანგი	ვახტანგ ი
თვალნათლივ	თვალ ნათლივ
ოდნავი	ოდნავ ი
გლობუსზე	გლობ უსზე
საგლეხო	სა გლეხ ო
ჟღენტი	ჟღე ნტი
მამაკაცური	მა მაკაც ური
კვირეული	კვირ ეული
სვიტრი	სვ ი ტრი
ნოველების	ნოველ ების
გეიმის	გეიმის
ზეახალი	ზე ახალ ი
ალპინისტთა	ალპინ ისტთა
ხელშეკრულებაში	ხელშეკრულ ებაში
შუბისპირები	შუბ ის პირებ ი
გოლგოთის	გოლ გოთ ის
მემკვიდრეობისა	მემკვიდრ ე ობისა
თარგმანს	თარგმან ს
მოუნდა	მო უნდა
ჩეხი	ჩეხ ი
კიტი	კიტ ი
კრება	კრებ ა
ამჟამინდელ	ა მჟამინ დელ
მართალ	მართალ
დარტყმით	დარტყმ ით
ფორმებისა	ფორმ ები სა
ახსნა	ა ხსნა
კანონზომიერება	კანონ ზომიერ ება
დადაბლებული	და დაბლებული
ფირის	ფირ ის
ქიქოძის	ქიქოძ ის
ჩართვას	ჩა რთვა ს
ვაჭარი	ვაჭარ ი
წონაა	წონა ა
აგილერამ	ა გილერ ამ
ენერგიების	ენერგ ი ების
ფტორიდი	ფ ტორი დი
ეკოლოგიურად	ეკ ოლოგიურად
პატიმრებს	პატიმრ ებს
დოქტრინა	დოქტ რინა
დააზიანა	დაა ზიან ა
მოკლავდა	მოკლ ავდა
ორეგონის	ორ ეგ ონის
დამთავრდება	და მთავრ დება
მოძრაობასთან	მოძრა ობა სთან
ნიკეაში	ნიკე აში
კოსმოსური	კოსმო ს ური
კამპუსი	კამპ უსი
ამჰერსტში	ამ ჰერსტ ში
დუბაი	დუბაი
აღმოჩენაა	აღმოჩენ ა ა
დაისაჯნენ	და ის აჯ ნენ
გარეკანი	გარე კანი
შემკული	შემ კული
ევოლუციურად	ევოლუცი ურად
ტანკების	ტანკ ების
მაისი	მა ის ი
კიშინიოვის	კი ში ნი ოვის
ღატაკი	ღატაკ ი
წამოუღია	წამო უღია
მასალაც	მასალ აც
აჩვენებდა	აჩვენებ და
ჰეზბოლამ	ჰეზბოლა მ
იგრძნობოდა	ი გრძნო ბოდა
ტემპერატურაზე	ტემ პერატურ აზე
ნაკადული	ნაკად ული
გასულიყვნენ	გა სულ იყვნენ
ასისტენტად	ას ის ტენ ტად
ტორონტო	ტორონტ ო
წილის	წილ ის
კრიტიკის	კრიტიკ ის
განმსჭვალული	გან მ სჭვალ ული
დამფუძნებლები	დამ ფუძნ ებლ ები
ლაზთა	ლაზ თა
მხოლოს	მხოლო ს
ოცნებაა	ოცნებ აა
პიანისტის	პი ანის ტის
მოპყრობა	მო პყრობა
ამბიციები	ამბიც ი ები
უჩვეულოდ	უ ჩვეულ ოდ
ექნებოდა	ექნებ ოდა
მიუსაჯა	მიუსაჯ ა
ნორმანული	ნორმ ა ნული
განმარტება	განმარტ ება
გააქვს	გა აქვს
ელამი	ელამ ი
ძვირფასია	ძვირ ფას ია
თავსართები	თავსართ ები
გავედი	გა ვედი
კანკელი	კანკელ ი
ფიცით	ფიც ით
აგზავნიან	ა გზავნ იან
რაინის	რაინ ის
ჰაბილისს	ჰაბი ლის ს
კრებულში	კრებ ულში
დაეთმოთ	და ეთმო თ
მოძრაობიდან	მოძრა ობიდან
დისკზე	დისკ ზე
გოთიკის	გოთ იკის
მელბურნში	მელბურნში
კანონის	კანონ ის
მოციქულთა	მოციქულ თა
ჰუდის	ჰუდ ის
ბორუსია	ბორ უსი ა
სიგრძისა	სიგრძ ისა
საბუთის	სა ბუთ ის
გაწყდა	გა წყდა
აიღებს	აიღებ ს
იმედგაცრუებული	იმედგაცრუ ებული
მამფალი	მამ ფალ ი
ამინდი	ამინდ ი
იზრდებიან	ი ზრდ ებიან
ბეჭედს	ბეჭედ ს
არქიტექტორი	არქიტექტორ ი
უნებლიე	უნებლიე
გრაფების	გრაფ ების
სიბრმავე	სი ბრმავ ე
მატერიალების	მატერი ალ ები ს
ლოდები	ლოდ ები
ვოკალისტ	ვოკალ ისტ
სესხის	სესხ ის
სოლისტია	სოლისტი ა
დოჟის	დოჟი ს
გაათავისუფლა	გაა თავისუფლ ა
დაამარცხებდა	და ა მარცხ ებდა
რონი	რონი
ხანაც	ხან აც
ბეჭედზე	ბეჭედ ზე
ბაბილონეთის	ბაბილონეთის
ამუშავებდნენ	ამუშავ ებდნენ
მთვარეზე	მთვარე ზე
სერ	სერ
საგრანტო	სა გრანტ ო
კურფიურსტის	კ ურფიურს ტ ის
გადატანილი	გადა ტანილი
ბურთი	ბურთ ი
მოახერხა	მო ა ხერხ ა
ქონგურებიანი	ქონ გურ ები ანი
არენასი	არენა სი
ჭავჭავაძის	ჭავჭავ აძის
კარიერი	კარიერ ი
მაჟინოს	მა ჟინ ოს
ნახატები	ნახატ ები
ქერქის	ქერქ ის
ჟარი	ჟარ ი
თავსებადი	თავს ებად ი
გდრ	გდრ
